rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.72939129829071,83.81393232183376,300530,领湃科技,bottom_area,2022-09-26,26.95,2022-09-23,26.68,1.011994002998499,7.946026986506751,28.433476394849787,True,-3.3357,1.6788,3,3,3,100.0,27.802573379948058,34.07510431154381,18.988005997001505,1.011994002998499,历史3/3次成功; 当前距低点1.01%; 最新日涨幅-3.34%; 状态bottom_area; 底部已确认
2,91.74439672209864,78.34255956589826,688018,乐鑫科技,bottom_area,2022-09-26,79.84,2022-09-26,78.79,1.332656428480768,2.5383931971062315,32.65811965811965,False,-0.7952,0.533,1,1,1,100.0,34.629119477604306,34.629119477604306,18.667343571519233,1.332656428480768,历史1/1次成功; 当前距低点1.33%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
3,89.15627875110225,74.57198003920871,002343,慈文传媒,bottom_area,2022-09-26,4.97,2022-09-26,4.96,0.20161290322580216,3.0241935483871036,29.0414878397711,False,-2.1654,2.0394,1,1,1,100.0,40.33149171270718,40.33149171270718,19.7983870967742,0.20161290322580216,历史1/1次成功; 当前距低点0.20%; 最新日涨幅-2.17%; 状态bottom_area; 底部未确认
4,89.1214846265681,74.42740150139498,300437,清水源,bottom_area,2022-09-26,17.11,2022-09-26,17.09,0.11702750146284127,2.867173785839663,30.613073487616727,False,-2.2844,1.7768,5,6,5,83.33333333333334,24.628445545144793,30.330330330330323,19.88297249853716,0.11702750146284127,历史5/6次成功; 当前距低点0.12%; 最新日涨幅-2.28%; 状态bottom_area; 底部未确认
5,88.4234415961254,74.31056445953845,300538,同益股份,bottom_area,2022-09-26,10.91,2022-09-26,10.86,0.46040515653775976,3.499079189686932,29.019607843137262,False,-1.9766,0.7319,2,2,2,100.0,25.431657077658826,30.150753768844226,19.53959484346224,0.46040515653775976,历史2/2次成功; 当前距低点0.46%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
6,88.4161139730206,75.9289325045779,603356,华菱精工,bottom_area,2022-09-26,12.38,2022-09-26,12.18,1.6420361247947541,5.1724137931034555,27.153110047846884,False,-2.9781,2.0271,1,1,1,100.0,25.445026178010465,25.445026178010465,18.357963875205247,1.6420361247947541,历史1/1次成功; 当前距低点1.64%; 最新日涨幅-2.98%; 状态bottom_area; 底部未确认
7,88.0147971488257,74.328371120405,688055,龙腾光电,bottom_area,2022-09-26,4.16,2022-09-26,4.13,0.7263922518159867,3.6319612590799117,27.54385964912281,False,-2.8037,0.2162,1,1,1,100.0,45.45454545454546,45.45454545454546,19.273607748184016,0.7263922518159867,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-2.80%; 状态bottom_area; 底部未确认
8,87.34651778626812,73.07688155922037,002516,旷达科技,bottom_area,2022-09-26,4.65,2022-09-26,4.64,0.2155172413793249,2.8017241379310325,29.59028831562975,False,-2.1053,0.761,1,1,1,100.0,32.46376811594203,32.46376811594203,19.784482758620676,0.2155172413793249,历史1/1次成功; 当前距低点0.22%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
9,87.0001588721578,72.89591475392544,002138,顺络电子,bottom_area,2022-09-26,20.26,2022-09-26,20.2,0.2970297029703083,3.960396039603964,28.948294055575097,False,-2.9693,1.7727,1,1,1,100.0,32.49001331557922,32.49001331557922,19.702970297029694,0.2970297029703083,历史1/1次成功; 当前距低点0.30%; 最新日涨幅-2.97%; 状态bottom_area; 底部未确认
10,86.58859416445623,72.15716180371352,688199,久日新材,bottom_area,2022-09-26,33.72,2022-09-26,33.72,0.0,2.2835112692764032,28.920741989881954,False,-2.4588,0.7102,1,1,1,100.0,37.135278514588855,37.135278514588855,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.46%; 状态bottom_area; 底部未确认
11,86.5206248946464,73.27406042518146,603315,福鞍股份,bottom_area,2022-09-26,19.46,2022-09-26,19.29,0.8812856402281064,3.5769828926905203,30.335861321776818,False,-2.7972,0.3786,1,1,1,100.0,41.68490153172865,41.68490153172865,19.118714359771893,0.8812856402281064,历史1/1次成功; 当前距低点0.88%; 最新日涨幅-2.80%; 状态bottom_area; 底部未确认
