rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.71189016014368,84.98218440939118,002761,浙江建投,bottom_area,2024-06-13,8.38,2024-06-06,8.25,1.5757575757575852,4.848484848484853,28.26086956521739,False,-2.8969,2.4916,6,6,6,100.0,23.305976785583134,43.73730534867976,8.424242424242415,1.5757575757575852,历史6/6次成功; 当前距低点1.58%; 最新日涨幅-2.90%; 状态bottom_area; 底部未确认
16,75.85328688457182,75.17787393141819,688105,诺唯赞,bottom_area,2024-06-13,22.15,2024-06-11,21.19,4.530438886267095,5.568664464369984,27.30703259005145,False,1.373,1.0983,2,2,2,100.0,17.673519312404096,25.237580993520524,5.469561113732906,4.530438886267095,历史2/2次成功; 当前距低点4.53%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
17,75.73440953695345,73.7150866836513,300621,维业股份,bottom_area,2024-06-13,7.52,2024-06-06,7.26,3.5812672176308515,7.1625344352617155,32.02247191011236,True,-2.2107,1.2152,1,1,1,100.0,28.120300751879686,28.120300751879686,6.418732782369149,3.5812672176308515,历史1/1次成功; 当前距低点3.58%; 最新日涨幅-2.21%; 状态bottom_area; 底部已确认
18,75.62035209228615,73.95754815720798,002562,兄弟科技,bottom_area,2024-06-13,2.98,2024-06-06,2.87,3.8327526132404137,8.710801393728222,28.428927680798,False,-2.2951,0.9665,2,2,2,100.0,25.033462986000675,33.466135458167344,6.167247386759587,3.8327526132404137,历史2/2次成功; 当前距低点3.83%; 最新日涨幅-2.30%; 状态bottom_area; 底部未确认
19,75.07139055472263,69.38869565217391,600376,首开股份,bottom_area,2024-06-13,2.32,2024-06-13,2.3,0.8695652173913052,5.652173913043494,31.34328358208956,False,-2.9289,0.6705,1,1,1,100.0,20.652173913043484,20.652173913043484,9.130434782608695,0.8695652173913052,历史1/1次成功; 当前距低点0.87%; 最新日涨幅-2.93%; 状态bottom_area; 底部未确认
20,74.92100237837228,71.82428923094335,000886,海南高速,bottom_area,2024-06-13,4.43,2024-06-06,4.31,2.7842227378190283,5.80046403712297,30.818619582664535,False,-1.9912,1.3171,1,1,1,100.0,17.378048780487816,17.378048780487816,7.215777262180972,2.7842227378190283,历史1/1次成功; 当前距低点2.78%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
21,73.63265808127217,72.407303710782,603017,中衡设计,bottom_area,2024-06-13,9.1,2024-06-06,8.74,4.1189931350114355,8.352402745995429,30.52464228934817,False,-1.5152,2.0694,1,1,1,100.0,36.87423687423689,36.87423687423689,5.881006864988565,4.1189931350114355,历史1/1次成功; 当前距低点4.12%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
22,73.53360712777713,72.61392228970337,002842,翔鹭钨业,confirmed_rebound,2024-06-13,5.29,2024-06-06,5.07,4.3392504930966425,10.059171597633132,29.87551867219917,True,-2.5783,1.8393,2,2,2,100.0,25.039857064321065,29.70588235294118,5.6607495069033575,4.3392504930966425,历史2/2次成功; 当前距低点4.34%; 最新日涨幅-2.58%; 状态confirmed_rebound; 底部已确认
23,73.24641544027793,72.7766750829245,002805,丰元股份,bottom_area,2024-06-13,11.0,2024-06-11,10.51,4.66222645099905,7.32635585156993,31.35205747877205,True,-1.5219,1.775,4,5,4,80.0,29.658878447324323,50.09389671361502,5.337773549000951,4.66222645099905,历史4/5次成功; 当前距低点4.66%; 最新日涨幅-1.52%; 状态bottom_area; 底部已确认
24,73.08251961852523,71.7625351634463,603366,日出东方,bottom_area,2024-06-13,3.86,2024-06-06,3.71,4.043126684636116,5.39083557951483,29.198473282442748,False,-1.0256,0.6423,2,2,2,100.0,15.811096797938903,17.583732057416277,5.956873315363885,4.043126684636116,历史2/2次成功; 当前距低点4.04%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
25,72.64384762832202,72.58669275213924,002303,美盈森,bottom_area,2024-06-13,2.54,2024-06-06,2.42,4.958677685950417,8.264462809917363,30.65902578796562,True,-2.3077,1.5495,1,1,1,100.0,38.93805309734515,38.93805309734515,5.041322314049584,4.958677685950417,历史1/1次成功; 当前距低点4.96%; 最新日涨幅-2.31%; 状态bottom_area; 底部已确认
26,71.20579920764663,67.19022983434843,300363,博腾股份,bottom_area,2024-06-13,13.57,2024-06-11,13.31,1.9534184823441005,8.414725770097665,28.247978436657682,True,-3.6906,2.5393,2,4,2,50.0,41.63453749512357,46.29503738953092,8.0465815176559,1.9534184823441005,历史2/4次成功; 当前距低点1.95%; 最新日涨幅-3.69%; 状态bottom_area; 底部已确认
27,70.93455058907611,70.24502883365373,000608,阳光股份,confirmed_rebound,2024-06-13,1.63,2024-06-06,1.56,4.487179487179477,10.897435897435892,31.277533039647576,True,-2.3952,1.2753,2,2,2,100.0,14.117193894746977,17.05426356589147,5.512820512820523,4.487179487179477,历史2/2次成功; 当前距低点4.49%; 最新日涨幅-2.40%; 状态confirmed_rebound; 底部已确认
28,70.17397931000362,69.93504224058769,603217,元利科技,bottom_area,2024-06-13,15.22,2024-06-06,14.52,4.820936639118465,6.404958677685949,29.37743190661478,False,-0.9759,0.5277,2,2,2,100.0,15.520310633213857,19.81481481481482,5.1790633608815355,4.820936639118465,历史2/2次成功; 当前距低点4.82%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
29,68.39376873282362,68.25725422437486,300668,杰恩股份,confirmed_rebound,2024-06-13,15.0,2024-06-06,14.3,4.89510489510489,11.678321678321678,27.48478701825557,True,-1.9608,0.5848,1,1,1,100.0,25.097276264591432,25.097276264591432,5.104895104895111,4.89510489510489,历史1/1次成功; 当前距低点4.90%; 最新日涨幅-1.96%; 状态confirmed_rebound; 底部已确认
30,67.87782062580719,65.30336119411608,000705,浙江震元,bottom_area,2024-06-13,7.28,2024-06-06,7.07,2.97029702970297,5.799151343705801,27.26337448559671,False,-2.6738,3.1828,2,3,2,66.66666666666666,23.48909545791496,34.04605263157895,7.029702970297031,2.97029702970297,历史2/3次成功; 当前距低点2.97%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
31,67.28111031420124,66.95970373626714,000701,厦门信达,confirmed_rebound,2024-06-13,3.75,2024-06-06,3.58,4.748603351955305,10.614525139664801,29.388560157790927,True,-2.3438,2.2756,3,4,3,75.0,20.492039670565752,30.161579892280066,5.251396648044696,4.748603351955305,历史3/4次成功; 当前距低点4.75%; 最新日涨幅-2.34%; 状态confirmed_rebound; 底部已确认
32,66.9314381344,65.13462100327516,002225,濮耐股份,bottom_area,2024-06-13,4.06,2024-06-06,3.92,3.5714285714285636,7.39795918367347,27.001862197392928,True,-2.4038,2.2086,2,3,2,66.66666666666666,20.75705096486887,29.457364341085263,6.428571428571436,3.5714285714285636,历史2/3次成功; 当前距低点3.57%; 最新日涨幅-2.40%; 状态bottom_area; 底部已确认
33,64.7103162784336,59.87139528929851,000069,华侨城A,bottom_area,2024-06-13,2.19,2024-06-13,2.17,0.9216589861751161,7.373271889400929,30.000000000000004,False,-5.1948,2.3514,2,3,2,66.66666666666666,19.22640382317801,19.25925925925926,9.078341013824884,0.9216589861751161,历史2/3次成功; 当前距低点0.92%; 最新日涨幅-5.19%; 状态bottom_area; 底部未确认
34,61.6373151512641,61.499885240112995,300749,顶固集创,bottom_area,2024-06-13,5.37,2024-06-06,5.12,4.8828125,9.765625,28.391608391608393,True,-1.8282,1.7484,2,3,2,66.66666666666666,17.290489642184564,20.833333333333336,5.117187500000001,4.8828125,历史2/3次成功; 当前距低点4.88%; 最新日涨幅-1.83%; 状态bottom_area; 底部已确认
35,58.47497598127625,55.668362695383976,000779,甘咨询,bottom_area,2024-06-13,7.2,2024-06-06,7.03,2.4182076813655753,7.254623044096725,27.30093071354705,False,-2.0408,1.2181,1,2,1,50.0,17.69825918762089,17.69825918762089,7.581792318634426,2.4182076813655753,历史1/2次成功; 当前距低点2.42%; 最新日涨幅-2.04%; 状态bottom_area; 底部未确认
36,57.77137610710624,57.54121126205801,300459,汤姆猫,bottom_area,2024-06-13,3.5,2024-06-11,3.34,4.790419161676651,7.4850299401197615,27.391304347826086,True,-2.2346,2.5528,2,4,2,50.0,14.31917715419771,15.133531157270022,5.20958083832335,4.790419161676651,历史2/4次成功; 当前距低点4.79%; 最新日涨幅-2.23%; 状态bottom_area; 底部已确认
37,54.2117101724,50.03029274367632,688059,华锐精密,bottom_area,2024-06-13,51.15,2024-06-13,50.75,0.788177339901475,5.477832512315273,30.086788813886212,False,-3.636,2.1954,1,4,1,25.0,38.29213483146067,38.29213483146067,9.211822660098527,0.788177339901475,历史1/4次成功; 当前距低点0.79%; 最新日涨幅-3.64%; 状态bottom_area; 底部未确认
