rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.94486556088451,83.62125396078729,000811,冰轮环境,bottom_area,2025-06-18,8.91,2025-06-17,8.8,1.2499999999999936,2.045454545454542,31.7300232738557,False,0.7919,1.5251,4,5,4,80.0,32.856204090254195,47.451868629671566,13.750000000000007,1.2499999999999936,历史4/5次成功; 当前距低点1.25%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
2,93.40008485733094,84.12526315789475,605005,合兴股份,bottom_area,2025-06-18,18.39,2025-06-18,18.05,1.88365650969529,1.9944598337950106,32.168357760240504,False,0.7119,1.0342,1,1,1,100.0,96.96521095484826,96.96521095484826,13.116343490304711,1.88365650969529,历史1/1次成功; 当前距低点1.88%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
3,89.20168058335113,82.09965945178139,603198,迎驾贡酒,bottom_area,2025-06-18,38.94,2025-06-16,37.79,3.0431331039957623,6.774278909764495,29.78446674098848,False,0.4644,1.1829,2,2,2,100.0,36.655929725224325,39.66017405719024,11.956866896004236,3.0431331039957623,历史2/2次成功; 当前距低点3.04%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
4,87.6424741665245,76.94479254933394,002127,南极电商,bottom_area,2025-06-18,3.92,2025-06-18,3.9,0.5128205128205132,1.7948717948718023,27.102803738317753,False,-1.5075,1.7246,3,3,3,100.0,23.570017841745774,33.53658536585366,14.487179487179485,0.5128205128205132,历史3/3次成功; 当前距低点0.51%; 最新日涨幅-1.51%; 状态bottom_area; 底部未确认
5,86.88708839102686,76.0430177514793,001230,劲旅环境,bottom_area,2025-06-18,20.35,2025-06-18,20.28,0.3451676528599619,2.514792899408274,27.85485592315901,False,-2.3981,5.8654,1,1,1,100.0,84.69119579500656,84.69119579500656,14.654832347140037,0.3451676528599619,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-2.40%; 状态bottom_area; 底部未确认
6,84.52533468801478,74.76719877534178,002743,富煌钢构,bottom_area,2025-06-18,6.62,2025-06-18,6.56,0.914634146341471,4.725609756097569,27.753303964757713,False,-3.639,4.9944,3,3,3,100.0,27.003035639786727,43.42105263157896,14.08536585365853,0.914634146341471,历史3/3次成功; 当前距低点0.91%; 最新日涨幅-3.64%; 状态bottom_area; 底部未确认
7,84.21810928433266,78.09545454545453,301058,中粮科工,bottom_area,2025-06-18,10.81,2025-04-30,10.45,3.4449760765550357,10.430622009569378,29.77150537634409,True,-1.9946,1.7685,1,1,1,100.0,57.794273594909875,57.794273594909875,11.555023923444963,3.4449760765550357,历史1/1次成功; 当前距低点3.44%; 最新日涨幅-1.99%; 状态bottom_area; 底部已确认
8,84.15425220571846,74.55478991596637,301260,格力博,bottom_area,2025-06-18,19.23,2025-06-16,19.04,0.9978991596638722,3.046218487394968,27.272727272727277,False,-0.6715,2.2107,1,1,1,100.0,58.71313672922254,58.71313672922254,14.002100840336126,0.9978991596638722,历史1/1次成功; 当前距低点1.00%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
9,83.96805710602275,75.69597772234937,600770,综艺股份,bottom_area,2025-06-18,5.28,2025-06-13,5.18,1.9305019305019409,4.247104247104259,31.390728476821195,False,-0.7519,1.5062,1,1,1,100.0,27.72861356932153,27.72861356932153,13.069498069498058,1.9305019305019409,历史1/1次成功; 当前距低点1.93%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
10,83.39532729104717,75.88029982763791,300553,集智股份,bottom_area,2025-06-18,35.86,2025-06-18,35.01,2.427877749214514,3.1133961725221466,29.00020279862098,False,0.2236,2.5715,3,4,3,75.0,16.510005891650533,17.361392148927557,12.572122250785487,2.427877749214514,历史3/4次成功; 当前距低点2.43%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
11,82.5526290613811,72.61436916721269,002041,登海种业,bottom_area,2025-06-18,9.82,2025-06-03,9.76,0.6147540983606609,6.249999999999995,28.023598820059004,False,-0.7078,0.5951,2,2,2,100.0,18.2043468358871,21.395106715252467,14.385245901639337,0.6147540983606609,历史2/2次成功; 当前距低点0.61%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
12,82.41000251506128,72.5577406994282,002909,集泰股份,bottom_area,2025-06-18,6.05,2025-06-18,6.01,0.6655574043261238,2.1630615640598987,28.195937873357224,False,-1.3051,2.8972,1,1,1,100.0,35.18930957683742,35.18930957683742,14.334442595673877,0.6655574043261238,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
13,82.0853620748875,71.81832146768895,603577,汇金通,bottom_area,2025-06-18,9.16,2025-06-18,9.13,0.32858707557502037,1.7524644030667946,29.00466562986002,False,-1.2931,2.7881,1,1,1,100.0,27.083333333333325,27.083333333333325,14.67141292442498,0.32858707557502037,历史1/1次成功; 当前距低点0.33%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
14,81.74600333333332,71.08348115942029,000605,渤海股份,bottom_area,2025-06-18,6.81,2025-06-18,6.81,0.0,2.0558002936857647,27.553191489361712,False,-2.0144,2.1518,3,4,3,75.0,35.52946859903381,56.66666666666668,15.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-2.01%; 状态bottom_area; 底部未确认
15,81.46810481624414,75.12540561491454,301578,辰奕智能,bottom_area,2025-06-18,34.1,2025-06-18,33.06,3.145795523290983,3.297035692679964,31.410788381742737,False,2.1264,4.6174,1,1,1,100.0,17.085050580741846,17.085050580741846,11.854204476709015,3.145795523290983,历史1/1次成功; 当前距低点3.15%; 最新日涨幅2.13%; 状态bottom_area; 底部未确认
16,80.50132342088126,72.9555589320599,300817,双飞集团,bottom_area,2025-06-18,22.16,2025-06-18,21.68,2.214022140221404,3.4594095940959413,31.479140328697852,False,-1.9469,4.3323,1,1,1,100.0,16.470588235294116,16.470588235294116,12.785977859778598,2.214022140221404,历史1/1次成功; 当前距低点2.21%; 最新日涨幅-1.95%; 状态bottom_area; 底部未确认
17,80.18982833575231,71.4531243866858,300346,南大光电,bottom_area,2025-06-18,30.24,2025-06-13,29.85,1.3065326633165728,3.1825795644891097,27.513355998057303,False,-0.2967,1.1912,2,3,2,66.66666666666666,36.15780748591896,46.69811320754715,13.693467336683426,1.3065326633165728,历史2/3次成功; 当前距低点1.31%; 最新日涨幅-0.30%; 状态bottom_area; 底部未确认
18,80.14856630039107,70.61331168329627,605377,华旺科技,bottom_area,2025-06-18,8.62,2025-06-18,8.56,0.7009345794392373,1.1682242990654164,29.13907284768212,False,-0.2315,0.701,1,1,1,100.0,25.16904583020285,25.16904583020285,14.29906542056076,0.7009345794392373,历史1/1次成功; 当前距低点0.70%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
