rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,81.50882681778361,81.8628282371877,002347,泰尔股份,bottom_area,2024-10-18,4.44,2024-10-18,4.26,4.225352112676071,5.399061032863861,28.643216080402013,False,3.0162,11.5783,4,4,4,100.0,16.54102717252227,29.585798816568047,3.7746478873239293,4.225352112676071,历史4/4次成功; 当前距低点4.23%; 最新日涨幅3.02%; 状态bottom_area; 底部未确认
2,79.74890409128916,76.61469532428495,603338,浙江鼎力,bottom_area,2024-10-18,48.42,2024-10-18,47.51,1.9153862344769603,3.641338665544105,27.10954280454128,False,1.0013,2.1188,1,1,1,100.0,10.009548058561412,10.009548058561412,6.08461376552304,1.9153862344769603,历史1/1次成功; 当前距低点1.92%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
3,78.42404196455229,77.3326839345852,605108,同庆楼,bottom_area,2024-10-18,18.31,2024-10-18,17.73,3.2712915961646827,4.455724760293283,27.573529411764707,False,1.9488,1.42,2,2,2,100.0,13.82381061204675,17.52165223184544,4.728708403835317,3.2712915961646827,历史2/2次成功; 当前距低点3.27%; 最新日涨幅1.95%; 状态bottom_area; 底部未确认
4,75.07102866690701,74.06251778641119,601828,美凯龙,bottom_area,2024-10-18,2.82,2024-10-18,2.73,3.296703296703291,5.494505494505491,27.00534759358289,False,1.4388,1.1643,3,4,3,75.0,17.387103779003724,33.81294964028779,4.703296703296709,3.296703296703291,历史3/4次成功; 当前距低点3.30%; 最新日涨幅1.44%; 状态bottom_area; 底部未确认
5,75.00187729914003,74.19875846226954,001215,千味央厨,bottom_area,2024-10-18,26.46,2024-10-18,25.58,3.4401876465989156,5.746677091477727,27.760519627223946,False,3.0374,5.1773,1,1,1,100.0,15.711754282339044,15.711754282339044,4.559812353401084,3.4401876465989156,历史1/1次成功; 当前距低点3.44%; 最新日涨幅3.04%; 状态bottom_area; 底部未确认
6,72.1572289212289,71.96273504273505,000921,海信家电,bottom_area,2024-10-18,29.6,2024-10-18,28.5,3.8596491228070224,7.052631578947374,27.016645326504474,False,3.1359,2.0374,1,1,1,100.0,8.831908831908846,8.831908831908846,4.140350877192978,3.8596491228070224,历史1/1次成功; 当前距低点3.86%; 最新日涨幅3.14%; 状态bottom_area; 底部未确认
7,71.94487427344617,72.67244873091595,688226,威腾电气,bottom_area,2024-10-18,17.1,2024-10-18,16.36,4.523227383863093,6.479217603911995,27.28888888888889,False,4.2048,3.4719,1,1,1,100.0,20.78175895765472,20.78175895765472,3.4767726161369077,4.523227383863093,历史1/1次成功; 当前距低点4.52%; 最新日涨幅4.20%; 状态bottom_area; 底部未确认
