rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.29113882699946,80.56660132139118,603229,奥翔药业,bottom_area,2022-09-16,25.32,2022-09-16,25.06,1.0375099760574684,4.748603351955313,28.297567954220327,False,-2.8396,1.2728,2,2,2,100.0,26.30174229463547,41.48479427549196,6.962490023942531,1.0375099760574684,历史2/2次成功; 当前距低点1.04%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
12,78.39567160538992,72.58858481980548,000421,南京公用,bottom_area,2022-09-16,5.34,2022-09-16,5.34,0.0,7.8651685393258415,27.247956403269757,False,-6.8063,4.9082,3,3,3,100.0,16.3364775258359,30.864197530864196,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-6.81%; 状态bottom_area; 底部未确认
13,78.18616387948438,72.70892165555522,300543,朗科智能,bottom_area,2022-09-16,8.91,2022-09-16,8.89,0.2249718785151808,3.1496062992125906,28.879999999999995,False,-2.3026,1.5225,2,2,2,100.0,13.934717949300124,18.559322033898297,7.77502812148482,0.2249718785151808,历史2/2次成功; 当前距低点0.22%; 最新日涨幅-2.30%; 状态bottom_area; 底部未确认
14,78.08991140320559,72.30547352148665,688079,美迪凯,bottom_area,2022-09-16,9.56,2022-09-15,9.56,0.0,5.43933054393305,28.389513108614228,False,-1.9487,0.6039,2,2,2,100.0,21.265986674659317,29.007036747458958,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-1.95%; 状态bottom_area; 底部未确认
15,77.99409030700402,72.47717129777074,000936,华西股份,bottom_area,2022-09-16,5.36,2022-09-16,5.35,0.1869158878504799,2.9906542056074796,27.80026990553307,False,-2.5455,1.1374,2,2,2,100.0,12.222255494999095,13.427561837455826,7.813084112149521,0.1869158878504799,历史2/2次成功; 当前距低点0.19%; 最新日涨幅-2.55%; 状态bottom_area; 底部未确认
16,77.41356175126234,72.94486718497554,300484,蓝海华腾,bottom_area,2022-09-16,11.1,2022-09-16,11.0,0.909090909090906,3.2727272727272676,27.86885245901639,False,-1.1576,1.7246,2,2,2,100.0,23.589217514531214,28.708133971291865,7.090909090909095,0.909090909090906,历史2/2次成功; 当前距低点0.91%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
17,77.27298336005732,72.30588353463459,688280,精进电动,bottom_area,2022-09-16,9.2,2022-09-16,9.15,0.5464480874316823,2.73224043715847,27.265500794912555,False,-1.3934,1.4722,1,1,1,100.0,32.37518910741301,32.37518910741301,7.453551912568318,0.5464480874316823,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
18,76.99455506464236,71.5181718250565,002451,摩恩电气,bottom_area,2022-09-16,6.07,2022-09-16,6.06,0.16501650165017617,3.465346534653465,27.684964200477342,False,-1.6207,1.3791,1,1,1,100.0,23.464566929133863,23.464566929133863,7.834983498349823,0.16501650165017617,历史1/1次成功; 当前距低点0.17%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
19,76.97938192247153,71.70431019512694,688183,生益电子,bottom_area,2022-09-16,9.7,2022-09-15,9.67,0.3102378490175735,5.687693898655644,27.07390648567119,False,-1.0204,0.6449,1,1,1,100.0,26.24544349939247,26.24544349939247,7.6897621509824265,0.3102378490175735,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
20,76.12888590604028,70.48970917225951,600215,派斯林,bottom_area,2022-09-16,6.73,2022-09-16,6.73,0.0,4.606240713224363,29.1578947368421,False,-3.9943,1.1849,2,2,2,100.0,21.718866517524237,23.993288590604024,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-3.99%; 状态bottom_area; 底部未确认
21,75.62179324055666,70.02017892644135,002012,凯恩股份,bottom_area,2022-09-16,5.21,2022-09-16,5.21,0.0,4.222648752399227,30.99337748344371,False,-2.0677,3.7308,1,1,1,100.0,25.646123260437374,25.646123260437374,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
22,75.59596745436434,70.10925799208812,002669,康达新材,bottom_area,2022-09-16,11.95,2022-09-16,11.94,0.08375209380234327,3.8525963149078803,32.50423968343698,False,-2.2895,1.9195,1,1,1,100.0,14.89361702127659,14.89361702127659,7.916247906197657,0.08375209380234327,历史1/1次成功; 当前距低点0.08%; 最新日涨幅-2.29%; 状态bottom_area; 底部未确认
23,75.0708,69.51,002110,三钢闽光,bottom_area,2022-09-16,5.16,2022-09-15,5.16,0.0,1.5503875968992262,30.55181695827725,False,-0.7692,0.5307,1,1,1,100.0,22.90322580645161,22.90322580645161,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
24,74.33516793345466,68.8957973751446,688298,东方生物,bottom_area,2022-09-16,79.29,2022-09-16,79.25,0.050473186119881705,3.8990536277602565,29.051029543419876,False,-3.1868,2.2294,4,5,4,80.0,11.510087309128625,15.470039788586028,7.9495268138801185,0.050473186119881705,历史4/5次成功; 当前距低点0.05%; 最新日涨幅-3.19%; 状态bottom_area; 底部未确认
25,74.16802087932453,68.67409340678196,688179,阿拉丁,bottom_area,2022-09-16,35.81,2022-09-16,35.81,0.0,4.412175370008373,30.801932367149753,False,-3.425,0.9547,2,2,2,100.0,11.957491434311619,12.021924482338617,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-3.42%; 状态bottom_area; 底部未确认
26,73.94829523978754,74.70587595368407,600343,航天动力,confirmed_rebound,2022-09-16,9.23,2022-08-29,8.83,4.530011325028316,10.192525481313709,27.504105090311988,True,-0.8593,1.2316,2,2,2,100.0,38.62527835886361,55.72413793103447,3.4699886749716837,4.530011325028316,历史2/2次成功; 当前距低点4.53%; 最新日涨幅-0.86%; 状态confirmed_rebound; 底部已确认
27,73.5637522571473,68.55030426225743,600237,铜峰电子,bottom_area,2022-09-16,6.06,2022-09-16,6.04,0.33112582781456246,3.6423841059602604,31.285551763367458,False,-2.7287,2.2024,1,1,1,100.0,9.544468546637733,9.544468546637733,7.668874172185437,0.33112582781456246,历史1/1次成功; 当前距低点0.33%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
28,73.07503417655379,68.21096533900885,601222,林洋能源,bottom_area,2022-09-16,7.18,2022-09-16,7.15,0.41958041958041065,3.076923076923073,30.447470817120614,False,-2.8417,1.6439,1,1,1,100.0,8.804347826086962,8.804347826086962,7.58041958041959,0.41958041958041065,历史1/1次成功; 当前距低点0.42%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
29,72.59544000000001,67.218,300635,中达安,bottom_area,2022-09-16,13.44,2022-09-16,13.44,0.0,3.1249999999999996,28.738069989395548,False,-2.3965,0.7734,1,1,1,100.0,10.580645161290327,10.580645161290327,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.40%; 状态bottom_area; 底部未确认
30,72.47740783288472,67.30246216228957,300376,易事特,bottom_area,2022-09-16,6.69,2022-09-16,6.68,0.14970059880240533,4.19161676646707,28.936170212765965,False,-3.3237,0.7817,1,1,1,100.0,10.826771653543304,10.826771653543304,7.850299401197596,0.14970059880240533,历史1/1次成功; 当前距低点0.15%; 最新日涨幅-3.32%; 状态bottom_area; 底部未确认
31,72.2669065571329,71.95377232878259,600196,复星医药,confirmed_rebound,2022-09-16,32.17,2022-09-14,31.0,3.7741935483871023,10.516129032258057,31.049822064056944,True,-2.6332,1.0196,2,2,2,100.0,14.56415924250103,15.356166586267886,4.225806451612898,3.7741935483871023,历史2/2次成功; 当前距低点3.77%; 最新日涨幅-2.63%; 状态confirmed_rebound; 底部已确认
32,72.03267209302327,66.69691860465117,603186,华正新材,bottom_area,2022-09-16,21.48,2022-09-16,21.48,0.0,4.189944134078206,27.84682566341955,False,-3.3303,1.4164,1,1,1,100.0,17.994186046511643,17.994186046511643,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.33%; 状态bottom_area; 底部未确认
33,71.87817525084441,66.55386597300408,002800,天顺股份,confirmed_rebound,2022-09-16,22.62,2022-09-16,22.62,0.0,8.885941644562326,27.84688995215311,False,-9.9881,25.7271,2,2,2,100.0,10.773472973140159,11.768447837150124,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态confirmed_rebound; 底部未确认
34,71.72208072653886,66.4093340060545,002112,三变科技,bottom_area,2022-09-16,9.45,2022-09-16,9.45,0.0,5.291005291005291,28.73303167420815,False,-4.5455,7.6465,1,1,1,100.0,16.44803229061553,16.44803229061553,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-4.55%; 状态bottom_area; 底部未确认
35,70.97167807170389,66.36185074428215,688026,洁特生物,bottom_area,2022-09-16,31.59,2022-09-16,31.43,0.5090677696468346,4.677060133630286,27.71389144434222,False,-3.3354,0.7359,3,4,3,75.0,14.341533650951233,20.423991726990696,7.490932230353166,0.5090677696468346,历史3/4次成功; 当前距低点0.51%; 最新日涨幅-3.34%; 状态bottom_area; 底部未确认
36,70.62807608208884,66.15589794388521,000728,国元证券,bottom_area,2022-09-16,6.71,2022-09-16,6.67,0.599700149925038,4.1979010494752655,27.735644637053092,False,-3.4532,2.5839,1,1,1,100.0,10.178571428571434,10.178571428571434,7.400299850074962,0.599700149925038,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-3.45%; 状态bottom_area; 底部未确认
37,70.49328575320077,65.27156088259329,000661,长春高新,bottom_area,2022-09-16,160.03,2022-09-16,160.03,0.0,4.767856026994935,31.110632802410677,False,-4.4369,1.5722,1,1,1,100.0,10.330972487060738,10.330972487060738,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-4.44%; 状态bottom_area; 底部未确认
38,70.2268720379147,65.02488151658768,002693,双成药业,bottom_area,2022-09-16,4.65,2022-09-16,4.65,0.0,4.946236559139774,28.129829984544042,False,-3.9256,3.5221,1,1,1,100.0,9.00473933649289,9.00473933649289,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.93%; 状态bottom_area; 底部未确认
39,69.07038478073206,68.4311132345915,002671,龙泉股份,confirmed_rebound,2022-09-16,4.71,2022-08-26,4.55,3.51648351648352,11.208791208791204,27.316293929712458,True,-4.0733,1.7853,1,1,1,100.0,19.347826086956534,19.347826086956534,4.48351648351648,3.51648351648352,历史1/1次成功; 当前距低点3.52%; 最新日涨幅-4.07%; 状态confirmed_rebound; 底部已确认
40,65.68166219267412,66.63952984489107,000547,航天发展,confirmed_rebound,2022-09-16,11.02,2022-08-31,10.52,4.752851711026616,9.695817490494294,30.789473684210527,True,-0.9883,2.4063,1,1,1,100.0,14.656084656084673,14.656084656084673,3.2471482889733845,4.752851711026616,历史1/1次成功; 当前距低点4.75%; 最新日涨幅-0.99%; 状态confirmed_rebound; 底部已确认
41,65.19904708549393,60.791171940392275,688202,美迪西,bottom_area,2022-09-16,236.0,2022-09-16,235.15,0.36147140123325294,6.736125877099725,28.41486803251241,False,-5.3083,2.3479,2,3,2,66.66666666666666,17.304624024394695,23.795418261555337,7.638528598766747,0.36147140123325294,历史2/3次成功; 当前距低点0.36%; 最新日涨幅-5.31%; 状态bottom_area; 底部未确认
