rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.3281015266684,81.9049720857875,603368,柳药集团,bottom_area,2024-07-02,17.78,2024-06-28,17.39,2.242668200115012,4.945370902817707,27.842323651452283,False,-1.3866,1.6783,3,3,3,100.0,31.603524634675978,42.85714285714285,12.757331799884989,2.242668200115012,历史3/3次成功; 当前距低点2.24%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
48,66.28482098316918,59.97932940827611,300769,德方纳米,bottom_area,2024-07-02,27.79,2024-06-26,27.21,2.1315692760014637,10.694597574421168,27.323717948717942,True,-0.036,2.4859,2,6,2,33.33333333333333,30.946096904441454,41.300000000000004,12.868430723998536,2.1315692760014637,历史2/6次成功; 当前距低点2.13%; 最新日涨幅-0.04%; 状态bottom_area; 底部已确认
49,66.00218983159908,60.53146768880037,002810,山东赫达,bottom_area,2024-07-02,11.9,2024-07-01,11.57,2.852203975799482,4.58081244598098,31.335311572700302,False,0.0,0.6975,1,3,1,33.33333333333333,46.13526570048308,46.13526570048308,12.147796024200517,2.852203975799482,历史1/3次成功; 当前距低点2.85%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
50,64.89302741623683,58.807184270146664,688185,康希诺,bottom_area,2024-07-02,41.14,2024-07-01,40.25,2.211180124223604,4.993788819875771,27.136133236784943,False,-0.4838,0.7044,3,8,3,37.5,25.785886846110113,36.75601999091322,12.788819875776394,2.211180124223604,历史3/8次成功; 当前距低点2.21%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
51,63.97915627921693,56.53391916885974,688156,路德科技,bottom_area,2024-07-02,12.92,2024-07-01,12.81,0.8587041373926576,3.2786885245901636,28.235294117647065,False,-0.6154,1.1688,2,5,2,40.0,31.407336570510736,44.22535211267606,14.141295862607342,0.8587041373926576,历史2/5次成功; 当前距低点0.86%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
52,63.782231335393455,56.672941638710085,688262,国芯科技,bottom_area,2024-07-02,15.76,2024-07-01,15.58,1.1553273427471098,10.077021822849797,28.955768353853166,False,-1.5,3.1164,1,3,1,33.33333333333333,27.063197026022312,27.063197026022312,13.844672657252891,1.1553273427471098,历史1/3次成功; 当前距低点1.16%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
53,63.71538016872738,57.41091097308488,002612,朗姿股份,bottom_area,2024-07-02,13.91,2024-07-01,13.65,1.904761904761903,3.150183150183148,28.38405036726127,False,-0.4295,0.9397,1,2,1,50.0,20.77294685990338,20.77294685990338,13.095238095238097,1.904761904761903,历史1/2次成功; 当前距低点1.90%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
54,63.568085196676044,57.84910752058276,300653,正海生物,bottom_area,2024-07-02,20.18,2024-07-01,19.7,2.4365482233502562,3.8578680203045765,29.54220314735337,False,-0.8354,0.3195,1,2,1,50.0,29.647513278609367,29.647513278609367,12.563451776649742,2.4365482233502562,历史1/2次成功; 当前距低点2.44%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
55,63.47576478695702,56.44133769293105,688111,金山办公,bottom_area,2024-07-02,200.02,2024-07-02,197.66,1.1939694424769876,4.482444601841553,27.776965799473842,False,-2.4293,1.3301,1,4,1,25.0,27.68058076225045,27.68058076225045,13.80603055752301,1.1939694424769876,历史1/4次成功; 当前距低点1.19%; 最新日涨幅-2.43%; 状态bottom_area; 底部未确认
56,63.04901789802578,58.1002758124896,603060,国检集团,bottom_area,2024-07-02,5.97,2024-06-26,5.79,3.1088082901554355,5.354058721934363,27.71535580524344,False,1.0152,0.1938,1,3,1,33.33333333333333,36.2098138747885,36.2098138747885,11.891191709844565,3.1088082901554355,历史1/3次成功; 当前距低点3.11%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
57,60.96934422079337,56.779184173555066,000597,东北制药,bottom_area,2024-07-02,3.95,2024-06-24,3.81,3.6745406824147016,4.461942257217846,27.290076335877867,False,0.5089,0.5264,1,2,1,50.0,16.59751037344398,16.59751037344398,11.325459317585299,3.6745406824147016,历史1/2次成功; 当前距低点3.67%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
58,59.75657696003825,54.10870418465594,300558,贝达药业,bottom_area,2024-07-02,32.99,2024-07-01,32.29,2.1678538247135424,4.738309074016727,27.795169946332738,False,-1.9614,0.9321,1,3,1,33.33333333333333,25.688589094997194,25.688589094997194,12.832146175286457,2.1678538247135424,历史1/3次成功; 当前距低点2.17%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
59,59.587609442552576,54.374651880586946,688161,威高骨科,bottom_area,2024-07-02,19.86,2024-07-01,19.36,2.5826446280991737,5.216942148760339,29.446064139941697,False,-0.5508,0.2195,1,4,1,25.0,33.591836734693864,33.591836734693864,12.417355371900825,2.5826446280991737,历史1/4次成功; 当前距低点2.58%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
60,59.21498486695308,54.53476269533824,002145,钛能化学,bottom_area,2024-07-02,3.35,2024-07-01,3.25,3.0769230769230793,4.615384615384613,31.72268907563025,False,0.0,0.724,1,3,1,33.33333333333333,16.649537512846855,16.649537512846855,11.92307692307692,3.0769230769230793,历史1/3次成功; 当前距低点3.08%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
61,59.02875166912483,55.720923520923506,603217,元利科技,bottom_area,2024-07-02,14.47,2024-06-24,13.86,4.40115440115441,4.9783549783549885,32.5875486381323,False,0.5559,0.4757,1,2,1,50.0,19.81481481481482,19.81481481481482,10.598845598845589,4.40115440115441,历史1/2次成功; 当前距低点4.40%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
62,58.79402820690827,51.60983543401978,601966,玲珑轮胎,bottom_area,2024-07-02,17.92,2024-07-02,17.83,0.5047672462142648,4.711160964666313,27.95959595959597,False,-3.6559,1.3046,1,2,1,50.0,22.476907287033857,22.476907287033857,14.495232753785734,0.5047672462142648,历史1/2次成功; 当前距低点0.50%; 最新日涨幅-3.66%; 状态bottom_area; 底部未确认
63,58.66497974741156,55.3618762088975,000779,甘咨询,bottom_area,2024-07-02,7.14,2024-06-26,6.84,4.385964912280699,5.116959064327493,29.26577042399173,False,0.4219,0.8221,1,2,1,50.0,17.69825918762089,17.69825918762089,10.614035087719301,4.385964912280699,历史1/2次成功; 当前距低点4.39%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
64,56.55824739047202,53.977774269542344,000404,长虹华意,bottom_area,2024-07-02,5.47,2024-06-28,5.21,4.990403071017271,6.525911708253357,30.067114093959734,False,-0.5455,1.3394,1,2,1,50.0,40.139211136890964,40.139211136890964,10.009596928982727,4.990403071017271,历史1/2次成功; 当前距低点4.99%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
65,56.4712443438914,49.105429864253395,605098,行动教育,bottom_area,2024-07-02,38.88,2024-07-02,38.88,0.0,10.725308641975294,28.97332846181951,False,-10.0,4.0355,1,2,1,50.0,15.082956259426847,15.082956259426847,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
66,55.375451217630676,48.50909073325087,300693,盛弘股份,bottom_area,2024-07-02,20.35,2024-07-02,20.27,0.39467192895906195,4.0947212629501815,27.45168217609163,False,-3.463,2.8795,1,5,1,20.0,36.12334801762114,36.12334801762114,14.605328071040939,0.39467192895906195,历史1/5次成功; 当前距低点0.39%; 最新日涨幅-3.46%; 状态bottom_area; 底部未确认
67,55.11726432817313,51.9922920696325,603326,我乐家居,bottom_area,2024-07-02,5.74,2024-06-27,5.5,4.363636363636368,5.636363636363629,32.34932349323494,False,0.7018,1.0142,1,4,1,25.0,20.141843971631218,20.141843971631218,10.636363636363633,4.363636363636368,历史1/4次成功; 当前距低点4.36%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
68,54.66163379675204,51.68817430704564,300689,澄天伟业,bottom_area,2024-07-02,13.95,2024-07-01,13.35,4.494382022471908,7.415730337078654,30.031446540880495,False,0.5768,4.4636,1,3,1,33.33333333333333,18.720602069614284,18.720602069614284,10.505617977528093,4.494382022471908,历史1/3次成功; 当前距低点4.49%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
69,53.48358752193145,50.750096549258,600975,新五丰,bottom_area,2024-07-02,7.38,2024-06-28,7.05,4.680851063829788,6.950354609929081,31.94980694980695,False,-1.4686,2.5334,1,2,1,50.0,18.99159663865546,18.99159663865546,10.319148936170212,4.680851063829788,历史1/2次成功; 当前距低点4.68%; 最新日涨幅-1.47%; 状态bottom_area; 底部未确认
70,53.252549728543556,50.639460845117036,002555,三七互娱,bottom_area,2024-07-02,13.11,2024-06-25,12.51,4.796163069544361,6.7146282973621085,28.391528334287347,False,0.306,1.6627,1,3,1,33.33333333333333,16.78160919540231,16.78160919540231,10.203836930455639,4.796163069544361,历史1/3次成功; 当前距低点4.80%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
