rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.3543391842568,80.3913035124069,688075,安旭生物,bottom_area,2023-05-05,67.46,2023-05-05,67.03,0.6415038042667351,2.7897956139042286,27.81606719793237,False,-2.161,2.4193,5,5,5,100.0,27.010388097500325,40.134529147982065,9.358496195733265,0.6415038042667351,历史5/5次成功; 当前距低点0.64%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
2,86.70467861836919,80.42599154961346,688181,八亿时空,bottom_area,2023-05-05,34.47,2023-05-05,34.11,1.0554089709762517,2.931691586045148,27.084224027362126,False,-1.3169,0.9446,2,2,2,100.0,25.76518281418983,28.477257745550418,8.94459102902375,1.0554089709762517,历史2/2次成功; 当前距低点1.06%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
3,85.98657164406879,81.50287816853154,300454,深信服,bottom_area,2023-05-05,118.1,2023-05-04,115.57,2.1891494332439225,3.7466470537336787,31.00298507462687,False,0.1781,0.7677,2,2,2,100.0,22.979241270579003,29.49391262831224,7.810850566756078,2.1891494332439225,历史2/2次成功; 当前距低点2.19%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
4,85.68044994797192,80.05173542284962,688350,富淼科技,bottom_area,2023-05-05,16.27,2023-05-05,16.04,1.4339152119700775,3.4289276807980094,32.774518021793796,False,-1.988,5.1622,2,2,2,100.0,28.392807022265636,38.54748603351957,8.566084788029924,1.4339152119700775,历史2/2次成功; 当前距低点1.43%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
5,85.51248444428373,78.15456374739625,688195,腾景科技,bottom_area,2023-05-05,25.11,2023-05-05,25.04,0.2795527156549532,5.830670926517575,32.32432432432433,False,-4.3793,3.0974,6,6,6,100.0,20.763139457470636,38.77410468319559,9.720447284345047,0.2795527156549532,历史6/6次成功; 当前距低点0.28%; 最新日涨幅-4.38%; 状态bottom_area; 底部未确认
6,84.73749974916178,79.42253183902191,000935,四川双马,bottom_area,2023-05-05,18.41,2023-05-05,18.12,1.600441501103748,3.532008830022078,32.68945022288261,False,-0.5402,0.587,1,1,1,100.0,43.71794871794874,43.71794871794874,8.399558498896251,1.600441501103748,历史1/1次成功; 当前距低点1.60%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
7,84.41797335294028,80.47355276396009,603005,晶方科技,bottom_area,2023-05-05,21.83,2023-05-05,21.3,2.4882629107981105,3.9436619718309847,28.1618887015177,False,0.7849,3.8242,2,2,2,100.0,21.111786024622447,24.55991516436903,7.51173708920189,2.4882629107981105,历史2/2次成功; 当前距低点2.49%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
8,83.51336021562871,78.12305174990125,300582,英飞特,bottom_area,2023-05-05,12.87,2023-04-27,12.68,1.49842271293375,4.337539432176662,32.40938166311301,False,-1.6055,2.1414,1,1,1,100.0,35.48094373865699,35.48094373865699,8.501577287066251,1.49842271293375,历史1/1次成功; 当前距低点1.50%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
9,83.28754036077672,79.44907110936703,002245,蔚蓝锂芯,bottom_area,2023-05-05,10.97,2023-04-26,10.7,2.5233644859813213,8.317757009345799,29.512516469038214,False,-2.1409,1.4501,3,3,3,100.0,21.840549125830286,25.653923541247494,7.476635514018678,2.5233644859813213,历史3/3次成功; 当前距低点2.52%; 最新日涨幅-2.14%; 状态bottom_area; 底部未确认
10,83.17917886286523,79.13781692687576,603260,合盛硅业,bottom_area,2023-05-05,71.67,2023-04-25,70.0,2.3857142857142883,9.41428571428572,29.64824120603015,True,-1.6738,0.213,2,2,2,100.0,25.95293278658251,34.21399022188793,7.614285714285712,2.3857142857142883,历史2/2次成功; 当前距低点2.39%; 最新日涨幅-1.67%; 状态bottom_area; 底部已确认
11,82.66796472061928,75.15269520056297,002157,正邦科技,bottom_area,2023-05-05,2.52,2023-05-05,2.52,0.0,0.0,30.0,False,-4.9057,0.1411,4,4,4,100.0,13.455350540661076,16.780045351473927,10.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-4.91%; 状态bottom_area; 底部未确认
