rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.0463844823159,89.58120993939272,688075,安旭生物,bottom_area,2023-01-03,85.58,2022-12-30,83.88,2.026704816404391,2.3843586075345735,29.441453566621806,False,1.5184,3.4178,4,4,4,100.0,31.086542584917854,40.134529147982065,5.973295183595609,2.026704816404391,历史4/4次成功; 当前距低点2.03%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
2,80.54664740810767,80.1087197401946,000411,英特集团,bottom_area,2023-01-03,12.0,2022-12-30,11.57,3.7165082108902308,4.1486603284356125,31.497927767910006,False,3.7165,2.6836,2,2,2,100.0,34.206228285076975,47.98426745329401,4.283491789109769,3.7165082108902308,历史2/2次成功; 当前距低点3.72%; 最新日涨幅3.72%; 状态bottom_area; 底部未确认
3,80.32799547775154,75.97518158105528,002607,中公教育,bottom_area,2023-01-03,4.58,2023-01-03,4.53,1.1037527593818945,2.6490066225165583,27.635782747603827,False,-1.0799,3.2565,4,5,4,80.0,12.428698238957022,18.337408312958438,6.896247240618106,1.1037527593818945,历史4/5次成功; 当前距低点1.10%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
4,80.20232638342664,78.83947317872898,002395,双象股份,bottom_area,2023-01-03,9.95,2023-01-03,9.65,3.1088082901554293,3.626943005181343,29.355783308931183,False,2.261,1.0973,1,1,1,100.0,36.59976387249114,36.59976387249114,4.891191709844571,3.1088082901554293,历史1/1次成功; 当前距低点3.11%; 最新日涨幅2.26%; 状态bottom_area; 底部未确认
5,78.90199776137477,78.12548821533609,002838,道恩股份,bottom_area,2023-01-03,18.11,2022-12-30,17.5,3.485714285714282,3.828571428571438,30.223285486443373,False,2.4321,2.6306,2,2,2,100.0,20.71460638045511,24.95606326889279,4.514285714285718,3.485714285714282,历史2/2次成功; 当前距低点3.49%; 最新日涨幅2.43%; 状态bottom_area; 底部未确认
6,77.6349663282313,73.77509807893057,000721,西安饮食,bottom_area,2023-01-03,15.78,2023-01-03,15.57,1.348747591522152,4.624277456647392,30.33557046979866,False,-8.7861,27.4344,1,1,1,100.0,20.485175202156327,20.485175202156327,6.651252408477848,1.348747591522152,历史1/1次成功; 当前距低点1.35%; 最新日涨幅-8.79%; 状态bottom_area; 底部未确认
7,77.43795823511361,78.18971421761405,000980,众泰汽车,bottom_area,2023-01-03,4.41,2022-12-29,4.22,4.502369668246455,4.739336492891,30.247933884297524,False,3.5211,3.5802,2,2,2,100.0,33.52213473772031,43.49775784753364,3.497630331753545,4.502369668246455,历史2/2次成功; 当前距低点4.50%; 最新日涨幅3.52%; 状态bottom_area; 底部未确认
8,77.3132387096476,75.22917560489041,603318,水发燃气,bottom_area,2023-01-03,8.75,2022-12-30,8.53,2.5791324736225163,2.8135990621336484,30.819140308191407,False,2.459,2.6523,1,1,1,100.0,10.696761530912658,10.696761530912658,5.420867526377484,2.5791324736225163,历史1/1次成功; 当前距低点2.58%; 最新日涨幅2.46%; 状态bottom_area; 底部未确认
9,77.03858241398694,76.37061782658243,001209,洪兴股份,bottom_area,2023-01-03,13.72,2023-01-03,13.25,3.5471698113207593,3.849056603773583,30.042238648363256,False,1.1799,7.9984,2,2,2,100.0,12.033145141901933,13.480885311871237,4.452830188679241,3.5471698113207593,历史2/2次成功; 当前距低点3.55%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
10,76.77726882695282,74.90658583674418,002420,毅昌科技,bottom_area,2023-01-03,7.56,2023-01-03,7.36,2.7173913043478164,3.3967391304347823,31.150608044901773,False,1.3405,7.1175,1,1,1,100.0,10.657193605683846,10.657193605683846,5.2826086956521845,2.7173913043478164,历史1/1次成功; 当前距低点2.72%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
11,75.54212663828334,76.16146160075098,688167,炬光科技,bottom_area,2023-01-03,94.64,2023-01-03,90.63,4.424583471256764,5.483835374600021,29.028974158183246,False,1.4036,3.8358,2,2,2,100.0,21.66404255492686,23.41569581359622,3.575416528743236,4.424583471256764,历史2/2次成功; 当前距低点4.42%; 最新日涨幅1.40%; 状态bottom_area; 底部未确认
