rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.29430691172726,84.51868682849184,300402,宝色股份,bottom_area,2022-01-10,25.56,2022-01-10,25.13,1.7111022682053314,2.865101472343822,27.074869413813126,False,0.5903,1.3092,1,1,1,100.0,61.64021164021163,61.64021164021163,18.28889773179467,1.7111022682053314,历史1/1次成功; 当前距低点1.71%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
2,95.91479197794672,81.51187517929432,603213,镇洋发展,bottom_area,2022-01-10,20.77,2022-01-10,20.55,1.0705596107055906,3.6009732360097244,28.769497400346623,False,0.4838,13.1124,1,1,1,100.0,25.982532751091718,25.982532751091718,18.92944038929441,1.0705596107055906,历史1/1次成功; 当前距低点1.07%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
3,94.80074860937773,81.65854359111795,300409,道氏技术,bottom_area,2022-01-10,22.53,2022-01-07,22.13,1.8075011296882155,6.281066425666519,28.979460847240055,False,1.1675,1.8942,1,1,1,100.0,35.80454928390903,35.80454928390903,18.192498870311784,1.8075011296882155,历史1/1次成功; 当前距低点1.81%; 最新日涨幅1.17%; 状态bottom_area; 底部未确认
4,92.79105421363619,79.98320066412549,300491,通合科技,bottom_area,2022-01-10,18.21,2022-01-10,17.88,1.845637583892628,2.908277404921698,30.563106796116507,False,0.8306,2.2348,1,1,1,100.0,27.26480836236933,27.26480836236933,18.15436241610737,1.845637583892628,历史1/1次成功; 当前距低点1.85%; 最新日涨幅0.83%; 状态bottom_area; 底部未确认
5,89.00096837894651,74.94594904047737,601126,四方股份,bottom_area,2022-01-10,17.65,2022-01-10,17.55,0.5698005698005576,3.1908831908831834,29.29089443996777,False,-2.1619,2.7057,1,1,1,100.0,46.85534591194968,46.85534591194968,19.430199430199444,0.5698005698005576,历史1/1次成功; 当前距低点0.57%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
6,87.90832047666882,74.3081028814002,300490,华自科技,bottom_area,2022-01-10,19.44,2022-01-10,19.29,0.7776049766718618,2.643856920684301,31.082529474812432,False,-1.3198,2.663,2,2,2,100.0,29.306678646301293,32.06349206349206,19.22239502332814,0.7776049766718618,历史2/2次成功; 当前距低点0.78%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
7,69.69731342196323,61.098294233539185,300484,蓝海华腾,bottom_area,2022-01-10,14.85,2022-01-10,14.45,2.7681660899654004,4.013840830449827,29.580896686159846,False,1.158,2.1357,1,2,1,50.0,28.708133971291865,28.708133971291865,17.2318339100346,2.7681660899654004,历史1/2次成功; 当前距低点2.77%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
