rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,78.61165983105636,78.85605632523627,300521,爱司凯,bottom_area,2022-03-02,16.52,2022-03-01,15.86,4.161412358133671,5.926860025220689,27.612962117754453,False,0.4255,7.9836,3,3,3,100.0,16.258475816027065,20.590790616854918,3.83858764186633,4.161412358133671,历史3/3次成功; 当前距低点4.16%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
2,74.91721460563603,73.69990910515591,688319,欧林生物,bottom_area,2022-03-02,27.85,2022-02-22,27.0,3.1481481481481532,5.851851851851846,30.358524632447775,False,0.2881,1.2682,1,1,1,100.0,9.449929478138205,9.449929478138205,4.851851851851847,3.1481481481481532,历史1/1次成功; 当前距低点3.15%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
3,73.20794118008443,71.34700097044066,603308,应流股份,bottom_area,2022-03-02,17.36,2022-03-02,16.91,2.6611472501478373,3.3707865168539346,27.827571489543317,False,-0.6865,0.8752,1,1,1,100.0,13.303315595579207,13.303315595579207,5.338852749852164,2.6611472501478373,历史1/1次成功; 当前距低点2.66%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
4,72.75221875433412,70.77064081160908,000967,盈峰环境,bottom_area,2022-03-02,6.0,2022-02-24,5.85,2.56410256410257,4.957264957264958,32.369942196531795,False,-0.3322,0.4801,1,1,1,100.0,9.015025041736227,9.015025041736227,5.43589743589743,2.56410256410257,历史1/1次成功; 当前距低点2.56%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
5,68.10496789466212,68.52592004610227,688020,方邦股份,bottom_area,2022-03-02,67.85,2022-02-22,65.04,4.3204182041820225,7.1033210332103165,30.535084908683103,True,-1.2947,0.6298,1,1,1,100.0,9.28211586901762,9.28211586901762,3.679581795817978,4.3204182041820225,历史1/1次成功; 当前距低点4.32%; 最新日涨幅-1.29%; 状态bottom_area; 底部已确认
