rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.01187770783982,81.72237735783577,002494,华斯股份,bottom_area,2022-08-10,4.42,2022-08-05,4.32,2.3148148148148064,4.398148148148136,27.999999999999996,False,0.2268,4.4136,2,2,2,100.0,25.69975879362104,35.67251461988303,7.685185185185195,2.3148148148148064,历史2/2次成功; 当前距低点2.31%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
2,82.38602924139867,76.9924411201477,002157,正邦科技,bottom_area,2022-08-10,5.61,2022-08-02,5.53,1.4466546112115743,6.329113924050627,28.737113402061848,False,-0.8834,1.0855,2,2,2,100.0,12.101148568333835,13.751169317118809,8.553345388788426,1.4466546112115743,历史2/2次成功; 当前距低点1.45%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
3,81.98017865778401,78.89678302777041,002761,浙江建投,bottom_area,2022-08-10,24.82,2022-08-04,24.1,2.9875518672199117,6.639004149377584,32.24627495080124,False,-1.0761,2.6382,3,3,3,100.0,24.561297231353766,43.73730534867976,7.012448132780088,2.9875518672199117,历史3/3次成功; 当前距低点2.99%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
4,81.0690171045982,75.81595547309833,002110,三钢闽光,bottom_area,2022-08-10,5.47,2022-08-03,5.39,1.4842300556586285,3.153988868274581,27.456258411843876,False,-0.9058,0.2121,1,1,1,100.0,22.90322580645161,22.90322580645161,8.515769944341372,1.4842300556586285,历史1/1次成功; 当前距低点1.48%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
5,79.47873196007085,76.62439685799032,000715,中兴商业,bottom_area,2022-08-10,5.02,2022-08-03,4.87,3.080082135523603,4.928131416837787,27.421758569299552,False,0.0,1.0295,1,1,1,100.0,24.33862433862435,24.33862433862435,6.919917864476398,3.080082135523603,历史1/1次成功; 当前距低点3.08%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
6,79.40166327695499,74.38249077965523,600248,陕建股份,bottom_area,2022-08-10,4.52,2022-08-03,4.45,1.5730337078651548,4.494382022471914,28.2258064516129,False,-1.7391,0.9612,1,1,1,100.0,16.28498727735369,16.28498727735369,8.426966292134846,1.5730337078651548,历史1/1次成功; 当前距低点1.57%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
7,77.61699484792749,73.86733973589438,002043,兔宝宝,bottom_area,2022-08-10,8.53,2022-08-04,8.33,2.400960384153653,7.0828331332533,30.2928870292887,True,-1.2731,1.5617,1,1,1,100.0,14.470588235294123,14.470588235294123,7.599039615846348,2.400960384153653,历史1/1次成功; 当前距低点2.40%; 最新日涨幅-1.27%; 状态bottom_area; 底部已确认
8,72.4428548336443,70.58534573534574,000761,本钢板材,bottom_area,2022-08-10,3.42,2022-07-15,3.3,3.63636363636364,8.484848484848492,31.818181818181817,True,-1.4409,0.1694,1,1,1,100.0,11.969111969111971,11.969111969111971,6.36363636363636,3.63636363636364,历史1/1次成功; 当前距低点3.64%; 最新日涨幅-1.44%; 状态bottom_area; 底部已确认
9,67.72582999356017,67.3153704178416,300359,全通教育,bottom_area,2022-08-10,4.92,2022-08-02,4.7,4.680851063829781,8.51063829787233,30.882352941176467,False,-0.8065,0.7326,1,1,1,100.0,16.38554216867469,16.38554216867469,5.31914893617022,4.680851063829781,历史1/1次成功; 当前距低点4.68%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
10,57.73644196663519,53.22652944205395,603180,金牌家居,bottom_area,2022-08-10,23.38,2022-08-10,23.21,0.7324429125376913,1.80956484274019,27.15003138731952,False,-1.5579,0.7192,1,2,1,50.0,23.744619799139173,23.744619799139173,9.26755708746231,0.7324429125376913,历史1/2次成功; 当前距低点0.73%; 最新日涨幅-1.56%; 状态bottom_area; 底部未确认
