rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.99896649428524,82.7371304260019,300387,富邦科技,bottom_area,2022-04-18,8.31,2022-04-18,8.16,1.8382352941176512,5.147058823529411,29.043478260869566,False,-1.0714,6.8434,2,2,2,100.0,47.78659621822667,50.883392226148395,18.161764705882348,1.8382352941176512,历史2/2次成功; 当前距低点1.84%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
2,91.2855438794699,76.07128656622491,000620,盈新发展,bottom_area,2022-04-18,3.19,2022-04-18,3.19,0.0,3.448275862068962,28.31460674157304,False,-9.887,4.7904,3,3,3,100.0,35.0606804635748,58.4192439862543,20.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.89%; 状态bottom_area; 底部未确认
3,87.92748964466521,74.3129106029106,002482,广田集团,bottom_area,2022-04-18,2.62,2022-04-15,2.6,0.7692307692307698,3.8461538461538494,29.347826086956523,False,0.0,1.9124,1,1,1,100.0,23.423423423423422,23.423423423423422,19.230769230769234,0.7692307692307698,历史1/1次成功; 当前距低点0.77%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
4,85.92833825060744,75.21462686567165,000889,中嘉博创,bottom_area,2022-04-18,3.44,2022-04-18,3.35,2.6865671641791002,2.9850746268656745,32.86573146292585,False,-0.2899,2.7973,1,1,1,100.0,34.408602150537625,34.408602150537625,17.3134328358209,2.6865671641791002,历史1/1次成功; 当前距低点2.69%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
5,83.85918724696863,76.4547572409347,300490,华自科技,bottom_area,2022-04-18,12.37,2022-04-18,11.79,4.919423240033928,5.004240882103492,31.572838073128274,False,2.147,1.8963,2,2,2,100.0,29.306678646301293,32.06349206349206,15.080576759966075,4.919423240033928,历史2/2次成功; 当前距低点4.92%; 最新日涨幅2.15%; 状态bottom_area; 底部未确认
6,83.48850890503792,74.64564316894217,002825,纳尔股份,bottom_area,2022-04-18,15.11,2022-04-18,14.55,3.8487972508590977,4.948453608247415,31.14055844770468,False,0.5323,2.6684,1,1,1,100.0,23.123123123123136,23.123123123123136,16.151202749140904,3.8487972508590977,历史1/1次成功; 当前距低点3.85%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
7,80.6908481404481,70.91969074844073,002235,安妮股份,bottom_area,2022-04-18,4.95,2022-04-18,4.81,2.9106029106029228,6.6528066528066585,28.101644245142015,False,-6.0721,9.4112,1,1,1,100.0,24.27884615384615,24.27884615384615,17.089397089397078,2.9106029106029228,历史1/1次成功; 当前距低点2.91%; 最新日涨幅-6.07%; 状态bottom_area; 底部未确认
8,80.19054970468771,71.07070042685564,300663,科蓝软件,bottom_area,2022-04-18,15.96,2022-04-18,15.44,3.367875647668403,4.663212435233165,27.341176470588234,False,-1.2987,2.6587,1,1,1,100.0,20.480951094298856,20.480951094298856,16.632124352331598,3.367875647668403,历史1/1次成功; 当前距低点3.37%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
9,79.83459313179975,72.41201299441467,300364,中文在线,bottom_area,2022-04-18,10.38,2022-04-18,9.92,4.637096774193557,6.350806451612911,30.53221288515406,False,3.1809,6.2844,1,1,1,100.0,20.7773851590106,20.7773851590106,15.362903225806445,4.637096774193557,历史1/1次成功; 当前距低点4.64%; 最新日涨幅3.18%; 状态bottom_area; 底部未确认
10,71.27741107706893,65.04451038968524,300648,星云股份,bottom_area,2022-04-18,35.69,2022-04-18,34.0,4.970588235294111,5.88235294117647,29.911358482787055,False,0.7907,1.5037,2,3,2,66.66666666666666,24.14400483596314,26.78362573099414,15.029411764705891,4.970588235294111,历史2/3次成功; 当前距低点4.97%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
11,66.15158550207961,57.4675935828877,000863,三湘印象,bottom_area,2022-04-18,3.6,2022-04-18,3.52,2.2727272727272747,6.818181818181812,32.95238095238095,False,-1.9074,3.8614,1,2,1,50.0,25.588235294117638,25.588235294117638,17.727272727272727,2.2727272727272747,历史1/2次成功; 当前距低点2.27%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
12,64.62438696490177,58.52395209580836,002584,西陇科学,bottom_area,2022-04-18,8.73,2022-04-14,8.35,4.550898203592824,10.77844311377246,27.20139494333044,True,-0.3425,5.9382,1,2,1,50.0,68.08510638297875,68.08510638297875,15.449101796407177,4.550898203592824,历史1/2次成功; 当前距低点4.55%; 最新日涨幅-0.34%; 状态bottom_area; 底部已确认
13,62.02149823792376,56.2572124320756,300339,润和软件,bottom_area,2022-04-18,16.24,2022-04-18,15.52,4.639175257731951,4.8969072164948555,30.403587443946194,False,2.1384,2.7953,1,2,1,50.0,25.615763546798025,25.615763546798025,15.36082474226805,4.639175257731951,历史1/2次成功; 当前距低点4.64%; 最新日涨幅2.14%; 状态bottom_area; 底部未确认
