rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.8705864501631,74.36231268731268,002375,亚厦股份,bottom_area,2022-10-24,4.37,2022-10-11,4.2,4.047619047619046,10.476190476190464,29.648241206030146,True,-3.3186,0.715,2,2,2,100.0,30.864968364968366,36.9047619047619,15.952380952380956,4.047619047619046,历史2/2次成功; 当前距低点4.05%; 最新日涨幅-3.32%; 状态bottom_area; 底部已确认
2,70.84528313675128,61.67680948291725,601919,中远海控,bottom_area,2022-10-24,11.14,2022-10-10,10.88,2.389705882352939,8.915441176470578,28.13738441215323,True,-2.1949,0.7103,1,2,1,50.0,40.45881126173098,40.45881126173098,17.61029411764706,2.389705882352939,历史1/2次成功; 当前距低点2.39%; 最新日涨幅-2.19%; 状态bottom_area; 底部已确认
3,63.22234684577569,57.205867660764255,601778,晶科科技,bottom_area,2022-10-24,4.64,2022-09-29,4.44,4.504504504504489,8.108108108108095,28.271405492730207,True,-1.0661,1.0468,1,2,1,50.0,42.344827586206904,42.344827586206904,15.495495495495511,4.504504504504489,历史1/2次成功; 当前距低点4.50%; 最新日涨幅-1.07%; 状态bottom_area; 底部已确认
4,62.804816431087666,53.08212169251048,600346,恒力石化,bottom_area,2022-10-24,15.68,2022-10-24,15.56,0.7712082262210747,5.591259640102822,27.929597035664656,False,-2.6087,0.4526,1,2,1,50.0,23.443421765024375,23.443421765024375,19.228791773778926,0.7712082262210747,历史1/2次成功; 当前距低点0.77%; 最新日涨幅-2.61%; 状态bottom_area; 底部未确认
5,57.75026879248475,51.7277559351482,603313,梦百合,bottom_area,2022-10-24,9.74,2022-10-11,9.37,3.948772678762017,10.565635005336183,28.144171779141107,True,-2.3069,0.6447,1,3,1,33.33333333333333,25.52486187845302,25.52486187845302,16.051227321237985,3.948772678762017,历史1/3次成功; 当前距低点3.95%; 最新日涨幅-2.31%; 状态bottom_area; 底部已确认
6,54.447875758881246,49.54508451463548,002108,沧州明珠,bottom_area,2022-10-24,4.79,2022-10-10,4.57,4.814004376367609,10.940919037199125,28.03149606299212,True,-1.6427,0.7431,1,3,1,33.33333333333333,24.3961352657005,24.3961352657005,15.185995623632392,4.814004376367609,历史1/3次成功; 当前距低点4.81%; 最新日涨幅-1.64%; 状态bottom_area; 底部已确认
