rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.77124211189191,81.45499204915528,002246,北化股份,bottom_area,2025-07-31,16.93,2025-07-31,16.91,0.11827321111767931,2.0106445890005906,28.589527027027025,False,-0.8782,5.2115,5,5,5,100.0,26.315349303782714,31.992687385740403,7.881726788882321,0.11827321111767931,历史5/5次成功; 当前距低点0.12%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
2,87.38356868820688,81.58216993712257,000607,华媒控股,bottom_area,2025-07-31,4.68,2025-07-31,4.66,0.429184549356214,2.145922746781108,29.924812030075188,False,-1.6807,3.749,4,4,4,100.0,30.810272632552305,59.82721382289418,7.570815450643787,0.429184549356214,历史4/4次成功; 当前距低点0.43%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
3,83.39483298672586,81.4015473892705,002636,金安国纪,bottom_area,2025-07-31,11.99,2025-07-25,11.67,2.742073693230508,7.112253641816624,29.698795180722897,True,-0.6628,5.2406,2,2,2,100.0,42.49180327868853,69.0,5.257926306769492,2.742073693230508,历史2/2次成功; 当前距低点2.74%; 最新日涨幅-0.66%; 状态bottom_area; 底部已确认
4,83.2729232126732,78.87609814963798,603022,新通联,bottom_area,2025-07-31,10.29,2025-07-24,10.17,1.179941002949845,2.654867256637164,32.33532934131736,False,-0.0971,3.4669,2,2,2,100.0,18.958944281524914,26.099706744868023,6.820058997050155,1.179941002949845,历史2/2次成功; 当前距低点1.18%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
5,83.17991717226955,77.3967678204095,002658,雪迪龙,bottom_area,2025-07-31,7.88,2025-07-31,7.86,0.25445292620864596,1.5267175572519098,31.413612565445025,False,-1.005,2.7385,3,3,3,100.0,22.83290587185592,34.81481481481481,7.7455470737913545,0.25445292620864596,历史3/3次成功; 当前距低点0.25%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
6,81.49415209240429,77.62419235748061,600241,时代万恒,bottom_area,2025-07-31,8.28,2025-07-15,8.16,1.470588235294108,4.779411764705889,30.25641025641025,False,-0.6002,1.9932,2,2,2,100.0,15.79104050511391,22.50673854447439,6.529411764705892,1.470588235294108,历史2/2次成功; 当前距低点1.47%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
7,79.38964722406816,74.2095309462514,000637,茂化实华,bottom_area,2025-07-31,4.08,2025-07-07,4.06,0.4926108374384351,7.142857142857144,27.370304114490168,True,-2.8571,4.6613,2,2,2,100.0,16.089697073177668,22.627737226277358,7.507389162561565,0.4926108374384351,历史2/2次成功; 当前距低点0.49%; 最新日涨幅-2.86%; 状态bottom_area; 底部已确认
8,79.16620066336283,73.36850157380532,605033,美邦股份,bottom_area,2025-07-31,21.26,2025-07-31,21.25,0.04705882352941912,2.494117647058829,31.672025723472675,False,-1.756,3.704,1,1,1,100.0,31.96664350243223,31.96664350243223,7.95294117647058,0.04705882352941912,历史1/1次成功; 当前距低点0.05%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
9,77.72856582754962,72.52186763814437,603928,兴业股份,bottom_area,2025-07-31,15.21,2025-07-31,15.15,0.39603960396039933,2.310231023102308,32.03230148048452,False,-1.4896,2.1642,1,1,1,100.0,31.69267707082834,31.69267707082834,7.603960396039601,0.39603960396039933,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
10,76.44368215639005,70.86999027334399,603511,爱慕股份,bottom_area,2025-07-31,15.37,2025-07-31,15.36,0.06510416666666528,1.9531250000000049,28.22429906542056,False,-1.3479,2.0605,1,1,1,100.0,18.754988028731056,18.754988028731056,7.934895833333335,0.06510416666666528,历史1/1次成功; 当前距低点0.07%; 最新日涨幅-1.35%; 状态bottom_area; 底部未确认
11,75.43804955572709,70.4863812714105,300879,大叶股份,bottom_area,2025-07-31,32.0,2025-07-31,31.85,0.4709576138147522,2.951334379905801,31.0158111327702,False,-1.8405,3.6618,1,1,1,100.0,21.667551779075957,21.667551779075957,7.529042386185248,0.4709576138147522,历史1/1次成功; 当前距低点0.47%; 最新日涨幅-1.84%; 状态bottom_area; 底部未确认
