rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.75345136951682,79.32925301156597,605258,协和电子,bottom_area,2022-09-14,22.79,2022-09-14,22.31,2.151501568803229,2.151501568803229,29.17460317460318,False,-0.1752,1.6621,1,1,1,100.0,49.971379507727534,49.971379507727534,7.848498431196771,2.151501568803229,历史1/1次成功; 当前距低点2.15%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
12,73.69146868506037,67.24658769497714,002648,卫星化学,bottom_area,2022-09-14,20.19,2022-09-14,20.15,0.19851116625311513,2.7295285359801524,29.913043478260875,False,-3.7655,1.0707,1,1,1,100.0,11.12469437652812,11.12469437652812,9.801488833746886,0.19851116625311513,历史1/1次成功; 当前距低点0.20%; 最新日涨幅-3.77%; 状态bottom_area; 底部未确认
13,73.63650214592275,66.94227467811159,000573,粤宏远A,bottom_area,2022-09-14,4.19,2022-09-14,4.19,0.0,6.205250596658705,30.166666666666657,False,-9.8925,31.0924,1,1,1,100.0,19.31330472103003,19.31330472103003,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.89%; 状态bottom_area; 底部未确认
14,72.75471685167511,67.34393023255814,300635,中达安,bottom_area,2022-09-14,13.89,2022-09-14,13.76,0.9447674418604708,1.5988372093023302,27.041357370095437,False,-0.9979,0.4526,1,1,1,100.0,10.580645161290327,10.580645161290327,9.05523255813953,0.9447674418604708,历史1/1次成功; 当前距低点0.94%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
15,70.48303486589838,67.59594464696166,002617,露笑科技,bottom_area,2022-09-14,11.73,2022-09-02,11.41,2.804557405784402,9.02716914986853,28.99813316739266,True,-1.841,1.8247,2,3,2,66.66666666666666,24.589617556362565,36.60589060308556,7.195442594215598,2.804557405784402,历史2/3次成功; 当前距低点2.80%; 最新日涨幅-1.84%; 状态bottom_area; 底部已确认
16,67.27266138989692,67.17431127812968,002850,科达利,confirmed_rebound,2022-09-14,113.38,2022-09-06,108.06,4.923190819914856,11.484360540440493,29.822054812313283,True,-3.9153,1.9627,2,2,2,100.0,13.167668535137384,13.44718098343773,5.076809180085145,4.923190819914856,历史2/2次成功; 当前距低点4.92%; 最新日涨幅-3.92%; 状态confirmed_rebound; 底部已确认
17,66.57047214244034,64.20557880287913,603033,三维股份,bottom_area,2022-09-14,17.62,2022-09-09,17.09,3.1012287887653667,6.143943826799302,27.584745762711872,False,-1.7289,0.1787,2,3,2,66.66666666666666,19.192009540846744,24.922480620155024,6.898771211234633,3.1012287887653667,历史2/3次成功; 当前距低点3.10%; 最新日涨幅-1.73%; 状态bottom_area; 底部未确认
18,60.0898392295714,55.147031243998214,688165,埃夫特,bottom_area,2022-09-14,8.1,2022-09-02,8.06,0.49627791563274376,7.071960297766752,28.4826974267968,True,-1.3398,0.4648,1,2,1,50.0,21.98142414860681,21.98142414860681,9.503722084367256,0.49627791563274376,历史1/2次成功; 当前距低点0.50%; 最新日涨幅-1.34%; 状态bottom_area; 底部已确认
19,59.393951465379246,57.58348421848163,605319,无锡振华,bottom_area,2022-09-14,14.09,2022-08-29,13.63,3.374908290535576,5.282465150403513,27.345415778251603,False,0.571,1.402,1,2,1,50.0,17.248790972595383,17.248790972595383,6.625091709464424,3.374908290535576,历史1/2次成功; 当前距低点3.37%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
20,57.18166666666667,51.983333333333334,600992,贵绳股份,bottom_area,2022-09-14,28.29,2022-09-14,28.29,0.0,9.968186638388124,27.08762886597938,False,-9.9905,23.3141,1,3,1,33.33333333333333,61.79906542056074,61.79906542056074,10.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
21,56.51084303857424,51.791866228476124,601966,玲珑轮胎,bottom_area,2022-09-14,21.27,2022-09-09,21.18,0.4249291784702543,5.9962228517469285,30.099009900990104,False,-3.0096,0.6563,1,2,1,50.0,22.476907287033857,22.476907287033857,9.575070821529746,0.4249291784702543,历史1/2次成功; 当前距低点0.42%; 最新日涨幅-3.01%; 状态bottom_area; 底部未确认
