rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.75345136951682,79.32925301156597,605258,协和电子,bottom_area,2022-09-14,22.79,2022-09-14,22.31,2.151501568803229,2.151501568803229,29.17460317460318,False,-0.1752,1.6621,1,1,1,100.0,49.971379507727534,49.971379507727534,7.848498431196771,2.151501568803229,历史1/1次成功; 当前距低点2.15%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
2,82.4743182174931,76.68220596138104,002115,三维通信,bottom_area,2022-09-14,5.15,2022-09-14,5.09,1.1787819253438212,5.108055009823179,27.801418439716315,False,-4.0968,12.8926,2,2,2,100.0,17.364670705187947,20.720720720720706,8.821218074656178,1.1787819253438212,历史2/2次成功; 当前距低点1.18%; 最新日涨幅-4.10%; 状态bottom_area; 底部未确认
3,80.90160160951325,78.12507033293276,688058,宝兰德,bottom_area,2022-09-14,41.7,2022-08-31,40.42,3.166749134092036,7.397328055418097,31.49152542372881,True,0.5061,1.2297,1,1,1,100.0,24.27558257345491,24.27558257345491,6.833250865907964,3.166749134092036,历史1/1次成功; 当前距低点3.17%; 最新日涨幅0.51%; 状态bottom_area; 底部已确认
4,78.86509226843137,74.08759436656145,002645,华宏科技,bottom_area,2022-09-14,18.33,2022-09-14,18.02,1.720310765815753,2.663706992230857,28.94321766561514,False,-2.0833,0.8414,1,1,1,100.0,16.50485436893203,16.50485436893203,8.279689234184248,1.720310765815753,历史1/1次成功; 当前距低点1.72%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
5,78.53664084282165,74.54791477549796,002012,凯恩股份,bottom_area,2022-09-14,5.42,2022-09-14,5.3,2.264150943396228,3.0188679245283048,29.80132450331126,False,-0.7326,2.7135,1,1,1,100.0,25.646123260437374,25.646123260437374,7.735849056603772,2.264150943396228,历史1/1次成功; 当前距低点2.26%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
6,77.42496536264127,70.90798839458412,002110,三钢闽光,bottom_area,2022-09-14,5.19,2022-08-31,5.17,0.38684719535784257,2.7079303675048294,30.41722745625841,False,-1.1429,0.3019,1,1,1,100.0,22.90322580645161,22.90322580645161,9.613152804642159,0.38684719535784257,历史1/1次成功; 当前距低点0.39%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
7,76.79384733328594,73.73744398591438,603055,台华新材,bottom_area,2022-09-14,10.76,2022-09-01,10.46,2.8680688336519973,8.89101338432122,31.767775603392035,True,-2.9757,0.5131,1,1,1,100.0,19.498069498069512,19.498069498069512,7.131931166348003,2.8680688336519973,历史1/1次成功; 当前距低点2.87%; 最新日涨幅-2.98%; 状态bottom_area; 底部已确认
8,74.8412562306153,68.86172696154105,002669,康达新材,bottom_area,2022-09-14,12.76,2022-09-14,12.68,0.6309148264984233,2.2870662460567894,28.32108535895987,False,-2.1472,1.7871,1,1,1,100.0,14.89361702127659,14.89361702127659,9.369085173501578,0.6309148264984233,历史1/1次成功; 当前距低点0.63%; 最新日涨幅-2.15%; 状态bottom_area; 底部未确认
9,74.7188495963496,71.96716391716393,000761,本钢板材,bottom_area,2022-09-14,3.4,2022-07-15,3.3,3.030303030303033,8.484848484848492,31.818181818181817,True,-0.5848,0.1271,1,1,1,100.0,11.969111969111971,11.969111969111971,6.969696969696967,3.030303030303033,历史1/1次成功; 当前距低点3.03%; 最新日涨幅-0.58%; 状态bottom_area; 底部已确认
10,74.55857015979596,71.11713456394185,000661,长春高新,bottom_area,2022-09-14,169.68,2022-09-13,165.51,2.519485227478712,4.440819285843769,28.751614291863977,False,-1.2512,0.8938,1,1,1,100.0,10.330972487060738,10.330972487060738,7.480514772521289,2.519485227478712,历史1/1次成功; 当前距低点2.52%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
11,74.45444755249987,68.31995908012236,000799,酒鬼酒,bottom_area,2022-09-14,133.7,2022-09-14,133.05,0.4885381435550374,2.2021796317173834,29.558449809402788,False,-2.4515,1.4669,1,1,1,100.0,10.235623910902333,10.235623910902333,9.511461856444964,0.4885381435550374,历史1/1次成功; 当前距低点0.49%; 最新日涨幅-2.45%; 状态bottom_area; 底部未确认
