rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.72758197085342,82.38743716692821,603928,兴业股份,bottom_area,2025-07-17,15.8,2025-07-15,15.62,1.1523687580025703,3.008962868117802,29.92373261552266,False,0.1267,3.3209,1,1,1,100.0,31.69267707082834,31.69267707082834,13.84763124199743,1.1523687580025703,历史1/1次成功; 当前距低点1.15%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
2,85.81381414573293,79.9659212778095,002826,易明医药,bottom_area,2025-07-17,18.18,2025-07-15,17.53,3.707929264118645,4.677695379349688,30.73883840379296,False,0.8319,5.9997,1,1,1,100.0,50.0,50.0,11.292070735881355,3.707929264118645,历史1/1次成功; 当前距低点3.71%; 最新日涨幅0.83%; 状态bottom_area; 底部未确认
3,85.67091323733861,80.55971702057431,002636,金安国纪,bottom_area,2025-07-17,12.42,2025-07-16,11.92,4.194630872483222,5.956375838926182,28.192771084337352,False,2.8146,9.3341,2,2,2,100.0,42.49180327868853,69.0,10.805369127516778,4.194630872483222,历史2/2次成功; 当前距低点4.19%; 最新日涨幅2.81%; 状态bottom_area; 底部未确认
4,84.62178121973976,78.18942928797027,002041,登海种业,bottom_area,2025-07-17,9.84,2025-06-23,9.53,3.2528856243441817,4.931794333683113,29.719764011799416,False,0.0,0.6597,2,2,2,100.0,18.2043468358871,21.395106715252467,11.747114375655817,3.2528856243441817,历史2/2次成功; 当前距低点3.25%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
5,84.5729772430515,76.76879685454938,002155,湖南黄金,bottom_area,2025-07-17,17.79,2025-06-30,17.39,2.3001725129384623,7.073030477285798,29.28019520130134,True,-0.6145,1.8121,1,1,1,100.0,28.834355828220854,28.834355828220854,12.699827487061539,2.3001725129384623,历史1/1次成功; 当前距低点2.30%; 最新日涨幅-0.61%; 状态bottom_area; 底部已确认
6,84.48670660349318,77.52436381220546,301348,蓝箭电子,bottom_area,2025-07-17,20.36,2025-07-15,19.79,2.8802425467407797,3.183425972713505,29.92209631728045,False,0.6426,3.9927,1,1,1,100.0,26.727509778357234,26.727509778357234,12.11975745325922,2.8802425467407797,历史1/1次成功; 当前距低点2.88%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
7,83.71653508892084,74.66791358944873,002371,北方华创,bottom_area,2025-07-17,318.6,2025-07-17,314.33,1.3584449463939294,2.121973721884649,29.91527313266444,False,-0.7044,0.8726,1,1,1,100.0,15.189075630252091,15.189075630252091,13.64155505360607,1.3584449463939294,历史1/1次成功; 当前距低点1.36%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
8,82.1606551356478,75.89678839470413,301108,洁雅股份,bottom_area,2025-07-17,23.9,2025-07-15,23.15,3.2397408207343417,4.103671706263511,32.32972814966384,False,1.4862,2.2966,1,1,1,100.0,22.383857343969968,22.383857343969968,11.760259179265658,3.2397408207343417,历史1/1次成功; 当前距低点3.24%; 最新日涨幅1.49%; 状态bottom_area; 底部未确认
9,79.77177494486064,70.67830120430656,002658,雪迪龙,bottom_area,2025-07-17,8.06,2025-07-17,7.98,1.0025062656641612,2.1303258145363397,30.36649214659686,False,-0.9828,7.7014,2,3,2,66.66666666666666,28.265316254592392,34.81481481481481,13.997493734335839,1.0025062656641612,历史2/3次成功; 当前距低点1.00%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
10,79.72867795646837,74.35029625937834,000999,华润三九,bottom_area,2025-07-17,31.56,2025-07-15,30.42,3.747534516765276,5.0295857988165595,30.036798528058867,False,2.2021,1.2771,1,1,1,100.0,20.293951384963254,20.293951384963254,11.252465483234724,3.747534516765276,历史1/1次成功; 当前距低点3.75%; 最新日涨幅2.20%; 状态bottom_area; 底部未确认
11,74.01946583044776,67.57676570980918,600227,赤天化,bottom_area,2025-07-17,2.36,2025-07-16,2.3,2.6086956521739157,3.478260869565221,27.444794952681388,False,-0.4219,1.7267,2,3,2,66.66666666666666,31.27916736612389,44.72049689440993,12.391304347826084,2.6086956521739157,历史2/3次成功; 当前距低点2.61%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
