rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.47822124877803,80.16460086318331,605117,德业股份,bottom_area,2023-03-23,251.25,2023-03-23,251.1,0.05973715651135232,3.4647550776583103,27.143478891629186,False,-3.3654,3.5203,5,5,5,100.0,28.875277311984927,59.18895599654874,7.9402628434886475,0.05973715651135232,历史5/5次成功; 当前距低点0.06%; 最新日涨幅-3.37%; 状态bottom_area; 底部未确认
2,84.66963535008216,78.79170274310772,300382,斯莱克,bottom_area,2023-03-23,15.41,2023-03-23,15.37,0.2602472348731355,3.188028627195837,30.199818346957315,False,-2.7146,1.6187,3,3,3,100.0,30.403583003325068,49.70059880239522,7.739752765126864,0.2602472348731355,历史3/3次成功; 当前距低点0.26%; 最新日涨幅-2.71%; 状态bottom_area; 底部未确认
3,80.11539195485146,75.64790530948176,688348,昱能科技,bottom_area,2023-03-23,341.64,2023-03-23,338.2,1.0171496156120632,4.606741573033704,27.929079827814007,False,-2.9432,6.9612,1,1,1,100.0,16.27422813482398,16.27422813482398,6.982850384387937,1.0171496156120632,历史1/1次成功; 当前距低点1.02%; 最新日涨幅-2.94%; 状态bottom_area; 底部未确认
4,77.12804704657997,77.80541180820433,688221,前沿生物,confirmed_rebound,2023-03-23,13.6,2023-03-20,13.02,4.454685099846391,8.525345622119824,30.00000000000001,True,-1.2346,1.3045,5,5,5,100.0,21.032762558355284,34.87394957983194,3.545314900153609,4.454685099846391,历史5/5次成功; 当前距低点4.45%; 最新日涨幅-1.23%; 状态confirmed_rebound; 底部已确认
5,76.81979735377868,76.63961208628433,000887,中鼎股份,bottom_area,2023-03-23,12.59,2023-03-20,12.12,3.8778877887788834,6.600660066006607,28.45336481700119,False,0.0,0.9306,2,2,2,100.0,17.53331314354936,23.84615384615385,4.122112211221117,3.8778877887788834,历史2/2次成功; 当前距低点3.88%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
6,76.47631007121018,76.42810565263393,002824,和胜股份,bottom_area,2023-03-23,31.71,2023-03-21,30.5,3.9672131147541014,7.409836065573764,28.904428904428904,True,-1.5829,2.3469,3,3,3,100.0,14.104040614372417,19.06976744186047,4.032786885245899,3.9672131147541014,历史3/3次成功; 当前距低点3.97%; 最新日涨幅-1.58%; 状态bottom_area; 底部已确认
7,75.8276771769284,71.11991634290263,002374,中锐股份,bottom_area,2023-03-23,4.52,2023-03-20,4.49,0.6681514476614556,3.1180400890868527,27.346278317152095,False,-1.0941,1.0778,2,2,2,100.0,10.82420238478892,12.068965517241388,7.331848552338545,0.6681514476614556,历史2/2次成功; 当前距低点0.67%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
8,75.5644972857775,73.05845256285599,002324,普利特,bottom_area,2023-03-23,14.11,2023-03-20,13.8,2.2463768115941933,7.391304347826083,29.01234567901235,True,-0.4937,1.3312,1,1,1,100.0,8.226837060702884,8.226837060702884,5.753623188405807,2.2463768115941933,历史1/1次成功; 当前距低点2.25%; 最新日涨幅-0.49%; 状态bottom_area; 底部已确认
9,75.44767231285992,74.56268933348754,002347,泰尔股份,bottom_area,2023-03-23,5.19,2023-03-20,5.02,3.386454183266949,4.581673306772918,29.09604519774012,False,-0.3839,1.8876,2,2,2,100.0,22.816155222237516,29.585798816568047,4.613545816733051,3.386454183266949,历史2/2次成功; 当前距低点3.39%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
10,73.97846093849056,72.06053412942343,605128,上海沿浦,bottom_area,2023-03-23,41.69,2023-03-20,40.62,2.6341703594288535,6.893156080748411,31.731092436974794,False,-1.7903,1.6829,1,1,1,100.0,16.80883090817863,16.80883090817863,5.365829640571147,2.6341703594288535,历史1/1次成功; 当前距低点2.63%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
11,73.62356983383626,69.06144137415984,002645,华宏科技,bottom_area,2023-03-23,14.92,2023-03-20,14.82,0.6747638326585671,4.588394062078271,29.22636103151863,False,-2.6745,2.2234,1,1,1,100.0,16.50485436893203,16.50485436893203,7.325236167341433,0.6747638326585671,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
12,72.53171687352196,72.58809597719356,002660,茂硕电源,bottom_area,2023-03-23,9.27,2023-03-20,8.91,4.040404040404034,4.938271604938266,28.31858407079646,False,-0.7495,2.3352,2,2,2,100.0,20.21622144792876,24.71428571428572,3.9595959595959664,4.040404040404034,历史2/2次成功; 当前距低点4.04%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
13,71.52971692480996,71.86791889608564,002708,光洋股份,bottom_area,2023-03-23,6.63,2023-03-20,6.36,4.245283018867918,5.18867924528302,31.759656652360512,False,-0.3008,1.9189,1,1,1,100.0,35.522388059701484,35.522388059701484,3.754716981132083,4.245283018867918,历史1/1次成功; 当前距低点4.25%; 最新日涨幅-0.30%; 状态bottom_area; 底部未确认
14,71.50317770226384,72.84006720187084,600152,维科技术,bottom_area,2023-03-23,11.42,2023-03-20,10.88,4.963235294117639,7.536764705882339,28.842380640941784,True,-0.6092,4.7615,2,2,2,100.0,23.6894821099949,24.87644151565074,3.0367647058823617,4.963235294117639,历史2/2次成功; 当前距低点4.96%; 最新日涨幅-0.61%; 状态bottom_area; 底部已确认
15,68.20070037999439,69.4141746011414,300473,德尔股份,bottom_area,2023-03-23,17.71,2023-03-20,16.88,4.917061611374419,7.642180094786746,31.935483870967747,True,-1.7203,2.5066,1,1,1,100.0,21.37137137137137,21.37137137137137,3.0829383886255814,4.917061611374419,历史1/1次成功; 当前距低点4.92%; 最新日涨幅-1.72%; 状态bottom_area; 底部已确认
