rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.16139088352061,82.48787022716118,001309,德明利,bottom_area,2024-08-02,75.3,2024-07-30,72.88,3.320526893523603,10.222283205268939,28.74462260461479,True,-5.0681,5.7457,5,5,5,100.0,32.304685722553685,64.1432791728213,11.679473106476395,3.320526893523603,历史5/5次成功; 当前距低点3.32%; 最新日涨幅-5.07%; 状态bottom_area; 底部已确认
2,88.82396693008755,79.19819368980984,001203,大中矿业,bottom_area,2024-08-02,8.31,2024-07-30,8.2,1.3414634146341613,5.121951219512195,29.492691315563206,False,-0.9535,0.403,2,2,2,100.0,22.670592877288865,29.46341463414634,13.658536585365837,1.3414634146341613,历史2/2次成功; 当前距低点1.34%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
3,83.29679631800772,77.98717697144646,603368,柳药集团,bottom_area,2024-08-02,17.06,2024-07-31,16.41,3.9609993906154695,6.581352833638015,31.908713692946062,False,-0.2339,1.4453,3,3,3,100.0,31.603524634675978,42.85714285714285,11.03900060938453,3.9609993906154695,历史3/3次成功; 当前距低点3.96%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
4,82.37927332892049,77.14810409736852,002563,森马服饰,bottom_area,2024-08-02,4.97,2024-07-30,4.78,3.9748953974895294,7.531380753138063,29.080118694362017,True,0.0,0.6607,1,1,1,100.0,28.929384965831446,28.929384965831446,11.02510460251047,3.9748953974895294,历史1/1次成功; 当前距低点3.97%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
5,82.32325301540938,75.77560075314793,001218,丽臣实业,bottom_area,2024-08-02,14.2,2024-07-25,13.78,3.047895500725689,6.603773584905662,30.404040404040412,False,-1.5257,1.0979,2,2,2,100.0,25.18711018711019,29.999999999999993,11.952104499274311,3.047895500725689,历史2/2次成功; 当前距低点3.05%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
6,81.90618654462926,76.11786259541984,002687,乔治白,bottom_area,2024-08-02,4.07,2024-07-25,3.93,3.562340966921122,5.852417302798981,32.82051282051282,False,-0.7317,0.57,1,1,1,100.0,64.00000000000001,64.00000000000001,11.437659033078877,3.562340966921122,历史1/1次成功; 当前距低点3.56%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
7,79.34576749952632,74.89649846008058,603367,辰欣药业,bottom_area,2024-08-02,13.29,2024-07-30,12.73,4.399057344854664,5.89159465828751,27.048710601719193,False,0.4535,0.7751,1,1,1,100.0,31.216931216931226,31.216931216931226,10.600942655145335,4.399057344854664,历史1/1次成功; 当前距低点4.40%; 最新日涨幅0.45%; 状态bottom_area; 底部未确认
8,69.98710122977508,62.49679710676843,300721,怡达股份,bottom_area,2024-08-02,11.41,2024-07-31,11.25,1.4222222222222236,7.466666666666666,27.976952624839946,True,-2.8936,3.8672,2,5,2,40.0,21.34120308298442,22.270742358078603,13.577777777777774,1.4222222222222236,历史2/5次成功; 当前距低点1.42%; 最新日涨幅-2.89%; 状态bottom_area; 底部已确认
9,60.696099492124844,56.56130158730157,603156,养元饮品,bottom_area,2024-08-02,20.69,2024-07-30,19.95,3.709273182957404,6.516290726817046,27.322404371584703,False,1.1736,0.2469,1,2,1,50.0,15.851851851851857,15.851851851851857,11.290726817042597,3.709273182957404,历史1/2次成功; 当前距低点3.71%; 最新日涨幅1.17%; 状态bottom_area; 底部未确认
10,57.595126104006624,54.09551833101154,000933,神火股份,bottom_area,2024-08-02,16.13,2024-07-31,15.49,4.131697869593278,9.748224661071658,28.48568790397045,True,-1.5863,0.8356,1,2,1,50.0,21.05263157894737,21.05263157894737,10.86830213040672,4.131697869593278,历史1/2次成功; 当前距低点4.13%; 最新日涨幅-1.59%; 状态bottom_area; 底部已确认
