rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.75368724462989,82.12566023077515,600371,万向德农,confirmed_rebound,2025-05-14,9.29,2025-04-29,9.13,1.7524644030667946,8.214676889375685,28.671874999999996,True,0.7592,3.5407,1,1,1,100.0,38.66279069767441,38.66279069767441,6.247535596933205,1.7524644030667946,历史1/1次成功; 当前距低点1.75%; 最新日涨幅0.76%; 状态confirmed_rebound; 底部已确认
2,79.56175175790544,79.36711492263537,000524,岭南控股,bottom_area,2025-05-14,12.07,2025-05-09,11.62,3.872633390705689,4.475043029259909,30.668257756563257,False,0.6672,2.5512,3,3,3,100.0,15.46623147013077,21.550094517958406,4.127366609294311,3.872633390705689,历史3/3次成功; 当前距低点3.87%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
3,76.77313686103714,76.83748949816169,002304,洋河股份,bottom_area,2025-05-14,69.73,2025-04-29,67.02,4.043569083855577,5.147717099373326,29.452631578947376,False,0.7368,0.4576,2,2,2,100.0,20.62810220081931,20.781426953567394,3.9564309161444227,4.043569083855577,历史2/2次成功; 当前距低点4.04%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
4,76.42825940039147,74.50431540445865,001299,美能能源,bottom_area,2025-05-14,10.75,2025-04-29,10.47,2.674307545367711,5.5396370582617,31.11842105263157,False,-0.463,3.7824,2,2,2,100.0,13.772777461812025,15.247322794492616,5.325692454632288,2.674307545367711,历史2/2次成功; 当前距低点2.67%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
5,75.74713097232285,71.156440043861,688050,爱博医疗,bottom_area,2025-05-14,77.91,2025-04-29,77.33,0.7500323289796952,5.030389240915557,28.688675765400223,False,-0.5489,1.2772,2,2,2,100.0,12.024267494272554,12.90770757525636,7.249967671020305,0.7500323289796952,历史2/2次成功; 当前距低点0.75%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
