rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.27745238811026,84.54897279828053,001896,豫能控股,bottom_area,2023-04-25,4.32,2023-04-24,4.27,1.1709601873536468,5.85480093676815,27.993254637436767,False,-2.0408,0.5697,4,4,4,100.0,16.014849599176554,34.93975903614456,6.829039812646354,1.1709601873536468,历史4/4次成功; 当前距低点1.17%; 最新日涨幅-2.04%; 状态bottom_area; 底部未确认
2,88.51289104496621,83.68380623500616,601369,陕鼓动力,bottom_area,2023-04-25,9.33,2023-04-25,9.23,1.0834236186348825,4.658721560130007,30.964846671652946,False,-2.4059,0.8258,3,3,3,100.0,26.957054223084292,55.572755417956664,6.916576381365118,1.0834236186348825,历史3/3次成功; 当前距低点1.08%; 最新日涨幅-2.41%; 状态bottom_area; 底部未确认
3,86.33565284123497,81.83941509619122,300658,延江股份,bottom_area,2023-04-25,7.47,2023-04-25,7.38,1.2195121951219494,4.336043360433608,28.83317261330761,False,-2.3529,1.4504,3,3,3,100.0,18.70915538209279,26.72018348623853,6.78048780487805,1.2195121951219494,历史3/3次成功; 当前距低点1.22%; 最新日涨幅-2.35%; 状态bottom_area; 底部未确认
4,85.23741035025711,80.67747246435668,002843,泰嘉股份,bottom_area,2023-04-25,15.06,2023-04-25,14.89,1.1417058428475482,5.1712558764271295,30.9369202226345,False,-2.776,1.1177,2,2,2,100.0,28.175063365855337,31.56626506024095,6.858294157152452,1.1417058428475482,历史2/2次成功; 当前距低点1.14%; 最新日涨幅-2.78%; 状态bottom_area; 底部未确认
5,84.82872870710754,81.26710930787544,002753,永东股份,bottom_area,2023-04-25,6.9,2023-04-25,6.78,1.7699115044247802,5.604719764011798,29.521829521829513,False,-2.4045,1.2748,2,2,2,100.0,39.04573945141897,69.36936936936937,6.23008849557522,1.7699115044247802,历史2/2次成功; 当前距低点1.77%; 最新日涨幅-2.40%; 状态bottom_area; 底部未确认
6,84.72098047307759,81.0387369569665,002363,隆基机械,bottom_area,2023-04-25,6.62,2023-04-25,6.51,1.6897081413210495,4.454685099846391,28.774617067833702,False,-2.6471,1.4247,2,2,2,100.0,36.83479311386288,54.96828752642705,6.310291858678951,1.6897081413210495,历史2/2次成功; 当前距低点1.69%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
7,84.48003450303251,81.1245425867508,000957,中通客车,bottom_area,2023-04-25,9.69,2023-04-25,9.51,1.892744479495265,5.152471083070455,29.39866369710468,False,-3.1,2.3843,2,2,2,100.0,185.5153400254489,354.54545454545456,6.107255520504736,1.892744479495265,历史2/2次成功; 当前距低点1.89%; 最新日涨幅-3.10%; 状态bottom_area; 底部未确认
8,83.79388475045297,79.77603524954702,000935,四川双马,bottom_area,2023-04-25,18.95,2023-04-25,18.68,1.4453961456102762,4.014989293361884,30.609212481426457,False,-1.8643,0.5297,1,1,1,100.0,43.71794871794874,43.71794871794874,6.554603854389724,1.4453961456102762,历史1/1次成功; 当前距低点1.45%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
9,83.14877254532979,80.57166947012648,002585,双星新材,bottom_area,2023-04-25,10.83,2023-04-25,10.58,2.3629489603024574,5.765595463137991,31.029986962190353,False,-2.87,2.1213,3,3,3,100.0,25.909640320516548,56.338028169014066,5.637051039697543,2.3629489603024574,历史3/3次成功; 当前距低点2.36%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
10,82.87070473977035,78.94570044780342,300454,深信服,bottom_area,2023-04-25,122.95,2023-04-24,121.16,1.4773852756685426,4.291845493562234,27.665671641791047,False,-0.3566,1.3883,2,2,2,100.0,22.979241270579003,29.49391262831224,6.522614724331458,1.4773852756685426,历史2/2次成功; 当前距低点1.48%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
11,82.86259713293802,78.39604742014453,000518,四环生物,bottom_area,2023-04-25,2.71,2023-04-25,2.68,1.1194029850746194,4.104477611940293,27.956989247311824,False,-2.1661,0.7312,2,2,2,100.0,15.635947452229296,17.834394904458602,6.880597014925381,1.1194029850746194,历史2/2次成功; 当前距低点1.12%; 最新日涨幅-2.17%; 状态bottom_area; 底部未确认
12,82.72720616045268,78.75108719507047,001210,金房能源,bottom_area,2023-04-25,21.85,2023-04-24,21.54,1.4391829155060458,4.2711234911792095,27.180527383367135,False,-2.1057,0.8571,1,1,1,100.0,38.131313131313135,38.131313131313135,6.560817084493954,1.4391829155060458,历史1/1次成功; 当前距低点1.44%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
13,82.45074704267435,78.00326790050207,002706,良信股份,bottom_area,2023-04-25,10.86,2023-04-25,10.74,1.1173184357541828,4.283054003724386,29.849771391247554,False,-2.1622,0.9669,2,2,2,100.0,13.49867706463227,14.727153188691638,6.882681564245817,1.1173184357541828,历史2/2次成功; 当前距低点1.12%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
14,82.42634181306148,79.4794409570521,688272,富吉瑞,bottom_area,2023-04-25,17.93,2023-04-25,17.56,2.1070615034168623,4.2141230068337245,28.79156528791566,False,-0.3335,3.3337,2,2,2,100.0,33.56742572495997,58.95303326810176,5.892938496583137,2.1070615034168623,历史2/2次成功; 当前距低点2.11%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
15,82.41117598378177,79.37424822558548,000980,众泰汽车,bottom_area,2023-04-25,2.99,2023-04-25,2.93,2.047781569965872,4.778156996587019,31.542056074766357,False,-3.2362,2.0425,3,3,3,100.0,25.823603253266942,43.49775784753364,5.9522184300341285,2.047781569965872,历史3/3次成功; 当前距低点2.05%; 最新日涨幅-3.24%; 状态bottom_area; 底部未确认
16,81.96439120170706,78.1050813020751,000059,华锦股份,bottom_area,2023-04-25,6.8,2023-04-25,6.7,1.4925373134328304,3.2835820895522354,29.916317991631804,False,-1.0189,0.9038,2,2,2,100.0,18.645518154311638,25.41603630862328,6.50746268656717,1.4925373134328304,历史2/2次成功; 当前距低点1.49%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
17,81.88309694345983,78.06373226495057,000722,湖南发展,bottom_area,2023-04-25,10.71,2023-04-25,10.55,1.5165876777251197,4.549763033175342,27.98634812286689,False,-2.9012,1.2307,2,2,2,100.0,18.7180224202357,26.619718309859163,6.48341232227488,1.5165876777251197,历史2/2次成功; 当前距低点1.52%; 最新日涨幅-2.90%; 状态bottom_area; 底部未确认
18,81.51210978379858,77.81585659551178,002795,永和智控,bottom_area,2023-04-25,10.24,2023-04-25,10.08,1.5873015873015885,5.952380952380949,28.763250883392228,False,-3.4873,2.8321,2,2,2,100.0,28.467226959996715,31.302270011947446,6.412698412698411,1.5873015873015885,历史2/2次成功; 当前距低点1.59%; 最新日涨幅-3.49%; 状态bottom_area; 底部未确认
19,81.34400402279886,77.96038609267681,002350,北京科锐,bottom_area,2023-04-25,6.82,2023-04-25,6.7,1.7910447761194044,4.328358208955224,32.04868154158215,False,-2.1521,2.2782,2,2,2,100.0,21.526710657145447,23.07692307692308,6.208955223880595,1.7910447761194044,历史2/2次成功; 当前距低点1.79%; 最新日涨幅-2.15%; 状态bottom_area; 底部未确认
20,81.22044362451523,78.00140627851103,300560,中富通,bottom_area,2023-04-25,14.5,2023-04-25,14.23,1.8973998594518593,6.324666198172876,30.619210141394444,False,-4.6053,4.8939,3,3,3,100.0,16.59934386054438,20.94196804037006,6.102600140548141,1.8973998594518593,历史3/3次成功; 当前距低点1.90%; 最新日涨幅-4.61%; 状态bottom_area; 底部未确认
21,81.11878202145262,76.69998241923722,688173,希荻微,bottom_area,2023-04-25,19.51,2023-04-25,19.3,1.0880829015544085,6.735751295336791,29.818181818181817,False,-5.3372,1.3887,2,2,2,100.0,16.34844857409283,23.120837297811605,6.911917098445591,1.0880829015544085,历史2/2次成功; 当前距低点1.09%; 最新日涨幅-5.34%; 状态bottom_area; 底部未确认
22,80.8099509379849,77.31401296063449,001227,兰州银行,bottom_area,2023-04-25,2.99,2023-04-24,2.94,1.7006802721088528,3.0612244897959133,30.000000000000004,False,1.3559,1.6197,1,1,1,100.0,11.137440758293856,11.137440758293856,6.299319727891148,1.7006802721088528,历史1/1次成功; 当前距低点1.70%; 最新日涨幅1.36%; 状态bottom_area; 底部未确认
23,80.75629605913583,77.79506456908672,300758,七彩化学,bottom_area,2023-04-25,9.92,2023-04-25,9.72,2.0576131687242727,4.938271604938257,29.819494584837543,False,-2.6497,1.8828,2,2,2,100.0,23.905497816011056,38.59480269489894,5.942386831275727,2.0576131687242727,历史2/2次成功; 当前距低点2.06%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
24,80.33333967383598,76.28809213689406,002385,大北农,bottom_area,2023-04-25,6.94,2023-04-25,6.85,1.3138686131386972,3.211678832116798,30.73811931243681,False,-0.8571,1.3434,1,1,1,100.0,23.353293413173663,23.353293413173663,6.6861313868613035,1.3138686131386972,历史1/1次成功; 当前距低点1.31%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
25,80.31056926248029,75.86225055575622,300610,晨化股份,bottom_area,2023-04-25,10.71,2023-04-25,10.6,1.037735849056615,5.471698113207548,27.989130434782616,False,-3.6871,1.6206,2,2,2,100.0,11.227356406480116,14.142857142857146,6.962264150943385,1.037735849056615,历史2/2次成功; 当前距低点1.04%; 最新日涨幅-3.69%; 状态bottom_area; 底部未确认
26,80.26904708418841,76.97265230627215,300607,拓斯达,confirmed_rebound,2023-04-25,11.75,2023-04-25,11.54,1.819757365684583,19.324090121317163,30.565583634175702,False,-18.516,10.6508,2,2,2,100.0,36.99838225824183,45.9265890778872,6.180242634315417,1.819757365684583,历史2/2次成功; 当前距低点1.82%; 最新日涨幅-18.52%; 状态confirmed_rebound; 底部未确认
27,80.1554377285333,76.93480986290423,002169,智光电气,bottom_area,2023-04-25,7.09,2023-04-25,6.96,1.8678160919540214,5.459770114942527,28.9070480081716,False,-2.8767,1.5878,2,2,2,100.0,16.953927701932265,18.015963511972636,6.132183908045978,1.8678160919540214,历史2/2次成功; 当前距低点1.87%; 最新日涨幅-2.88%; 状态bottom_area; 底部未确认
28,79.75952251447295,75.44788253491409,688116,天奈科技,bottom_area,2023-04-25,51.88,2023-04-25,51.31,1.1108945624634579,5.632430325472618,28.39799051074518,False,-3.5329,2.5187,2,2,2,100.0,9.896355577047169,11.226578491576134,6.889105437536543,1.1108945624634579,历史2/2次成功; 当前距低点1.11%; 最新日涨幅-3.53%; 状态bottom_area; 底部未确认
29,79.6897374219857,75.49008800716055,001266,宏英智能,bottom_area,2023-04-25,23.9,2023-04-25,23.62,1.185436071126154,6.4775613886536725,28.6404833836858,False,-5.1211,3.5581,2,2,2,100.0,11.03700134047409,13.763753373468953,6.814563928873846,1.185436071126154,历史2/2次成功; 当前距低点1.19%; 最新日涨幅-5.12%; 状态bottom_area; 底部未确认
30,79.5968651171921,77.23815305882499,002455,百川股份,bottom_area,2023-04-25,7.99,2023-04-25,7.8,2.435897435897441,6.923076923076923,27.102803738317753,False,-3.9663,2.1095,3,3,3,100.0,19.096769960597644,35.42600896860987,5.564102564102559,2.435897435897441,历史3/3次成功; 当前距低点2.44%; 最新日涨幅-3.97%; 状态bottom_area; 底部未确认
31,79.4592914153726,76.43981692687576,603260,合盛硅业,bottom_area,2023-04-25,71.39,2023-04-25,70.0,1.9857142857142864,5.985714285714282,29.64824120603015,False,-3.3311,0.3878,2,2,2,100.0,25.95293278658251,34.21399022188793,6.014285714285713,1.9857142857142864,历史2/2次成功; 当前距低点1.99%; 最新日涨幅-3.33%; 状态bottom_area; 底部未确认
32,79.03292005812422,77.54549764711523,002724,海洋王,bottom_area,2023-04-25,8.55,2023-04-25,8.3,3.012048192771084,4.337349397590354,28.999144568006834,False,-0.5814,0.7327,3,3,3,100.0,17.596599605555337,25.204081632653047,4.9879518072289155,3.012048192771084,历史3/3次成功; 当前距低点3.01%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
33,78.70161611942461,73.56297330148662,002370,亚太药业,bottom_area,2023-04-25,4.1,2023-04-25,4.08,0.49019607843136215,4.411764705882345,32.56198347107438,False,-3.5294,1.6035,3,3,3,100.0,15.325915915645853,15.633423180592995,7.509803921568638,0.49019607843136215,历史3/3次成功; 当前距低点0.49%; 最新日涨幅-3.53%; 状态bottom_area; 底部未确认
34,78.46529221437228,76.73830492161578,688168,安博通,bottom_area,2023-04-25,40.88,2023-04-25,39.75,2.8427672955974908,5.710691823899379,32.13249103636674,False,-2.6435,3.5397,3,3,3,100.0,11.181797610634721,12.015306122448962,5.157232704402509,2.8427672955974908,历史3/3次成功; 当前距低点2.84%; 最新日涨幅-2.64%; 状态bottom_area; 底部未确认
35,78.41725264093749,74.62055861843169,603335,迪生力,bottom_area,2023-04-25,5.0,2023-04-25,4.93,1.4198782961460505,4.665314401622727,31.14525139664805,False,-3.2882,1.0207,2,2,2,100.0,9.235920073358502,9.27643784786642,6.58012170385395,1.4198782961460505,历史2/2次成功; 当前距低点1.42%; 最新日涨幅-3.29%; 状态bottom_area; 底部未确认
