rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.27745238811026,84.54897279828053,001896,豫能控股,bottom_area,2023-04-25,4.32,2023-04-24,4.27,1.1709601873536468,5.85480093676815,27.993254637436767,False,-2.0408,0.5697,4,4,4,100.0,16.014849599176554,34.93975903614456,6.829039812646354,1.1709601873536468,历史4/4次成功; 当前距低点1.17%; 最新日涨幅-2.04%; 状态bottom_area; 底部未确认
36,78.38140412494583,75.8103471521063,002167,东方锆业,bottom_area,2023-04-25,6.77,2023-04-25,6.62,2.2658610271903243,4.984894259818732,27.412280701754376,False,-3.9716,5.4439,2,2,2,100.0,26.00274351666803,41.1650485436893,5.734138972809675,2.2658610271903243,历史2/2次成功; 当前距低点2.27%; 最新日涨幅-3.97%; 状态bottom_area; 底部未确认
37,78.3394950135042,74.1368671284635,002741,光华科技,bottom_area,2023-04-25,16.06,2023-04-25,15.88,1.1335012594458307,5.919395465994959,30.28972783143108,False,-4.5184,1.5776,1,1,1,100.0,19.791666666666664,19.791666666666664,6.866498740554169,1.1335012594458307,历史1/1次成功; 当前距低点1.13%; 最新日涨幅-4.52%; 状态bottom_area; 底部未确认
38,78.16671639691918,75.55529081158667,002758,浙农股份,bottom_area,2023-04-25,12.36,2023-04-25,12.09,2.233250620347391,4.466501240694797,28.249258160237396,False,-1.3567,1.925,2,2,2,100.0,14.016678634294234,19.064430714916153,5.766749379652609,2.233250620347391,历史2/2次成功; 当前距低点2.23%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
39,78.08778558779484,73.52512510755231,688107,安路科技,confirmed_rebound,2023-04-25,54.48,2023-04-25,54.01,0.8702092205147175,10.720236993149415,27.317992194859375,False,-10.7617,3.9668,3,3,3,100.0,29.995710378096113,67.95615731785945,7.129790779485283,0.8702092205147175,历史3/3次成功; 当前距低点0.87%; 最新日涨幅-10.76%; 状态confirmed_rebound; 底部未确认
40,77.96137916016636,74.55445303066892,002383,合众思壮,bottom_area,2023-04-25,6.67,2023-04-25,6.56,1.676829268292688,4.878048780487809,28.07017543859649,False,-2.7697,1.9021,1,1,1,100.0,18.48184818481848,18.48184818481848,6.323170731707312,1.676829268292688,历史1/1次成功; 当前距低点1.68%; 最新日涨幅-2.77%; 状态bottom_area; 底部未确认
41,77.80454147790257,74.85808471539264,600405,动力源,bottom_area,2023-04-25,5.63,2023-04-25,5.52,1.992753623188412,6.1594202898550865,28.218465539661906,False,-3.5959,3.2914,2,2,2,100.0,17.535284818614105,21.8568665377176,6.0072463768115885,1.992753623188412,历史2/2次成功; 当前距低点1.99%; 最新日涨幅-3.60%; 状态bottom_area; 底部未确认
42,77.78227306276915,73.79722301970509,002146,荣盛发展,bottom_area,2023-04-25,1.6,2023-04-24,1.58,1.2658227848101276,5.063291139240497,30.08849557522123,False,-3.6145,1.2825,1,1,1,100.0,19.587628865979376,19.587628865979376,6.734177215189872,1.2658227848101276,历史1/1次成功; 当前距低点1.27%; 最新日涨幅-3.61%; 状态bottom_area; 底部未确认
43,77.62890322580644,76.64,605133,嵘泰股份,bottom_area,2023-04-25,28.21,2023-04-25,27.3,3.333333333333334,5.3113553113553085,28.79499217527387,False,-2.2184,7.0609,1,1,1,100.0,60.01483679525222,60.01483679525222,4.666666666666666,3.333333333333334,历史1/1次成功; 当前距低点3.33%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
44,77.57754001306625,74.26442031652559,603366,日出东方,bottom_area,2023-04-25,5.29,2023-04-25,5.2,1.7307692307692282,4.038461538461537,28.57142857142857,False,-1.306,1.2428,1,1,1,100.0,17.583732057416277,17.583732057416277,6.269230769230772,1.7307692307692282,历史1/1次成功; 当前距低点1.73%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
45,77.45212374247579,77.29484373915115,300665,飞鹿股份,bottom_area,2023-04-25,7.47,2023-04-24,7.19,3.894297635604998,4.728789986091792,30.329457364341085,False,2.4691,5.627,2,2,2,100.0,21.25721692650826,22.6044226044226,4.105702364395002,3.894297635604998,历史2/2次成功; 当前距低点3.89%; 最新日涨幅2.47%; 状态bottom_area; 底部未确认
46,77.29014604564931,73.68297929792978,300510,金冠股份,bottom_area,2023-04-25,4.69,2023-04-25,4.62,1.5151515151515214,6.49350649350649,28.593508500772792,False,-3.6961,2.3582,1,1,1,100.0,22.02970297029702,22.02970297029702,6.484848484848479,1.5151515151515214,历史1/1次成功; 当前距低点1.52%; 最新日涨幅-3.70%; 状态bottom_area; 底部未确认
47,76.8997417969782,71.34439182055128,002553,南方精工,confirmed_rebound,2023-04-25,9.75,2023-04-25,9.74,0.10266940451745162,9.958932238193025,28.329654157468724,False,-9.8891,4.8623,2,2,2,100.0,25.52945195081221,32.14285714285715,7.897330595482549,0.10266940451745162,历史2/2次成功; 当前距低点0.10%; 最新日涨幅-9.89%; 状态confirmed_rebound; 底部未确认
48,76.7669769998147,74.6521478001103,688259,创耀科技,confirmed_rebound,2023-04-25,63.2,2023-04-25,61.63,2.5474606522797343,13.386337822489036,30.36158192090395,False,-11.5465,7.0843,3,3,3,100.0,16.776118748968262,19.50136612021858,5.452539347720266,2.5474606522797343,历史3/3次成功; 当前距低点2.55%; 最新日涨幅-11.55%; 状态confirmed_rebound; 底部未确认
49,76.60883220076703,75.12699242616634,603138,海量数据,bottom_area,2023-04-25,21.05,2023-04-25,20.44,2.984344422700584,4.500978473581204,32.31788079470198,False,1.4947,3.741,1,1,1,100.0,15.114503816793897,15.114503816793897,5.015655577299416,2.984344422700584,历史1/1次成功; 当前距低点2.98%; 最新日涨幅1.49%; 状态bottom_area; 底部未确认
50,76.58794413963427,73.78558261798166,600319,亚星化学,bottom_area,2023-04-25,4.95,2023-04-25,4.85,2.0618556701031037,5.567010309278361,28.4660766961652,False,-3.1311,1.5052,1,1,1,100.0,29.282868525896426,29.282868525896426,5.938144329896897,2.0618556701031037,历史1/1次成功; 当前距低点2.06%; 最新日涨幅-3.13%; 状态bottom_area; 底部未确认
51,76.50544702394625,72.45077940497957,300353,东土科技,confirmed_rebound,2023-04-25,11.25,2023-04-25,11.12,1.169064748201446,9.98201438848922,28.25806451612904,False,-9.6386,7.7442,1,1,1,100.0,21.377672209026137,21.377672209026137,6.830935251798555,1.169064748201446,历史1/1次成功; 当前距低点1.17%; 最新日涨幅-9.64%; 状态confirmed_rebound; 底部未确认
52,76.2454644613468,72.94200620841622,601061,中信金属,bottom_area,2023-04-25,7.79,2023-04-25,7.66,1.697127937336813,4.960835509138368,28.544776119402986,False,-2.5031,8.4133,1,1,1,100.0,10.061601642710476,10.061601642710476,6.3028720626631864,1.697127937336813,历史1/1次成功; 当前距低点1.70%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
53,75.94987516798567,70.32395848887562,002482,广田集团,bottom_area,2023-04-25,1.51,2023-04-25,1.51,0.0,1.986754966887419,28.095238095238095,False,-5.0314,0.3772,2,2,2,100.0,20.827733811159227,23.423423423423422,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-5.03%; 状态bottom_area; 底部未确认
54,75.7104299484246,73.64280808272461,002077,大港股份,bottom_area,2023-04-25,13.62,2023-04-25,13.28,2.560240963855421,5.7228915662650595,27.786840674279507,False,-2.8531,3.6657,1,1,1,100.0,24.40944881889765,24.40944881889765,5.4397590361445785,2.560240963855421,历史1/1次成功; 当前距低点2.56%; 最新日涨幅-2.85%; 状态bottom_area; 底部未确认
55,75.70040378590774,72.56404054054056,002575,群兴玩具,bottom_area,2023-04-25,5.09,2023-04-25,5.0,1.7999999999999972,5.0,27.953890489913547,False,-2.4904,1.0113,1,1,1,100.0,9.290540540540537,9.290540540540537,6.200000000000003,1.7999999999999972,历史1/1次成功; 当前距低点1.80%; 最新日涨幅-2.49%; 状态bottom_area; 底部未确认
56,75.60290301164456,72.66848055861112,688213,思特威,confirmed_rebound,2023-04-25,52.5,2023-04-25,51.5,1.9417475728155338,8.34951456310679,28.91649413388544,False,-5.2347,4.7972,1,1,1,100.0,32.01970443349754,32.01970443349754,6.058252427184466,1.9417475728155338,历史1/1次成功; 当前距低点1.94%; 最新日涨幅-5.23%; 状态confirmed_rebound; 底部未确认
57,75.44161317201754,70.67163207335878,300432,富临精工,confirmed_rebound,2023-04-25,9.98,2023-04-25,9.92,0.6048387096774244,19.052419354838715,30.87108013937282,False,-19.5161,4.6434,3,3,3,100.0,11.40142113668444,13.323239969719907,7.395161290322576,0.6048387096774244,历史3/3次成功; 当前距低点0.60%; 最新日涨幅-19.52%; 状态confirmed_rebound; 底部未确认
58,75.37174814465094,73.24084466596995,300661,圣邦股份,bottom_area,2023-04-25,122.58,2023-04-25,119.58,2.508780732563974,6.514467302224459,30.20079383609619,False,-4.122,2.5336,1,1,1,100.0,31.832606108687024,31.832606108687024,5.491219267436026,2.508780732563974,历史1/1次成功; 当前距低点2.51%; 最新日涨幅-4.12%; 状态bottom_area; 底部未确认
59,75.16002860293551,72.1990208811607,300671,富满微,bottom_area,2023-04-25,44.28,2023-04-25,43.45,1.9102416570770961,6.996547756041424,30.5022392834293,False,-4.856,2.9995,1,1,1,100.0,18.894472361809044,18.894472361809044,6.089758342922904,1.9102416570770961,历史1/1次成功; 当前距低点1.91%; 最新日涨幅-4.86%; 状态bottom_area; 底部未确认
60,75.14506124622203,73.45459923639805,002403,爱仕达,bottom_area,2023-04-25,8.03,2023-04-25,7.81,2.8169014084507014,4.73751600512164,28.545288197621225,False,-1.3514,1.6161,2,2,2,100.0,9.877066922933613,11.190233977619528,5.183098591549299,2.8169014084507014,历史2/2次成功; 当前距低点2.82%; 最新日涨幅-1.35%; 状态bottom_area; 底部未确认
61,74.85247000609989,71.82918568982349,688127,蓝特光学,confirmed_rebound,2023-04-25,16.46,2023-04-25,16.16,1.8564356435643607,9.282178217821782,28.08188696039163,False,-4.1351,2.3303,2,2,2,100.0,9.794940629839962,10.789881259679916,6.14356435643564,1.8564356435643607,历史2/2次成功; 当前距低点1.86%; 最新日涨幅-4.14%; 状态confirmed_rebound; 底部未确认
62,74.70278487826612,71.51544475460379,300712,永福股份,bottom_area,2023-04-25,35.81,2023-04-25,35.2,1.7329545454545439,6.789772727272729,32.56704980842912,False,-4.4557,1.8787,1,1,1,100.0,13.046135044301874,13.046135044301874,6.267045454545456,1.7329545454545439,历史1/1次成功; 当前距低点1.73%; 最新日涨幅-4.46%; 状态bottom_area; 底部未确认
63,74.69292232452834,72.15313207547172,600400,红豆股份,bottom_area,2023-04-25,3.25,2023-04-25,3.18,2.201257861635215,4.088050314465405,30.869565217391298,False,-1.2158,0.6725,1,1,1,100.0,12.00000000000001,12.00000000000001,5.798742138364784,2.201257861635215,历史1/1次成功; 当前距低点2.20%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
64,74.64598517084195,71.85873718313258,605069,正和生态,bottom_area,2023-04-25,8.58,2023-04-25,8.41,2.0214030915576684,5.112960760998807,27.87307032590051,False,-2.5,1.3148,1,1,1,100.0,8.212560386473426,8.212560386473426,5.978596908442332,2.0214030915576684,历史1/1次成功; 当前距低点2.02%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
65,74.53738686436918,71.24431624674197,300635,中达安,bottom_area,2023-04-25,11.7,2023-04-25,11.51,1.6507384882710645,6.255430060816687,27.5645059786029,False,-3.7037,1.2313,1,1,1,100.0,10.580645161290327,10.580645161290327,6.349261511728936,1.6507384882710645,历史1/1次成功; 当前距低点1.65%; 最新日涨幅-3.70%; 状态bottom_area; 底部未确认
66,74.53105141403856,71.45307288956495,000561,烽火电子,bottom_area,2023-04-25,8.45,2023-04-25,8.3,1.807228915662633,5.180722891566261,27.826086956521735,False,-3.0963,1.6294,1,1,1,100.0,13.621262458471767,13.621262458471767,6.192771084337368,1.807228915662633,历史1/1次成功; 当前距低点1.81%; 最新日涨幅-3.10%; 状态bottom_area; 底部未确认
67,74.38539735871149,69.91616682976715,002806,华锋股份,bottom_area,2023-04-25,10.35,2023-04-25,10.27,0.7789678675754632,4.868549172346641,31.896551724137932,False,-3.3613,2.2067,2,2,2,100.0,15.925879396984929,20.35175879396985,7.221032132424537,0.7789678675754632,历史2/2次成功; 当前距低点0.78%; 最新日涨幅-3.36%; 状态bottom_area; 底部未确认
68,74.32338795180725,68.81795180722892,002026,山东威达,bottom_area,2023-04-25,8.37,2023-04-25,8.37,0.0,3.942652329749105,28.947368421052634,False,-10.0,2.015,1,1,1,100.0,29.397590361445776,29.397590361445776,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
69,74.15240092612959,71.03526606391723,300423,昇辉科技,bottom_area,2023-04-25,9.79,2023-04-25,9.62,1.7671517671517665,5.5093555093555215,32.443820224719104,False,-3.2609,3.0463,1,1,1,100.0,10.883720930232558,10.883720930232558,6.232848232848234,1.7671517671517665,历史1/1次成功; 当前距低点1.77%; 最新日涨幅-3.26%; 状态bottom_area; 底部未确认
70,74.09517170272278,72.29212115164641,001317,三羊马,bottom_area,2023-04-25,34.0,2023-04-25,33.1,2.7190332326283944,7.552870090634441,27.72925764192139,False,-4.5212,6.1332,2,2,2,100.0,12.64256409698468,13.38459533428906,5.280966767371606,2.7190332326283944,历史2/2次成功; 当前距低点2.72%; 最新日涨幅-4.52%; 状态bottom_area; 底部未确认
71,74.00611201289556,71.83924298401077,300530,领湃科技,bottom_area,2023-04-25,22.12,2023-04-25,21.59,2.4548402037980597,6.947660954145437,32.6365054602184,False,-4.9828,0.6324,3,4,3,75.0,27.802573379948058,34.07510431154381,5.54515979620194,2.4548402037980597,历史3/4次成功; 当前距低点2.45%; 最新日涨幅-4.98%; 状态bottom_area; 底部未确认
72,73.69179231624882,71.51718832891247,000158,常山北明,bottom_area,2023-04-25,7.13,2023-04-25,6.96,2.442528735632183,4.454022988505741,27.80082987551868,False,-2.1948,4.5256,1,1,1,100.0,11.538461538461533,11.538461538461533,5.557471264367817,2.442528735632183,历史1/1次成功; 当前距低点2.44%; 最新日涨幅-2.19%; 状态bottom_area; 底部未确认
