rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.95918478838121,75.85993788819879,301009,可靠股份,bottom_area,2025-10-29,13.45,2025-09-23,12.88,4.425465838509305,9.627329192546572,30.566037735849054,True,-0.5178,2.5416,1,1,1,100.0,53.96648044692738,53.96648044692738,15.574534161490696,4.425465838509305,历史1/1次成功; 当前距低点4.43%; 最新日涨幅-0.52%; 状态bottom_area; 底部已确认
2,75.741125651492,69.00858114913714,605488,福莱新材,bottom_area,2025-10-29,31.57,2025-10-23,30.1,4.8837209302325535,6.312292358803982,27.64423076923077,False,-0.848,1.8851,1,1,1,100.0,27.975617581007374,27.975617581007374,15.116279069767447,4.8837209302325535,历史1/1次成功; 当前距低点4.88%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
3,65.45021691305143,54.738620245418545,002678,珠江钢琴,bottom_area,2025-10-29,5.1,2025-10-29,5.09,0.1964636542239644,4.125736738703339,27.181688125894137,False,-7.6087,5.0069,1,2,1,50.0,35.5191256830601,35.5191256830601,19.80353634577604,0.1964636542239644,历史1/2次成功; 当前距低点0.20%; 最新日涨幅-7.61%; 状态bottom_area; 底部未确认
4,57.36893062903683,51.99217850995822,600706,曲江文旅,bottom_area,2025-10-29,10.25,2025-10-13,9.8,4.59183673469387,6.632653061224475,31.420573827851634,False,-0.9662,3.3135,1,2,1,50.0,24.578313253012034,24.578313253012034,15.40816326530613,4.59183673469387,历史1/2次成功; 当前距低点4.59%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
