rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.72020045856114,81.72442213217825,603326,我乐家居,bottom_area,2023-11-03,10.03,2023-11-02,9.88,1.518218623481767,2.1255060728744843,30.909090909090907,False,1.5182,2.06,2,2,2,100.0,15.946024697401477,20.141843971631218,6.481781376518233,1.518218623481767,历史2/2次成功; 当前距低点1.52%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
12,78.91838023533674,74.39931097605071,600048,保利发展,bottom_area,2023-11-03,10.8,2023-10-30,10.7,0.9345794392523498,4.018691588785061,28.139691067830768,False,-0.8264,0.4776,2,2,2,100.0,31.721247836269217,31.987577639751546,7.0654205607476515,0.9345794392523498,历史2/2次成功; 当前距低点0.93%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
13,78.21525684613981,77.85302939134459,688023,安恒信息,bottom_area,2023-11-03,120.36,2023-10-30,116.0,3.7586206896551717,5.36206896551724,29.6159213639949,False,3.6514,0.9863,1,1,1,100.0,39.261744966442954,39.261744966442954,4.241379310344828,3.7586206896551717,历史1/1次成功; 当前距低点3.76%; 最新日涨幅3.65%; 状态bottom_area; 底部未确认
14,77.4908891216433,72.44497076023396,600325,华发股份,bottom_area,2023-11-03,8.04,2023-11-03,8.0,0.49999999999998934,2.6250000000000107,27.667269439421343,False,-1.8315,1.1833,1,1,1,100.0,32.553606237816766,32.553606237816766,7.500000000000011,0.49999999999998934,历史1/1次成功; 当前距低点0.50%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
15,77.06842718865549,76.60539016366621,300713,英可瑞,bottom_area,2023-11-03,18.0,2023-11-02,17.36,3.6866359447004644,4.1474654377880125,28.264462809917358,False,3.5673,4.2839,2,2,2,100.0,15.004946868727224,19.819819819819813,4.313364055299536,3.6866359447004644,历史2/2次成功; 当前距低点3.69%; 最新日涨幅3.57%; 状态bottom_area; 底部未确认
16,76.92537642517196,72.12168722974116,000014,沙河股份,bottom_area,2023-11-03,10.87,2023-11-02,10.8,0.6481481481481343,2.2222222222222077,31.861198738170344,False,-0.2752,2.0943,2,2,2,100.0,15.964865631822029,20.605355064027936,7.351851851851866,0.6481481481481343,历史2/2次成功; 当前距低点0.65%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
17,76.60223197869385,76.90480827354055,600328,中盐化工,bottom_area,2023-11-03,7.93,2023-10-26,7.61,4.204993429697758,6.17608409986859,28.207547169811313,False,0.2528,0.4886,2,2,2,100.0,22.968781146513187,37.26315789473683,3.7950065703022418,4.204993429697758,历史2/2次成功; 当前距低点4.20%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
18,75.7725961798866,77.18551371040093,002080,中材科技,bottom_area,2023-11-03,17.35,2023-10-26,16.53,4.960677555958863,5.626134301270415,27.244718309859145,False,1.9988,0.6595,3,3,3,100.0,17.074508268747955,28.579356270810223,3.039322444041137,4.960677555958863,历史3/3次成功; 当前距低点4.96%; 最新日涨幅2.00%; 状态bottom_area; 底部未确认
19,74.55245571539659,74.86338132347115,603076,乐惠国际,bottom_area,2023-11-03,27.93,2023-11-02,26.8,4.216417910447758,5.485074626865667,28.666489220122436,False,3.9836,2.1033,2,2,2,100.0,12.133409458559333,13.440860215053762,3.783582089552242,4.216417910447758,历史2/2次成功; 当前距低点4.22%; 最新日涨幅3.98%; 状态bottom_area; 底部未确认
20,74.3641932202968,73.51106672063756,002366,融发核电,confirmed_rebound,2023-11-03,5.17,2023-10-23,5.0,3.399999999999999,8.000000000000007,28.469241773962807,True,1.9724,1.2464,3,4,3,75.0,16.710036132459983,25.0,4.600000000000001,3.399999999999999,历史3/4次成功; 当前距低点3.40%; 最新日涨幅1.97%; 状态confirmed_rebound; 底部已确认
21,74.14075400037424,72.75266959307542,000560,我爱我家,bottom_area,2023-11-03,2.39,2023-10-23,2.32,3.0172413793103576,5.603448275862084,32.55813953488372,False,-0.4167,1.6034,2,2,2,100.0,8.559031924209851,8.679245283018867,4.982758620689642,3.0172413793103576,历史2/2次成功; 当前距低点3.02%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
22,73.71707616631514,74.28631999771525,603211,晋拓股份,bottom_area,2023-11-03,15.66,2023-10-31,15.0,4.400000000000001,5.933333333333337,29.67651195499296,False,2.6885,18.8061,2,2,2,100.0,11.281290310297077,12.639405204460974,3.599999999999999,4.400000000000001,历史2/2次成功; 当前距低点4.40%; 最新日涨幅2.69%; 状态bottom_area; 底部未确认
23,72.6903188206058,72.43016150580942,600408,安泰集团,confirmed_rebound,2023-11-03,2.45,2023-10-23,2.36,3.8135593220339112,8.050847457627116,30.99415204678363,True,-1.2097,2.0803,2,2,2,100.0,17.60793957014374,21.457489878542503,4.186440677966089,3.8135593220339112,历史2/2次成功; 当前距低点3.81%; 最新日涨幅-1.21%; 状态confirmed_rebound; 底部已确认
24,72.41799305896674,72.34980362273325,300394,天孚通信,bottom_area,2023-11-03,71.3,2023-11-01,68.59,3.9510132672401133,5.394372357486518,27.632411901244986,False,3.3034,5.8403,1,1,1,100.0,12.032870279788687,12.032870279788687,4.048986732759887,3.9510132672401133,历史1/1次成功; 当前距低点3.95%; 最新日涨幅3.30%; 状态bottom_area; 底部未确认
25,71.16139441523217,71.21670836347563,002314,南山控股,bottom_area,2023-11-03,3.09,2023-10-19,2.97,4.040404040404029,6.397306397306394,28.087167070217912,False,-1.278,1.7619,2,2,2,100.0,12.843169761273208,13.750000000000004,3.9595959595959713,4.040404040404029,历史2/2次成功; 当前距低点4.04%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
26,69.40125421871817,70.3317641117578,600057,厦门象屿,bottom_area,2023-11-03,6.47,2023-10-26,6.18,4.692556634304208,5.501618122977344,27.12264150943397,False,0.3101,0.5399,1,1,1,100.0,10.273081924577374,10.273081924577374,3.307443365695792,4.692556634304208,历史1/1次成功; 当前距低点4.69%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
27,68.91914615487599,70.11664389327805,601156,东航物流,bottom_area,2023-11-03,11.57,2023-10-23,11.03,4.8957388939256665,5.530371713508624,32.33128834355829,False,0.434,0.4692,1,1,1,100.0,11.607142857142852,11.607142857142852,3.104261106074334,4.8957388939256665,历史1/1次成功; 当前距低点4.90%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
28,67.4840434782609,67.93695652173916,000965,天保基建,confirmed_rebound,2023-11-03,3.36,2023-10-23,3.22,4.347826086956511,8.385093167701864,29.8474945533769,True,-0.885,1.0957,1,1,1,100.0,16.666666666666664,16.666666666666664,3.6521739130434896,4.347826086956511,历史1/1次成功; 当前距低点4.35%; 最新日涨幅-0.89%; 状态confirmed_rebound; 底部已确认
29,64.08056645680732,65.01069427412989,000428,华天酒店,bottom_area,2023-11-03,3.97,2023-10-23,3.79,4.749340369393145,6.596306068601583,32.32142857142857,False,0.7614,0.8272,2,3,2,66.66666666666666,21.25012714881498,28.045977011494273,3.250659630606856,4.749340369393145,历史2/3次成功; 当前距低点4.75%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
