rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.72020045856114,81.72442213217825,603326,我乐家居,bottom_area,2023-11-03,10.03,2023-11-02,9.88,1.518218623481767,2.1255060728744843,30.909090909090907,False,1.5182,2.06,2,2,2,100.0,15.946024697401477,20.141843971631218,6.481781376518233,1.518218623481767,历史2/2次成功; 当前距低点1.52%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
2,84.19837104502042,80.72453785214154,300342,天银机电,bottom_area,2023-11-03,16.88,2023-11-03,16.58,1.809408926417375,4.342581423401704,29.745762711864423,False,-0.5889,15.886,3,3,3,100.0,19.9461838944793,26.68539325842696,6.190591073582626,1.809408926417375,历史3/3次成功; 当前距低点1.81%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
3,83.08705615553004,81.52808018324555,000928,中钢国际,bottom_area,2023-11-03,6.15,2023-10-23,5.97,3.0150753768844325,5.192629815745402,31.06235565819862,False,0.4902,1.59,3,3,3,100.0,16.57232280936585,18.798449612403097,4.9849246231155675,3.0150753768844325,历史3/3次成功; 当前距低点3.02%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
4,82.74357973531463,81.33525423728815,002685,华东重机,bottom_area,2023-11-03,3.65,2023-11-02,3.54,3.107344632768358,3.6723163841807875,27.01030927835051,False,2.8169,4.1099,1,1,1,100.0,109.52380952380952,109.52380952380952,4.892655367231642,3.107344632768358,历史1/1次成功; 当前距低点3.11%; 最新日涨幅2.82%; 状态bottom_area; 底部未确认
5,81.84264963473781,82.63747029849628,300620,光库科技,bottom_area,2023-11-03,38.76,2023-10-26,37.09,4.502561337287664,7.1178215152331985,28.46673095467695,True,3.5256,3.4538,6,6,6,100.0,14.91026961028043,22.444343480236245,3.4974386627123364,4.502561337287664,历史6/6次成功; 当前距低点4.50%; 最新日涨幅3.53%; 状态bottom_area; 底部已确认
6,80.82964595595654,79.5311777478287,601155,新城控股,bottom_area,2023-11-03,11.76,2023-10-20,11.4,3.1578947368421004,6.052631578947364,27.06333973128599,False,0.2558,0.437,2,2,2,100.0,24.2536438055306,24.642857142857142,4.8421052631579,3.1578947368421004,历史2/2次成功; 当前距低点3.16%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
7,80.49960752688584,80.21605132581556,300454,深信服,bottom_area,2023-11-03,83.51,2023-10-27,80.44,3.816509199403291,6.364992541024373,27.150878464046375,False,2.2154,0.7355,3,3,3,100.0,19.34243172287662,29.49391262831224,4.183490800596709,3.816509199403291,历史3/3次成功; 当前距低点3.82%; 最新日涨幅2.22%; 状态bottom_area; 底部未确认
8,80.32629981576625,76.95371941697033,000631,顺发恒能,bottom_area,2023-11-03,3.45,2023-11-03,3.39,1.7699115044247802,2.654867256637164,31.515151515151512,False,0.0,2.6627,1,1,1,100.0,10.04901960784314,10.04901960784314,6.23008849557522,1.7699115044247802,历史1/1次成功; 当前距低点1.77%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
9,80.24050739957717,77.69767441860465,600280,中央商场,bottom_area,2023-11-03,3.52,2023-10-23,3.44,2.325581395348839,7.558139534883727,27.57894736842105,True,0.2849,1.259,1,1,1,100.0,11.666666666666671,11.666666666666671,5.674418604651161,2.325581395348839,历史1/1次成功; 当前距低点2.33%; 最新日涨幅0.28%; 状态bottom_area; 底部已确认
10,80.10808687034903,78.36437083481214,000938,紫光股份,bottom_area,2023-11-03,19.81,2023-11-02,19.26,2.8556593977154576,3.322949117341625,28.161133905259224,False,2.5362,1.7189,1,1,1,100.0,30.942334739803094,30.942334739803094,5.144340602284543,2.8556593977154576,历史1/1次成功; 当前距低点2.86%; 最新日涨幅2.54%; 状态bottom_area; 底部未确认
11,79.28828160612477,79.5543868723179,300511,雪榕生物,bottom_area,2023-11-03,5.74,2023-10-30,5.51,4.174228675136124,4.355716878402908,27.212681638044923,False,1.5929,1.8539,3,3,3,100.0,20.170044363592744,29.220779220779214,3.8257713248638763,4.174228675136124,历史3/3次成功; 当前距低点4.17%; 最新日涨幅1.59%; 状态bottom_area; 底部未确认
