rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,80.15401362097181,78.52114198685422,603180,金牌家居,bottom_area,2022-08-11,23.89,2022-08-10,23.21,2.929771650150796,2.929771650150796,27.15003138731952,False,2.1814,1.4839,2,2,2,100.0,16.0269965010647,23.744619799139173,5.070228349849204,2.929771650150796,历史2/2次成功; 当前距低点2.93%; 最新日涨幅2.18%; 状态bottom_area; 底部未确认
2,78.14690995470423,76.61191094619666,002110,三钢闽光,bottom_area,2022-08-11,5.55,2022-08-03,5.39,2.968460111317257,3.153988868274581,27.456258411843876,False,1.4625,0.2967,1,1,1,100.0,22.90322580645161,22.90322580645161,5.031539888682743,2.968460111317257,历史1/1次成功; 当前距低点2.97%; 最新日涨幅1.46%; 状态bottom_area; 底部未确认
3,78.12525060254832,78.0279329133913,002494,华斯股份,bottom_area,2022-08-11,4.49,2022-08-05,4.32,3.9351851851851833,4.629629629629613,27.999999999999996,False,1.5837,5.5153,2,2,2,100.0,25.69975879362104,35.67251461988303,4.064814814814817,3.9351851851851833,历史2/2次成功; 当前距低点3.94%; 最新日涨幅1.58%; 状态bottom_area; 底部未确认
4,77.47322086578855,76.63717891399945,002157,正邦科技,bottom_area,2022-08-11,5.72,2022-08-02,5.53,3.4358047016274775,6.329113924050627,28.737113402061848,False,1.9608,1.3825,2,2,2,100.0,12.101148568333835,13.751169317118809,4.564195298372523,3.4358047016274775,历史2/2次成功; 当前距低点3.44%; 最新日涨幅1.96%; 状态bottom_area; 底部未确认
5,73.3736322253353,73.81536195039276,000715,中兴商业,bottom_area,2022-08-11,5.08,2022-08-03,4.87,4.312114989733059,4.928131416837787,27.421758569299552,False,1.1952,1.4855,1,1,1,100.0,24.33862433862435,24.33862433862435,3.6878850102669407,4.312114989733059,历史1/1次成功; 当前距低点4.31%; 最新日涨幅1.20%; 状态bottom_area; 底部未确认
6,72.8635322368893,72.92653572347544,600248,陕建股份,bottom_area,2022-08-11,4.63,2022-08-03,4.45,4.044943820224713,4.494382022471914,28.2258064516129,False,2.4336,1.236,1,1,1,100.0,16.28498727735369,16.28498727735369,3.955056179775287,4.044943820224713,历史1/1次成功; 当前距低点4.04%; 最新日涨幅2.43%; 状态bottom_area; 底部未确认
7,68.96711523158922,70.10170937170938,000761,本钢板材,confirmed_rebound,2022-08-11,3.46,2022-07-15,3.3,4.848484848484853,8.484848484848492,31.818181818181817,True,1.1696,0.1992,1,1,1,100.0,11.969111969111971,11.969111969111971,3.151515151515147,4.848484848484853,历史1/1次成功; 当前距低点4.85%; 最新日涨幅1.17%; 状态confirmed_rebound; 底部已确认
8,68.70698893271435,69.40651920501686,000421,南京公用,bottom_area,2022-08-11,5.08,2022-08-05,4.86,4.526748971193411,6.790123456790124,28.424153166421203,False,-0.9747,2.4064,2,2,2,100.0,9.072617523321748,9.090909090909086,3.47325102880659,4.526748971193411,历史2/2次成功; 当前距低点4.53%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
9,65.06119085353208,60.69759021579608,000899,赣能股份,bottom_area,2022-08-11,10.26,2022-08-11,10.22,0.39138943248531455,4.011741682974561,27.56909992912827,False,-3.3898,6.4516,2,3,2,66.66666666666666,17.16823363008569,23.445378151260496,7.608610567514686,0.39138943248531455,历史2/3次成功; 当前距低点0.39%; 最新日涨幅-3.39%; 状态bottom_area; 底部未确认
