rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.17940736411457,78.28896551724138,300368,汇金股份,bottom_area,2024-05-31,2.36,2024-05-30,2.32,1.7241379310344844,8.189655172413792,27.725856697819317,False,0.0,4.2253,1,1,1,100.0,16.66666666666668,16.66666666666668,13.275862068965516,1.7241379310344844,历史1/1次成功; 当前距低点1.72%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,84.59261660429767,74.42301242236024,600227,赤天化,bottom_area,2024-05-31,1.61,2024-05-31,1.6,0.6250000000000006,2.4999999999999885,31.330472103004293,False,-2.4242,1.2566,1,1,1,100.0,44.72049689440993,44.72049689440993,14.374999999999998,0.6250000000000006,历史1/1次成功; 当前距低点0.63%; 最新日涨幅-2.42%; 状态bottom_area; 底部未确认
3,83.6595198703862,76.58457523686528,688205,德科立,bottom_area,2024-05-31,32.09,2024-05-31,31.23,2.753762407941092,4.995196926032657,27.168843283582095,False,0.9119,1.9384,1,1,1,100.0,20.12448132780082,20.12448132780082,12.246237592058907,2.753762407941092,历史1/1次成功; 当前距低点2.75%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
4,76.2175066076772,67.45150537634407,300644,南京聚隆,bottom_area,2024-05-31,22.53,2024-05-31,22.32,0.9408602150537673,5.645161290322571,27.72020725388601,False,-2.9716,14.8046,2,3,2,66.66666666666666,61.70130689005596,78.38246409674981,14.05913978494623,0.9408602150537673,历史2/3次成功; 当前距低点0.94%; 最新日涨幅-2.97%; 状态bottom_area; 底部未确认
5,76.0735625342039,68.14580850992222,002837,英维克,bottom_area,2024-05-31,23.63,2024-05-31,23.26,1.590713671539112,4.772141014617366,30.108173076923073,False,-2.0721,1.8561,2,3,2,66.66666666666666,21.860048464326542,24.517374517374524,13.409286328460887,1.590713671539112,历史2/3次成功; 当前距低点1.59%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
6,63.94839522693648,57.82488787040396,605303,园林股份,bottom_area,2024-05-31,7.8,2024-05-28,7.64,2.094240837696337,8.376963350785337,29.19369786839666,False,0.6452,4.1467,1,4,1,25.0,23.681489141675293,23.681489141675293,12.905759162303662,2.094240837696337,历史1/4次成功; 当前距低点2.09%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
7,63.31699897341127,55.952702879805,605108,同庆楼,bottom_area,2024-05-31,24.56,2024-05-31,24.35,0.8624229979466007,1.6016427104722668,29.725829725829715,False,0.4088,0.3751,1,2,1,50.0,17.52165223184544,17.52165223184544,14.137577002053398,0.8624229979466007,历史1/2次成功; 当前距低点0.86%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
8,54.392156223971504,48.10780351283535,000518,四环生物,bottom_area,2024-05-31,2.22,2024-05-31,2.2,0.9090909090909097,2.2727272727272645,28.57142857142857,False,-0.4484,1.3362,1,3,1,33.33333333333333,17.834394904458602,17.834394904458602,14.09090909090909,0.9090909090909097,历史1/3次成功; 当前距低点0.91%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
