rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.5191250967471,78.76726207086797,300703,创源股份,bottom_area,2025-06-26,20.52,2025-06-26,20.27,1.23334977799704,4.0947212629501815,31.404399323181053,False,-1.3462,8.8567,2,2,2,100.0,19.02849228333993,20.914127423822727,13.76665022200296,1.23334977799704,历史2/2次成功; 当前距低点1.23%; 最新日涨幅-1.35%; 状态bottom_area; 底部未确认
2,87.82246989498485,81.62985983828719,002678,珠江钢琴,bottom_area,2025-06-26,4.93,2025-06-23,4.76,3.57142857142857,4.201680672268911,29.79351032448378,False,0.2033,1.5343,3,3,3,100.0,23.939338608302766,35.5191256830601,11.428571428571429,3.57142857142857,历史3/3次成功; 当前距低点3.57%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
3,87.80739905686183,79.52099087133432,002155,湖南黄金,bottom_area,2025-06-26,17.84,2025-06-26,17.46,2.176403207331037,2.978235967926687,28.995526636844243,False,0.507,2.4864,1,1,1,100.0,28.834355828220854,28.834355828220854,12.823596792668962,2.176403207331037,历史1/1次成功; 当前距低点2.18%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
4,83.81117866571084,78.20477663230241,603327,福蓉科技,bottom_area,2025-06-26,9.06,2025-06-23,8.73,3.780068728522337,5.154639175257723,28.148148148148145,False,-0.8753,0.6719,5,6,5,83.33333333333334,51.44264398496634,129.39632545931758,11.219931271477662,3.780068728522337,历史5/6次成功; 当前距低点3.78%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
5,83.04208323731528,76.28217226648101,605198,安德利,bottom_area,2025-06-26,40.28,2025-06-20,39.13,2.9389215435727025,5.877843087145405,29.748653500897664,False,-0.2476,1.0234,1,1,1,100.0,43.241469816272954,43.241469816272954,12.061078456427298,2.9389215435727025,历史1/1次成功; 当前距低点2.94%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
6,83.03952369574019,75.68414072553585,002041,登海种业,bottom_area,2025-06-26,9.77,2025-06-23,9.53,2.518363064008397,3.147953830010501,29.719764011799416,False,-0.3061,0.5626,2,2,2,100.0,18.2043468358871,21.395106715252467,12.481636935991602,2.518363064008397,历史2/2次成功; 当前距低点2.52%; 最新日涨幅-0.31%; 状态bottom_area; 底部未确认
7,82.62662026983828,74.76463779068987,605377,华旺科技,bottom_area,2025-06-26,8.63,2025-06-23,8.45,2.130177514792917,3.0769230769230957,30.04966887417219,False,-0.8046,0.4691,1,1,1,100.0,25.16904583020285,25.16904583020285,12.869822485207083,2.130177514792917,历史1/1次成功; 当前距低点2.13%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
8,82.16113995777113,73.88741278642902,600281,华阳新材,bottom_area,2025-06-26,6.22,2025-06-26,6.11,1.8003273322422166,4.255319148936167,27.692307692307683,False,-1.5823,9.4279,3,4,3,75.0,20.576124214738076,24.86486486486486,13.199672667757783,1.8003273322422166,历史3/4次成功; 当前距低点1.80%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
9,79.79974796784043,73.33862884326138,600770,综艺股份,bottom_area,2025-06-26,5.21,2025-06-23,5.06,2.964426877470363,4.545454545454554,32.980132450331126,False,-0.9506,2.2972,1,1,1,100.0,27.72861356932153,27.72861356932153,12.035573122529636,2.964426877470363,历史1/1次成功; 当前距低点2.96%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
10,79.77404319818112,74.88615384615385,001230,劲旅环境,bottom_area,2025-06-26,20.3,2025-06-23,19.5,4.102564102564106,6.9230769230769305,30.629669156883672,False,-1.1203,6.2329,1,1,1,100.0,84.69119579500656,84.69119579500656,10.897435897435894,4.102564102564106,历史1/1次成功; 当前距低点4.10%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
11,79.11491807866545,72.60483373927778,603681,永冠新材,bottom_area,2025-06-26,14.61,2025-06-20,14.2,2.887323943661973,5.492957746478881,29.000000000000004,False,-0.8147,3.5774,1,1,1,100.0,22.83834586466165,22.83834586466165,12.112676056338026,2.887323943661973,历史1/1次成功; 当前距低点2.89%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
12,78.90888951127292,74.38054054054054,301260,格力博,bottom_area,2025-06-26,19.3,2025-06-23,18.5,4.324324324324328,5.999999999999997,29.3353705118411,False,-0.924,2.941,1,1,1,100.0,58.71313672922254,58.71313672922254,10.675675675675672,4.324324324324328,历史1/1次成功; 当前距低点4.32%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
13,78.78737040782292,69.58592568866112,600980,北矿科技,bottom_area,2025-06-26,21.78,2025-06-20,21.6,0.8333333333333319,4.675925925925917,28.66578599735799,False,-1.5816,9.4414,1,1,1,100.0,21.268417680973737,21.268417680973737,14.166666666666666,0.8333333333333319,历史1/1次成功; 当前距低点0.83%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
14,78.27705105267576,73.50337060977708,000999,华润三九,bottom_area,2025-06-26,31.85,2025-06-23,30.59,4.118993135011447,4.347826086956528,29.645814167433297,False,0.315,0.4035,1,1,1,100.0,20.293951384963254,20.293951384963254,10.881006864988551,4.118993135011447,历史1/1次成功; 当前距低点4.12%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
15,76.42560204432081,69.43943214782662,603333,尚纬股份,bottom_area,2025-06-26,7.4,2025-06-23,7.23,2.3513139695712297,7.1922544951590535,28.838582677165352,True,-1.4647,3.0045,3,5,3,60.0,26.7227311744571,47.19626168224298,12.648686030428768,2.3513139695712297,历史3/5次成功; 当前距低点2.35%; 最新日涨幅-1.46%; 状态bottom_area; 底部已确认
16,75.4456221105498,68.90488774708157,605136,丽人丽妆,bottom_area,2025-06-26,10.54,2025-06-26,10.27,2.629016553067182,4.67380720545278,29.318651066758434,False,0.7648,7.0042,2,4,2,50.0,35.640029505778216,52.667814113597245,12.370983446932819,2.629016553067182,历史2/4次成功; 当前距低点2.63%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
17,74.51926145389281,70.48776687370601,000605,渤海股份,bottom_area,2025-06-26,6.95,2025-06-20,6.65,4.5112781954887184,6.46616541353383,29.25531914893617,False,-0.5722,2.6305,3,4,3,75.0,35.52946859903381,56.66666666666668,10.48872180451128,4.5112781954887184,历史3/4次成功; 当前距低点4.51%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
18,73.76872125630986,67.62503533118596,300436,广生堂,bottom_area,2025-06-26,33.44,2025-06-20,32.52,2.829028290282886,7.595325953259528,29.671280276816603,True,-1.9067,4.5923,3,5,3,60.0,22.823762543177093,35.88379705400981,12.170971709717113,2.829028290282886,历史3/5次成功; 当前距低点2.83%; 最新日涨幅-1.91%; 状态bottom_area; 底部已确认
