rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.16425765944592,82.58698086588481,688182,灿勤科技,bottom_area,2023-12-26,16.67,2023-12-26,16.5,1.0303030303030405,3.636363636363645,29.001721170395868,False,-1.9412,2.2416,2,2,2,100.0,37.0756547041707,49.999999999999986,13.96969696969696,1.0303030303030405,历史2/2次成功; 当前距低点1.03%; 最新日涨幅-1.94%; 状态bottom_area; 底部未确认
2,90.69364514173566,80.18287008901181,300480,光力科技,bottom_area,2023-12-26,20.46,2023-12-26,20.28,0.8875739644970401,2.8106508875739658,29.509906152241918,False,-1.7763,1.3889,4,4,4,100.0,28.906122193898153,39.69465648854962,14.11242603550296,0.8875739644970401,历史4/4次成功; 当前距低点0.89%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
3,88.72233362962828,79.793537758887,601628,中国人寿,bottom_area,2023-12-26,27.65,2023-12-21,27.16,1.8041237113402004,1.9882179675994076,29.16014606155452,False,0.7653,0.0388,1,1,1,100.0,25.736235595390532,25.736235595390532,13.1958762886598,1.8041237113402004,历史1/1次成功; 当前距低点1.80%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
4,87.38104534091248,76.35969537016011,000070,特发信息,bottom_area,2023-12-26,7.59,2023-12-26,7.57,0.26420079260237217,3.6988110964332805,27.00096432015428,False,-2.6923,1.1095,2,2,2,100.0,34.04340417899739,50.60532687651331,14.735799207397626,0.26420079260237217,历史2/2次成功; 当前距低点0.26%; 最新日涨幅-2.69%; 状态bottom_area; 底部未确认
5,86.36686038011577,76.99451544823684,300707,威唐工业,bottom_area,2023-12-26,16.73,2023-12-25,16.51,1.332525741974554,6.783767413688658,28.774805867126823,False,-3.6845,7.183,4,5,4,80.0,30.92835559106886,59.14285714285715,13.667474258025445,1.332525741974554,历史4/5次成功; 当前距低点1.33%; 最新日涨幅-3.68%; 状态bottom_area; 底部未确认
6,85.79743104198198,75.45318840579708,603013,亚普股份,bottom_area,2023-12-26,16.66,2023-12-21,16.56,0.6038647342995256,4.166666666666675,27.208791208791215,False,-2.5731,0.6163,1,1,1,100.0,53.30739299610896,53.30739299610896,14.396135265700474,0.6038647342995256,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-2.57%; 状态bottom_area; 底部未确认
7,84.81055887377924,74.80378798985355,002796,世嘉科技,bottom_area,2023-12-26,10.6,2023-12-26,10.52,0.7604562737642593,3.8973384030418265,28.092959671907046,False,-2.1237,2.2776,2,2,2,100.0,31.7614424410541,36.33841886269071,14.23954372623574,0.7604562737642593,历史2/2次成功; 当前距低点0.76%; 最新日涨幅-2.12%; 状态bottom_area; 底部未确认
8,83.37365273111591,72.59467625965266,301499,维科精密,bottom_area,2023-12-26,28.32,2023-12-26,28.3,0.07067137809187128,4.48763250883392,32.13429256594725,False,-3.5094,6.319,2,2,2,100.0,21.64412366506522,21.950454687989964,14.929328621908128,0.07067137809187128,历史2/2次成功; 当前距低点0.07%; 最新日涨幅-3.51%; 状态bottom_area; 底部未确认
9,82.34621961253289,74.05589189189189,300466,赛摩智能,bottom_area,2023-12-26,6.78,2023-12-26,6.66,1.8018018018018036,3.9039039039039007,28.387096774193555,False,-1.8813,3.9172,1,1,1,100.0,17.33333333333334,17.33333333333334,13.198198198198197,1.8018018018018036,历史1/1次成功; 当前距低点1.80%; 最新日涨幅-1.88%; 状态bottom_area; 底部未确认
10,82.04762086377923,71.54843069312847,002451,摩恩电气,bottom_area,2023-12-26,6.6,2023-12-26,6.59,0.1517450682852775,2.7314112291350487,30.26455026455026,False,-2.3669,2.5966,1,1,1,100.0,23.464566929133863,23.464566929133863,14.848254931714722,0.1517450682852775,历史1/1次成功; 当前距低点0.15%; 最新日涨幅-2.37%; 状态bottom_area; 底部未确认
11,80.99682977153286,74.79193124404784,600199,金种子酒,bottom_area,2023-12-26,17.96,2023-12-21,17.4,3.218390804597714,5.000000000000006,27.1356783919598,False,-1.0468,0.7597,2,2,2,100.0,21.988506873820672,23.70304114490161,11.781609195402284,3.218390804597714,历史2/2次成功; 当前距低点3.22%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
12,80.8401009379981,70.59088279293722,301393,昊帆生物,bottom_area,2023-12-26,58.13,2023-12-26,58.0,0.22413793103448718,2.2241379310344813,28.904143172346163,False,-1.2067,3.5832,1,1,1,100.0,19.203856320945413,19.203856320945413,14.775862068965512,0.22413793103448718,历史1/1次成功; 当前距低点0.22%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
13,80.76182862849379,70.54858993902435,605188,国光连锁,bottom_area,2023-12-26,8.22,2023-12-26,8.2,0.24390243902440673,3.0487804878048785,31.83707398171239,False,-1.3205,0.465,1,1,1,100.0,19.218749999999993,19.218749999999993,14.756097560975592,0.24390243902440673,历史1/1次成功; 当前距低点0.24%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
14,80.34215815229699,72.78695085864277,688308,欧科亿,bottom_area,2023-12-26,26.06,2023-12-25,25.5,2.196078431372544,5.058823529411762,28.571428571428577,False,-2.5794,0.5172,1,1,1,100.0,15.344138076194483,15.344138076194483,12.803921568627455,2.196078431372544,历史1/1次成功; 当前距低点2.20%; 最新日涨幅-2.58%; 状态bottom_area; 底部未确认
15,80.14004844965801,70.26570489792341,600130,波导股份,bottom_area,2023-12-26,4.54,2023-12-26,4.52,0.4424778761062049,2.876106194690283,27.564102564102573,False,-1.9438,2.1744,1,1,1,100.0,20.13201320132014,20.13201320132014,14.557522123893795,0.4424778761062049,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-1.94%; 状态bottom_area; 底部未确认
16,79.26033208527558,69.43132220130902,301509,金凯生科,bottom_area,2023-12-26,61.17,2023-12-26,60.93,0.39389463318562606,2.0022977186935806,27.645172782329887,False,-1.2272,2.9628,1,1,1,100.0,15.05054819877544,15.05054819877544,14.606105366814374,0.39389463318562606,历史1/1次成功; 当前距低点0.39%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
17,79.02732462146541,69.4558144621286,002369,卓翼科技,bottom_area,2023-12-26,5.29,2023-12-26,5.26,0.5703422053231987,3.041825095057037,32.47753530166881,False,-2.2181,2.5047,1,1,1,100.0,17.345132743362825,17.345132743362825,14.429657794676801,0.5703422053231987,历史1/1次成功; 当前距低点0.57%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
18,78.70707198332232,69.37915168052481,002558,巨人网络,bottom_area,2023-12-26,11.06,2023-12-26,10.98,0.7285974499089259,4.189435336976312,28.047182175622538,False,-1.3381,5.915,1,1,1,100.0,18.872870249017044,18.872870249017044,14.271402550091072,0.7285974499089259,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
19,78.62612527207605,69.1946636422039,002821,凯莱英,bottom_area,2023-12-26,113.02,2023-12-26,112.3,0.64113980409617,3.6509349955476478,29.14826498422713,False,-2.9455,1.0921,1,1,1,100.0,16.80893761044718,16.80893761044718,14.35886019590383,0.64113980409617,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
20,78.38325798910078,68.42256557288367,301357,北方长龙,bottom_area,2023-12-26,48.6,2023-12-26,48.5,0.20618556701031218,4.144329896907212,29.74069245255686,False,-4.3119,13.7014,1,1,1,100.0,17.541229385307357,17.541229385307357,14.793814432989688,0.20618556701031218,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-4.31%; 状态bottom_area; 底部未确认
21,76.72554061317742,67.36304379837281,002313,日海智能,bottom_area,2023-12-26,9.76,2023-12-26,9.71,0.5149330587023577,5.664263645726044,31.907433380084143,False,-3.8424,8.0286,1,1,1,100.0,15.629522431259046,15.629522431259046,14.485066941297642,0.5149330587023577,历史1/1次成功; 当前距低点0.51%; 最新日涨幅-3.84%; 状态bottom_area; 底部未确认
22,76.52648237152698,71.6669714314093,002129,TCL中环,bottom_area,2023-12-26,14.91,2023-12-21,14.34,3.974895397489542,6.136680613668067,27.502527805864514,False,-0.7984,0.934,1,1,1,100.0,31.12759643916912,31.12759643916912,11.025104602510458,3.974895397489542,历史1/1次成功; 当前距低点3.97%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
23,76.38670098494256,68.12554715063692,002456,欧菲光,bottom_area,2023-12-26,8.23,2023-12-26,8.12,1.3546798029556801,4.5566502463054315,29.879101899827297,False,-1.555,3.3013,2,3,2,66.66666666666666,18.85779803607102,19.191919191919197,13.64532019704432,1.3546798029556801,历史2/3次成功; 当前距低点1.35%; 最新日涨幅-1.55%; 状态bottom_area; 底部未确认
24,72.0625045176441,63.35777759576289,600152,维科技术,bottom_area,2023-12-26,6.82,2023-12-26,6.78,0.5899705014749268,1.9174041297935085,28.101802757158,False,-1.4451,1.2357,2,3,2,66.66666666666666,23.6894821099949,24.87644151565074,14.410029498525073,0.5899705014749268,历史2/3次成功; 当前距低点0.59%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
25,67.58483127953468,60.74025762115123,300363,博腾股份,bottom_area,2023-12-26,24.2,2023-12-26,23.78,1.7661900756938527,3.9108494533221183,27.18922229026331,False,-1.8256,1.2047,1,2,1,50.0,36.97403760071621,36.97403760071621,13.233809924306147,1.7661900756938527,历史1/2次成功; 当前距低点1.77%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
26,67.03891918614303,59.62169625871907,603363,傲农生物,bottom_area,2023-12-26,5.88,2023-12-25,5.81,1.2048192771084387,7.917383820998279,31.807511737089207,False,-0.8432,2.4583,1,2,1,50.0,24.078947368421055,24.078947368421055,13.795180722891562,1.2048192771084387,历史1/2次成功; 当前距低点1.20%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
27,66.96702945802473,58.835301013442276,601858,中国科传,bottom_area,2023-12-26,23.71,2023-12-26,23.58,0.551314673452089,3.2654792196777063,28.10975609756097,False,-1.7406,1.0032,2,4,2,50.0,18.34569069308085,21.243523316062173,14.448685326547912,0.551314673452089,历史2/4次成功; 当前距低点0.55%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
28,63.064267157409425,55.00847985904369,002406,远东传动,bottom_area,2023-12-26,6.05,2023-12-26,6.04,0.16556291390728123,2.8145695364238397,27.66467065868263,False,-2.4194,2.3681,1,2,1,50.0,26.376146788990813,26.376146788990813,14.83443708609272,0.16556291390728123,历史1/2次成功; 当前距低点0.17%; 最新日涨幅-2.42%; 状态bottom_area; 底部未确认
29,63.063851816633104,54.97951825241909,301371,敷尔佳,bottom_area,2023-12-26,36.35,2023-12-26,36.3,0.13774104683196767,2.920110192837472,27.544910179640723,False,-2.6774,3.2564,1,2,1,50.0,25.879396984924636,25.879396984924636,14.86225895316803,0.13774104683196767,历史1/2次成功; 当前距低点0.14%; 最新日涨幅-2.68%; 状态bottom_area; 底部未确认
30,62.87875294117646,54.67717647058823,000058,深赛格,bottom_area,2023-12-26,6.9,2023-12-26,6.9,0.0,2.318840579710134,27.21518987341772,False,-1.7094,0.729,1,2,1,50.0,34.82352941176472,34.82352941176472,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
