rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.29061815248723,79.09656446424884,002796,世嘉科技,bottom_area,2022-10-27,9.6,2022-10-26,9.4,2.1276595744680775,5.957446808510643,27.075252133436774,False,-1.4374,13.1432,2,2,2,100.0,31.7614424410541,36.33841886269071,17.872340425531924,2.1276595744680775,历史2/2次成功; 当前距低点2.13%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
2,88.36259603129639,76.07375817263926,603030,全筑股份,bottom_area,2022-10-27,2.86,2022-10-25,2.81,1.7793594306049758,4.62633451957295,27.577319587628864,False,-2.0548,3.3846,1,1,1,100.0,27.906976744186036,27.906976744186036,18.220640569395023,1.7793594306049758,历史1/1次成功; 当前距低点1.78%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
3,87.11302657951119,76.7156653426018,603363,傲农生物,bottom_area,2022-10-27,13.65,2022-10-27,13.25,3.0188679245283048,4.7547169811320815,28.60991379310344,False,0.3676,5.3615,1,1,1,100.0,24.078947368421055,24.078947368421055,16.9811320754717,3.0188679245283048,历史1/1次成功; 当前距低点3.02%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
4,79.00015278404055,71.91252102849442,000813,德展健康,bottom_area,2022-10-27,3.47,2022-10-26,3.31,4.8338368580060465,7.552870090634441,31.469979296066253,False,2.6627,4.6908,1,1,1,100.0,20.50359712230217,20.50359712230217,15.166163141993955,4.8338368580060465,历史1/1次成功; 当前距低点4.83%; 最新日涨幅2.66%; 状态bottom_area; 底部未确认
5,67.37051726170921,58.44910907608034,000301,东方盛虹,bottom_area,2022-10-27,13.47,2022-10-26,13.18,2.2003034901365774,6.980273141122913,30.00531067445565,False,1.0503,1.1152,1,4,1,25.0,28.337639965546952,28.337639965546952,17.799696509863423,2.2003034901365774,历史1/4次成功; 当前距低点2.20%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
6,64.73162686644817,57.98604651162791,002551,尚荣医疗,bottom_area,2022-10-27,4.47,2022-10-25,4.3,3.953488372093022,9.534883720930235,28.925619834710748,True,-3.0369,6.0263,1,2,1,50.0,52.61780104712043,52.61780104712043,16.04651162790698,3.953488372093022,历史1/2次成功; 当前距低点3.95%; 最新日涨幅-3.04%; 状态bottom_area; 底部已确认
7,63.51747232324752,57.06061343459589,600346,恒力石化,bottom_area,2022-10-27,15.96,2022-10-25,15.33,4.109589041095896,4.631441617742982,28.994905048633623,False,1.1407,0.3114,1,2,1,50.0,23.443421765024375,23.443421765024375,15.890410958904106,4.109589041095896,历史1/2次成功; 当前距低点4.11%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
