rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,101.54034198407265,86.78046688643886,301421,波长光电,bottom_area,2024-08-28,30.15,2024-08-28,29.74,1.3786146603900475,2.689979825151314,31.045675863667988,False,-0.0663,8.9821,3,3,3,100.0,47.22423823724819,56.02000000000002,18.62138533960995,1.3786146603900475,历史3/3次成功; 当前距低点1.38%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
12,77.29857683313459,64.95065462753948,000957,中通客车,bottom_area,2024-08-28,8.9,2024-08-28,8.86,0.45146726862303527,2.934537246049659,30.78125000000001,False,-1.5487,3.7952,2,4,2,50.0,190.25905745148648,354.54545454545456,19.548532731376966,0.45146726862303527,历史2/4次成功; 当前距低点0.45%; 最新日涨幅-1.55%; 状态bottom_area; 底部未确认
13,77.09806889633245,65.71160461488654,603282,亚光股份,bottom_area,2024-08-28,12.35,2024-08-26,12.2,1.2295081967213144,3.1147540983606623,27.164179104477615,False,0.081,1.9116,1,2,1,50.0,34.64991023339317,34.64991023339317,18.770491803278684,1.2295081967213144,历史1/2次成功; 当前距低点1.23%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
14,76.93312405892466,66.34264653815498,603069,海汽集团,bottom_area,2024-08-28,15.26,2024-08-27,14.98,1.8691588785046687,6.542056074766357,27.140077821011666,False,1.5303,1.6686,2,6,2,33.33333333333333,48.661265848453205,76.0375880971026,18.130841121495333,1.8691588785046687,历史2/6次成功; 当前距低点1.87%; 最新日涨幅1.53%; 状态bottom_area; 底部未确认
15,76.91427723399293,68.43626559714795,603063,禾望电气,bottom_area,2024-08-28,11.85,2024-08-27,11.44,3.5839160839160855,4.982517482517485,27.180140038192242,False,3.0435,2.1236,2,3,2,66.66666666666666,25.38133119252664,28.846153846153843,16.416083916083917,3.5839160839160855,历史2/3次成功; 当前距低点3.58%; 最新日涨幅3.04%; 状态bottom_area; 底部未确认
16,74.91133605720127,63.73909090909093,002110,三钢闽光,bottom_area,2024-08-28,2.67,2024-08-23,2.64,1.136363636363629,1.8939393939393872,29.787234042553184,False,0.3759,0.2472,1,2,1,50.0,22.90322580645161,22.90322580645161,18.86363636363637,1.136363636363629,历史1/2次成功; 当前距低点1.14%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
17,73.11301273629007,62.970811274396176,002682,龙洲股份,bottom_area,2024-08-28,3.39,2024-08-28,3.33,1.8018018018018036,3.3033033033032995,30.76923076923076,False,0.2959,1.9366,1,2,1,50.0,26.929674099485425,26.929674099485425,18.1981981981982,1.8018018018018036,历史1/2次成功; 当前距低点1.80%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
18,71.62131292417259,61.62109027399314,000037,深南电A,bottom_area,2024-08-28,7.0,2024-08-28,6.88,1.7441860465116297,2.325581395348839,28.92561983471074,False,0.7194,1.169,2,8,2,25.0,39.8001852690304,45.16765285996055,18.25581395348837,1.7441860465116297,历史2/8次成功; 当前距低点1.74%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
19,71.18808998728885,60.17198763554974,002357,富临运业,bottom_area,2024-08-28,5.2,2024-08-27,5.16,0.7751937984496131,3.8759689922480653,27.52808988764045,False,-0.1919,2.5973,2,4,2,50.0,28.276502666746573,31.941031941031934,19.224806201550386,0.7751937984496131,历史2/4次成功; 当前距低点0.78%; 最新日涨幅-0.19%; 状态bottom_area; 底部未确认
20,71.17102465580925,62.90919305873186,688311,盟升电子,bottom_area,2024-08-28,17.3,2024-08-28,16.76,3.221957040572787,7.279236276849635,28.161165880840105,False,1.7647,1.9421,2,5,2,40.0,32.34008124321401,40.786357176693514,16.778042959427214,3.221957040572787,历史2/5次成功; 当前距低点3.22%; 最新日涨幅1.76%; 状态bottom_area; 底部未确认
21,70.40392781714402,59.366990513916384,603132,金徽股份,bottom_area,2024-08-28,10.93,2024-08-28,10.86,0.6445672191528572,2.02578268876612,27.551701134089395,False,0.0,0.9264,1,2,1,50.0,33.20754716981132,33.20754716981132,19.355432780847142,0.6445672191528572,历史1/2次成功; 当前距低点0.64%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
22,70.34360075865345,61.59117117117121,000597,东北制药,bottom_area,2024-08-28,4.18,2024-08-26,4.07,2.7027027027026884,4.422604422604415,32.053422370617696,False,1.4563,2.7314,1,3,1,33.33333333333333,61.02150537634409,61.02150537634409,17.297297297297312,2.7027027027026884,历史1/3次成功; 当前距低点2.70%; 最新日涨幅1.46%; 状态bottom_area; 底部未确认
23,69.54358710782738,61.12060606060605,002685,华东重机,bottom_area,2024-08-28,2.83,2024-08-28,2.75,2.9090909090909114,4.363636363636368,30.20304568527919,False,1.7986,2.8231,1,3,1,33.33333333333333,109.52380952380952,109.52380952380952,17.09090909090909,2.9090909090909114,历史1/3次成功; 当前距低点2.91%; 最新日涨幅1.80%; 状态bottom_area; 底部未确认
24,69.53944822567342,60.189162527491526,605358,立昂微,bottom_area,2024-08-28,18.23,2024-08-28,17.86,2.0716685330347198,2.8555431131019127,27.83838383838384,False,0.4961,0.6037,1,3,1,33.33333333333333,34.72706155632985,34.72706155632985,17.92833146696528,2.0716685330347198,历史1/3次成功; 当前距低点2.07%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
25,69.49874902269055,61.29299319855717,688239,航宇科技,bottom_area,2024-08-28,26.95,2024-08-27,26.14,3.0986993114001478,3.7107880642693143,30.293333333333333,False,1.4684,1.0093,1,2,1,50.0,33.80660015349194,33.80660015349194,16.901300688599854,3.0986993114001478,历史1/2次成功; 当前距低点3.10%; 最新日涨幅1.47%; 状态bottom_area; 底部未确认
26,68.25298297535868,59.129903556147056,300653,正海生物,bottom_area,2024-08-28,18.77,2024-08-28,18.38,2.1218715995647472,3.5364526659412525,27.466456195737965,False,1.3499,1.1311,1,3,1,33.33333333333333,29.647513278609367,29.647513278609367,17.87812840043525,2.1218715995647472,历史1/3次成功; 当前距低点2.12%; 最新日涨幅1.35%; 状态bottom_area; 底部未确认
27,67.6927864552944,60.15838658235828,000591,太阳能,bottom_area,2024-08-28,4.12,2024-08-23,3.98,3.5175879396984957,4.271356783919607,28.158844765342963,False,1.9802,0.5556,1,2,1,50.0,32.84132841328414,32.84132841328414,16.482412060301506,3.5175879396984957,历史1/2次成功; 当前距低点3.52%; 最新日涨幅1.98%; 状态bottom_area; 底部未确认
28,67.56066791510614,60.373362817754405,000155,川能动力,bottom_area,2024-08-28,9.24,2024-08-23,8.9,3.8202247191011214,3.932584269662917,29.08366533864542,False,2.5527,0.6621,1,2,1,50.0,37.70685579196216,37.70685579196216,16.179775280898877,3.8202247191011214,历史1/2次成功; 当前距低点3.82%; 最新日涨幅2.55%; 状态bottom_area; 底部未确认
29,67.46145125786164,56.823553459119495,600956,新天绿能,bottom_area,2024-08-28,6.88,2024-08-28,6.84,0.5847953216374274,2.192982456140356,27.15654952076678,False,-1.0072,0.2162,1,2,1,50.0,41.27358490566036,41.27358490566036,19.415204678362574,0.5847953216374274,历史1/2次成功; 当前距低点0.58%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
30,66.70781274203803,57.62678027238019,002735,王子新材,bottom_area,2024-08-28,7.78,2024-08-28,7.63,1.9659239842726126,3.145478374836176,27.950897072710102,False,1.039,2.3833,1,4,1,25.0,21.043478260869563,21.043478260869563,18.034076015727386,1.9659239842726126,历史1/4次成功; 当前距低点1.97%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
31,64.56018817758057,58.1318087167277,300718,长盛轴承,bottom_area,2024-08-28,13.04,2024-08-26,12.51,4.23661071143085,7.513988808952835,31.936887921653966,True,-0.3058,9.2607,1,2,1,50.0,44.03914590747332,44.03914590747332,15.763389288569151,4.23661071143085,历史1/2次成功; 当前距低点4.24%; 最新日涨幅-0.31%; 状态bottom_area; 底部已确认
32,63.56841530105182,53.371977759028475,600990,四创电子,bottom_area,2024-08-28,14.74,2024-08-28,14.68,0.40871934604904975,2.656675749318805,27.326732673267323,False,-0.1355,1.1304,1,2,1,50.0,20.55837563451777,20.55837563451777,19.591280653950953,0.40871934604904975,历史1/2次成功; 当前距低点0.41%; 最新日涨幅-0.14%; 状态bottom_area; 底部未确认
33,63.4158349047174,55.98214079866515,002732,燕塘乳业,bottom_area,2024-08-28,13.42,2024-08-23,13.01,3.1514219830899317,5.918524212144502,29.599567099567103,False,0.0,0.3884,1,3,1,33.33333333333333,25.344352617079892,25.344352617079892,16.84857801691007,3.1514219830899317,历史1/3次成功; 当前距低点3.15%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
34,63.39364546502142,55.1796834532579,688202,美迪西,bottom_area,2024-08-28,24.09,2024-08-28,23.53,2.3799405014874573,4.419889502762428,29.59305804907241,False,0.5006,1.4719,1,5,1,20.0,23.795418261555337,23.795418261555337,17.620059498512543,2.3799405014874573,历史1/5次成功; 当前距低点2.38%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
35,58.42959134529637,52.596463325406994,002403,爱仕达,bottom_area,2024-08-28,6.42,2024-08-28,6.16,4.220779220779217,6.493506493506485,27.444051825677267,False,0.3125,8.1358,1,4,1,25.0,21.63892445582587,21.63892445582587,15.779220779220784,4.220779220779217,历史1/4次成功; 当前距低点4.22%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
