rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.31728234504648,82.07612531480457,300573,兴齐眼药,bottom_area,2021-07-07,120.4,2021-07-06,116.95,2.9499786233433114,9.106455750320643,32.398843930635834,True,1.3468,4.2129,1,1,1,100.0,42.86062675283501,42.86062675283501,17.05002137665669,2.9499786233433114,历史1/1次成功; 当前距低点2.95%; 最新日涨幅1.35%; 状态bottom_area; 底部已确认
2,92.89128343299899,81.55082071977316,601689,拓普集团,bottom_area,2021-07-07,32.13,2021-07-06,31.24,2.8489116517285664,7.714468629961589,28.62691341101212,False,0.6579,1.8185,1,1,1,100.0,47.99107142857144,47.99107142857144,17.151088348271433,2.8489116517285664,历史1/1次成功; 当前距低点2.85%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
3,65.58977556822975,58.74984901277585,601015,陕西黑猫,bottom_area,2021-07-07,8.95,2021-06-29,8.61,3.9488966318234597,7.084785133565635,27.28040540540541,False,0.0,0.0,1,3,1,33.33333333333333,65.6514382402707,65.6514382402707,16.05110336817654,3.9488966318234597,历史1/3次成功; 当前距低点3.95%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
