rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.70295566107195,78.62195686480801,603122,合富中国,bottom_area,2022-03-29,19.32,2022-03-29,19.01,1.6307206733298194,13.519200420831122,30.289695636230284,False,-5.802,37.9159,1,1,1,100.0,72.1590909090909,72.1590909090909,13.369279326670181,1.6307206733298194,历史1/1次成功; 当前距低点1.63%; 最新日涨幅-5.80%; 状态bottom_area; 底部未确认
2,79.6222830631766,73.64512820512822,605117,德业股份,bottom_area,2022-03-29,214.88,2022-03-29,208.0,3.3076923076923053,5.673076923076929,27.526132404181187,False,0.0652,4.9699,2,3,2,66.66666666666666,51.93428382351709,59.18895599654874,11.692307692307693,3.3076923076923053,历史2/3次成功; 当前距低点3.31%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
3,79.58047128360711,73.35630034522443,601901,方正证券,bottom_area,2022-03-29,6.6,2022-03-09,6.4,3.124999999999989,10.156249999999991,29.51541850220264,True,-0.4525,0.1096,1,1,1,100.0,20.598388952819345,20.598388952819345,11.87500000000001,3.124999999999989,历史1/1次成功; 当前距低点3.12%; 最新日涨幅-0.45%; 状态bottom_area; 底部已确认
4,59.237639321882604,55.43142712393636,002222,福晶科技,bottom_area,2022-03-29,14.01,2022-03-16,13.48,3.9317507418397577,8.753709198813054,27.056277056277057,True,-0.3556,0.8504,1,2,1,50.0,25.783972125435533,25.783972125435533,11.068249258160243,3.9317507418397577,历史1/2次成功; 当前距低点3.93%; 最新日涨幅-0.36%; 状态bottom_area; 底部已确认
5,56.24733980701411,49.321212442559215,300540,蜀道装备,bottom_area,2022-03-29,24.71,2022-03-29,24.6,0.4471544715447131,4.796747967479673,28.48837209302325,False,-2.3706,2.945,1,3,1,33.33333333333333,18.695652173913043,18.695652173913043,14.552845528455286,0.4471544715447131,历史1/3次成功; 当前距低点0.45%; 最新日涨幅-2.37%; 状态bottom_area; 底部未确认
6,55.499151449762586,49.16190377786832,300603,立昂技术,bottom_area,2022-03-29,13.25,2022-03-29,13.12,0.9908536585365915,7.621951219512195,28.734383487235206,False,-5.9617,13.575,1,2,1,50.0,15.274463007159895,15.274463007159895,14.009146341463408,0.9908536585365915,历史1/2次成功; 当前距低点0.99%; 最新日涨幅-5.96%; 状态bottom_area; 底部未确认
