rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.24126107569057,82.77730858468676,688077,大地熊,bottom_area,2023-05-22,26.5,2023-05-22,25.86,2.474864655839136,3.209590100541384,32.83116883116883,False,1.2997,1.0392,1,1,1,100.0,53.68518518518518,53.68518518518518,5.525135344160864,2.474864655839136,历史1/1次成功; 当前距低点2.47%; 最新日涨幅1.30%; 状态bottom_area; 底部未确认
2,81.94248065453735,78.62265895953757,300528,幸福蓝海,bottom_area,2023-05-22,8.81,2023-05-22,8.65,1.849710982658961,3.2369942196531714,28.747940691927514,False,0.2275,2.4819,1,1,1,100.0,20.0,20.0,6.150289017341039,1.849710982658961,历史1/1次成功; 当前距低点1.85%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
3,81.64711534777295,77.76183108008908,601068,中铝国际,bottom_area,2023-05-22,5.54,2023-05-22,5.46,1.4652014652014667,3.1135531135531123,27.10280373831776,False,-1.0714,0.6007,2,2,2,100.0,16.46500226208832,18.6700767263427,6.534798534798533,1.4652014652014667,历史2/2次成功; 当前距低点1.47%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
4,81.55410931299048,82.68755167569424,688075,安旭生物,bottom_area,2023-05-22,67.7,2023-05-10,64.65,4.717710750193344,5.939675174013904,30.37906525953047,False,0.5197,1.2109,5,5,5,100.0,27.010388097500325,40.134529147982065,3.282289249806656,4.717710750193344,历史5/5次成功; 当前距低点4.72%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
5,79.13027906061765,76.37073204676614,002405,四维图新,bottom_area,2023-05-22,11.38,2023-05-16,11.14,2.1543985637342926,4.039497307001789,27.75616083009079,False,-1.2153,0.8558,2,2,2,100.0,17.434197699356595,23.478260869565215,5.845601436265707,2.1543985637342926,历史2/2次成功; 当前距低点2.15%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
6,78.90083981109848,74.16691153580166,001332,锡装股份,bottom_area,2023-05-22,43.73,2023-05-22,43.39,0.7835906890988622,2.0281170776676714,30.709038645800057,False,-1.1305,2.8048,2,2,2,100.0,28.620958639500337,31.086142322097377,7.216409310901138,0.7835906890988622,历史2/2次成功; 当前距低点0.78%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
7,78.77588801952962,79.75279661588041,601369,陕鼓动力,bottom_area,2023-05-22,9.47,2023-05-10,9.05,4.640883977900551,5.1933701657458435,32.31114435302916,False,1.9376,0.7227,3,3,3,100.0,26.957054223084292,55.572755417956664,3.3591160220994487,4.640883977900551,历史3/3次成功; 当前距低点4.64%; 最新日涨幅1.94%; 状态bottom_area; 底部未确认
8,78.06044975431699,76.12728900255755,000629,钒钛股份,confirmed_rebound,2023-05-22,4.19,2023-04-25,4.08,2.6960784313725568,9.803921568627459,31.08108108108108,False,0.7212,0.4676,1,1,1,100.0,27.173913043478265,27.173913043478265,5.303921568627444,2.6960784313725568,历史1/1次成功; 当前距低点2.70%; 最新日涨幅0.72%; 状态confirmed_rebound; 底部未确认
9,77.69444232113058,77.50189103904599,002068,黑猫股份,bottom_area,2023-05-22,9.66,2023-05-10,9.3,3.8709677419354778,7.95698924731181,28.953399541634827,True,0.5203,1.1392,2,2,2,100.0,12.89084672397248,15.184678522571824,4.129032258064522,3.8709677419354778,历史2/2次成功; 当前距低点3.87%; 最新日涨幅0.52%; 状态bottom_area; 底部已确认
10,77.39323817957572,72.03233316943243,002132,恒星科技,bottom_area,2023-05-22,3.73,2023-05-22,3.72,0.26881720430106953,2.9569892473118244,27.76699029126214,False,-2.356,1.2243,2,2,2,100.0,10.834604275477771,11.088295687885012,7.73118279569893,0.26881720430106953,历史2/2次成功; 当前距低点0.27%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
11,77.26999291209935,76.05748232432033,002245,蔚蓝锂芯,confirmed_rebound,2023-05-22,11.04,2023-04-26,10.7,3.1775700934579425,8.317757009345799,29.512516469038214,False,-0.8086,1.2298,3,3,3,100.0,21.840549125830286,25.653923541247494,4.822429906542058,3.1775700934579425,历史3/3次成功; 当前距低点3.18%; 最新日涨幅-0.81%; 状态confirmed_rebound; 底部未确认
12,76.2979185448974,74.92953459948639,688289,圣湘生物,confirmed_rebound,2023-05-22,18.53,2023-04-26,17.98,3.0589543937708608,12.45828698553948,27.058823529411757,False,0.5426,0.481,1,1,1,100.0,25.182530200451346,25.182530200451346,4.94104560622914,3.0589543937708608,历史1/1次成功; 当前距低点3.06%; 最新日涨幅0.54%; 状态confirmed_rebound; 底部未确认
13,76.07213853805088,71.47015765490575,600248,陕建股份,bottom_area,2023-05-22,5.33,2023-05-22,5.29,0.7561436672967871,3.0245746691871482,31.56532988357051,False,-1.4787,3.961,2,2,2,100.0,13.785834496464656,16.28498727735369,7.2438563327032135,0.7561436672967871,历史2/2次成功; 当前距低点0.76%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
14,75.88011332136757,71.61567608861725,000603,盛达资源,bottom_area,2023-05-22,13.22,2023-05-19,13.09,0.9931245225362931,2.7501909854850988,32.49097472924188,False,0.2274,0.9651,1,1,1,100.0,11.666666666666679,11.666666666666679,7.006875477463708,0.9931245225362931,历史1/1次成功; 当前距低点0.99%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
15,75.77472713295283,71.39217399129481,300661,圣邦股份,bottom_area,2023-05-22,116.22,2023-05-22,115.18,0.9029345372460427,4.514672686230238,32.76908708848937,False,-1.2407,1.0419,1,1,1,100.0,31.832606108687024,31.832606108687024,7.097065462753957,0.9029345372460427,历史1/1次成功; 当前距低点0.90%; 最新日涨幅-1.24%; 状态bottom_area; 底部未确认
16,74.82458733046393,74.11547100842368,600160,巨化股份,bottom_area,2023-05-22,13.88,2023-05-19,13.41,3.5048471290082075,4.250559284116333,29.606299212598426,False,2.2845,0.7807,1,1,1,100.0,16.05657237936772,16.05657237936772,4.4951528709917925,3.5048471290082075,历史1/1次成功; 当前距低点3.50%; 最新日涨幅2.28%; 状态bottom_area; 底部未确认
17,73.90813213656865,71.41898667838257,002383,合众思壮,bottom_area,2023-05-22,6.45,2023-05-22,6.31,2.218700475435825,6.180665610142641,30.811403508771928,False,-4.8673,4.7618,1,1,1,100.0,18.48184818481848,18.48184818481848,5.781299524564175,2.218700475435825,历史1/1次成功; 当前距低点2.22%; 最新日涨幅-4.87%; 状态bottom_area; 底部未确认
18,72.93355529287994,72.29096890263429,002567,唐人神,bottom_area,2023-05-22,7.02,2023-05-19,6.78,3.539823008849548,4.572271386430673,27.175080558539204,False,-0.9873,1.6988,2,2,2,100.0,12.482609477479864,13.8187221396731,4.460176991150452,3.539823008849548,历史2/2次成功; 当前距低点3.54%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
19,72.70505216715452,72.65426919900906,002079,苏州固锝,bottom_area,2023-05-22,12.59,2023-05-10,12.11,3.96366639141206,5.6977704376548415,28.512396694214885,False,-1.022,1.3312,2,2,2,100.0,19.631336405529957,22.488479262672804,4.03633360858794,3.96366639141206,历史2/2次成功; 当前距低点3.96%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
20,72.67970093861254,73.87858473357734,000518,四环生物,confirmed_rebound,2023-05-22,2.81,2023-04-25,2.68,4.850746268656712,9.328358208955223,27.956989247311824,True,0.7168,0.37,2,2,2,100.0,15.635947452229296,17.834394904458602,3.1492537313432885,4.850746268656712,历史2/2次成功; 当前距低点4.85%; 最新日涨幅0.72%; 状态confirmed_rebound; 底部已确认
21,71.77064500731758,67.69901003616854,000572,海马汽车,bottom_area,2023-05-22,4.19,2023-05-22,4.15,0.9638554216867478,4.337349397590354,29.541595925297102,False,-2.7842,1.4588,1,1,1,100.0,12.723658051689855,12.723658051689855,7.036144578313253,0.9638554216867478,历史1/1次成功; 当前距低点0.96%; 最新日涨幅-2.78%; 状态bottom_area; 底部未确认
22,71.00481453273714,68.34811927504066,688298,东方生物,bottom_area,2023-05-22,53.1,2023-05-19,52.05,2.017291066282429,3.765609990393854,32.99433573635429,False,-0.8033,0.5402,4,6,4,66.66666666666666,11.510087309128625,15.470039788586028,5.982708933717571,2.017291066282429,历史4/6次成功; 当前距低点2.02%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
23,70.5786090654163,71.8548435154873,002041,登海种业,bottom_area,2023-05-22,16.17,2023-05-19,15.41,4.931862426995467,4.931862426995467,27.311320754716977,False,2.3418,0.5951,1,1,1,100.0,21.395106715252467,21.395106715252467,3.068137573004533,4.931862426995467,历史1/1次成功; 当前距低点4.93%; 最新日涨幅2.34%; 状态bottom_area; 底部未确认
24,70.21786593240839,71.41649710006334,001201,东瑞股份,bottom_area,2023-05-22,24.5,2023-05-19,23.36,4.880136986301372,4.922945205479461,31.25367863449087,False,1.9983,0.9515,1,1,1,100.0,18.4043517679057,18.4043517679057,3.1198630136986276,4.880136986301372,历史1/1次成功; 当前距低点4.88%; 最新日涨幅2.00%; 状态bottom_area; 底部未确认
25,69.73163757634461,65.7526041098382,000892,欢瑞世纪,bottom_area,2023-05-22,4.27,2023-05-22,4.23,0.9456264775413509,4.964539007092197,31.55339805825242,False,-4.6875,8.2443,1,1,1,100.0,12.250712250712256,12.250712250712256,7.05437352245865,0.9456264775413509,历史1/1次成功; 当前距低点0.95%; 最新日涨幅-4.69%; 状态bottom_area; 底部未确认
26,69.46979135680488,69.5812418307329,601858,中国科传,bottom_area,2023-05-22,36.96,2023-05-22,35.51,4.0833568009011625,6.448887637285269,28.11740890688259,False,-2.2481,2.9022,1,1,1,100.0,21.243523316062173,21.243523316062173,3.9166431990988375,4.0833568009011625,历史1/1次成功; 当前距低点4.08%; 最新日涨幅-2.25%; 状态bottom_area; 底部未确认
27,61.8030318846232,62.121032407662426,300727,润禾材料,bottom_area,2023-05-22,26.88,2023-05-16,25.78,4.26687354538401,6.5166795965865,30.661646046261424,False,-1.3216,2.1177,2,3,2,66.66666666666666,22.273319486404827,26.812499999999993,3.7331264546159897,4.26687354538401,历史2/3次成功; 当前距低点4.27%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
28,60.29689368234682,57.109392694733764,601636,旗滨集团,bottom_area,2023-05-22,8.6,2023-05-22,8.5,1.17647058823529,2.35294117647058,29.867986798679862,False,-0.8074,1.1239,1,2,1,50.0,10.224438902743147,10.224438902743147,6.82352941176471,1.17647058823529,历史1/2次成功; 当前距低点1.18%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
29,53.606522491566324,52.853212338693,000509,华塑控股,confirmed_rebound,2023-05-22,3.48,2023-05-12,3.37,3.26409495548961,9.792284866468846,28.902953586497894,True,-1.6949,0.3364,1,2,1,50.0,13.953488372093018,13.953488372093018,4.73590504451039,3.26409495548961,历史1/2次成功; 当前距低点3.26%; 最新日涨幅-1.69%; 状态confirmed_rebound; 底部已确认
30,49.26591404979921,49.94468478889531,300386,飞天诚信,bottom_area,2023-05-22,10.89,2023-05-17,10.4,4.7115384615384635,5.86538461538461,29.72972972972973,False,-0.5479,1.2521,1,2,1,50.0,15.037593984962406,15.037593984962406,3.2884615384615365,4.7115384615384635,历史1/2次成功; 当前距低点4.71%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
