rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.99193788002387,87.61668135516699,603327,福蓉科技,bottom_area,2022-09-01,17.93,2022-09-01,17.6,1.8749999999999902,3.69318181818181,30.43478260869565,False,0.5045,1.3019,3,3,3,100.0,35.33162018906968,52.609776304888165,8.12500000000001,1.8749999999999902,历史3/3次成功; 当前距低点1.87%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
26,79.30211250668,74.4945623433855,002196,方正电机,bottom_area,2022-09-01,8.29,2022-09-01,8.15,1.71779141104293,5.521472392638028,27.29705619982159,False,-0.7186,3.9709,1,1,1,100.0,18.661971830985923,18.661971830985923,8.28220858895707,1.71779141104293,历史1/1次成功; 当前距低点1.72%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
27,79.24618233329487,75.61361092199095,002585,双星新材,bottom_area,2022-09-01,19.4,2022-09-01,18.92,2.5369978858350786,3.964059196617336,30.389992641648263,False,0.7792,3.1796,1,1,1,100.0,12.247129579004932,12.247129579004932,7.463002114164922,2.5369978858350786,历史1/1次成功; 当前距低点2.54%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
28,78.83209092726696,72.11227236160718,002747,埃斯顿,bottom_area,2022-09-01,18.49,2022-09-01,18.43,0.32555615843732355,3.635377102550199,30.68822865739,False,-2.1693,2.2972,2,2,2,100.0,11.959894638947768,13.690987124463508,9.674443841562677,0.32555615843732355,历史2/2次成功; 当前距低点0.33%; 最新日涨幅-2.17%; 状态bottom_area; 底部未确认
29,78.71215422936334,77.74959693499753,688083,中望软件,bottom_area,2022-09-01,182.63,2022-08-31,175.01,4.35403691217645,8.479515456259644,32.42074371548829,True,3.1808,1.2854,2,2,2,100.0,20.144091907310933,21.52777777777778,5.645963087823551,4.35403691217645,历史2/2次成功; 当前距低点4.35%; 最新日涨幅3.18%; 状态bottom_area; 底部已确认
30,78.66434404416557,74.1558448634557,688355,明志科技,confirmed_rebound,2022-09-01,23.57,2022-09-01,23.13,1.9022913964548263,12.40812797233031,30.498798076923084,False,-10.0725,15.5519,2,2,2,100.0,22.865963695552168,35.08474576271185,8.097708603545174,1.9022913964548263,历史2/2次成功; 当前距低点1.90%; 最新日涨幅-10.07%; 状态confirmed_rebound; 底部未确认
31,78.65264903264925,76.7110783159672,601606,长城军工,bottom_area,2022-09-01,12.09,2022-08-29,11.66,3.6878216123499117,5.488850771869645,27.033792240300375,False,3.2451,2.6515,2,2,2,100.0,15.587696731854795,18.886462882096076,6.312178387650088,3.6878216123499117,历史2/2次成功; 当前距低点3.69%; 最新日涨幅3.25%; 状态bottom_area; 底部未确认
32,78.57745021615862,73.75237703165102,300707,威唐工业,bottom_area,2022-09-01,18.22,2022-09-01,17.92,1.6741071428571268,6.863839285714269,32.018209408194224,False,-3.4958,3.8386,1,1,1,100.0,24.351297405189634,24.351297405189634,8.325892857142874,1.6741071428571268,历史1/1次成功; 当前距低点1.67%; 最新日涨幅-3.50%; 状态bottom_area; 底部未确认
33,78.31817360882484,73.49542033335821,300428,立中集团,bottom_area,2022-09-01,29.93,2022-09-01,29.44,1.6644021739130381,4.585597826086949,29.9047619047619,False,-0.2998,1.7014,1,1,1,100.0,12.635791881074907,12.635791881074907,8.335597826086962,1.6644021739130381,历史1/1次成功; 当前距低点1.66%; 最新日涨幅-0.30%; 状态bottom_area; 底部未确认
34,78.22975561757374,72.95251035685297,002169,智光电气,bottom_area,2022-09-01,9.11,2022-09-01,8.99,1.334816462736365,7.563959955506115,28.988941548183256,False,-8.8088,18.94,1,1,1,100.0,15.891891891891898,15.891891891891898,8.665183537263635,1.334816462736365,历史1/1次成功; 当前距低点1.33%; 最新日涨幅-8.81%; 状态bottom_area; 底部未确认
35,78.17733221542908,75.85099314342266,688058,宝兰德,bottom_area,2022-09-01,41.8,2022-08-31,40.42,3.414151410192962,5.0964868876793545,31.49152542372881,False,2.3256,2.3339,1,1,1,100.0,24.27558257345491,24.27558257345491,6.585848589807039,3.414151410192962,历史1/1次成功; 当前距低点3.41%; 最新日涨幅2.33%; 状态bottom_area; 底部未确认
36,77.49369974994103,74.4429464022357,688327,云从科技,bottom_area,2022-09-01,19.57,2022-08-31,19.02,2.891692954784441,6.414300736067292,27.570449352627573,False,1.821,3.339,1,1,1,100.0,10.301109350237724,10.301109350237724,7.108307045215559,2.891692954784441,历史1/1次成功; 当前距低点2.89%; 最新日涨幅1.82%; 状态bottom_area; 底部未确认
37,77.13615096768554,70.26545415171032,688286,敏芯股份,bottom_area,2022-09-01,47.34,2022-09-01,47.29,0.10573059843519617,5.476844998942702,28.467705339585542,False,-0.9209,1.5815,1,1,1,100.0,16.00279524807827,16.00279524807827,9.894269401564806,0.10573059843519617,历史1/1次成功; 当前距低点0.11%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
38,76.77673743612426,70.40615068945041,002735,王子新材,bottom_area,2022-09-01,19.86,2022-09-01,19.77,0.4552352048558415,3.6924633282751667,27.18232044198895,False,-1.9259,1.7712,1,1,1,100.0,21.043478260869563,21.043478260869563,9.54476479514416,0.4552352048558415,历史1/1次成功; 当前距低点0.46%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
39,76.71642546633633,74.32466295598792,605208,永茂泰,bottom_area,2022-09-01,17.34,2022-09-01,16.78,3.337306317044092,8.045292014302728,28.44349680170575,False,-4.2518,9.448,2,2,2,100.0,31.149039563701308,46.887631366208595,6.662693682955909,3.337306317044092,历史2/2次成功; 当前距低点3.34%; 最新日涨幅-4.25%; 状态bottom_area; 底部未确认
40,76.40813210412502,69.88481136063615,002119,康强电子,bottom_area,2022-09-01,12.62,2022-09-01,12.58,0.31796502384737,4.133545310015895,30.8030803080308,False,-2.1705,5.3155,1,1,1,100.0,16.557911908646,16.557911908646,9.68203497615263,0.31796502384737,历史1/1次成功; 当前距低点0.32%; 最新日涨幅-2.17%; 状态bottom_area; 底部未确认
41,76.23000760056314,70.15541886826536,603178,圣龙股份,bottom_area,2022-09-01,10.96,2022-09-01,10.89,0.6427915518824635,4.040404040404036,27.97619047619047,False,-0.1821,1.9891,1,1,1,100.0,21.994535519125673,21.994535519125673,9.357208448117538,0.6427915518824635,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
42,75.62185683954714,69.63082830713809,603055,台华新材,bottom_area,2022-09-01,10.53,2022-09-01,10.46,0.6692160611854541,3.537284894837468,31.767775603392035,False,-1.8639,0.3896,1,1,1,100.0,19.498069498069512,19.498069498069512,9.330783938814546,0.6692160611854541,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
43,75.49982837640181,69.23771428571432,603109,神驰机电,bottom_area,2022-09-01,17.58,2022-09-01,17.5,0.45714285714284736,6.571428571428563,27.566225165562912,False,-7.6681,15.7414,1,1,1,100.0,25.00000000000001,25.00000000000001,9.542857142857153,0.45714285714284736,历史1/1次成功; 当前距低点0.46%; 最新日涨幅-7.67%; 状态bottom_area; 底部未确认
44,74.85286283717089,68.86850161996058,002669,康达新材,bottom_area,2022-09-01,12.82,2022-09-01,12.74,0.6279434850863428,3.4536891679748787,27.981910684002266,False,-0.8507,1.9895,1,1,1,100.0,14.89361702127659,14.89361702127659,9.372056514913659,0.6279434850863428,历史1/1次成功; 当前距低点0.63%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
45,74.40653846153847,67.6423076923077,002350,北京科锐,bottom_area,2022-09-01,8.82,2022-09-01,8.82,0.0,8.843537414965978,28.292682926829272,False,-10.0,12.3537,1,1,1,100.0,23.07692307692308,23.07692307692308,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
46,74.38860351796141,68.48770745798318,603191,望变电气,bottom_area,2022-09-01,22.76,2022-09-01,22.61,0.6634232640424685,2.6979212737726646,28.4493670886076,False,-0.0878,5.1527,1,1,1,100.0,13.281249999999995,13.281249999999995,9.336576735957532,0.6634232640424685,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
47,73.99005887085964,67.39273587999915,002580,圣阳股份,bottom_area,2022-09-01,9.97,2022-09-01,9.96,0.10040160642570066,4.518072289156619,30.929264909847426,False,-7.342,19.7255,1,1,1,100.0,10.70780399274047,10.70780399274047,9.8995983935743,0.10040160642570066,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-7.34%; 状态bottom_area; 底部未确认
48,73.56467182832374,67.61305436629655,603260,合盛硅业,bottom_area,2022-09-01,106.97,2022-09-01,106.36,0.5735238811583296,6.534411432869502,30.845253576072828,False,-4.6613,1.0683,1,1,1,100.0,17.691875351277094,17.691875351277094,9.426476118841672,0.5735238811583296,历史1/1次成功; 当前距低点0.57%; 最新日涨幅-4.66%; 状态bottom_area; 底部未确认
49,72.78260810659076,70.43386919801881,688115,思林杰,confirmed_rebound,2022-09-01,49.78,2022-08-29,48.2,3.2780082987551826,10.954356846473017,30.647482014388483,True,-1.6011,4.1513,1,1,1,100.0,16.977032898820603,16.977032898820603,6.721991701244817,3.2780082987551826,历史1/1次成功; 当前距低点3.28%; 最新日涨幅-1.60%; 状态confirmed_rebound; 底部已确认
50,72.38852365415988,65.80774877650897,600405,动力源,bottom_area,2022-09-01,6.61,2022-09-01,6.61,0.0,7.5642965204236,31.855670103092777,False,-8.7017,18.8862,1,1,1,100.0,13.213703099510612,13.213703099510612,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-8.70%; 状态bottom_area; 底部未确认
51,71.45976604080812,65.15849973120396,688288,鸿泉技术,bottom_area,2022-09-01,19.13,2022-09-01,19.1,0.15706806282721247,3.769633507853397,30.087847730600288,False,-1.544,0.8069,2,3,2,66.66666666666666,28.064237891308274,41.992882562277565,9.84293193717279,0.15706806282721247,历史2/3次成功; 当前距低点0.16%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
52,67.87472390062011,62.415442186801116,300400,劲拓股份,bottom_area,2022-09-01,15.08,2022-09-01,14.99,0.600400266844562,4.60306871247498,32.598920863309345,False,-1.1148,1.4336,2,3,2,66.66666666666666,18.751011443763723,27.014218009478668,9.399599733155437,0.600400266844562,历史2/3次成功; 当前距低点0.60%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
53,66.75936908536512,60.69033553215011,002617,露笑科技,bottom_area,2022-09-01,11.55,2022-09-01,11.55,0.0,5.281385281385276,28.12694461729931,False,-4.3874,4.3618,2,3,2,66.66666666666666,24.589617556362565,36.60589060308556,10.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-4.39%; 状态bottom_area; 底部未确认
54,61.98021580507347,57.53635127565311,601798,蓝科高新,bottom_area,2022-09-01,7.38,2022-09-01,7.3,1.0958904109589052,8.9041095890411,30.805687203791475,False,-8.323,6.4652,1,2,1,50.0,21.74721189591078,21.74721189591078,8.904109589041095,1.0958904109589052,历史1/2次成功; 当前距低点1.10%; 最新日涨幅-8.32%; 状态bottom_area; 底部未确认
55,60.62290775530811,55.45602895956343,002520,日发精机,bottom_area,2022-09-01,6.15,2022-09-01,6.13,0.32626427406199776,3.5889070146818884,29.62112514351321,False,-1.6,2.7947,1,2,1,50.0,30.752212389380546,30.752212389380546,9.673735725938002,0.32626427406199776,历史1/2次成功; 当前距低点0.33%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
56,57.78688121854577,53.15765380253193,688165,埃夫特,bottom_area,2022-09-01,8.13,2022-09-01,8.08,0.6188118811881276,4.207920792079206,28.30523513753327,False,-2.401,0.6185,1,2,1,50.0,21.98142414860681,21.98142414860681,9.381188118811872,0.6188118811881276,历史1/2次成功; 当前距低点0.62%; 最新日涨幅-2.40%; 状态bottom_area; 底部未确认
57,57.09912873733119,52.2544420871931,000625,长安汽车,bottom_area,2022-09-01,14.41,2022-09-01,14.36,0.3481894150417877,2.3676880222841215,31.22605363984674,False,-0.7576,1.8018,1,2,1,50.0,13.808139534883724,13.808139534883724,9.651810584958213,0.3481894150417877,历史1/2次成功; 当前距低点0.35%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
58,55.901861547930565,51.68093836374942,605319,无锡振华,bottom_area,2022-09-01,13.75,2022-08-29,13.63,0.8804108584005812,5.209097578870132,27.345415778251603,False,-0.3623,0.8799,1,2,1,50.0,17.248790972595383,17.248790972595383,9.11958914159942,0.8804108584005812,历史1/2次成功; 当前距低点0.88%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
59,54.42084322737095,50.32684440659318,300757,罗博特科,bottom_area,2022-09-01,43.91,2022-09-01,43.52,0.8961397058823378,5.65257352941175,29.69305331179321,False,-1.3702,1.3516,1,2,1,50.0,10.161521161316717,10.161521161316717,9.103860294117663,0.8961397058823378,历史1/2次成功; 当前距低点0.90%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
