code,name,latest_date,latest_close,current_stage,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,historical_valid_event_count
603315,福鞍股份,2023-04-03,14.5,bottom_area,2023-03-31,14.22,1.969057665260192,4.219409282700419,28.398791540785496,False,1
603356,华菱精工,2023-04-03,12.16,bottom_area,2023-03-31,12.09,0.5789909015715491,2.481389578163778,28.672566371681413,False,2
002708,光洋股份,2023-04-03,6.37,bottom_area,2023-03-20,6.36,0.15723270440251236,6.132075471698108,31.759656652360512,False,1
300699,光威复材,2023-04-03,51.38,bottom_area,2023-04-03,50.5,1.7425742574257477,1.9405940594059343,31.067431067431073,False,1
002347,泰尔股份,2023-04-03,5.13,bottom_area,2023-03-20,5.02,2.191235059760963,6.175298804780887,29.09604519774012,False,1
605333,沪光股份,2023-04-03,18.36,bottom_area,2023-03-20,17.85,2.8571428571428457,8.403361344537814,30.409356725146193,True,1
688357,建龙微纳,2023-04-03,95.0,bottom_area,2023-03-30,92.23,3.0033611623116077,4.065922151143879,27.108195684817826,False,1
002660,茂硕电源,2023-04-03,9.35,bottom_area,2023-03-20,8.91,4.938271604938266,7.519640852974185,28.31858407079646,True,1
603030,全筑股份,2023-04-03,2.16,bottom_area,2023-04-03,2.08,3.8461538461538494,7.211538461538456,27.017543859649123,False,1
000887,中鼎股份,2023-04-03,12.69,bottom_area,2023-03-20,12.12,4.702970297029705,6.600660066006607,28.45336481700119,False,1
