rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.21187678292601,76.3213552704964,002826,易明医药,bottom_area,2025-07-10,17.97,2025-07-10,17.93,0.22308979364193612,2.844394868934755,29.158435401027262,False,-2.337,6.7826,1,1,1,100.0,50.0,50.0,19.776910206358064,0.22308979364193612,历史1/1次成功; 当前距低点0.22%; 最新日涨幅-2.34%; 状态bottom_area; 底部未确认
2,91.21044218628677,78.64622775263422,000999,华润三九,bottom_area,2025-07-10,31.16,2025-06-23,30.59,1.8633540372670818,4.347826086956528,29.645814167433297,False,0.0964,0.3425,1,1,1,100.0,20.293951384963254,20.293951384963254,18.13664596273292,1.8633540372670818,历史1/1次成功; 当前距低点1.86%; 最新日涨幅0.10%; 状态bottom_area; 底部未确认
3,90.73645884248546,78.85778388464271,301348,蓝箭电子,bottom_area,2025-07-10,20.5,2025-07-07,20.04,2.295409181636731,5.289421157684642,29.036827195467417,False,0.3426,7.3435,1,1,1,100.0,26.727509778357234,26.727509778357234,17.70459081836327,2.295409181636731,历史1/1次成功; 当前距低点2.30%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
4,89.17828358624624,77.71305205738531,301108,洁雅股份,bottom_area,2025-07-10,24.32,2025-07-10,23.74,2.443133951137329,2.9486099410278133,30.605086232095886,False,2.4431,3.7738,1,1,1,100.0,22.383857343969968,22.383857343969968,17.556866048862673,2.443133951137329,历史1/1次成功; 当前距低点2.44%; 最新日涨幅2.44%; 状态bottom_area; 底部未确认
5,88.05643502875711,78.59761821588044,605198,安德利,bottom_area,2025-07-10,40.6,2025-06-20,39.13,3.756708407871195,6.95118834653718,29.748653500897664,False,0.5946,1.4203,1,1,1,100.0,43.241469816272954,43.241469816272954,16.243291592128806,3.756708407871195,历史1/1次成功; 当前距低点3.76%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
6,84.66029876807613,75.69883135713708,002155,湖南黄金,bottom_area,2025-07-10,18.06,2025-06-30,17.39,3.8527889591719275,5.405405405405392,29.28019520130134,False,2.6136,2.9172,1,1,1,100.0,28.834355828220854,28.834355828220854,16.147211040828076,3.8527889591719275,历史1/1次成功; 当前距低点3.85%; 最新日涨幅2.61%; 状态bottom_area; 底部未确认
7,84.6434380519692,71.58612825775474,603928,兴业股份,bottom_area,2025-07-10,16.25,2025-07-10,16.12,0.8064516129032195,2.109181141439205,27.68057424854194,False,-0.975,5.3448,1,1,1,100.0,31.69267707082834,31.69267707082834,19.193548387096783,0.8064516129032195,历史1/1次成功; 当前距低点0.81%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
8,77.58662522355448,68.65659172336923,300346,南大光电,bottom_area,2025-07-10,30.83,2025-06-13,29.85,3.283082077051916,8.576214405360117,27.513355998057303,True,-0.4521,1.609,2,3,2,66.66666666666666,36.15780748591896,46.69811320754715,16.716917922948085,3.283082077051916,历史2/3次成功; 当前距低点3.28%; 最新日涨幅-0.45%; 状态bottom_area; 底部已确认
9,77.13181305249283,64.71268707673674,002658,雪迪龙,bottom_area,2025-07-10,8.16,2025-07-10,8.13,0.3690036900368925,1.7220172201721868,29.05759162303665,False,-0.8505,9.1418,2,3,2,66.66666666666666,28.265316254592392,34.81481481481481,19.63099630996311,0.3690036900368925,历史2/3次成功; 当前距低点0.37%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
10,74.67550909747764,63.80735795454544,603022,新通联,bottom_area,2025-07-10,10.38,2025-07-10,10.24,1.3671875000000056,1.3671875000000056,31.869594145043244,False,0.0964,4.3401,1,2,1,50.0,26.099706744868023,26.099706744868023,18.632812499999996,1.3671875000000056,历史1/2次成功; 当前距低点1.37%; 最新日涨幅0.10%; 状态bottom_area; 底部未确认
11,66.74819565771647,58.97826651325011,000637,茂化实华,bottom_area,2025-07-10,4.19,2025-07-07,4.06,3.2019704433497735,4.187192118226622,27.370304114490168,False,0.2392,4.9398,1,2,1,50.0,22.627737226277358,22.627737226277358,16.798029556650228,3.2019704433497735,历史1/2次成功; 当前距低点3.20%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
12,63.54488902342675,56.95819918796664,002041,登海种业,bottom_area,2025-07-10,9.91,2025-06-23,9.53,3.9874081846799663,4.826862539349432,29.719764011799416,False,0.0,0.8878,1,2,1,50.0,21.395106715252467,21.395106715252467,16.012591815320036,3.9874081846799663,历史1/2次成功; 当前距低点3.99%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
13,62.824213564415494,53.04155028138624,600241,时代万恒,bottom_area,2025-07-10,8.48,2025-07-04,8.42,0.7125890736342102,4.2755344418052195,28.03418803418803,False,-1.1655,3.9868,1,2,1,50.0,22.50673854447439,22.50673854447439,19.28741092636579,0.7125890736342102,历史1/2次成功; 当前距低点0.71%; 最新日涨幅-1.17%; 状态bottom_area; 底部未确认
