rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.81391169902246,82.99448532489826,600203,福日电子,bottom_area,2025-04-02,9.25,2025-03-31,9.01,2.663706992230857,4.550499445061045,32.50936329588015,False,0.1082,3.2902,3,3,3,100.0,20.149125092390385,24.045801526717554,12.336293007769141,2.663706992230857,历史3/3次成功; 当前距低点2.66%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
2,88.35042802578333,80.8656050003941,301366,一博科技,bottom_area,2025-04-02,53.15,2025-03-31,51.73,2.7450222308138446,4.484825053160643,31.483443708609276,False,0.3019,4.0186,2,2,2,100.0,26.366966057256242,36.479591836734706,12.254977769186155,2.7450222308138446,历史2/2次成功; 当前距低点2.75%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
3,85.77257671640861,75.74559796888781,002300,太阳电缆,bottom_area,2025-04-02,6.1,2025-04-02,6.05,0.8264462809917326,3.4710743801652884,31.171786120591577,False,-1.1345,8.9062,2,2,2,100.0,37.633846718005124,38.41584158415842,14.173553719008266,0.8264462809917326,历史2/2次成功; 当前距低点0.83%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
4,84.80475512098329,75.37158280226436,603081,大丰实业,bottom_area,2025-04-02,11.25,2025-03-31,11.12,1.169064748201446,5.6654676258992875,32.68765133171913,False,-0.4425,3.731,1,1,1,100.0,16.65080875356803,16.65080875356803,13.830935251798554,1.169064748201446,历史1/1次成功; 当前距低点1.17%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
5,84.03083895229754,75.47443216080403,600579,中化装备,bottom_area,2025-04-02,7.63,2025-04-01,7.5,1.7333333333333318,6.666666666666667,27.466150870406185,False,-2.0539,3.1975,1,1,1,100.0,24.120603015075385,24.120603015075385,13.266666666666667,1.7333333333333318,历史1/1次成功; 当前距低点1.73%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
6,83.35187889166713,76.94166453265042,002401,中远海科,bottom_area,2025-04-02,16.12,2025-03-31,15.62,3.201024327784903,5.953905249679908,28.414298808432637,False,-0.1858,2.2922,1,1,1,100.0,68.49925705794946,68.49925705794946,11.798975672215096,3.201024327784903,历史1/1次成功; 当前距低点3.20%; 最新日涨幅-0.19%; 状态bottom_area; 底部未确认
7,82.06474560672926,75.55518165024631,603280,南方路机,bottom_area,2025-04-02,23.91,2025-03-31,23.2,3.0603448275862104,5.6896551724137945,28.240024744819053,False,0.3357,13.5804,1,1,1,100.0,18.348214285714302,18.348214285714302,11.93965517241379,3.0603448275862104,历史1/1次成功; 当前距低点3.06%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
8,80.56455791261173,73.23595950578303,002123,梦网科技,bottom_area,2025-04-02,14.64,2025-03-31,14.3,2.3776223776223766,4.055944055944057,30.141670737664867,False,0.5495,2.7981,2,3,2,66.66666666666666,36.399311075781654,54.50450450450449,12.622377622377623,2.3776223776223766,历史2/3次成功; 当前距低点2.38%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
9,80.48454126539221,74.82963457687248,000815,美利云,bottom_area,2025-04-02,12.71,2025-03-31,12.27,3.58598207008966,8.39445802770987,29.76531196336577,True,-1.2432,4.5933,3,4,3,75.0,38.336955358478036,55.703211517165016,11.414017929910338,3.58598207008966,历史3/4次成功; 当前距低点3.59%; 最新日涨幅-1.24%; 状态bottom_area; 底部已确认
10,80.0356969132744,73.18756876024854,002406,远东传动,bottom_area,2025-04-02,7.62,2025-03-31,7.42,2.695417789757415,5.929919137466313,31.801470588235297,False,0.0,8.7662,3,5,3,60.0,37.81248021986791,67.88321167883211,12.304582210242584,2.695417789757415,历史3/5次成功; 当前距低点2.70%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
11,79.67264237679369,73.4604439633696,603163,圣晖集成,bottom_area,2025-04-02,25.3,2025-03-31,24.53,3.139013452914796,4.15817366490012,27.05917335712162,False,-0.1579,2.4971,1,1,1,100.0,30.52362707535122,30.52362707535122,11.860986547085203,3.139013452914796,历史1/1次成功; 当前距低点3.14%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
12,79.27252167410028,73.59802273850717,300720,海川智能,bottom_area,2025-04-02,20.94,2025-03-28,20.23,3.5096391497775623,5.981216015818096,31.423728813559322,False,0.2874,2.145,3,5,3,60.0,57.75229601757511,75.69193742478939,11.490360850222437,3.5096391497775623,历史3/5次成功; 当前距低点3.51%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
13,77.53896645112911,71.53703256967647,002178,延华智能,bottom_area,2025-04-02,6.18,2025-03-31,5.99,3.171953255425701,4.674457429048403,27.305825242718445,False,0.1621,1.4658,4,6,4,66.66666666666666,20.335587770862393,29.076086956521735,11.828046744574298,3.171953255425701,历史4/6次成功; 当前距低点3.17%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
14,76.30698702905086,69.6847779266973,300377,赢时胜,bottom_area,2025-04-02,24.25,2025-04-01,23.63,2.6237833262801566,7.363520947947533,28.393939393939398,False,1.9336,5.062,2,3,2,66.66666666666666,20.32439378467411,20.843471208434714,12.376216673719842,2.6237833262801566,历史2/3次成功; 当前距低点2.62%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
15,76.2550110190251,72.15112836730513,300509,新美星,bottom_area,2025-04-02,7.85,2025-03-31,7.51,4.527296937416776,6.39147802929428,30.783410138248847,False,0.7702,2.0485,1,1,1,100.0,18.028846153846153,18.028846153846153,10.472703062583223,4.527296937416776,历史1/1次成功; 当前距低点4.53%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
16,75.91196381610416,70.66476954627254,300386,飞天诚信,bottom_area,2025-04-02,14.76,2025-03-31,14.24,3.651685393258424,4.6348314606741585,30.536585365853657,False,1.304,2.6574,6,9,6,66.66666666666666,21.526589119543463,31.195335276967924,11.348314606741575,3.651685393258424,历史6/9次成功; 当前距低点3.65%; 最新日涨幅1.30%; 状态bottom_area; 底部未确认
