rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.64466612814768,81.89533808765832,605133,嵘泰股份,bottom_area,2024-02-05,16.67,2024-02-05,16.43,1.4607425441266098,9.86001217285454,27.171985815602834,False,-8.3562,5.7175,2,2,2,100.0,48.8485542379945,60.01483679525222,13.539257455873392,1.4607425441266098,历史2/2次成功; 当前距低点1.46%; 最新日涨幅-8.36%; 状态bottom_area; 底部未确认
12,84.94851523578492,76.66378041227992,603198,迎驾贡酒,bottom_area,2024-02-05,49.22,2024-02-05,48.26,1.9892250310816428,6.299212598425195,28.51429417864021,False,-1.9912,0.7624,1,1,1,100.0,33.65168539325842,33.65168539325842,13.010774968918357,1.9892250310816428,历史1/1次成功; 当前距低点1.99%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
13,84.9296396311646,76.26095917225952,600215,派斯林,bottom_area,2024-02-05,6.51,2024-02-05,6.4,1.7187499999999911,9.374999999999995,30.810810810810807,False,-8.4388,2.1253,2,2,2,100.0,21.718866517524237,23.993288590604024,13.281250000000009,1.7187499999999911,历史2/2次成功; 当前距低点1.72%; 最新日涨幅-8.44%; 状态bottom_area; 底部未确认
14,84.6558542108988,73.61378627034678,002631,德尔未来,bottom_area,2024-02-05,4.12,2024-02-05,4.12,0.0,10.436893203883487,27.845884413309978,False,-10.0437,1.2575,2,2,2,100.0,38.51497994810097,47.77070063694268,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.04%; 状态bottom_area; 底部未确认
15,84.3510736680688,73.34875971136418,605155,西大门,bottom_area,2024-02-05,10.67,2024-02-05,10.67,0.0,12.089971883786326,31.027795733678087,False,-10.0337,1.7885,2,2,2,100.0,37.09010597507621,57.16054477919933,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态bottom_area; 底部未确认
16,84.2923978572623,73.29773726718462,600203,福日电子,bottom_area,2024-02-05,4.46,2024-02-05,4.46,0.0,10.538116591928246,31.172839506172846,False,-10.0806,2.6602,3,3,3,100.0,20.149125092390385,24.045801526717554,15.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.08%; 状态bottom_area; 底部未确认
17,84.24700086058519,73.25826161790017,002657,中科金财,bottom_area,2024-02-05,11.42,2024-02-05,11.42,0.0,11.208406304728541,32.86302175191065,False,-10.0079,4.5352,2,2,2,100.0,36.60355708548481,56.540447504302946,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
18,84.21216416358953,73.22796883790394,002350,北京科锐,bottom_area,2024-02-05,4.17,2024-02-05,4.17,0.0,12.230215827338125,30.383973288814698,False,-9.9352,1.8896,3,3,3,100.0,19.774026010236266,23.07692307692308,15.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.94%; 状态bottom_area; 底部未确认
19,84.15574147809102,76.07319005056955,002779,中坚科技,bottom_area,2024-02-05,21.13,2024-02-05,20.7,2.0772946859903367,12.657004830917879,29.782903663500683,False,-8.1304,1.7416,2,2,2,100.0,25.1044190033737,29.818594104308378,12.922705314009663,2.0772946859903367,历史2/2次成功; 当前距低点2.08%; 最新日涨幅-8.13%; 状态bottom_area; 底部未确认
20,84.09898755006654,73.68428287051579,002755,奥赛康,bottom_area,2024-02-05,7.45,2024-02-05,7.42,0.4043126684636152,10.916442048517528,27.397260273972606,False,-9.5874,0.8473,2,2,2,100.0,31.59202018609052,32.35294117647059,14.595687331536384,0.4043126684636152,历史2/2次成功; 当前距低点0.40%; 最新日涨幅-9.59%; 状态bottom_area; 底部未确认
21,84.0824330952337,73.1151592132467,605228,神通科技,bottom_area,2024-02-05,7.51,2024-02-05,7.51,0.0,11.051930758988018,27.649325626204245,False,-9.952,1.2252,3,3,3,100.0,19.167522651864033,20.32967032967033,15.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态bottom_area; 底部未确认
22,84.04078321515995,73.07894192622605,001210,金房能源,bottom_area,2024-02-05,13.82,2024-02-05,13.82,0.0,10.926193921852386,28.02083333333333,False,-9.9674,4.2981,2,2,2,100.0,35.639472721645426,38.131313131313135,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态bottom_area; 底部未确认
23,84.02537666371951,76.083984633655,300510,金冠股份,bottom_area,2024-02-05,3.77,2024-02-05,3.69,2.168021680216804,13.008130081300811,29.445506692160617,False,-10.6635,2.5608,2,2,2,100.0,26.274591744888774,30.519480519480524,12.831978319783193,2.168021680216804,历史2/2次成功; 当前距低点2.17%; 最新日涨幅-10.66%; 状态bottom_area; 底部未确认
24,83.85481399834151,72.91722956377524,002169,智光电气,bottom_area,2024-02-05,4.45,2024-02-05,4.45,0.0,10.561797752808982,28.2258064516129,False,-9.919,2.0102,3,3,3,100.0,18.103384751479755,20.402298850574724,15.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.92%; 状态bottom_area; 底部未确认
25,83.8242089256407,72.89061645707888,002802,洪汇新材,bottom_area,2024-02-05,7.88,2024-02-05,7.88,0.0,9.51776649746194,30.017761989342805,False,-9.9429,1.7411,3,3,3,100.0,17.96030353268211,20.65637065637066,15.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.94%; 状态bottom_area; 底部未确认
26,83.6213647005536,75.7331660607505,002054,德美化工,bottom_area,2024-02-05,4.69,2024-02-05,4.59,2.1786492374727784,10.239651416122,28.39313572542902,False,-8.0392,2.6264,1,1,1,100.0,41.18541033434649,41.18541033434649,12.82135076252722,2.1786492374727784,历史1/1次成功; 当前距低点2.18%; 最新日涨幅-8.04%; 状态bottom_area; 底部未确认
27,83.62079167898315,72.71373189476796,000663,永安林业,bottom_area,2024-02-05,5.54,2024-02-05,5.54,0.0,10.108303249097466,31.604938271604933,False,-10.0649,4.9165,2,2,2,100.0,33.67597792885999,50.39215686274511,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.06%; 状态bottom_area; 底部未确认
28,83.60874200555995,76.58196349414219,300542,新晨科技,bottom_area,2024-02-05,8.49,2024-02-05,8.26,2.784503631961264,11.380145278450357,28.04878048780488,False,-7.1116,4.0475,3,3,3,100.0,19.842106317278887,22.574955908289247,12.215496368038735,2.784503631961264,历史3/3次成功; 当前距低点2.78%; 最新日涨幅-7.11%; 状态bottom_area; 底部未确认
29,83.5475,72.65,000151,中成股份,bottom_area,2024-02-05,9.67,2024-02-05,9.67,0.0,7.032057911065147,31.46704464918497,False,-9.9628,9.5604,1,1,1,100.0,191.97080291970806,191.97080291970806,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.96%; 状态bottom_area; 底部未确认
30,83.5475,72.65,000565,渝三峡A,bottom_area,2024-02-05,4.0,2024-02-05,4.0,0.0,11.00000000000001,32.088285229202036,False,-9.9099,2.3096,1,1,1,100.0,57.568807339449535,57.568807339449535,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.91%; 状态bottom_area; 底部未确认
31,83.5475,72.65,002388,新亚制程,bottom_area,2024-02-05,3.52,2024-02-05,3.52,0.0,10.51136363636364,30.297029702970296,False,-9.9744,2.151,1,1,1,100.0,50.505050505050505,50.505050505050505,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态bottom_area; 底部未确认
32,83.5475,72.65,002686,亿利达,bottom_area,2024-02-05,4.34,2024-02-05,4.34,0.0,10.829493087557598,29.200652528548126,False,-9.9585,2.8135,1,1,1,100.0,75.68181818181817,75.68181818181817,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.96%; 状态bottom_area; 底部未确认
33,83.5475,72.65,002836,新宏泽,bottom_area,2024-02-05,5.49,2024-02-05,5.49,0.0,10.01821493624772,32.967032967032964,False,-10.0,0.8989,1,1,1,100.0,59.30851063829788,59.30851063829788,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
34,83.5475,72.65,600172,黄河旋风,bottom_area,2024-02-05,2.34,2024-02-05,2.34,0.0,10.256410256410266,29.305135951661637,False,-10.0,2.8605,1,1,1,100.0,51.074589127686465,51.074589127686465,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
35,83.54137807670293,72.64467658843733,605258,协和电子,bottom_area,2024-02-05,16.75,2024-02-05,16.75,0.0,8.89552238805969,31.098313451254622,False,-9.9946,1.4172,1,1,1,100.0,49.971379507727534,49.971379507727534,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
36,83.44326023391812,72.5593567251462,002790,瑞尔特,bottom_area,2024-02-05,7.88,2024-02-05,7.88,0.0,11.040609137055839,29.893238434163706,False,-9.9429,2.335,1,1,1,100.0,49.512670565302145,49.512670565302145,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.94%; 状态bottom_area; 底部未确认
37,83.4167149900806,73.43223947447,000628,高新发展,bottom_area,2024-02-05,33.71,2024-02-05,33.49,0.6569125111973689,9.495371752762019,30.403158769742305,False,-7.4155,13.5339,1,1,1,100.0,99.77973568281939,99.77973568281939,14.343087488802631,0.6569125111973689,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-7.42%; 状态bottom_area; 底部未确认
38,83.11190754043861,72.27122394820749,002722,物产金轮,bottom_area,2024-02-05,10.22,2024-02-05,10.22,0.0,10.567514677103718,28.17990161630358,False,-10.0352,2.3918,2,2,2,100.0,31.296902947352045,44.886363636363626,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.04%; 状态bottom_area; 底部未确认
39,82.98328335906984,73.65796797265006,605128,上海沿浦,bottom_area,2024-02-05,34.0,2024-02-05,33.63,1.1002081474873546,10.793933987511137,31.029532403609505,False,-9.0179,2.1255,1,1,1,100.0,16.80883090817863,16.80883090817863,13.899791852512644,1.1002081474873546,历史1/1次成功; 当前距低点1.10%; 最新日涨幅-9.02%; 状态bottom_area; 底部未确认
40,82.83449999999999,72.03,002480,新筑股份,bottom_area,2024-02-05,3.38,2024-02-05,3.38,0.0,11.242603550295856,27.467811158798288,False,-10.1064,1.8587,1,1,1,100.0,46.666666666666664,46.666666666666664,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.11%; 状态bottom_area; 底部未确认
41,82.65654451803852,71.8752561026422,601086,国芳集团,bottom_area,2024-02-05,3.75,2024-02-05,3.75,0.0,10.399999999999991,28.842504743833015,False,-10.0719,2.9397,2,2,2,100.0,29.168043562592505,33.48946135831383,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.07%; 状态bottom_area; 底部未确认
42,82.65625,71.875,000957,中通客车,bottom_area,2024-02-05,6.02,2024-02-05,6.02,0.0,11.129568106312307,29.009433962264158,False,-10.0149,2.7516,3,4,3,75.0,132.3344468028054,354.54545454545456,15.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
43,82.51443004626455,71.75167830109962,600148,长春一东,bottom_area,2024-02-05,11.45,2024-02-05,11.45,0.0,9.08296943231442,28.837787445618403,False,-9.9843,2.1956,2,2,2,100.0,28.503646780105495,40.489130434782616,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
44,82.37794455062212,71.63299526141054,001234,泰慕士,bottom_area,2024-02-05,15.53,2024-02-05,15.53,0.0,10.753380553766902,29.151459854014604,False,-9.971,7.7964,2,2,2,100.0,27.86556592156205,31.93277310924369,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态bottom_area; 底部未确认
45,82.187023965224,73.46774563250924,603005,晶方科技,bottom_area,2024-02-05,13.73,2024-02-05,13.53,1.4781966001478277,11.01256467110126,28.639240506329124,False,-8.6494,5.0207,3,4,3,75.0,24.586203660463905,31.53503893214682,13.521803399852173,1.4781966001478277,历史3/4次成功; 当前距低点1.48%; 最新日涨幅-8.65%; 状态bottom_area; 底部未确认
46,81.99272026431717,71.29801762114538,002358,森源电气,bottom_area,2024-02-05,2.93,2024-02-05,2.93,0.0,10.921501706484635,29.904306220095684,False,-10.1227,2.645,1,1,1,100.0,42.73127753303966,42.73127753303966,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.12%; 状态bottom_area; 底部未确认
47,81.97914802518821,71.28621567407671,002436,兴森科技,bottom_area,2024-02-05,8.72,2024-02-05,8.72,0.0,11.009174311926593,29.22077922077922,False,-10.0103,4.4192,2,2,2,100.0,26.001159538046814,30.59360730593607,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
48,81.87049440891818,74.73894698421067,000811,冰轮环境,bottom_area,2024-02-05,9.06,2024-02-05,8.83,2.6047565118912845,11.438278595696486,29.190056134723342,False,-7.4566,2.5258,2,2,2,100.0,24.396730275929013,27.994791666666675,12.395243488108715,2.6047565118912845,历史2/2次成功; 当前距低点2.60%; 最新日涨幅-7.46%; 状态bottom_area; 底部未确认
49,81.86630584741891,71.18809204123384,601020,华钰矿业,bottom_area,2024-02-05,6.64,2024-02-05,6.64,0.0,10.692771084337348,30.688935281837164,False,-10.0271,3.7224,2,2,2,100.0,25.473613124913108,26.324110671936758,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态bottom_area; 底部未确认
50,81.80502286902286,71.1348024948025,001218,丽臣实业,bottom_area,2024-02-05,14.44,2024-02-05,14.44,0.0,10.595567867036019,28.26626924987581,False,-9.9751,3.3951,2,2,2,100.0,25.18711018711019,29.999999999999993,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
51,81.75568379790941,71.09189895470384,000042,中洲控股,bottom_area,2024-02-05,4.01,2024-02-05,4.01,0.0,13.216957605985044,32.83082077051927,False,-10.0897,1.7271,2,2,2,100.0,24.956445993031362,28.57142857142858,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.09%; 状态bottom_area; 底部未确认
52,81.66554721030043,71.01351931330473,603011,合锻智能,bottom_area,2024-02-05,4.77,2024-02-05,4.77,0.0,9.853249475891,29.33333333333334,False,-10.0,3.1054,1,1,1,100.0,41.201716738197426,41.201716738197426,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
53,81.63197761194031,70.98432835820897,600212,绿能慧充,bottom_area,2024-02-05,4.7,2024-02-05,4.7,0.0,10.425531914893622,28.244274809160302,False,-9.9617,3.0782,1,1,1,100.0,41.044776119403,41.044776119403,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.96%; 状态bottom_area; 底部未确认
54,81.52557578155917,75.17428571428572,301381,赛维时代,bottom_area,2024-02-05,21.66,2024-02-05,21.0,3.1428571428571437,12.142857142857148,29.26911417985854,False,-7.1979,8.2611,1,1,1,100.0,66.46875000000001,66.46875000000001,11.857142857142854,3.1428571428571437,历史1/1次成功; 当前距低点3.14%; 最新日涨幅-7.20%; 状态bottom_area; 底部未确认
55,81.46606091525248,74.57138315405072,300351,永贵电器,bottom_area,2024-02-05,12.33,2024-02-05,12.0,2.750000000000001,14.916666666666659,30.354033662217066,False,-9.7365,6.4698,2,2,2,100.0,25.27625351640169,33.447979363714516,12.249999999999998,2.750000000000001,历史2/2次成功; 当前距低点2.75%; 最新日涨幅-9.74%; 状态bottom_area; 底部未确认
56,81.41966700819674,75.1137704918033,300660,江苏雷利,bottom_area,2024-02-05,18.88,2024-02-05,18.3,3.169398907103816,14.371584699453546,27.639383155397386,False,-8.6599,2.1992,1,1,1,100.0,68.44876468205752,68.44876468205752,11.830601092896185,3.169398907103816,历史1/1次成功; 当前距低点3.17%; 最新日涨幅-8.66%; 状态bottom_area; 底部未确认
57,81.37163513513514,70.75794359576969,603311,金海高科,bottom_area,2024-02-05,7.09,2024-02-05,7.09,0.0,11.283497884344145,29.38247011952191,False,-10.0254,1.0797,2,2,2,100.0,23.16098707403056,26.75675675675676,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态bottom_area; 底部未确认
58,81.33523816384067,74.40740108174425,688300,联瑞新材,bottom_area,2024-02-05,30.61,2024-02-05,29.8,2.7181208053691233,12.416107382550333,30.357560177611585,False,-9.8114,1.4368,2,2,2,100.0,24.003852247235756,26.809910956252438,12.281879194630877,2.7181208053691233,历史2/2次成功; 当前距低点2.72%; 最新日涨幅-9.81%; 状态bottom_area; 底部未确认
59,81.31151763224182,70.70566750629723,601226,华电科工,bottom_area,2024-02-05,5.54,2024-02-05,5.54,0.0,9.927797833935015,27.770534550195563,False,-9.9187,2.5423,1,1,1,100.0,39.54659949622166,39.54659949622166,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.92%; 状态bottom_area; 底部未确认
60,81.30051016858442,70.69609579876906,600281,华阳新材,bottom_area,2024-02-05,3.03,2024-02-05,3.03,0.0,9.90099009900991,31.447963800904983,False,-10.089,2.0583,2,2,2,100.0,22.828472036392824,24.86486486486486,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.09%; 状态bottom_area; 底部未确认
61,81.27544494227692,70.86547979994704,002197,证通电子,bottom_area,2024-02-05,6.93,2024-02-05,6.92,0.14450867052022812,9.68208092485549,30.38229376257545,False,-9.883,4.7782,1,1,1,100.0,29.919137466307287,29.919137466307287,14.855491329479772,0.14450867052022812,历史1/1次成功; 当前距低点0.14%; 最新日涨幅-9.88%; 状态bottom_area; 底部未确认
62,81.20796875,70.61562500000001,002446,盛路通信,bottom_area,2024-02-05,4.84,2024-02-05,4.84,0.0,11.36363636363636,29.956584659913172,False,-10.0372,5.8076,1,1,1,100.0,39.0625,39.0625,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.04%; 状态bottom_area; 底部未确认
63,81.10998125457311,72.83229283601906,300439,美康生物,bottom_area,2024-02-05,7.69,2024-02-05,7.56,1.71957671957673,12.830687830687829,28.54442344045369,False,-10.6852,3.2884,1,1,1,100.0,19.961977186311785,19.961977186311785,13.280423280423271,1.71957671957673,历史1/1次成功; 当前距低点1.72%; 最新日涨幅-10.69%; 状态bottom_area; 底部未确认
64,80.76694168113028,71.08798834606364,002855,捷荣技术,bottom_area,2024-02-05,21.74,2024-02-05,21.6,0.6481481481481343,11.111111111111104,32.394366197183096,False,-9.4167,4.7162,2,2,2,100.0,20.62239851527635,21.093749999999993,14.351851851851865,0.6481481481481343,历史2/2次成功; 当前距低点0.65%; 最新日涨幅-9.42%; 状态bottom_area; 底部未确认
65,80.76598470223847,70.42693405624061,600343,航天动力,bottom_area,2024-02-05,6.73,2024-02-05,6.72,0.14880952380953386,11.160714285714286,29.48583420776495,False,-9.9063,2.2504,3,4,3,75.0,31.78075145444273,55.72413793103447,14.851190476190466,0.14880952380953386,历史3/4次成功; 当前距低点0.15%; 最新日涨幅-9.91%; 状态bottom_area; 底部未确认
66,80.75316457972674,70.22014311280587,000856,冀东装备,bottom_area,2024-02-05,6.19,2024-02-05,6.19,0.0,10.177705977382873,30.056497175141235,False,-10.0291,5.2276,2,2,2,100.0,20.269586627988584,25.237449118046136,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态bottom_area; 底部未确认
67,80.73989926739927,70.20860805860806,603017,中衡设计,bottom_area,2024-02-05,6.86,2024-02-05,6.86,0.0,9.03790087463557,30.14256619144603,False,-9.9738,1.8752,1,1,1,100.0,36.87423687423689,36.87423687423689,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态bottom_area; 底部未确认
68,80.66853888404961,72.27015100234314,600185,珠免集团,bottom_area,2024-02-05,5.09,2024-02-05,5.01,1.5968063872255505,10.379241516966077,27.809798270893378,False,-8.6176,1.6735,1,1,1,100.0,15.434782608695652,15.434782608695652,13.40319361277445,1.5968063872255505,历史1/1次成功; 当前距低点1.60%; 最新日涨幅-8.62%; 状态bottom_area; 底部未确认
69,80.51064814814815,70.00925925925927,603009,北特科技,bottom_area,2024-02-05,8.82,2024-02-05,8.82,0.0,11.111111111111116,29.099678456591633,False,-10.0,4.6554,1,1,1,100.0,35.802469135802454,35.802469135802454,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
70,80.42956452426859,73.50137898646985,688102,斯瑞新材,bottom_area,2024-02-05,8.1,2024-02-05,7.89,2.6615969581749046,14.321926489226868,30.361871138570173,False,-11.1842,2.4695,2,2,2,100.0,18.439892747895804,20.52704576976421,12.338403041825096,2.6615969581749046,历史2/2次成功; 当前距低点2.66%; 最新日涨幅-11.18%; 状态bottom_area; 底部未确认
71,80.41227457191445,70.1112385253439,002809,红墙股份,bottom_area,2024-02-05,6.99,2024-02-05,6.98,0.14326647564469608,10.458452722063031,30.959446092977245,False,-9.9227,5.5113,1,1,1,100.0,25.84884994523548,25.84884994523548,14.856733524355302,0.14326647564469608,历史1/1次成功; 当前距低点0.14%; 最新日涨幅-9.92%; 状态bottom_area; 底部未确认
72,80.33404506080292,69.85569135721994,000524,岭南控股,bottom_area,2024-02-05,6.48,2024-02-05,6.48,0.0,11.111111111111107,27.999999999999996,False,-10.0,1.9073,2,2,2,100.0,18.31016858720398,21.550094517958406,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
73,80.32346330739422,70.8110499490316,002300,太阳电缆,bottom_area,2024-02-05,5.49,2024-02-05,5.45,0.733944954128441,11.192660550458704,27.13903743315508,False,-9.4059,2.678,1,1,1,100.0,36.85185185185183,36.85185185185183,14.266055045871559,0.733944954128441,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-9.41%; 状态bottom_area; 底部未确认
74,80.26243071593532,69.79341801385681,002823,凯中精密,bottom_area,2024-02-05,7.97,2024-02-05,7.97,0.0,11.919698870765373,30.271216097987754,False,-10.0451,3.1961,1,1,1,100.0,34.64203233256351,34.64203233256351,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.05%; 状态bottom_area; 底部未确认
75,80.16152475117845,69.70567369667691,000815,美利云,bottom_area,2024-02-05,6.8,2024-02-05,6.8,0.0,0.0,27.65957446808511,False,-10.0529,0.464,3,4,3,75.0,38.336955358478036,55.703211517165016,15.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-10.05%; 状态bottom_area; 底部未确认
76,80.13638489208634,69.6838129496403,000702,正虹科技,bottom_area,2024-02-05,4.02,2024-02-05,4.02,0.0,10.945273631840807,32.88814691151921,False,-10.0671,3.4405,1,1,1,100.0,34.05275779376499,34.05275779376499,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.07%; 状态bottom_area; 底部未确认
