rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.3015036377467,79.27529346832681,300056,中创环保,bottom_area,2025-10-24,10.49,2025-10-15,10.38,1.05973025048169,8.188824662813097,29.001367989056074,True,-0.4744,2.4848,1,1,1,100.0,27.10472279260781,27.10472279260781,18.94026974951831,1.05973025048169,历史1/1次成功; 当前距低点1.06%; 最新日涨幅-0.47%; 状态bottom_area; 底部已确认
2,88.12006711464545,77.76491291257203,300141,和顺电气,bottom_area,2025-10-24,11.52,2025-10-23,11.17,3.1333930170098445,4.118173679498665,27.935483870967744,False,0.6114,8.1636,1,1,1,100.0,31.123919308357333,31.123919308357333,16.866606982990156,3.1333930170098445,历史1/1次成功; 当前距低点3.13%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
3,86.78527331189711,72.3210610932476,600629,华建集团,bottom_area,2025-10-24,29.84,2025-10-24,29.84,0.0,0.0,27.09504031272905,False,-10.0121,1.9665,1,1,1,100.0,48.23151125401931,48.23151125401931,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
4,84.61341358334971,75.61250141491789,605488,福莱新材,bottom_area,2025-10-24,31.25,2025-10-23,30.1,3.8205980066445133,4.617940199335538,27.64423076923077,False,1.1327,1.8834,1,1,1,100.0,27.975617581007374,27.975617581007374,16.179401993355487,3.8205980066445133,历史1/1次成功; 当前距低点3.82%; 最新日涨幅1.13%; 状态bottom_area; 底部未确认
5,83.31000558484597,74.90218227530976,002674,兴业科技,bottom_area,2025-10-24,14.04,2025-10-20,13.48,4.154302670623135,6.824925816023739,27.52688172043011,False,-0.2841,1.2856,2,2,2,100.0,34.05372238887374,36.52849740932641,15.845697329376865,4.154302670623135,历史2/2次成功; 当前距低点4.15%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
6,73.30014594155791,66.75269224849943,600353,旭光电子,bottom_area,2025-10-24,16.19,2025-10-23,15.44,4.857512953367888,6.735751295336794,27.81673679289388,False,2.3388,4.185,2,3,2,66.66666666666666,31.941694169416934,41.11111111111111,15.142487046632114,4.857512953367888,历史2/3次成功; 当前距低点4.86%; 最新日涨幅2.34%; 状态bottom_area; 底部未确认
7,72.95938875413454,64.33141124586551,000700,模塑科技,bottom_area,2025-10-24,9.35,2025-10-23,9.07,3.0871003307607428,3.3076074972436484,30.974124809741248,False,0.863,1.7806,1,2,1,50.0,52.926829268292686,52.926829268292686,16.91289966923926,3.0871003307607428,历史1/2次成功; 当前距低点3.09%; 最新日涨幅0.86%; 状态bottom_area; 底部未确认
8,70.9574920179175,60.45462824517385,002453,华软科技,bottom_area,2025-10-24,6.7,2025-10-23,6.62,1.2084592145015116,3.474320241691836,32.17213114754098,False,-1.6153,4.6545,1,2,1,50.0,28.60169491525425,28.60169491525425,18.79154078549849,1.2084592145015116,历史1/2次成功; 当前距低点1.21%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
9,68.23169066105191,60.20443293622226,603305,旭升集团,bottom_area,2025-10-24,14.85,2025-10-23,14.4,3.124999999999995,4.30555555555555,29.064039408867,False,1.3652,3.1593,2,6,2,33.33333333333333,31.05429894026305,32.41061130334487,16.875000000000007,3.124999999999995,历史2/6次成功; 当前距低点3.12%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
10,67.64773170649956,58.25677988697636,000572,海马汽车,bottom_area,2025-10-24,5.67,2025-10-23,5.57,1.795332136445236,8.438061041292634,28.129032258064512,False,-0.5263,6.6439,2,6,2,33.33333333333333,26.75700981042025,30.592105263157897,18.204667863554764,1.795332136445236,历史2/6次成功; 当前距低点1.80%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
11,67.49897430568184,59.90415300546448,002123,梦网科技,bottom_area,2025-10-24,12.62,2025-10-17,12.2,3.4426229508196715,3.770491803278696,29.68299711815563,False,0.7183,1.8011,1,3,1,33.33333333333333,54.50450450450449,54.50450450450449,16.55737704918033,3.4426229508196715,历史1/3次成功; 当前距低点3.44%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
12,61.09439509443217,54.09198808571176,002617,露笑科技,bottom_area,2025-10-24,8.42,2025-10-23,8.15,3.3128834355828167,3.5582822085889463,30.341880341880334,False,1.6908,3.8358,1,6,1,16.666666666666664,36.60589060308556,36.60589060308556,16.687116564417185,3.3128834355828167,历史1/6次成功; 当前距低点3.31%; 最新日涨幅1.69%; 状态bottom_area; 底部未确认
13,56.64443907059198,51.52687238750925,600706,曲江文旅,bottom_area,2025-10-24,10.27,2025-10-13,9.8,4.795918367346927,6.632653061224475,31.420573827851634,False,-1.534,3.4192,1,2,1,50.0,24.578313253012034,24.578313253012034,15.204081632653073,4.795918367346927,历史1/2次成功; 当前距低点4.80%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
