rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.3958349010162,81.94523277145944,000803,山高环能,bottom_area,2025-11-28,6.88,2025-11-28,6.73,2.2288261515601704,2.2288261515601704,29.822732012513033,False,1.1765,1.8117,2,2,2,100.0,25.843851596863644,36.1111111111111,12.77117384843983,2.2288261515601704,历史2/2次成功; 当前距低点2.23%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
12,80.65044427487106,74.84582512017084,603178,圣龙股份,bottom_area,2025-11-28,18.4,2025-11-24,17.78,3.4870641169853624,4.049493813273334,27.694184627897517,False,0.4367,0.818,5,7,5,71.42857142857143,31.669983984855786,47.51869476546566,11.512935883014636,3.4870641169853624,历史5/7次成功; 当前距低点3.49%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
13,80.4883321214349,75.85587463678716,603173,福斯达,bottom_area,2025-11-28,38.44,2025-11-24,36.85,4.314789687924006,5.427408412483039,32.86573146292585,False,1.1579,4.477,1,1,1,100.0,35.34190927555856,35.34190927555856,10.685210312075993,4.314789687924006,历史1/1次成功; 当前距低点4.31%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
14,80.13007393700651,74.71644749021004,688766,普冉股份,bottom_area,2025-11-28,124.49,2025-11-21,120.0,3.7416666666666627,7.816666666666664,28.22966507177033,False,0.0,0.0,1,1,1,100.0,22.190577904355056,22.190577904355056,11.258333333333336,3.7416666666666627,历史1/1次成功; 当前距低点3.74%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
15,79.2410540474821,73.03891085640653,601127,赛力斯,bottom_area,2025-11-28,126.19,2025-11-24,122.37,3.1216801503636455,4.045109095366501,28.854651162790695,False,0.4937,1.0404,6,9,6,66.66666666666666,27.793951250370768,42.19143576826195,11.878319849636354,3.1216801503636455,历史6/9次成功; 当前距低点3.12%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
16,76.4774466318074,72.36194611812138,688665,四方光电,bottom_area,2025-11-28,47.79,2025-11-21,45.72,4.527559055118111,5.424321959755039,27.715415019762844,False,0.547,0.5163,1,1,1,100.0,19.16548797736917,19.16548797736917,10.472440944881889,4.527559055118111,历史1/1次成功; 当前距低点4.53%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
17,75.71873591022235,69.28241804917685,688337,普源精电,bottom_area,2025-11-28,36.9,2025-11-21,35.92,2.7282850779509933,5.066815144766148,28.159999999999997,False,2.2727,0.798,3,6,3,50.0,38.886602295188766,54.46153846153845,12.271714922049007,2.7282850779509933,历史3/6次成功; 当前距低点2.73%; 最新日涨幅2.27%; 状态bottom_area; 底部未确认
18,75.57580145847032,71.86564822984572,603938,三孚股份,bottom_area,2025-11-28,18.14,2025-11-21,17.31,4.794916233391114,8.08781051415368,27.45180217937972,False,0.0,2.2685,1,1,1,100.0,19.774501300954046,19.774501300954046,10.205083766608885,4.794916233391114,历史1/1次成功; 当前距低点4.79%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
19,75.08705041698529,70.0680478380253,603197,保隆科技,bottom_area,2025-11-28,35.39,2025-11-21,34.1,3.7829912023460386,3.988269794721406,27.431368376250266,False,1.2589,0.8067,4,6,4,66.66666666666666,19.927962971546176,23.07435811937312,11.21700879765396,3.7829912023460386,历史4/6次成功; 当前距低点3.78%; 最新日涨幅1.26%; 状态bottom_area; 底部未确认
20,74.82442436836045,67.59207260014495,603366,日出东方,bottom_area,2025-11-28,9.5,2025-11-28,9.31,2.040816326530607,2.148227712137479,30.522388059701488,False,1.1715,3.2094,2,4,2,50.0,21.371687229219,25.15964240102172,12.959183673469393,2.040816326530607,历史2/4次成功; 当前距低点2.04%; 最新日涨幅1.17%; 状态bottom_area; 底部未确认
21,73.71555131965552,68.7034800370865,605333,沪光股份,bottom_area,2025-11-28,29.3,2025-11-27,28.25,3.716814159292038,4.424778761061947,29.162487462387165,False,2.627,0.8126,3,5,3,60.0,26.224818926195436,29.01840490797546,11.283185840707961,3.716814159292038,历史3/5次成功; 当前距低点3.72%; 最新日涨幅2.63%; 状态bottom_area; 底部未确认
22,70.64690889191544,66.11574729786105,000798,中水渔业,bottom_area,2025-11-28,12.14,2025-11-28,11.68,3.938356164383569,5.565068493150688,29.63855421686748,False,0.2477,16.1238,2,3,2,66.66666666666666,17.250175731123207,17.3015873015873,11.06164383561643,3.938356164383569,历史2/3次成功; 当前距低点3.94%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
23,69.36844821239944,62.42534834623503,600104,上汽集团,bottom_area,2025-11-28,14.97,2025-11-21,14.7,1.8367346938775602,2.1768707482993217,28.74454677653902,False,0.7402,0.3968,1,2,1,50.0,24.425287356321842,24.425287356321842,13.16326530612244,1.8367346938775602,历史1/2次成功; 当前距低点1.84%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
24,67.66141845344644,64.3645444280042,002338,奥普光电,bottom_area,2025-11-28,51.15,2025-11-21,48.8,4.815573770491807,5.389344262295088,30.632551528073915,False,1.7101,1.5312,2,3,2,66.66666666666666,18.588096548703483,20.995288574793882,10.184426229508192,4.815573770491807,历史2/3次成功; 当前距低点4.82%; 最新日涨幅1.71%; 状态bottom_area; 底部未确认
25,67.39375255587338,61.62076849183479,002017,东信和平,bottom_area,2025-11-28,21.38,2025-11-24,20.82,2.6897214217098884,4.514889529298757,27.88361621059924,False,1.0875,1.6384,1,3,1,33.33333333333333,50.390015600624025,50.390015600624025,12.310278578290111,2.6897214217098884,历史1/3次成功; 当前距低点2.69%; 最新日涨幅1.09%; 状态bottom_area; 底部未确认
26,66.27143942684788,62.1628594570077,603127,昭衍新药,bottom_area,2025-11-28,27.93,2025-11-21,26.84,4.061102831594635,8.792846497764529,29.33122696155871,True,0.1075,1.4584,1,2,1,50.0,41.08695652173912,41.08695652173912,10.938897168405365,4.061102831594635,历史1/2次成功; 当前距低点4.06%; 最新日涨幅0.11%; 状态bottom_area; 底部已确认
27,63.845674769642734,60.74204247869935,002213,大为股份,bottom_area,2025-11-28,27.39,2025-11-28,26.13,4.822043628013784,5.243015690776889,28.68449781659389,False,2.6612,19.5485,2,4,2,50.0,18.636031992315928,20.248254460822338,10.177956371986216,4.822043628013784,历史2/4次成功; 当前距低点4.82%; 最新日涨幅2.66%; 状态bottom_area; 底部未确认
28,58.988930619049064,56.009681468255664,300584,海辰药业,bottom_area,2025-11-28,55.3,2025-11-24,52.81,4.715016095436461,9.827684150729024,28.05177111716621,True,-1.5313,6.967,2,6,2,33.33333333333333,41.271961465147655,54.23197492163009,10.28498390456354,4.715016095436461,历史2/6次成功; 当前距低点4.72%; 最新日涨幅-1.53%; 状态bottom_area; 底部已确认
29,57.84513232101819,54.38662259140487,300687,赛意信息,bottom_area,2025-11-28,23.14,2025-11-24,22.21,4.187303016659161,9.14002701485816,27.251883393383558,True,-0.8569,2.2666,1,2,1,50.0,23.299319727891156,23.299319727891156,10.812696983340839,4.187303016659161,历史1/2次成功; 当前距低点4.19%; 最新日涨幅-0.86%; 状态bottom_area; 底部已确认
30,57.07636734344058,50.17980392295895,000661,长春高新,bottom_area,2025-11-28,99.26,2025-11-24,98.68,0.5877584110255354,2.452371301175504,30.394300627777387,False,-0.4014,0.9544,1,3,1,33.33333333333333,25.03526756324649,25.03526756324649,14.412241588974464,0.5877584110255354,历史1/3次成功; 当前距低点0.59%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
