rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.3958349010162,81.94523277145944,000803,山高环能,bottom_area,2025-11-28,6.88,2025-11-28,6.73,2.2288261515601704,2.2288261515601704,29.822732012513033,False,1.1765,1.8117,2,2,2,100.0,25.843851596863644,36.1111111111111,12.77117384843983,2.2288261515601704,历史2/2次成功; 当前距低点2.23%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
2,88.72478643344802,83.79249232819494,002160,常铝股份,bottom_area,2025-11-28,5.19,2025-11-24,4.97,4.426559356136834,8.249496981891351,28.386167146974074,True,0.9728,7.7914,3,3,3,100.0,36.855094947241525,40.066225165562926,10.573440643863167,4.426559356136834,历史3/3次成功; 当前距低点4.43%; 最新日涨幅0.97%; 状态bottom_area; 底部已确认
3,85.47088978612813,77.99411574115744,002321,华英农业,bottom_area,2025-11-28,2.78,2025-11-28,2.71,2.583025830258297,2.9520295202952056,29.792746113989637,False,0.7246,2.672,1,1,1,100.0,25.609756097560986,25.609756097560986,12.416974169741703,2.583025830258297,历史1/1次成功; 当前距低点2.58%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
4,85.1409760136884,78.51165343645657,600550,保变电气,bottom_area,2025-11-28,9.51,2025-11-28,9.22,3.14533622559652,3.4707158351409815,29.076923076923073,False,2.2581,3.5265,1,1,1,100.0,35.285053929121716,35.285053929121716,11.854663774403479,3.14533622559652,历史1/1次成功; 当前距低点3.15%; 最新日涨幅2.26%; 状态bottom_area; 底部未确认
5,84.07015241024504,77.99061781414753,603151,邦基科技,bottom_area,2025-11-28,18.8,2025-11-21,18.17,3.4672537149146887,3.742432581177764,32.62884686688913,False,0.6424,1.42,1,1,1,100.0,36.42987249544626,36.42987249544626,11.53274628508531,3.4672537149146887,历史1/1次成功; 当前距低点3.47%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
6,83.42709916815869,78.7291889232216,002664,信质集团,bottom_area,2025-11-28,22.85,2025-11-24,21.89,4.385564184559163,5.984467793513014,30.727848101265824,False,0.5279,2.0161,2,2,2,100.0,34.990727225895085,52.526315789473685,10.614435815440837,4.385564184559163,历史2/2次成功; 当前距低点4.39%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
7,82.53451618311905,76.56049952170974,600506,统一股份,bottom_area,2025-11-28,25.99,2025-11-28,25.12,3.4633757961783336,4.299363057324833,31.17808219178082,False,2.3228,12.4013,1,1,1,100.0,28.69352869352869,28.69352869352869,11.536624203821667,3.4633757961783336,历史1/1次成功; 当前距低点3.46%; 最新日涨幅2.32%; 状态bottom_area; 底部未确认
8,82.28469072588695,76.21880544535591,300730,科创信息,bottom_area,2025-11-28,13.74,2025-11-24,13.29,3.386004514672694,8.803611738148998,31.84615384615385,True,0.4386,3.4358,3,4,3,75.0,20.881159886073412,24.329896907216508,11.613995485327305,3.386004514672694,历史3/4次成功; 当前距低点3.39%; 最新日涨幅0.44%; 状态bottom_area; 底部已确认
9,82.01773558976717,75.6673983739837,600094,大名城,bottom_area,2025-11-28,4.23,2025-11-21,4.1,3.170731707317093,8.292682926829286,30.743243243243246,True,0.0,1.5362,2,3,2,66.66666666666666,51.71595225176342,87.28070175438596,11.829268292682906,3.170731707317093,历史2/3次成功; 当前距低点3.17%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
10,81.7357278661498,75.38190449315908,301291,明阳电气,bottom_area,2025-11-28,41.88,2025-11-24,40.6,3.1527093596059137,4.926108374384236,27.0440251572327,False,1.6505,2.3458,1,1,1,100.0,18.54882705946537,18.54882705946537,11.847290640394085,3.1527093596059137,历史1/1次成功; 当前距低点3.15%; 最新日涨幅1.65%; 状态bottom_area; 底部未确认
11,81.18963636694366,75.5627257365027,003038,鑫铂股份,bottom_area,2025-11-28,15.94,2025-11-24,15.38,3.641092327698301,5.7867360208062335,28.76331635016211,False,0.5044,1.9469,1,1,1,100.0,25.507614213197975,25.507614213197975,11.358907672301699,3.641092327698301,历史1/1次成功; 当前距低点3.64%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
