rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.51047310006523,83.6839695234464,000665,湖北广电,bottom_area,2025-04-02,5.03,2025-03-31,4.9,2.6530612244897935,8.367346938775494,27.83505154639175,True,-0.5929,4.1207,6,6,6,100.0,20.33843610367265,43.606557377049185,7.346938775510208,2.6530612244897935,历史6/6次成功; 当前距低点2.65%; 最新日涨幅-0.59%; 状态bottom_area; 底部已确认
2,86.77185595428011,82.99448532489826,600203,福日电子,bottom_area,2025-04-02,9.25,2025-03-31,9.01,2.663706992230857,4.550499445061045,32.50936329588015,False,0.1082,3.2902,3,3,3,100.0,20.149125092390385,24.045801526717554,7.336293007769143,2.663706992230857,历史3/3次成功; 当前距低点2.66%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
3,86.39158341581934,82.56792250950298,300377,赢时胜,bottom_area,2025-04-02,24.25,2025-04-01,23.63,2.6237833262801566,7.363520947947533,28.393939393939398,False,1.9336,5.062,3,3,3,100.0,17.366389749579177,20.843471208434714,7.376216673719843,2.6237833262801566,历史3/3次成功; 当前距低点2.62%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
4,85.40974265295475,78.12870454688372,603028,赛福天,bottom_area,2025-04-02,6.17,2025-03-31,6.15,0.3252032520325134,5.040650406504058,32.713347921225385,False,-1.5949,4.9749,3,3,3,100.0,27.635311621063757,43.67816091954023,9.674796747967488,0.3252032520325134,历史3/3次成功; 当前距低点0.33%; 最新日涨幅-1.59%; 状态bottom_area; 底部未确认
5,85.0475229042903,80.8028179126751,002093,国脉科技,bottom_area,2025-04-02,11.06,2025-03-28,10.81,2.3126734505087883,8.140610545790924,31.926952141057935,True,-3.3217,7.3261,3,3,3,100.0,27.557598816317896,52.409638554216855,7.687326549491212,2.3126734505087883,历史3/3次成功; 当前距低点2.31%; 最新日涨幅-3.32%; 状态bottom_area; 底部已确认
6,84.85286511573575,80.65861703016708,000736,中交地产,bottom_area,2025-04-02,5.25,2025-03-25,5.13,2.3391812865497097,7.992202729044837,29.822161422708614,True,-0.5682,1.9113,3,3,3,100.0,16.892206255378625,19.029126213592225,7.66081871345029,2.3391812865497097,历史3/3次成功; 当前距低点2.34%; 最新日涨幅-0.57%; 状态bottom_area; 底部已确认
7,84.41517144377922,80.8656050003941,301366,一博科技,bottom_area,2025-04-02,53.15,2025-03-31,51.73,2.7450222308138446,4.484825053160643,31.483443708609276,False,0.3019,4.0186,2,2,2,100.0,26.366966057256242,36.479591836734706,7.254977769186157,2.7450222308138446,历史2/2次成功; 当前距低点2.75%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
8,83.60006535648843,80.0091055031954,002406,远东传动,bottom_area,2025-04-02,7.62,2025-03-31,7.42,2.695417789757415,5.929919137466313,31.801470588235297,False,0.0,8.7662,4,5,4,80.0,31.154075612055404,67.88321167883211,7.304582210242586,2.695417789757415,历史4/5次成功; 当前距低点2.70%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
9,83.53965331074781,80.81590893949355,002725,跃岭股份,bottom_area,2025-04-02,11.72,2025-03-31,11.35,3.2599118942731367,4.581497797356825,29.10680824484698,False,1.209,1.9956,3,3,3,100.0,15.744666980840336,18.562874251497018,6.740088105726863,3.2599118942731367,历史3/3次成功; 当前距低点3.26%; 最新日涨幅1.21%; 状态bottom_area; 底部未确认
10,83.35396070588712,81.02083912088736,300720,海川智能,bottom_area,2025-04-02,20.94,2025-03-28,20.23,3.5096391497775623,5.981216015818096,31.423728813559322,False,0.2874,2.145,4,5,4,80.0,46.57428162569997,75.69193742478939,6.490360850222437,3.5096391497775623,历史4/5次成功; 当前距低点3.51%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
11,82.53573290434491,78.22341636134753,000536,华映科技,bottom_area,2025-04-02,4.68,2025-03-31,4.58,2.18340611353711,6.1135371179039355,27.3015873015873,False,-0.8475,1.6735,3,3,3,100.0,11.083775807592168,11.280487804878053,7.81659388646289,2.18340611353711,历史3/3次成功; 当前距低点2.18%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
12,82.02711386301966,81.02328554651419,001202,炬申股份,bottom_area,2025-04-02,15.82,2025-03-31,15.16,4.353562005277046,6.926121372031667,32.109270040304516,False,0.7643,3.9196,6,6,6,100.0,13.598961927665792,15.531135531135526,5.646437994722954,4.353562005277046,历史6/6次成功; 当前距低点4.35%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
13,82.01634009582033,75.74559796888781,002300,太阳电缆,bottom_area,2025-04-02,6.1,2025-04-02,6.05,0.8264462809917326,3.4710743801652884,31.171786120591577,False,-1.1345,8.9062,2,2,2,100.0,37.633846718005124,38.41584158415842,9.173553719008268,0.8264462809917326,历史2/2次成功; 当前距低点0.83%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
14,81.26905755326581,79.20835244890408,300386,飞天诚信,bottom_area,2025-04-02,14.76,2025-03-31,14.24,3.651685393258424,4.6348314606741585,30.536585365853657,False,1.304,2.6574,8,9,8,88.88888888888889,19.31168238339282,31.195335276967924,6.348314606741575,3.651685393258424,历史8/9次成功; 当前距低点3.65%; 最新日涨幅1.30%; 状态bottom_area; 底部未确认
15,81.07972400648917,75.37158280226436,603081,大丰实业,bottom_area,2025-04-02,11.25,2025-03-31,11.12,1.169064748201446,5.6654676258992875,32.68765133171913,False,-0.4425,3.731,1,1,1,100.0,16.65080875356803,16.65080875356803,8.830935251798556,1.169064748201446,历史1/1次成功; 当前距低点1.17%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
16,80.97329437725897,78.59268604478216,600097,开创国际,bottom_area,2025-04-02,9.64,2025-03-31,9.32,3.433476394849788,4.07725321888411,27.751937984496124,False,0.4167,2.3106,2,2,2,100.0,22.586087231396153,30.552291421856637,6.566523605150213,3.433476394849788,历史2/2次成功; 当前距低点3.43%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
17,80.65019038259948,77.89001040232297,002178,延华智能,bottom_area,2025-04-02,6.18,2025-03-31,5.99,3.171953255425701,4.674457429048403,27.305825242718445,False,0.1621,1.4658,5,6,5,83.33333333333334,18.38027145892594,29.076086956521735,6.8280467445743,3.171953255425701,历史5/6次成功; 当前距低点3.17%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
18,80.32141404269052,75.47443216080403,600579,中化装备,bottom_area,2025-04-02,7.63,2025-04-01,7.5,1.7333333333333318,6.666666666666667,27.466150870406185,False,-2.0539,3.1975,1,1,1,100.0,24.120603015075385,24.120603015075385,8.26666666666667,1.7333333333333318,历史1/1次成功; 当前距低点1.73%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
19,80.26118859081319,78.98720147032408,002279,久其软件,bottom_area,2025-04-02,6.51,2025-03-31,6.25,4.159999999999997,6.079999999999998,28.977272727272734,False,0.6182,1.8595,3,3,3,100.0,16.94624446410791,25.915492957746476,5.840000000000004,4.159999999999997,历史3/3次成功; 当前距低点4.16%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
20,79.62412206784579,76.94166453265042,002401,中远海科,bottom_area,2025-04-02,16.12,2025-03-31,15.62,3.201024327784903,5.953905249679908,28.414298808432637,False,-0.1858,2.2922,1,1,1,100.0,68.49925705794946,68.49925705794946,6.798975672215097,3.201024327784903,历史1/1次成功; 当前距低点3.20%; 最新日涨幅-0.19%; 状态bottom_area; 底部未确认
21,79.03304279622316,76.56326020884117,002682,龙洲股份,confirmed_rebound,2025-04-02,4.34,2025-04-01,4.2,3.3333333333333255,16.66666666666667,29.76588628762542,True,-7.265,10.8751,3,3,3,100.0,27.49064628409217,42.121212121212146,6.666666666666675,3.3333333333333255,历史3/3次成功; 当前距低点3.33%; 最新日涨幅-7.26%; 状态confirmed_rebound; 底部已确认
22,78.73179997683765,76.70680958254437,603211,晋拓股份,bottom_area,2025-04-02,17.69,2025-03-31,17.07,3.6321031048623373,7.439953134153483,27.36170212765957,True,0.683,15.5739,4,5,4,80.0,15.68819710554038,17.962003454231418,6.3678968951376635,3.6321031048623373,历史4/5次成功; 当前距低点3.63%; 最新日涨幅0.68%; 状态bottom_area; 底部已确认
23,78.39916590307867,75.55518165024631,603280,南方路机,bottom_area,2025-04-02,23.91,2025-03-31,23.2,3.0603448275862104,5.6896551724137945,28.240024744819053,False,0.3357,13.5804,1,1,1,100.0,18.348214285714302,18.348214285714302,6.93965517241379,3.0603448275862104,历史1/1次成功; 当前距低点3.06%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
24,77.59768296217433,75.35380590093106,301428,世纪恒通,bottom_area,2025-04-02,40.97,2025-03-31,39.6,3.4595959595959527,8.005050505050509,27.999999999999996,True,-0.4616,3.8208,2,2,2,100.0,18.7724983269346,26.206896551724135,6.540404040404048,3.4595959595959527,历史2/2次成功; 当前距低点3.46%; 最新日涨幅-0.46%; 状态bottom_area; 底部已确认
25,77.56054549328015,73.3586303054114,300697,电工合金,bottom_area,2025-04-02,15.73,2025-03-31,15.41,2.0765736534717734,5.12654120700843,27.34559170202735,False,-1.1314,7.083,3,4,3,75.0,21.11945287810241,31.64400494437578,7.923426346528227,2.0765736534717734,历史3/4次成功; 当前距低点2.08%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
26,76.98780169357929,73.23595950578303,002123,梦网科技,bottom_area,2025-04-02,14.64,2025-03-31,14.3,2.3776223776223766,4.055944055944057,30.141670737664867,False,0.5495,2.7981,2,3,2,66.66666666666666,36.399311075781654,54.50450450450449,7.622377622377624,2.3776223776223766,历史2/3次成功; 当前距低点2.38%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
27,76.87258368766513,74.82963457687248,000815,美利云,bottom_area,2025-04-02,12.71,2025-03-31,12.27,3.58598207008966,8.39445802770987,29.76531196336577,True,-1.2432,4.5933,3,4,3,75.0,38.336955358478036,55.703211517165016,6.41401792991034,3.58598207008966,历史3/4次成功; 当前距低点3.59%; 最新日涨幅-1.24%; 状态bottom_area; 底部已确认
28,76.39433065349525,73.84694963844431,301389,隆扬电子,bottom_area,2025-04-02,21.8,2025-03-31,21.12,3.2196969696969684,6.250000000000002,31.428571428571427,False,-0.5021,3.747,2,2,2,100.0,16.92397166319034,18.998628257887525,6.780303030303032,3.2196969696969684,历史2/2次成功; 当前距低点3.22%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
29,76.14163726034012,73.23452357127758,600693,东百集团,confirmed_rebound,2025-04-02,5.92,2025-03-31,5.75,2.9565217391304333,10.956521739130434,28.571428571428577,False,-1.3333,3.5529,2,2,2,100.0,20.620393206962166,30.632090761750412,7.043478260869568,2.9565217391304333,历史2/2次成功; 当前距低点2.96%; 最新日涨幅-1.33%; 状态confirmed_rebound; 底部未确认
30,76.11140781074337,73.4604439633696,603163,圣晖集成,bottom_area,2025-04-02,25.3,2025-03-31,24.53,3.139013452914796,4.15817366490012,27.05917335712162,False,-0.1579,2.4971,1,1,1,100.0,30.52362707535122,30.52362707535122,6.860986547085204,3.139013452914796,历史1/1次成功; 当前距低点3.14%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
31,76.07209240256934,71.64531354510568,688111,金山办公,bottom_area,2025-04-02,297.86,2025-03-31,292.44,1.8533716317877227,4.270961564765425,27.251921689594273,False,0.8055,0.584,3,5,3,60.0,19.198929384847716,27.68058076225045,8.146628368212278,1.8533716317877227,历史3/5次成功; 当前距低点1.85%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
32,75.89933063556172,72.76756213846332,601789,宁波建工,bottom_area,2025-04-02,5.53,2025-03-31,5.38,2.7881040892193374,7.063197026022302,27.882037533512065,True,-0.8961,3.8925,1,1,1,100.0,13.303437967115093,13.303437967115093,7.2118959107806635,2.7881040892193374,历史1/1次成功; 当前距低点2.79%; 最新日涨幅-0.90%; 状态bottom_area; 底部已确认
33,74.69223550493913,67.90203227721739,002347,泰尔股份,bottom_area,2025-04-02,6.72,2025-04-02,6.72,0.0,0.0,32.59779338014043,False,-10.0402,1.1899,4,5,4,80.0,17.806625146330024,29.585798816568047,10.0,0.0,历史4/5次成功; 当前距低点0.00%; 最新日涨幅-10.04%; 状态bottom_area; 底部未确认
