rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.51047310006523,83.6839695234464,000665,湖北广电,bottom_area,2025-04-02,5.03,2025-03-31,4.9,2.6530612244897935,8.367346938775494,27.83505154639175,True,-0.5929,4.1207,6,6,6,100.0,20.33843610367265,43.606557377049185,7.346938775510208,2.6530612244897935,历史6/6次成功; 当前距低点2.65%; 最新日涨幅-0.59%; 状态bottom_area; 底部已确认
34,74.4202604049199,69.91712362882603,601798,蓝科高新,bottom_area,2025-04-02,6.49,2025-03-31,6.38,1.724137931034488,5.799373040752353,29.96706915477497,False,-1.6667,3.1722,4,6,4,66.66666666666666,16.35210454256991,21.74721189591078,8.275862068965512,1.724137931034488,历史4/6次成功; 当前距低点1.72%; 最新日涨幅-1.67%; 状态bottom_area; 底部未确认
35,72.80370545190115,72.15112836730513,300509,新美星,bottom_area,2025-04-02,7.85,2025-03-31,7.51,4.527296937416776,6.39147802929428,30.783410138248847,False,0.7702,2.0485,1,1,1,100.0,18.028846153846153,18.028846153846153,5.472703062583224,4.527296937416776,历史1/1次成功; 当前距低点4.53%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
36,72.43955600740652,72.08960646147702,605069,正和生态,bottom_area,2025-04-02,9.27,2025-04-02,8.85,4.745762711864407,6.666666666666665,31.448489542989932,False,2.7716,25.5507,4,5,4,80.0,13.70938411036484,18.036809815950903,5.254237288135593,4.745762711864407,历史4/5次成功; 当前距低点4.75%; 最新日涨幅2.77%; 状态bottom_area; 底部未确认
37,72.06039268071451,70.36934637253725,000757,浩物股份,bottom_area,2025-04-02,3.87,2025-03-31,3.73,3.7533512064343197,5.361930294906172,28.952380952380953,False,0.0,1.9517,2,3,2,66.66666666666666,37.851185250219494,52.941176470588246,6.246648793565681,3.7533512064343197,历史2/3次成功; 当前距低点3.75%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
38,71.27687529835192,69.18024179620033,002730,电光科技,bottom_area,2025-04-02,15.97,2025-03-31,15.44,3.4326424870466394,5.375647668393783,31.071428571428566,False,-0.1251,1.6942,2,3,2,66.66666666666666,66.31186981320792,113.1578947368421,6.567357512953362,3.4326424870466394,历史2/3次成功; 当前距低点3.43%; 最新日涨幅-0.13%; 状态bottom_area; 底部未确认
39,71.19643457512512,69.93607439417273,688023,安恒信息,bottom_area,2025-04-02,52.77,2025-03-31,50.71,4.062315125221854,6.487872214553341,29.451864218141345,False,-0.5653,1.3223,3,4,3,75.0,27.05996171870196,39.261744966442954,5.937684874778147,4.062315125221854,历史3/4次成功; 当前距低点4.06%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
40,70.6106954544067,68.0335811638136,300397,天和防务,bottom_area,2025-04-02,12.17,2025-03-31,11.81,3.0482641828958457,8.552074513124468,28.42424242424242,True,-1.2976,5.2317,2,3,2,66.66666666666666,29.929875452416432,45.75260804769001,6.951735817104154,3.0482641828958457,历史2/3次成功; 当前距低点3.05%; 最新日涨幅-1.30%; 状态bottom_area; 底部已确认
41,70.2612524039108,68.28876806730537,002342,巨力索具,bottom_area,2025-04-02,5.02,2025-04-02,4.85,3.5051546391752564,7.628865979381446,29.093567251461995,False,-6.8646,23.5065,3,4,3,75.0,21.588820670026614,33.45454545454545,6.494845360824744,3.5051546391752564,历史3/4次成功; 当前距低点3.51%; 最新日涨幅-6.86%; 状态bottom_area; 底部未确认
42,70.12100311598907,68.21109252528119,600960,渤海汽车,bottom_area,2025-04-02,3.5,2025-03-31,3.38,3.550295857988169,5.917159763313615,30.737704918032787,False,1.7442,2.8339,2,4,2,50.0,43.20304882523773,69.9604743083004,6.44970414201183,3.550295857988169,历史2/4次成功; 当前距低点3.55%; 最新日涨幅1.74%; 状态bottom_area; 底部未确认
43,67.64422804323742,64.33135582699686,000555,神州信息,bottom_area,2025-04-02,11.69,2025-03-31,11.42,2.364273204903674,5.5166374781085885,28.580362726704188,False,0.1714,2.2687,1,2,1,50.0,41.139240506329116,41.139240506329116,7.635726795096326,2.364273204903674,历史1/2次成功; 当前距低点2.36%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
44,66.99995792439199,66.43720854282039,300746,汉嘉数智,bottom_area,2025-04-02,12.16,2025-03-31,11.63,4.557179707652616,5.4170249355115985,27.584059775840586,False,1.5025,1.6352,2,3,2,66.66666666666666,26.564040911837,36.90896259703598,5.442820292347384,4.557179707652616,历史2/3次成功; 当前距低点4.56%; 最新日涨幅1.50%; 状态bottom_area; 底部未确认
45,66.2685882610585,64.37857504862188,000890,法尔胜,bottom_area,2025-04-02,3.27,2025-03-31,3.16,3.4810126582278436,5.379746835443036,27.853881278538807,False,0.0,2.393,2,4,2,50.0,21.748838222480394,32.954545454545446,6.518987341772156,3.4810126582278436,历史2/4次成功; 当前距低点3.48%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
46,64.53186584129053,63.091681175586324,300721,怡达股份,bottom_area,2025-04-02,14.15,2025-03-31,13.63,3.8151137197358733,9.170946441672779,31.5075376884422,True,-2.2115,13.3743,4,7,4,57.14285714285714,16.728865742003688,22.270742358078603,6.184886280264127,3.8151137197358733,历史4/7次成功; 当前距低点3.82%; 最新日涨幅-2.21%; 状态bottom_area; 底部已确认
47,62.81868953731494,62.61583047529994,300671,富满微,confirmed_rebound,2025-04-02,27.78,2025-03-31,26.5,4.830188679245287,14.943396226415098,30.023765513599148,False,0.036,2.0498,2,3,2,66.66666666666666,19.580612888777,20.266753415744958,5.169811320754714,4.830188679245287,历史2/3次成功; 当前距低点4.83%; 最新日涨幅0.04%; 状态confirmed_rebound; 底部未确认
48,58.23272536356623,57.179919414880096,300676,华大基因,bottom_area,2025-04-02,53.28,2025-03-31,51.21,4.042179261862918,6.22925209919937,27.155049786628734,False,0.6993,0.9139,1,2,1,50.0,23.258538343696497,23.258538343696497,5.957820738137083,4.042179261862918,历史1/2次成功; 当前距低点4.04%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
49,57.789071715806784,56.81559577572429,002599,盛通股份,bottom_area,2025-04-02,9.63,2025-03-31,9.25,4.108108108108117,6.162162162162165,31.53219837157661,False,0.8377,3.9634,1,2,1,50.0,22.107969151670947,22.107969151670947,5.891891891891884,4.108108108108117,历史1/2次成功; 当前距低点4.11%; 最新日涨幅0.84%; 状态bottom_area; 底部未确认
50,57.10958035296943,57.01746812659367,300451,创业慧康,bottom_area,2025-04-02,6.19,2025-03-31,5.9,4.915254237288136,8.3050847457627,27.60736196319018,True,0.1618,3.6911,1,2,1,50.0,23.89380530973452,23.89380530973452,5.084745762711865,4.915254237288136,历史1/2次成功; 当前距低点4.92%; 最新日涨幅0.16%; 状态bottom_area; 底部已确认
51,55.376626490457255,54.51591463925545,002335,科华数据,bottom_area,2025-04-02,43.64,2025-03-31,41.89,4.1776080210074,6.922893291955116,27.53848815083896,False,0.5762,4.7562,1,2,1,50.0,10.596026490066222,10.596026490066222,5.822391978992601,4.1776080210074,历史1/2次成功; 当前距低点4.18%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
52,53.930648959890924,52.594554780326106,000779,甘咨询,confirmed_rebound,2025-04-02,9.29,2025-03-31,8.96,3.683035714285695,10.491071428571422,31.81126331811263,True,-1.065,3.7362,1,2,1,50.0,17.69825918762089,17.69825918762089,6.316964285714305,3.683035714285695,历史1/2次成功; 当前距低点3.68%; 最新日涨幅-1.06%; 状态confirmed_rebound; 底部已确认
