rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,99.15032558139534,86.21767441860464,603787,新日股份,bottom_area,2026-04-29,11.88,17.11,2026-04-27,11.61,2.325581395348849,3.7037037037037015,32.14494447691409,30.56691992986557,False,1.4518,2.0191,2,2,2,100.0,56.730295566502456,92.85714285714283,17.67441860465115,2.325581395348849,历史2/2次成功; 当前距低点2.33%; 最新日涨幅1.45%; 状态bottom_area; 底部未确认
2,94.08059486280246,80.43607113892892,603277,银都股份,bottom_area,2026-04-29,13.04,17.69,2026-04-24,12.86,1.399688958009329,3.0326594090202224,27.30356133408706,26.286037309214255,False,0.0767,0.2997,1,1,1,100.0,24.23312883435582,24.23312883435582,18.600311041990672,1.399688958009329,历史1/1次成功; 当前距低点1.40%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
3,92.3815346484503,80.2653629851187,300779,惠城环保,bottom_area,2026-04-29,70.42,94.68,2026-04-29,68.85,2.2803195352215067,4.03776325344953,27.28136882129279,25.623151668779048,False,0.242,3.6018,1,1,1,100.0,34.11016949152542,34.11016949152542,17.719680464778495,2.2803195352215067,历史1/1次成功; 当前距低点2.28%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
4,89.16809085533616,79.85002703145618,688109,品茗科技,bottom_area,2026-04-29,95.6,128.0,2026-04-28,91.98,3.935638182213514,5.24026962383126,28.140624999999996,25.312500000000004,False,2.9396,1.4618,2,2,2,100.0,35.50151659625266,37.459584295612025,16.064361817786487,3.935638182213514,历史2/2次成功; 当前距低点3.94%; 最新日涨幅2.94%; 状态bottom_area; 底部未确认
5,88.71704485216358,78.36151881257591,601628,中国人寿,bottom_area,2026-04-29,36.64,50.7,2026-04-07,35.51,3.1822021965643557,7.885102787947069,29.960552268244584,27.73175542406312,True,0.0273,0.1626,1,1,1,100.0,25.736235595390532,25.736235595390532,16.817797803435646,3.1822021965643557,历史1/1次成功; 当前距低点3.18%; 最新日涨幅0.03%; 状态bottom_area; 底部已确认
6,88.00181214052539,73.7505881392996,300775,三角防务,bottom_area,2026-04-29,29.27,40.25,2026-04-29,29.18,0.30843043180260404,2.7758738862234362,27.50310559006211,27.279503105590063,False,-2.7252,5.8805,1,1,1,100.0,37.224782386072704,37.224782386072704,19.691569568197398,0.30843043180260404,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
7,87.16894892661264,75.46042761376086,002315,焦点科技,bottom_area,2026-04-29,30.42,44.42,2026-04-29,29.8,2.080536912751681,2.9865771812080553,32.913102206213416,31.517334533993697,False,1.3662,2.4668,2,3,2,66.66666666666666,44.71712423746247,57.129586623316285,17.91946308724832,2.080536912751681,历史2/3次成功; 当前距低点2.08%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
8,84.15978481088531,75.75995983935742,600611,大众交通,bottom_area,2026-04-29,4.69,6.6,2026-04-07,4.5,4.22222222222223,9.333333333333332,31.818181818181813,28.93939393939393,True,1.2959,0.9461,1,1,1,100.0,24.497991967871478,24.497991967871478,15.777777777777771,4.22222222222223,历史1/1次成功; 当前距低点4.22%; 最新日涨幅1.30%; 状态bottom_area; 底部已确认
9,78.18700749147175,65.47199054020463,688326,经纬恒润,bottom_area,2026-04-29,91.12,125.0,2026-04-29,90.88,0.26408450704226355,2.50880281690141,27.296000000000003,27.103999999999996,False,-1.1714,2.3369,2,3,2,66.66666666666666,31.061486825775873,34.48938586529221,19.735915492957737,0.26408450704226355,历史2/3次成功; 当前距低点0.26%; 最新日涨幅-1.17%; 状态bottom_area; 底部未确认
10,73.24791931310114,66.06874275536771,603000,人民网,bottom_area,2026-04-29,19.51,27.18,2026-03-23,18.7,4.331550802139049,9.03743315508022,31.199411331861665,28.219278881530528,True,0.879,1.1522,3,6,3,50.0,32.068164431423405,48.493150684931514,15.668449197860951,4.331550802139049,历史3/6次成功; 当前距低点4.33%; 最新日涨幅0.88%; 状态bottom_area; 底部已确认
11,72.96178004823443,63.4104501910711,601808,中海油服,bottom_area,2026-04-29,15.15,20.55,2026-04-23,14.81,2.2957461174881826,3.646185010128286,27.931873479318735,26.277372262773724,False,0.3976,0.8399,1,2,1,50.0,35.34812547819435,35.34812547819435,17.704253882511818,2.2957461174881826,历史1/2次成功; 当前距低点2.30%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
