rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.52371929706588,86.77631981400937,300474,景嘉微,bottom_area,2024-04-09,68.26,2024-04-09,67.43,1.230906124870233,3.010529437935617,27.720012863115016,False,-1.187,2.4212,5,5,5,100.0,28.72465472426617,59.857142857142854,6.769093875129767,1.230906124870233,历史5/5次成功; 当前距低点1.23%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
2,91.03027416963577,87.61494706308464,688327,云从科技,bottom_area,2024-04-09,12.17,2024-04-08,11.93,2.011735121542332,3.9396479463537353,28.175797712221552,False,1.9263,1.6928,7,7,7,100.0,20.331737312909354,53.56783919597991,5.9882648784576675,2.011735121542332,历史7/7次成功; 当前距低点2.01%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
3,89.63229234172468,84.99126015564507,688322,奥比中光,bottom_area,2024-04-09,27.03,2024-04-09,26.7,1.2359550561797823,4.868913857677906,31.327160493827165,False,-2.9443,2.2885,5,5,5,100.0,19.18944991255361,28.749462827675128,6.764044943820218,1.2359550561797823,历史5/5次成功; 当前距低点1.24%; 最新日涨幅-2.94%; 状态bottom_area; 底部未确认
4,87.43693401823606,84.27484680841062,002657,中科金财,bottom_area,2024-04-09,14.2,2024-04-08,13.91,2.0848310567936674,3.5226455787203466,27.096436058700203,False,2.0848,2.5306,2,2,2,100.0,36.60355708548481,56.540447504302946,5.915168943206332,2.0848310567936674,历史2/2次成功; 当前距低点2.08%; 最新日涨幅2.08%; 状态bottom_area; 底部未确认
5,86.22003589764368,81.98887065794891,603178,圣龙股份,bottom_area,2024-04-09,28.57,2024-04-09,28.18,1.383960255500357,2.1291696238467046,27.74358974358974,False,0.5986,2.04,4,5,4,80.0,25.72204322843939,44.66270354096666,6.616039744499644,1.383960255500357,历史4/5次成功; 当前距低点1.38%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
6,84.74567316479582,82.49339449541286,002611,东方精工,bottom_area,2024-04-09,6.71,2024-04-09,6.54,2.5993883792048917,2.752293577981647,29.525862068965512,False,1.6667,5.4417,1,1,1,100.0,145.12534818941506,145.12534818941506,5.400611620795108,2.5993883792048917,历史1/1次成功; 当前距低点2.60%; 最新日涨幅1.67%; 状态bottom_area; 底部未确认
7,82.04316812673854,81.04270149407344,300364,中文在线,bottom_area,2024-04-09,26.44,2024-04-03,25.58,3.362001563721669,7.857701329163416,28.70680044593089,True,-2.6151,8.8125,6,6,6,100.0,14.828306770746416,20.7773851590106,4.637998436278331,3.362001563721669,历史6/6次成功; 当前距低点3.36%; 最新日涨幅-2.62%; 状态bottom_area; 底部已确认
8,81.74784899632714,81.79809426080911,688039,当虹科技,bottom_area,2024-04-09,27.35,2024-04-08,26.29,4.03195131228605,4.602510460251049,28.90751757706868,False,1.0344,2.2044,5,5,5,100.0,13.822275552802699,17.31207289293849,3.9680486877139503,4.03195131228605,历史5/5次成功; 当前距低点4.03%; 最新日涨幅1.03%; 状态bottom_area; 底部未确认
9,80.29450773195083,76.89801322862284,002229,鸿博股份,bottom_area,2024-04-09,23.22,2024-04-09,22.82,1.7528483786152436,3.8124452234881727,27.555555555555557,False,1.0004,6.7145,1,1,1,100.0,9.540363074546153,9.540363074546153,6.247151621384757,1.7528483786152436,历史1/1次成功; 当前距低点1.75%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
10,80.26159964617506,77.81112973945493,603079,圣达生物,bottom_area,2024-04-09,10.72,2024-04-09,10.47,2.387774594078319,2.4832855778414498,32.49516441005802,False,1.6114,3.2319,1,1,1,100.0,22.232558139534888,22.232558139534888,5.612225405921681,2.387774594078319,历史1/1次成功; 当前距低点2.39%; 最新日涨幅1.61%; 状态bottom_area; 底部未确认
11,80.04526309688605,76.31608778047783,300548,长芯博创,bottom_area,2024-04-09,24.05,2024-04-09,23.69,1.5196285352469372,4.474461798227095,29.283582089552233,False,-1.394,5.7653,1,1,1,100.0,26.026026026026024,26.026026026026024,6.480371464753063,1.5196285352469372,历史1/1次成功; 当前距低点1.52%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
12,79.64453496726004,77.53929388465666,603106,恒银科技,bottom_area,2024-04-09,5.51,2024-04-08,5.37,2.607076350093104,5.586592178770947,27.235772357723576,False,2.037,1.8504,3,4,3,75.0,27.625956789617884,34.60144927536232,5.392923649906896,2.607076350093104,历史3/4次成功; 当前距低点2.61%; 最新日涨幅2.04%; 状态bottom_area; 底部未确认
13,77.37805215692796,77.2118885604937,300426,华智数媒,bottom_area,2024-04-09,8.55,2024-04-08,8.23,3.88821385176185,4.617253948967181,27.168141592920353,False,1.6647,1.3703,2,2,2,100.0,20.736645927476964,25.936811168258643,4.11178614823815,3.88821385176185,历史2/2次成功; 当前距低点3.89%; 最新日涨幅1.66%; 状态bottom_area; 底部未确认
14,76.41000000000001,70.75,000628,高新发展,confirmed_rebound,2024-04-09,63.9,2024-04-09,63.9,0.0,8.763693270735526,31.208956830659922,False,-10.0,17.7314,1,1,1,100.0,99.77973568281939,99.77973568281939,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态confirmed_rebound; 底部未确认
15,71.13825000000001,65.86875,605180,华生科技,bottom_area,2024-04-09,18.18,2024-04-09,18.18,0.0,0.0,27.075812274368232,False,-10.0,2.4469,1,1,1,100.0,13.541666666666663,13.541666666666663,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
16,70.13006499081358,71.36967385387688,002857,三晖电气,confirmed_rebound,2024-04-09,12.39,2024-03-28,11.81,4.911092294665538,8.806096528365783,29.785969084423304,True,1.7241,1.3998,1,1,1,100.0,19.55357142857144,19.55357142857144,3.0889077053344622,4.911092294665538,历史1/1次成功; 当前距低点4.91%; 最新日涨幅1.72%; 状态confirmed_rebound; 底部已确认
17,69.73728406671778,66.555002330527,002238,天威视讯,bottom_area,2024-04-09,10.34,2024-04-09,10.18,1.5717092337917498,4.0275049115913575,28.30985915492958,False,-1.711,1.7252,2,3,2,66.66666666666666,13.074369445728676,15.169902912621358,6.42829076620825,1.5717092337917498,历史2/3次成功; 当前距低点1.57%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
18,68.56475957121732,68.12575665993131,603190,亚通精工,confirmed_rebound,2024-04-09,25.45,2024-03-27,24.55,3.6659877800407275,9.45010183299389,27.83656672545562,True,-0.741,3.7653,1,1,1,100.0,9.323703217334197,9.323703217334197,4.3340122199592725,3.6659877800407275,历史1/1次成功; 当前距低点3.67%; 最新日涨幅-0.74%; 状态confirmed_rebound; 底部已确认
