rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.85448998775502,83.82190212803829,000718,苏宁环球,bottom_area,2025-09-26,2.59,2025-09-23,2.58,0.3875968992247979,4.651162790697678,31.2,False,0.0,3.8521,4,4,4,100.0,19.86894117349903,36.111111111111114,7.612403100775202,0.3875968992247979,历史4/4次成功; 当前距低点0.39%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,87.94527923341649,83.71934285596446,000679,大连友谊,bottom_area,2025-09-26,7.75,2025-09-26,7.64,1.4397905759162346,2.7486910994764395,27.65151515151516,False,-0.2574,2.0806,8,8,8,100.0,14.8498138121154,24.94061757719715,6.560209424083766,1.4397905759162346,历史8/8次成功; 当前距低点1.44%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
3,83.62534863389578,77.62107230307285,605188,国光连锁,bottom_area,2025-09-26,15.72,2025-09-26,15.7,0.12738853503185574,4.840764331210201,27.64976958525346,False,-3.7944,3.1338,4,4,4,100.0,16.029667542717576,19.218749999999993,7.872611464968145,0.12738853503185574,历史4/4次成功; 当前距低点0.13%; 最新日涨幅-3.79%; 状态bottom_area; 底部未确认
4,82.57318670370725,78.75477344573235,002259,升达林业,bottom_area,2025-09-26,3.96,2025-09-23,3.9,1.5384615384615399,5.641025641025646,27.509293680297397,False,0.2532,1.2522,1,1,1,100.0,16.894977168949776,16.894977168949776,6.46153846153846,1.5384615384615399,历史1/1次成功; 当前距低点1.54%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
5,82.45198373656618,81.20653633985138,300534,陇神戎发,bottom_area,2025-09-26,9.65,2025-09-23,9.35,3.2085561497326283,5.454545454545452,27.519379844961243,False,-0.3099,1.6563,5,5,5,100.0,23.021743877643914,41.58730158730159,4.791443850267372,3.2085561497326283,历史5/5次成功; 当前距低点3.21%; 最新日涨幅-0.31%; 状态bottom_area; 底部未确认
6,81.84273798152981,80.80819875776399,301009,可靠股份,bottom_area,2025-09-26,13.31,2025-09-23,12.88,3.3385093167701836,4.5807453416149055,30.566037735849054,False,0.3771,2.1418,1,1,1,100.0,53.96648044692738,53.96648044692738,4.661490683229816,3.3385093167701836,历史1/1次成功; 当前距低点3.34%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
7,81.8193613965402,75.75866795975944,600246,万通发展,bottom_area,2025-09-26,11.4,2025-09-26,11.4,0.0,6.8421052631578885,29.28039702233251,False,-6.7103,8.7564,3,3,3,100.0,33.379935267523855,64.73317865429235,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-6.71%; 状态bottom_area; 底部未确认
8,81.15770779224835,75.14602573356328,002115,三维通信,bottom_area,2025-09-26,10.62,2025-09-26,10.62,0.0,3.0131826741996264,28.48484848484849,False,-3.5422,10.5669,4,4,4,100.0,13.419493191200443,20.720720720720706,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-3.54%; 状态bottom_area; 底部未确认
9,79.3661422703989,80.6529596748311,600316,洪都航空,confirmed_rebound,2025-09-26,35.55,2025-09-16,33.91,4.836331465644355,9.407254497198482,28.565409732462616,True,1.5714,2.1143,5,5,5,100.0,18.547287185485008,30.462519936204153,3.163668534355646,4.836331465644355,历史5/5次成功; 当前距低点4.84%; 最新日涨幅1.57%; 状态confirmed_rebound; 底部已确认
10,78.61733656980375,77.83894709881561,603839,安正时尚,confirmed_rebound,2025-09-26,8.32,2025-09-23,8.04,3.4825870646766317,9.328358208955224,30.569948186528507,True,0.8485,2.848,2,2,2,100.0,20.15723444235658,31.88073394495412,4.517412935323368,3.4825870646766317,历史2/2次成功; 当前距低点3.48%; 最新日涨幅0.85%; 状态confirmed_rebound; 底部已确认
11,78.51585888122378,73.39002436685152,301151,冠龙节能,bottom_area,2025-09-26,20.48,2025-09-23,20.38,0.4906771344455418,5.004906771344453,28.49122807017544,False,-1.0628,3.7611,1,1,1,100.0,37.520259319286865,37.520259319286865,7.509322865554459,0.4906771344455418,历史1/1次成功; 当前距低点0.49%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
