rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,65.949788179382,58.562737799834544,605117,德业股份,bottom_area,2024-10-21,83.4,2024-10-17,80.6,3.4739454094292945,10.42183622828785,27.906976744186053,True,-3.8617,3.6635,3,9,3,33.33333333333333,54.69731694041234,60.22338317420285,16.52605459057071,3.4739454094292945,历史3/9次成功; 当前距低点3.47%; 最新日涨幅-3.86%; 状态bottom_area; 底部已确认
2,62.354472731045966,54.458054786939705,601828,美凯龙,bottom_area,2024-10-21,2.8,2024-10-18,2.73,2.564102564102558,5.494505494505491,27.00534759358289,False,-0.7092,1.1205,1,4,1,25.0,33.81294964028779,33.81294964028779,17.435897435897445,2.564102564102558,历史1/4次成功; 当前距低点2.56%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
3,57.52833884758854,52.45852196016335,002347,泰尔股份,bottom_area,2024-10-21,4.47,2024-10-18,4.26,4.929577464788732,6.103286384976521,28.643216080402013,False,0.6757,10.0995,1,4,1,25.0,29.585798816568047,29.585798816568047,15.07042253521127,4.929577464788732,历史1/4次成功; 当前距低点4.93%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
