rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.04952525748558,81.6779790599777,300382,斯莱克,bottom_area,2023-03-21,16.08,2023-03-14,15.45,4.077669902912615,4.919093851132696,29.836512261580385,False,0.5629,1.0296,3,3,3,100.0,30.403583003325068,49.70059880239522,10.922330097087386,4.077669902912615,历史3/3次成功; 当前距低点4.08%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
2,83.66185943987752,77.79166500076255,002660,茂硕电源,bottom_area,2023-03-21,9.23,2023-03-20,8.91,3.591470258136928,3.591470258136928,28.31858407079646,False,1.7641,2.457,2,2,2,100.0,20.21622144792876,24.71428571428572,11.408529741863072,3.591470258136928,历史2/2次成功; 当前距低点3.59%; 最新日涨幅1.76%; 状态bottom_area; 底部未确认
3,83.4067224933388,77.83432279962302,002347,泰尔股份,bottom_area,2023-03-21,5.21,2023-03-20,5.02,3.784860557768933,3.784860557768933,29.09604519774012,False,2.7613,3.3129,2,2,2,100.0,22.816155222237516,29.585798816568047,11.215139442231067,3.784860557768933,历史2/2次成功; 当前距低点3.78%; 最新日涨幅2.76%; 状态bottom_area; 底部未确认
4,81.41553056583358,76.40640946212336,002708,光洋股份,bottom_area,2023-03-21,6.62,2023-03-20,6.36,4.088050314465405,4.245283018867918,31.759656652360512,False,2.4768,1.4439,1,1,1,100.0,35.522388059701484,35.522388059701484,10.911949685534594,4.088050314465405,历史1/1次成功; 当前距低点4.09%; 最新日涨幅2.48%; 状态bottom_area; 底部未确认
5,81.24903351925022,74.95913368185215,002645,华宏科技,bottom_area,2023-03-21,15.29,2023-03-20,14.82,3.171390013495269,3.576248313090414,29.22636103151863,False,1.5947,0.9632,1,1,1,100.0,16.50485436893203,16.50485436893203,11.82860998650473,3.171390013495269,历史1/1次成功; 当前距低点3.17%; 最新日涨幅1.59%; 状态bottom_area; 底部未确认
6,76.38285217854495,72.14304520770997,605128,上海沿浦,bottom_area,2023-03-21,42.42,2023-03-20,40.62,4.431314623338268,4.702117183653383,31.731092436974794,False,2.5381,3.0249,1,1,1,100.0,16.80883090817863,16.80883090817863,10.568685376661731,4.431314623338268,历史1/1次成功; 当前距低点4.43%; 最新日涨幅2.54%; 状态bottom_area; 底部未确认
7,72.0555338904906,67.697155099775,688221,前沿生物,bottom_area,2023-03-21,13.56,2023-03-20,13.02,4.147465437788026,4.3010752688172085,30.00000000000001,False,2.9613,1.6711,3,5,3,60.0,26.09342095662206,34.87394957983194,10.852534562211973,4.147465437788026,历史3/5次成功; 当前距低点4.15%; 最新日涨幅2.96%; 状态bottom_area; 底部未确认
8,59.09905424492145,54.59965433981447,002824,和胜股份,bottom_area,2023-03-21,31.49,2023-03-21,30.5,3.245901639344257,3.278688524590164,28.904428904428904,False,1.9094,2.8867,1,3,1,33.33333333333333,19.06976744186047,19.06976744186047,11.754098360655743,3.245901639344257,历史1/3次成功; 当前距低点3.25%; 最新日涨幅1.91%; 状态bottom_area; 底部未确认
9,58.76295994771326,55.78261233815689,000887,中鼎股份,bottom_area,2023-03-21,12.69,2023-03-20,12.12,4.702970297029705,5.033003300330043,28.45336481700119,False,2.3387,1.56,1,2,1,50.0,23.84615384615385,23.84615384615385,10.297029702970296,4.702970297029705,历史1/2次成功; 当前距低点4.70%; 最新日涨幅2.34%; 状态bottom_area; 底部未确认
