rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.7647232494099,85.07380129739421,603113,金能科技,bottom_area,2024-07-19,5.02,2024-07-19,4.96,1.209677419354831,2.4193548387096793,31.491712707182323,False,-1.3752,0.9681,5,5,5,100.0,19.31110652431836,31.03448275862069,6.790322580645169,1.209677419354831,历史5/5次成功; 当前距低点1.21%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
12,83.86949300356083,80.16444487832588,002416,爱施德,bottom_area,2024-07-19,8.62,2024-07-18,8.48,1.6509433962264008,2.594339622641496,30.71895424836601,False,0.1161,0.4805,2,2,2,100.0,9.185999041516526,9.811320754716984,6.349056603773599,1.6509433962264008,历史2/2次成功; 当前距低点1.65%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
13,83.8165675223705,80.25995012468826,002687,乔治白,bottom_area,2024-07-19,4.08,2024-07-09,4.01,1.745635910224446,6.733167082294276,31.45299145299145,False,-0.2445,0.5158,1,1,1,100.0,64.00000000000001,64.00000000000001,6.254364089775555,1.745635910224446,历史1/1次成功; 当前距低点1.75%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
14,83.80490655209411,82.68730642867459,002853,皮阿诺,bottom_area,2024-07-19,6.57,2024-07-18,6.36,3.3018867924528292,3.616352201257854,31.019522776572668,False,0.4587,1.9659,4,4,4,100.0,9.653808147672265,10.012836970474972,4.698113207547171,3.3018867924528292,历史4/4次成功; 当前距低点3.30%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
15,83.71435446334895,82.1545140891758,002386,天原股份,confirmed_rebound,2024-07-19,3.75,2024-07-09,3.64,3.0219780219780183,9.340659340659336,27.920792079207917,True,-0.5305,0.2886,4,4,4,100.0,26.852817092933762,48.85290148448042,4.978021978021982,3.0219780219780183,历史4/4次成功; 当前距低点3.02%; 最新日涨幅-0.53%; 状态confirmed_rebound; 底部已确认
16,82.38469279013209,81.72394599274395,002246,北化股份,bottom_area,2024-07-19,7.52,2024-07-18,7.26,3.5812672176308515,5.234159779614324,31.315042573320724,False,0.6693,1.4614,3,3,3,100.0,24.565780908291877,31.992687385740403,4.4187327823691485,3.5812672176308515,历史3/3次成功; 当前距低点3.58%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
17,82.21314004968629,81.32230648487274,603229,奥翔药业,bottom_area,2024-07-19,7.23,2024-07-17,6.99,3.433476394849788,4.864091559370527,32.52895752895753,False,-0.2759,0.6508,4,4,4,100.0,26.40125088779702,43.052109181141425,4.566523605150212,3.433476394849788,历史4/4次成功; 当前距低点3.43%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
18,81.9955341557826,80.72569181266205,002044,美年健康,bottom_area,2024-07-19,3.56,2024-07-17,3.45,3.1884057971014457,4.057971014492744,29.447852760736186,False,1.1364,0.9466,3,3,3,100.0,14.383102312114746,18.108108108108105,4.811594202898554,3.1884057971014457,历史3/3次成功; 当前距低点3.19%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
19,81.80356799413042,79.39726189969596,601515,衢州东峰,bottom_area,2024-07-19,2.93,2024-07-18,2.86,2.4475524475524577,4.195804195804199,31.90476190476191,False,-1.3468,0.4524,3,3,3,100.0,20.632696129653542,34.48275862068966,5.552447552447543,2.4475524475524577,历史3/3次成功; 当前距低点2.45%; 最新日涨幅-1.35%; 状态bottom_area; 底部未确认
20,81.59868626834775,76.83554756231995,601886,江河集团,bottom_area,2024-07-19,4.62,2024-07-18,4.58,0.873362445414848,2.18340611353711,27.64612954186414,False,-1.2821,0.532,3,3,3,100.0,27.40222547239673,33.5540838852097,7.126637554585153,0.873362445414848,历史3/3次成功; 当前距低点0.87%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
21,81.52470523291865,80.4244061116234,600186,莲花控股,confirmed_rebound,2024-07-19,3.45,2024-06-24,3.34,3.293413173652705,8.083832335329342,27.074235807860266,True,0.2907,1.3709,2,2,2,100.0,31.7386459545783,53.49544072948328,4.706586826347295,3.293413173652705,历史2/2次成功; 当前距低点3.29%; 最新日涨幅0.29%; 状态confirmed_rebound; 底部已确认
22,81.2680843562797,77.21989011682207,603128,华贸物流,bottom_area,2024-07-19,5.28,2024-07-18,5.21,1.3435700575815794,2.6871401151631416,28.038674033149174,False,-0.9381,0.9156,2,2,2,100.0,12.060375527462716,15.267175572519085,6.656429942418421,1.3435700575815794,历史2/2次成功; 当前距低点1.34%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
23,81.1761868811256,79.95378238597995,603282,亚光股份,bottom_area,2024-07-19,15.75,2024-07-09,15.26,3.2110091743119282,7.7326343381389355,27.848699763593377,True,0.1271,0.662,1,1,1,100.0,34.64991023339317,34.64991023339317,4.788990825688072,3.2110091743119282,历史1/1次成功; 当前距低点3.21%; 最新日涨幅0.13%; 状态bottom_area; 底部已确认
24,80.56386328165483,78.35307123034228,000629,钒钛股份,bottom_area,2024-07-19,2.41,2024-07-18,2.35,2.5531914893617045,3.8297872340425467,28.78787878787878,False,0.0,0.4568,1,1,1,100.0,27.173913043478265,27.173913043478265,5.446808510638296,2.5531914893617045,历史1/1次成功; 当前距低点2.55%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
25,80.2823779357678,79.27775623145732,001218,丽臣实业,bottom_area,2024-07-19,14.52,2024-07-18,14.05,3.3451957295373584,3.70106761565836,29.040404040404038,False,0.9736,0.5815,2,2,2,100.0,25.18711018711019,29.999999999999993,4.654804270462642,3.3451957295373584,历史2/2次成功; 当前距低点3.35%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
26,80.24907887536281,74.9784331834616,601717,中创智领,bottom_area,2024-07-19,12.86,2024-07-19,12.8,0.46874999999999,2.0312499999999982,29.281767955801108,False,-1.2289,0.8852,2,2,2,100.0,29.124640771298786,35.43478260869567,7.53125000000001,0.46874999999999,历史2/2次成功; 当前距低点0.47%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
27,79.61255237253886,78.307428563153,603209,兴通股份,bottom_area,2024-07-19,12.48,2024-07-18,12.1,3.1404958677686015,4.132231404958678,27.674835624626425,False,-0.2398,0.6994,3,3,3,100.0,23.267522267018258,26.115859449192786,4.8595041322313985,3.1404958677686015,历史3/3次成功; 当前距低点3.14%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
28,79.48953563430803,77.25409790761944,605099,共创草坪,confirmed_rebound,2024-07-19,18.33,2024-07-09,17.88,2.5167785234899287,9.060402684563766,28.96305125148988,True,-0.3804,0.0849,1,1,1,100.0,44.31372549019606,44.31372549019606,5.483221476510072,2.5167785234899287,历史1/1次成功; 当前距低点2.52%; 最新日涨幅-0.38%; 状态confirmed_rebound; 底部已确认
29,79.46075812242766,77.66358427151653,603090,宏盛股份,bottom_area,2024-07-19,15.73,2024-07-18,15.3,2.8104575163398673,4.509803921568624,28.37078651685393,False,0.7687,1.1644,2,2,2,100.0,9.95391079984634,11.718339464004206,5.189542483660133,2.8104575163398673,历史2/2次成功; 当前距低点2.81%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
30,79.10853390663392,76.4333660933661,603012,创力集团,bottom_area,2024-07-19,4.16,2024-07-09,4.07,2.2113022113022076,6.633906633906624,27.19141323792486,False,-0.4785,0.7804,1,1,1,100.0,35.13513513513512,35.13513513513512,5.788697788697792,2.2113022113022076,历史1/1次成功; 当前距低点2.21%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
31,78.90856050571453,76.22745685095673,603036,如通股份,bottom_area,2024-07-19,9.28,2024-07-18,9.08,2.2026431718061596,3.6343612334801767,29.062500000000004,False,0.1079,0.5961,1,1,1,100.0,11.448834853090181,11.448834853090181,5.79735682819384,2.2026431718061596,历史1/1次成功; 当前距低点2.20%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
32,78.4140085175108,76.89833126361914,002367,康力电梯,bottom_area,2024-07-19,5.52,2024-07-18,5.36,2.9850746268656576,3.1716417910447747,30.208333333333325,False,0.7299,0.6038,1,1,1,100.0,24.646781789638936,24.646781789638936,5.014925373134342,2.9850746268656576,历史1/1次成功; 当前距低点2.99%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
33,78.39541259787323,78.59189232869497,002254,泰和新材,confirmed_rebound,2024-07-19,8.32,2024-07-09,7.99,4.1301627033792245,8.760951188986224,31.416309012875537,True,0.3619,0.5224,2,2,2,100.0,32.14335103440648,38.58695652173914,3.8698372966207755,4.1301627033792245,历史2/2次成功; 当前距低点4.13%; 最新日涨幅0.36%; 状态confirmed_rebound; 底部已确认
34,78.35092367996702,76.19555762988412,603187,海容冷链,bottom_area,2024-07-19,10.86,2024-07-18,10.59,2.549575070821526,3.3994334277620344,31.27839065541856,False,0.3697,1.0059,1,1,1,100.0,15.530047265361235,15.530047265361235,5.450424929178474,2.549575070821526,历史1/1次成功; 当前距低点2.55%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
35,78.12329461238124,75.94799404228132,600293,三峡新材,confirmed_rebound,2024-07-19,2.43,2024-07-09,2.37,2.531645569620255,8.438818565400833,27.300613496932506,True,-1.6194,0.4519,2,2,2,100.0,20.80723624201886,32.17391304347827,5.468354430379745,2.531645569620255,历史2/2次成功; 当前距低点2.53%; 最新日涨幅-1.62%; 状态confirmed_rebound; 底部已确认
36,77.47935871644087,78.36737428912214,000705,浙江震元,bottom_area,2024-07-19,7.06,2024-07-09,6.75,4.592592592592587,6.518518518518525,30.555555555555557,False,0.5698,1.0246,3,3,3,100.0,18.916588173296947,34.04605263157895,3.407407407407413,4.592592592592587,历史3/3次成功; 当前距低点4.59%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
37,77.31279275517596,76.54329555385578,603060,国检集团,confirmed_rebound,2024-07-19,5.65,2024-07-09,5.46,3.479853479853487,9.157509157509157,31.835205992509362,True,-0.1767,0.1397,3,3,3,100.0,18.964309074848,36.2098138747885,4.520146520146513,3.479853479853487,历史3/3次成功; 当前距低点3.48%; 最新日涨幅-0.18%; 状态confirmed_rebound; 底部已确认
38,77.08432249395324,73.70131147540984,000068,华控赛格,bottom_area,2024-07-19,2.44,2024-07-19,2.4,1.6666666666666683,4.1666666666666705,31.62393162393162,False,-1.6129,0.7853,1,1,1,100.0,13.7704918032787,13.7704918032787,6.333333333333332,1.6666666666666683,历史1/1次成功; 当前距低点1.67%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
39,77.00083576711141,78.49599762666695,605567,春雪食品,bottom_area,2024-07-19,7.56,2024-07-09,7.2,4.999999999999992,7.638888888888887,29.961089494163417,True,1.6129,2.1779,2,2,2,100.0,32.07525605734906,36.46616541353383,3.000000000000008,4.999999999999992,历史2/2次成功; 当前距低点5.00%; 最新日涨幅1.61%; 状态bottom_area; 底部已确认
40,76.88952575391046,74.12984059894004,600389,江山股份,bottom_area,2024-07-19,13.13,2024-07-18,12.86,2.0995334370140077,4.276827371695185,29.726775956284158,False,-0.5303,1.0277,1,1,1,100.0,21.380520620064356,21.380520620064356,5.900466562985993,2.0995334370140077,历史1/1次成功; 当前距低点2.10%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
41,76.6690922781207,76.05456584978037,001308,康冠科技,bottom_area,2024-07-19,21.98,2024-07-09,21.22,3.5815268614514686,6.456173421300665,29.101236217841635,False,1.9008,1.9669,1,1,1,100.0,27.421758569299566,27.421758569299566,4.418473138548531,3.5815268614514686,历史1/1次成功; 当前距低点3.58%; 最新日涨幅1.90%; 状态bottom_area; 底部未确认
42,76.34248991036843,74.88834724540902,600230,沧州大化,bottom_area,2024-07-19,9.27,2024-07-18,9.0,2.9999999999999956,3.555555555555559,29.411764705882355,False,0.4334,0.5001,1,1,1,100.0,14.02337228714524,14.02337228714524,5.000000000000004,2.9999999999999956,历史1/1次成功; 当前距低点3.00%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
43,76.29870659679548,77.30372144481407,688151,华强科技,confirmed_rebound,2024-07-19,11.63,2024-07-09,11.11,4.680468046804693,9.36093609360937,27.051871306631654,True,1.4834,0.6185,2,2,2,100.0,31.9633795243483,32.022471910112344,3.319531953195307,4.680468046804693,历史2/2次成功; 当前距低点4.68%; 最新日涨幅1.48%; 状态confirmed_rebound; 底部已确认
44,76.073527575691,76.41853223589823,000789,万年青,bottom_area,2024-07-19,4.43,2024-07-09,4.25,4.235294117647053,7.2941176470588145,29.752066115702476,True,-1.5556,0.477,2,2,2,100.0,34.00539152759949,47.599999999999994,3.764705882352948,4.235294117647053,历史2/2次成功; 当前距低点4.24%; 最新日涨幅-1.56%; 状态bottom_area; 底部已确认
45,75.14604298226779,73.92967397968107,603320,迪贝电气,bottom_area,2024-07-19,13.42,2024-07-18,13.01,3.1514219830899317,6.072252113758654,28.516483516483515,False,-0.9594,4.352,2,2,2,100.0,16.531806995301665,23.71541501976285,4.848578016910069,3.1514219830899317,历史2/2次成功; 当前距低点3.15%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
46,75.08423138384727,74.07185972473921,603010,万盛股份,bottom_area,2024-07-19,8.78,2024-07-18,8.5,3.2941176470588163,3.2941176470588163,27.78249787595582,False,0.8037,0.3366,1,1,1,100.0,13.238967527060783,13.238967527060783,4.705882352941184,3.2941176470588163,历史1/1次成功; 当前距低点3.29%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
47,74.67187990258155,75.40131427835534,605337,李子园,confirmed_rebound,2024-07-19,9.51,2024-07-09,9.1,4.505494505494507,8.35164835164835,31.00833965125095,True,-0.105,0.3406,3,3,3,100.0,25.39699866066034,37.98882681564246,3.4945054945054927,4.505494505494507,历史3/3次成功; 当前距低点4.51%; 最新日涨幅-0.10%; 状态confirmed_rebound; 底部已确认
48,74.63531280431042,72.83839323139021,600970,中材国际,bottom_area,2024-07-19,10.15,2024-07-12,9.88,2.732793522267202,6.983805668016188,27.03101920236336,False,-1.0721,0.4332,1,1,1,100.0,22.19979818365287,22.19979818365287,5.267206477732798,2.732793522267202,历史1/1次成功; 当前距低点2.73%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
49,74.51720396485186,73.5751333819618,603325,博隆技术,bottom_area,2024-07-19,60.98,2024-07-18,59.01,3.338417217420774,5.388917132689374,31.922011998154137,False,-0.3595,1.1789,1,1,1,100.0,33.584541062801925,33.584541062801925,4.6615827825792255,3.338417217420774,历史1/1次成功; 当前距低点3.34%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
50,73.91884923344732,69.86607270649934,600141,兴发集团,bottom_area,2024-07-19,17.97,2024-07-19,17.78,1.068616422947119,2.0809898762654524,28.393072895690686,False,-1.2095,0.8239,2,3,2,66.66666666666666,24.70887894705429,36.58969804618119,6.931383577052881,1.068616422947119,历史2/3次成功; 当前距低点1.07%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
51,73.7301501399812,74.24755470236704,002698,博实股份,bottom_area,2024-07-19,11.48,2024-07-18,11.0,4.363636363636368,6.8181818181818175,30.730478589420656,False,1.4134,1.1293,2,2,2,100.0,10.627126943322317,11.142857142857146,3.6363636363636327,4.363636363636368,历史2/2次成功; 当前距低点4.36%; 最新日涨幅1.41%; 状态bottom_area; 底部未确认
52,72.60523770583568,70.6901964537345,002706,良信股份,bottom_area,2024-07-19,6.29,2024-07-18,6.13,2.610114192495924,3.4257748776508965,30.734463276836156,False,-0.317,0.888,3,4,3,75.0,13.31320867002797,14.727153188691638,5.389885807504076,2.610114192495924,历史3/4次成功; 当前距低点2.61%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
53,72.55289444416252,71.59666245987547,600256,广汇能源,confirmed_rebound,2024-07-19,5.93,2024-07-10,5.74,3.310104529616716,8.013937282229964,30.843373493975907,True,-1.6584,0.5655,1,1,1,100.0,23.62204724409449,23.62204724409449,4.689895470383284,3.310104529616716,历史1/1次成功; 当前距低点3.31%; 最新日涨幅-1.66%; 状态confirmed_rebound; 底部已确认
54,71.04818801317495,68.75503558982261,002605,姚记科技,bottom_area,2024-07-19,17.39,2024-07-18,17.0,2.294117647058827,2.941176470588235,27.257167308515196,False,1.1047,1.5546,2,3,2,66.66666666666666,11.284715905645513,12.862318840579725,5.705882352941173,2.294117647058827,历史2/3次成功; 当前距低点2.29%; 最新日涨幅1.10%; 状态bottom_area; 底部未确认
55,70.20589131780396,71.27657833626527,002557,洽洽食品,bottom_area,2024-07-19,27.8,2024-07-09,26.53,4.787033546928004,5.767056162834518,31.001300390117038,False,0.6153,1.0197,1,1,1,100.0,16.510832383124292,16.510832383124292,3.2129664530719957,4.787033546928004,历史1/1次成功; 当前距低点4.79%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
56,70.15701871404116,69.4103589777789,600131,国网信通,bottom_area,2024-07-19,15.32,2024-07-18,14.81,3.4436191762322736,5.131667792032409,28.280871670702172,False,-1.3522,0.6617,1,1,1,100.0,12.482853223593954,12.482853223593954,4.556380823767727,3.4436191762322736,历史1/1次成功; 当前距低点3.44%; 最新日涨幅-1.35%; 状态bottom_area; 底部未确认
57,69.95412091529793,70.95985108820159,002320,海峡股份,bottom_area,2024-07-19,5.08,2024-07-09,4.85,4.742268041237122,5.567010309278361,27.28635682158921,False,0.0,0.4587,1,1,1,100.0,14.259259259259249,14.259259259259249,3.257731958762878,4.742268041237122,历史1/1次成功; 当前距低点4.74%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
58,68.21136968269671,68.22756613756614,002060,广东建工,bottom_area,2024-07-19,3.37,2024-07-09,3.24,4.012345679012342,6.48148148148148,27.67857142857143,False,-0.2959,0.492,1,1,1,100.0,13.095238095238093,13.095238095238093,3.9876543209876583,4.012345679012342,历史1/1次成功; 当前距低点4.01%; 最新日涨幅-0.30%; 状态bottom_area; 底部未确认
59,67.14931595197251,63.9172727272727,600058,五矿发展,bottom_area,2024-07-19,6.36,2024-07-09,6.27,1.4354066985646052,5.263157894736844,28.91156462585035,False,-1.7002,0.3948,1,2,1,50.0,99.54954954954954,99.54954954954954,6.564593301435395,1.4354066985646052,历史1/2次成功; 当前距低点1.44%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
60,67.04126275689505,67.71670675300648,300568,星源材质,confirmed_rebound,2024-07-19,7.86,2024-07-09,7.52,4.521276595744691,8.909574468085106,27.6923076923077,True,-0.2538,1.1252,1,1,1,100.0,17.608695652173925,17.608695652173925,3.478723404255309,4.521276595744691,历史1/1次成功; 当前距低点4.52%; 最新日涨幅-0.25%; 状态confirmed_rebound; 底部已确认
61,65.80629479029844,66.9649010787939,300741,华宝股份,bottom_area,2024-07-19,14.75,2024-07-09,14.06,4.90753911806543,7.3257467994310055,32.011605415860735,True,-1.0731,0.1758,1,1,1,100.0,8.0865068171133,8.0865068171133,3.0924608819345702,4.90753911806543,历史1/1次成功; 当前距低点4.91%; 最新日涨幅-1.07%; 状态bottom_area; 底部已确认
62,61.45512751073899,60.80399808245445,002833,弘亚数控,bottom_area,2024-07-19,16.51,2024-07-18,15.96,3.4461152882205552,3.759398496240588,28.940338379341053,False,0.7937,0.843,1,2,1,50.0,35.43624161073825,35.43624161073825,4.553884711779445,3.4461152882205552,历史1/2次成功; 当前距低点3.45%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
63,56.4129761451508,55.91113957530416,601636,旗滨集团,bottom_area,2024-07-19,6.15,2024-07-16,5.94,3.5353535353535346,3.5353535353535346,30.60747663551402,False,0.6547,0.9609,1,2,1,50.0,10.224438902743147,10.224438902743147,4.464646464646465,3.5353535353535346,历史1/2次成功; 当前距低点3.54%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
