rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,80.20232074175159,75.48219957499688,688289,圣湘生物,bottom_area,2021-09-03,68.38,2021-09-02,67.16,1.8165574746873123,3.3353186420488528,28.324439701173965,False,-0.0292,0.5,1,1,1,100.0,25.182530200451346,25.182530200451346,8.183442525312689,1.8165574746873123,历史1/1次成功; 当前距低点1.82%; 最新日涨幅-0.03%; 状态bottom_area; 底部未确认
2,80.18606880068764,76.29951980933767,300463,迈克生物,bottom_area,2021-09-03,28.25,2021-09-01,27.59,2.392171076476985,3.9507067778180494,31.025000000000002,False,2.0961,1.4517,1,1,1,100.0,14.159515396264513,14.159515396264513,7.607828923523016,2.392171076476985,历史1/1次成功; 当前距低点2.39%; 最新日涨幅2.10%; 状态bottom_area; 底部未确认
3,80.16666319426504,74.66045466287781,688111,金山办公,bottom_area,2021-09-03,240.0,2021-09-01,237.0,1.2658227848101267,5.485232067510549,31.1046511627907,False,-0.1996,1.1634,1,1,1,100.0,14.013605442176866,14.013605442176866,8.734177215189874,1.2658227848101267,历史1/1次成功; 当前距低点1.27%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
4,77.52774843435093,76.33074359166348,300604,长川科技,bottom_area,2021-09-03,39.6,2021-09-03,38.01,4.183109707971595,5.367008681925807,31.265822784810126,False,1.4344,3.8309,1,1,1,100.0,36.28082648300379,36.28082648300379,5.816890292028405,4.183109707971595,历史1/1次成功; 当前距低点4.18%; 最新日涨幅1.43%; 状态bottom_area; 底部未确认
5,77.1423288959193,70.90511663069748,002455,百川股份,bottom_area,2021-09-03,17.45,2021-09-03,17.35,0.5763688760806793,9.625360230547539,28.688861487875037,False,-4.8009,15.0278,1,1,1,100.0,35.42600896860987,35.42600896860987,9.423631123919321,0.5763688760806793,历史1/1次成功; 当前距低点0.58%; 最新日涨幅-4.80%; 状态bottom_area; 底部未确认
6,73.96339236350607,68.15332168947808,688179,阿拉丁,bottom_area,2021-09-03,84.0,2021-09-03,83.41,0.7073492387003997,4.831554969428128,32.92859440334513,False,-2.1891,3.3365,1,1,1,100.0,12.021924482338617,12.021924482338617,9.292650761299601,0.7073492387003997,历史1/1次成功; 当前距低点0.71%; 最新日涨幅-2.19%; 状态bottom_area; 底部未确认
7,70.541663716106,64.7636488330543,300693,盛弘股份,confirmed_rebound,2021-09-03,38.95,2021-09-03,38.75,0.5161290322580719,10.838709677419363,27.106847253574113,False,-4.3937,12.9361,1,1,1,100.0,11.88399476668121,11.88399476668121,9.483870967741929,0.5161290322580719,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-4.39%; 状态confirmed_rebound; 底部未确认
8,63.735339269068916,59.10837873351191,300722,新余国科,bottom_area,2021-09-03,42.54,2021-09-03,42.1,1.0451306413301609,5.510688836104514,27.413793103448274,False,-2.8101,1.6986,1,2,1,50.0,19.361702127659576,19.361702127659576,8.95486935866984,1.0451306413301609,历史1/2次成功; 当前距低点1.05%; 最新日涨幅-2.81%; 状态bottom_area; 底部未确认
