rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.64999931044542,88.74774302885173,603192,汇得科技,bottom_area,2025-09-04,21.84,2025-09-04,21.58,1.2048192771084412,2.6876737720111303,27.266599258510286,False,0.46,1.5493,4,4,4,100.0,16.530811723972995,25.562817719680464,6.795180722891558,1.2048192771084412,历史4/4次成功; 当前距低点1.20%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
2,92.19182603796133,88.76683999905957,300510,金冠股份,bottom_area,2025-09-04,4.52,2025-09-03,4.43,2.0316027088036086,3.6117381489842018,30.01579778830964,False,1.3453,5.9211,4,4,4,100.0,26.76824825339677,40.000000000000014,5.968397291196392,2.0316027088036086,历史4/4次成功; 当前距低点2.03%; 最新日涨幅1.35%; 状态bottom_area; 底部未确认
3,91.01270078702944,86.7439836946857,002695,煌上煌,bottom_area,2025-09-04,12.16,2025-09-04,11.98,1.502504173622702,2.67111853088481,27.305825242718445,False,1.0806,1.9232,3,3,3,100.0,26.073619411534626,30.57176196032671,6.497495826377298,1.502504173622702,历史3/3次成功; 当前距低点1.50%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
4,90.02868591383461,85.5310747836633,688115,思林杰,bottom_area,2025-09-04,52.35,2025-09-04,51.66,1.3356562137050036,5.497483546264041,32.124556562869536,False,-2.2409,3.0016,7,7,7,100.0,23.313822316724192,53.58819584171696,6.664343786294996,1.3356562137050036,历史7/7次成功; 当前距低点1.34%; 最新日涨幅-2.24%; 状态bottom_area; 底部未确认
5,89.44912976156122,84.6843191095862,002041,登海种业,bottom_area,2025-09-04,9.64,2025-06-23,9.53,1.154249737670527,7.345225603357829,29.719764011799416,True,0.5214,0.9603,2,2,2,100.0,18.2043468358871,21.395106715252467,6.845750262329473,1.154249737670527,历史2/2次成功; 当前距低点1.15%; 最新日涨幅0.52%; 状态bottom_area; 底部已确认
6,87.75578934116548,86.04903168785269,002795,永和智控,bottom_area,2025-09-04,4.84,2025-08-28,4.7,2.9787234042553123,5.957446808510643,31.884057971014496,False,0.8333,3.7831,6,6,6,100.0,23.766242201907538,32.328767123287676,5.021276595744688,2.9787234042553123,历史6/6次成功; 当前距低点2.98%; 最新日涨幅0.83%; 状态bottom_area; 底部未确认
7,86.9853486011981,84.649058287102,002800,天顺股份,bottom_area,2025-09-04,14.29,2025-09-03,13.93,2.5843503230437865,6.030150753768844,27.673935617860856,False,2.2906,4.2471,5,5,5,100.0,11.405252815278596,14.184397163120579,5.415649676956214,2.5843503230437865,历史5/5次成功; 当前距低点2.58%; 最新日涨幅2.29%; 状态bottom_area; 底部未确认
8,86.4797152512961,84.86120695909017,603221,爱丽家居,bottom_area,2025-09-04,12.29,2025-09-02,11.93,3.0176026823134907,5.616093880972338,32.2159090909091,False,1.6543,2.4516,4,4,4,100.0,17.856672444972688,20.699708454810505,4.98239731768651,3.0176026823134907,历史4/4次成功; 当前距低点3.02%; 最新日涨幅1.65%; 状态bottom_area; 底部未确认
9,86.27896341048998,83.36830132939438,301009,可靠股份,bottom_area,2025-09-04,13.84,2025-09-03,13.54,2.215657311669134,3.9881831610044385,27.008086253369278,False,1.9897,5.6774,1,1,1,100.0,53.96648044692738,53.96648044692738,5.784342688330867,2.215657311669134,历史1/1次成功; 当前距低点2.22%; 最新日涨幅1.99%; 状态bottom_area; 底部未确认
10,85.59028332028281,83.29976350740466,300730,科创信息,bottom_area,2025-09-04,18.62,2025-09-04,18.15,2.5895316804407846,5.7851239669421535,29.267342166796578,False,0.3233,9.9759,3,3,3,100.0,20.881159886073412,24.329896907216508,5.410468319559215,2.5895316804407846,历史3/3次成功; 当前距低点2.59%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
11,85.0433002914598,82.52815647507651,002232,启明信息,bottom_area,2025-09-04,21.0,2025-09-04,20.5,2.4390243902439024,5.121951219512198,27.201704545454547,False,1.0101,8.3422,3,3,3,100.0,14.887806907702295,17.044757817290016,5.560975609756098,2.4390243902439024,历史3/3次成功; 当前距低点2.44%; 最新日涨幅1.01%; 状态bottom_area; 底部未确认
12,84.83380235777796,81.50781734837076,002272,川润股份,bottom_area,2025-09-04,15.39,2025-09-04,15.1,1.9205298013245096,7.218543046357627,29.34019653720169,False,-4.1121,12.6929,5,5,5,100.0,19.067877932207704,48.337595907928375,6.079470198675491,1.9205298013245096,历史5/5次成功; 当前距低点1.92%; 最新日涨幅-4.11%; 状态bottom_area; 底部未确认
13,84.61034526830503,81.64118566129827,603109,神驰机电,bottom_area,2025-09-04,30.51,2025-09-04,29.87,2.14261801138266,7.499163039839297,27.79792119893642,False,-3.7843,3.004,5,5,5,100.0,22.507283479842627,33.71428571428571,5.85738198861734,2.14261801138266,历史5/5次成功; 当前距低点2.14%; 最新日涨幅-3.78%; 状态bottom_area; 底部未确认
14,84.1831022074967,81.93939266342443,002826,易明医药,bottom_area,2025-09-04,19.37,2025-09-03,18.88,2.5953389830508584,5.137711864406793,29.631010063361906,False,2.3244,7.045,2,2,2,100.0,30.305191100969765,50.0,5.404661016949142,2.5953389830508584,历史2/2次成功; 当前距低点2.60%; 最新日涨幅2.32%; 状态bottom_area; 底部未确认
15,83.9636827892696,81.12539136896669,000561,烽火电子,bottom_area,2025-09-04,11.09,2025-09-04,10.85,2.2119815668202785,6.267281105990781,32.60869565217392,False,-3.313,5.3638,4,4,4,100.0,20.584458824284518,31.050955414012744,5.7880184331797215,2.2119815668202785,历史4/4次成功; 当前距低点2.21%; 最新日涨幅-3.31%; 状态bottom_area; 底部未确认
16,83.2125732527012,79.99351819456962,002148,北纬科技,bottom_area,2025-09-04,9.94,2025-09-04,9.75,1.9487179487179436,5.538461538461529,32.244614315496875,False,-2.3576,7.8135,3,3,3,100.0,17.72362966476626,19.756097560975626,6.051282051282056,1.9487179487179436,历史3/3次成功; 当前距低点1.95%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
17,82.88238823990974,82.98754669400988,300665,飞鹿股份,bottom_area,2025-09-04,9.47,2025-09-03,9.1,4.065934065934077,5.27472527472528,29.18287937743191,False,3.4973,11.019,5,5,5,100.0,20.633743894298735,23.50486787204451,3.934065934065923,4.065934065934077,历史5/5次成功; 当前距低点4.07%; 最新日涨幅3.50%; 状态bottom_area; 底部未确认
18,82.19770863560517,78.26676439522339,605169,洪通燃气,bottom_area,2025-09-04,14.67,2025-09-04,14.46,1.452282157676342,2.1438450899031722,30.68072866730584,False,0.4795,1.5061,3,4,3,75.0,17.381546853362593,26.09375,6.547717842323658,1.452282157676342,历史3/4次成功; 当前距低点1.45%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
19,81.96989541914901,79.30988019341788,603256,宏和科技,confirmed_rebound,2025-09-04,34.92,2025-09-04,34.14,2.284710017574696,10.63268892794377,28.277310924369747,False,-5.4171,2.6159,5,5,5,100.0,21.93020985746335,47.511312217194565,5.715289982425304,2.284710017574696,历史5/5次成功; 当前距低点2.28%; 最新日涨幅-5.42%; 状态confirmed_rebound; 底部未确认
20,81.94500364531368,78.5311693416993,002212,天融信,bottom_area,2025-09-04,9.68,2025-09-04,9.51,1.787592008412197,6.729758149316516,30.17621145374449,False,-2.2222,10.0925,2,2,2,100.0,24.553113553113555,30.95238095238096,6.212407991587803,1.787592008412197,历史2/2次成功; 当前距低点1.79%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
21,81.8307592769519,78.69826419228633,688011,新光光电,confirmed_rebound,2025-09-04,34.67,2025-09-04,34.0,1.9705882352941226,14.705882352941178,29.387331256490135,False,-7.4232,6.8314,5,5,5,100.0,14.791426713746969,19.069767441860456,6.029411764705878,1.9705882352941226,历史5/5次成功; 当前距低点1.97%; 最新日涨幅-7.42%; 状态confirmed_rebound; 底部未确认
22,81.16948648534883,79.23399947526602,603080,新疆火炬,bottom_area,2025-09-04,20.96,2025-08-28,20.4,2.745098039215698,5.490196078431378,29.655172413793107,False,1.5012,3.7212,2,2,2,100.0,17.595822605794677,22.385321100917427,5.254901960784303,2.745098039215698,历史2/2次成功; 当前距低点2.75%; 最新日涨幅1.50%; 状态bottom_area; 底部未确认
23,80.90995816536332,77.42540774326878,688682,霍莱沃,bottom_area,2025-09-04,28.53,2025-09-04,28.05,1.7112299465240657,5.06238859180035,27.687548337200308,False,-1.79,3.0475,2,2,2,100.0,17.672107641632564,26.22699386503069,6.288770053475934,1.7112299465240657,历史2/2次成功; 当前距低点1.71%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
24,80.88540421950162,77.05150078773703,688110,东芯股份,confirmed_rebound,2025-09-04,99.04,2025-09-04,97.6,1.475409836065586,22.315573770491806,28.235294117647065,False,-17.038,10.548,3,3,3,100.0,16.53459792455136,22.87272727272727,6.524590163934414,1.475409836065586,历史3/3次成功; 当前距低点1.48%; 最新日涨幅-17.04%; 状态confirmed_rebound; 底部未确认
25,80.85921998986333,77.12888023115501,300645,正元智慧,bottom_area,2025-09-04,18.41,2025-09-04,18.13,1.5444015444015506,4.467733039161623,27.276373846770962,False,-1.1809,6.3591,1,1,1,100.0,30.699547055863096,30.699547055863096,6.455598455598449,1.5444015444015506,历史1/1次成功; 当前距低点1.54%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
26,80.75222579990843,75.50314093868029,300192,科德教育,bottom_area,2025-09-04,19.85,2025-09-03,19.75,0.5063291139240579,6.227848101265825,28.905687544996404,False,0.0504,13.6887,1,1,1,100.0,26.599845797995382,26.599845797995382,7.493670886075943,0.5063291139240579,历史1/1次成功; 当前距低点0.51%; 最新日涨幅0.05%; 状态bottom_area; 底部未确认
27,80.67984843154382,77.7365208564621,688448,磁谷科技,confirmed_rebound,2025-09-04,44.92,2025-09-04,44.01,2.0677118836628128,8.588957055214728,31.08362041966803,False,-5.7688,7.774,2,2,2,100.0,44.14464489899632,63.23529411764706,5.932288116337188,2.0677118836628128,历史2/2次成功; 当前距低点2.07%; 最新日涨幅-5.77%; 状态confirmed_rebound; 底部未确认
28,80.53989947339326,77.34090715277088,300902,国安达,bottom_area,2025-09-04,22.61,2025-09-04,22.19,1.89274447949526,3.4249662009914283,32.798304058146584,False,-0.7463,4.9924,2,2,2,100.0,19.4428202474198,26.906779661016937,6.10725552050474,1.89274447949526,历史2/2次成功; 当前距低点1.89%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
29,80.53104737641101,75.2314876749099,300683,海特生物,confirmed_rebound,2025-09-04,43.53,2025-09-02,43.33,0.4615739672282549,10.039233787214405,29.841321243523318,True,-2.2018,6.1015,3,3,3,100.0,14.75202322682966,16.532137518684582,7.538426032771746,0.4615739672282549,历史3/3次成功; 当前距低点0.46%; 最新日涨幅-2.20%; 状态confirmed_rebound; 底部已确认
