rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.41655677490148,87.89916816731305,688136,科兴制药,bottom_area,2025-06-25,39.99,2025-06-23,39.44,1.394523326572019,7.276876267748491,32.23367697594502,True,-0.5966,3.3353,4,4,4,100.0,27.57355565536154,60.65012831479899,6.605476673427982,1.394523326572019,历史4/4次成功; 当前距低点1.39%; 最新日涨幅-0.60%; 状态bottom_area; 底部已确认
2,92.33262814280633,87.99244874876632,603139,康惠股份,bottom_area,2025-06-25,21.02,2025-06-20,20.71,1.4968614196040497,5.5528730082085875,31.42384105960264,False,0.0476,3.2343,4,4,4,100.0,16.049961212169606,29.315476190476186,6.503138580395951,1.4968614196040497,历史4/4次成功; 当前距低点1.50%; 最新日涨幅0.05%; 状态bottom_area; 底部未确认
3,91.22296787240761,86.2118037536487,605136,丽人丽妆,bottom_area,2025-06-25,10.46,2025-06-23,10.35,1.0628019323671614,4.927536231884056,28.768066070199588,False,-1.5066,6.0811,4,4,4,100.0,23.62899010454739,52.667814113597245,6.937198067632838,1.0628019323671614,历史4/4次成功; 当前距低点1.06%; 最新日涨幅-1.51%; 状态bottom_area; 底部未确认
4,86.98645033024478,82.14739052554026,002155,湖南黄金,bottom_area,2025-06-25,17.75,2025-06-24,17.57,1.0244735344336922,2.675014228799083,28.548190321268805,False,0.5666,2.0031,1,1,1,100.0,28.834355828220854,28.834355828220854,6.975526465566308,1.0244735344336922,历史1/1次成功; 当前距低点1.02%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
5,85.1508616875461,80.76023483590397,300483,首华燃气,bottom_area,2025-06-25,11.36,2025-06-25,11.22,1.2477718360071193,4.901960784313716,32.40963855421687,False,-5.8824,17.0455,3,3,3,100.0,23.468573236560218,44.56035767511176,6.752228163992881,1.2477718360071193,历史3/3次成功; 当前距低点1.25%; 最新日涨幅-5.88%; 状态bottom_area; 底部未确认
6,84.91417110229277,86.05911512851014,603327,福蓉科技,bottom_area,2025-06-25,9.14,2025-06-23,8.73,4.696449026345935,5.040091638029776,28.148148148148145,False,0.5501,0.6966,6,6,6,100.0,44.87644574504772,129.39632545931758,3.3035509736540654,4.696449026345935,历史6/6次成功; 当前距低点4.70%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
7,84.21372880613823,81.97048771770616,600250,南京商旅,bottom_area,2025-06-25,10.67,2025-06-23,10.4,2.5961538461538423,5.673076923076922,28.52233676975945,False,-0.0936,6.4219,6,6,6,100.0,19.622142402886666,53.93258426966293,5.403846153846158,2.5961538461538423,历史6/6次成功; 当前距低点2.60%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
8,83.12352992420296,82.10885143492584,002678,珠江钢琴,bottom_area,2025-06-25,4.92,2025-06-23,4.76,3.361344537815129,3.991596638655471,29.79351032448378,False,0.2037,1.4076,3,3,3,100.0,23.939338608302766,35.5191256830601,4.638655462184871,3.361344537815129,历史3/3次成功; 当前距低点3.36%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
9,81.36880364966284,77.79044325971589,300703,创源股份,bottom_area,2025-06-25,20.8,2025-06-25,20.46,1.661779081133919,4.252199413489723,30.761421319796955,False,-1.5152,10.7743,2,2,2,100.0,19.02849228333993,20.914127423822727,6.338220918866081,1.661779081133919,历史2/2次成功; 当前距低点1.66%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
10,81.23090444405958,81.03236974322397,603333,尚纬股份,bottom_area,2025-06-25,7.51,2025-06-23,7.23,3.872752420470254,7.1922544951590535,28.838582677165352,True,-1.1842,3.509,5,5,5,100.0,21.03357667686099,47.19626168224298,4.1272475795297465,3.872752420470254,历史5/5次成功; 当前距低点3.87%; 最新日涨幅-1.18%; 状态bottom_area; 底部已确认
11,81.14795536764376,82.45013049997544,300436,广生堂,bottom_area,2025-06-25,34.09,2025-06-20,32.52,4.82779827798278,7.595325953259528,29.671280276816603,True,0.3533,5.5928,5,5,5,100.0,17.889841794495617,35.88379705400981,3.1722017220172196,4.82779827798278,历史5/5次成功; 当前距低点4.83%; 最新日涨幅0.35%; 状态bottom_area; 底部已确认
