rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.06972972972973,70.89144144144144,300437,清水源,bottom_area,2021-04-29,7.9,2021-04-29,7.9,0.0,4.3037974683544284,30.457746478873233,False,-1.3733,5.6348,1,1,1,100.0,30.330330330330323,30.330330330330323,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
2,84.22192532376836,70.27186878157003,002222,福晶科技,bottom_area,2021-04-29,14.82,2021-04-28,14.81,0.06752194463200396,4.321404456448338,30.273069679849336,False,-3.3898,4.133,1,1,1,100.0,25.783972125435533,25.783972125435533,19.932478055367998,0.06752194463200396,历史1/1次成功; 当前距低点0.07%; 最新日涨幅-3.39%; 状态bottom_area; 底部未确认
