code,name,latest_date,latest_close,current_stage,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,historical_valid_event_count
300586,美联新材,2023-10-23,8.65,bottom_area,2023-10-23,8.54,1.2880562060890073,8.313817330210783,27.008547008547012,False,2
300620,光库科技,2023-10-23,37.78,bottom_area,2023-10-23,37.32,1.2325830653804952,8.681672025723477,28.02314368370299,False,6
601155,新城控股,2023-10-23,11.52,bottom_area,2023-10-20,11.4,1.0526315789473615,4.73684210526315,27.06333973128599,False,2
601111,中国国航,2023-10-23,7.05,bottom_area,2023-10-23,6.98,1.0028653295128853,4.011461318051566,27.291666666666657,False,2
600408,安泰集团,2023-10-23,2.39,bottom_area,2023-10-23,2.36,1.2711864406779767,3.3898305084745797,30.99415204678363,False,2
300437,清水源,2023-10-23,11.72,bottom_area,2023-10-23,11.63,0.7738607050730856,5.67497850386929,30.69129916567342,False,6
000663,永安林业,2023-10-23,8.0,bottom_area,2023-10-23,7.96,0.5025125628140708,3.6432160804020106,29.99120492524186,False,1
600322,津投城开,2023-10-23,2.29,bottom_area,2023-10-19,2.23,2.690582959641258,8.96860986547086,32.012195121951216,True,2
002333,罗普斯金,2023-10-23,5.58,bottom_area,2023-10-23,5.53,0.90415913200723,3.2549728752260343,32.64311814859927,False,2
688103,国力电子,2023-10-23,44.78,bottom_area,2023-10-23,44.55,0.5162738496071919,4.1975308641975415,31.461538461538467,False,2
300502,新易盛,2023-10-23,33.41,confirmed_rebound,2023-10-23,32.5,2.7999999999999896,10.553846153846152,31.62213338943825,False,3
000928,中钢国际,2023-10-23,6.0,bottom_area,2023-10-23,5.97,0.5025125628140745,3.6850921273031934,31.06235565819862,False,3
600103,青山纸业,2023-10-23,2.35,bottom_area,2023-10-23,2.32,1.2931034482758728,3.448275862068969,29.6969696969697,False,1
601890,亚星锚链,2023-10-23,8.61,bottom_area,2023-10-23,8.57,0.46674445740955833,3.26721120186697,29.05629139072847,False,1
300746,汉嘉数智,2023-10-23,9.54,bottom_area,2023-10-23,9.31,2.470461868958095,4.726100966702465,27.37909516380655,False,1
300486,东杰智能,2023-10-23,6.71,bottom_area,2023-10-23,6.64,1.0542168674698837,8.283132530120493,30.03161222339305,False,1
601858,中国科传,2023-10-23,23.25,bottom_area,2023-10-23,23.11,0.6057983556901799,5.71181306793596,30.579753679783718,False,3
002703,浙江世宝,2023-10-23,13.33,bottom_area,2023-10-23,13.15,1.3688212927756631,6.311787072243346,28.91891891891892,False,1
688170,德龙激光,2023-10-23,30.73,bottom_area,2023-10-23,30.4,1.08552631578948,5.822368421052642,27.859515899383013,False,1
688023,安恒信息,2023-10-23,118.9,bottom_area,2023-10-23,118.06,0.7115026257835028,4.5654751821107915,28.365997208907228,False,1
002708,光洋股份,2023-10-23,7.47,bottom_area,2023-10-23,7.43,0.5383580080753706,5.383580080753706,29.439696106362774,False,1
002314,南山控股,2023-10-23,2.98,bottom_area,2023-10-19,2.97,0.3367003367003295,3.7037037037036993,28.087167070217912,False,2
603326,我乐家居,2023-10-23,9.96,bottom_area,2023-10-23,9.9,0.6060606060606111,2.525252525252525,30.76923076923077,False,2
600097,开创国际,2023-10-23,8.66,bottom_area,2023-10-23,8.51,1.7626321974148103,2.5851938895417232,27.574468085106385,False,1
600004,白云机场,2023-10-23,10.19,bottom_area,2023-10-23,10.12,0.6916996047430859,2.0750988142292575,31.38983050847458,False,1
001322,箭牌家居,2023-10-23,12.17,bottom_area,2023-10-23,12.12,0.4125412541254184,3.3003300330033034,30.74285714285715,False,1
000938,紫光股份,2023-10-23,19.43,bottom_area,2023-10-23,19.3,0.6735751295336736,4.041450777202059,28.011935844834014,False,1
300570,太辰光,2023-10-23,31.77,bottom_area,2023-10-23,31.33,1.4044047239068027,6.511330992658791,32.44933160845193,False,1
000014,沙河股份,2023-10-23,10.92,bottom_area,2023-10-23,10.83,0.831024930747921,2.770083102493081,31.671924290220822,False,2
603025,大豪科技,2023-10-23,11.56,bottom_area,2023-10-23,11.47,0.7846556233652996,4.3591979075850045,32.96317942723553,False,2
300488,恒锋工具,2023-10-23,21.11,bottom_area,2023-10-23,20.86,1.1984659635666348,5.417066155321184,27.31707317073171,False,2
601138,工业富联,2023-10-23,14.55,bottom_area,2023-10-23,14.55,0.0,0.0,28.641490926924963,False,2
000966,长源电力,2023-10-23,4.37,bottom_area,2023-10-23,4.35,0.4597701149425394,3.218390804597714,27.257525083612048,False,1
603098,森特股份,2023-10-23,16.35,bottom_area,2023-10-23,16.25,0.6153846153846242,5.35384615384616,29.835924006908463,False,1
000524,岭南控股,2023-10-23,7.88,bottom_area,2023-10-23,7.83,0.6385696040868432,3.1928480204342273,30.089285714285708,False,1
600280,中央商场,2023-10-23,3.45,bottom_area,2023-10-23,3.44,0.2906976744186114,3.7790697674418574,27.57894736842105,False,1
002652,扬子新材,2023-10-23,2.89,bottom_area,2023-10-23,2.88,0.34722222222223026,6.250000000000005,27.088607594936715,False,1
600009,上海机场,2023-10-23,34.58,bottom_area,2023-10-23,34.36,0.6402793946449327,1.9790454016298014,29.777232781524628,False,3
600032,浙江新能,2023-10-23,9.01,bottom_area,2023-10-23,8.99,0.22246941045605756,3.6707452725250285,32.70958083832335,False,1
000006,深振业A,2023-10-23,4.16,bottom_area,2023-10-23,4.13,0.7263922518159867,2.6634382566586035,32.295081967213115,False,1
000965,天保基建,2023-10-23,3.24,bottom_area,2023-10-23,3.22,0.6211180124223608,2.795031055900617,29.8474945533769,False,1
000729,燕京啤酒,2023-10-23,9.12,bottom_area,2023-10-23,9.07,0.551267916207265,3.0871003307607428,32.059925093632955,False,1
601156,东航物流,2023-10-23,11.08,bottom_area,2023-10-23,11.03,0.45330915684497475,2.5385312783318326,32.33128834355829,False,1
000688,国城矿业,2023-10-23,9.79,bottom_area,2023-10-23,9.7,0.9278350515463903,5.05154639175258,28.148148148148156,False,1
301378,通达海,2023-10-23,47.6,bottom_area,2023-10-23,46.3,2.807775377969772,4.103671706263511,31.162652393696117,False,1
600428,中远海特,2023-10-23,4.87,bottom_area,2023-10-23,4.83,0.828157349896481,3.5196687370600404,27.0392749244713,False,1
300750,宁德时代,2023-10-23,177.26,bottom_area,2023-10-23,175.8,0.8304891922639246,2.5597269624573378,27.939006394490896,False,1
603260,合盛硅业,2023-10-23,54.1,bottom_area,2023-10-23,53.12,1.8448795180722968,4.028614457831327,28.69798657718121,False,2
600078,澄星股份,2023-10-23,6.41,bottom_area,2023-10-23,6.41,0.0,5.61622464898595,29.714912280701743,False,1
002707,众信旅游,2023-10-23,6.21,bottom_area,2023-10-23,6.15,0.9756097560975545,3.2520325203251916,28.90173410404624,False,3
301371,敷尔佳,2023-10-23,40.1,bottom_area,2023-10-23,39.8,0.7537688442211162,3.4924623115577904,27.252787424602452,False,1
688320,禾川科技,2023-10-23,33.09,bottom_area,2023-10-23,32.54,1.690227412415502,5.869698832206527,29.199303742384686,False,2
603129,春风动力,2023-10-23,106.16,bottom_area,2023-10-23,104.14,1.93969656231995,6.654503552909538,29.67314964883847,False,2
000428,华天酒店,2023-10-23,3.81,bottom_area,2023-10-23,3.79,0.5277044854881272,3.43007915567282,32.32142857142857,False,2
600202,哈空调,2023-10-23,5.28,bottom_area,2023-10-23,5.25,0.5714285714285762,4.3809523809523885,30.0,False,2
002798,帝欧水华,2023-10-23,5.96,bottom_area,2023-10-23,5.9,1.0169491525423662,4.06779661016948,27.96092796092795,False,1
300721,怡达股份,2023-10-23,13.88,bottom_area,2023-10-23,13.74,1.0189228529839924,4.876273653566229,29.06556530717605,False,1
002068,黑猫股份,2023-10-23,9.07,bottom_area,2023-10-23,9.0,0.777777777777781,4.33333333333334,27.594529364440866,False,2
300757,罗博特科,2023-10-23,61.1,bottom_area,2023-10-23,60.61,0.8084474509156938,5.42814717043392,29.26003734827265,False,2
