rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.55028953716611,82.50323185011707,300586,美联新材,bottom_area,2023-10-23,8.65,2023-10-23,8.54,1.2880562060890073,8.313817330210783,27.008547008547012,False,-5.7734,1.8924,2,2,2,100.0,69.69134206257787,124.33414043583537,8.711943793910994,1.2880562060890073,历史2/2次成功; 当前距低点1.29%; 最新日涨幅-5.77%; 状态bottom_area; 底部未确认
2,88.42890996894613,82.30302075844465,300620,光库科技,bottom_area,2023-10-23,37.78,2023-10-23,37.32,1.2325830653804952,8.681672025723477,28.02314368370299,False,-6.5545,4.3608,6,6,6,100.0,14.91026961028043,22.444343480236245,8.767416934619506,1.2325830653804952,历史6/6次成功; 当前距低点1.23%; 最新日涨幅-6.55%; 状态bottom_area; 底部未确认
3,86.41298850937783,80.15117774782871,601155,新城控股,bottom_area,2023-10-23,11.52,2023-10-20,11.4,1.0526315789473615,4.73684210526315,27.06333973128599,False,-1.8739,0.6856,2,2,2,100.0,24.2536438055306,24.642857142857142,8.947368421052639,1.0526315789473615,历史2/2次成功; 当前距低点1.05%; 最新日涨幅-1.87%; 状态bottom_area; 底部未确认
4,85.97067725208301,79.6652569173482,601111,中国国航,bottom_area,2023-10-23,7.05,2023-10-23,6.98,1.0028653295128853,4.011461318051566,27.291666666666657,False,-2.7586,0.5783,2,2,2,100.0,21.03112832600846,30.97913322632423,8.997134670487116,1.0028653295128853,历史2/2次成功; 当前距低点1.00%; 最新日涨幅-2.76%; 状态bottom_area; 底部未确认
5,84.19139586561597,78.41677167530095,600408,安泰集团,bottom_area,2023-10-23,2.39,2023-10-23,2.36,1.2711864406779767,3.3898305084745797,30.99415204678363,False,-1.6461,1.7129,2,2,2,100.0,17.60793957014374,21.457489878542503,8.728813559322024,1.2711864406779767,历史2/2次成功; 当前距低点1.27%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
6,83.81389649280747,77.32810099155346,300437,清水源,bottom_area,2023-10-23,11.72,2023-10-23,11.63,0.7738607050730856,5.67497850386929,30.69129916567342,False,-3.1405,1.7514,6,6,6,100.0,22.379050532903687,30.330330330330323,9.226139294926915,0.7738607050730856,历史6/6次成功; 当前距低点0.77%; 最新日涨幅-3.14%; 状态bottom_area; 底部未确认
7,82.45801364321609,75.68427135678392,000663,永安林业,bottom_area,2023-10-23,8.0,2023-10-23,7.96,0.5025125628140708,3.6432160804020106,29.99120492524186,False,-2.7947,1.4811,1,1,1,100.0,50.39215686274511,50.39215686274511,9.49748743718593,0.5025125628140708,历史1/1次成功; 当前距低点0.50%; 最新日涨幅-2.79%; 状态bottom_area; 底部未确认
8,81.74726136155029,78.22867886249485,600322,津投城开,bottom_area,2023-10-23,2.29,2023-10-19,2.23,2.690582959641258,8.96860986547086,32.012195121951216,True,-1.7167,6.9664,2,2,2,100.0,24.802193604714613,35.828877005347586,7.309417040358743,2.690582959641258,历史2/2次成功; 当前距低点2.69%; 最新日涨幅-1.72%; 状态bottom_area; 底部已确认
9,80.5918426498551,74.54044123755867,002333,罗普斯金,bottom_area,2023-10-23,5.58,2023-10-23,5.53,0.90415913200723,3.2549728752260343,32.64311814859927,False,-1.9332,1.9745,2,2,2,100.0,32.10711859427502,46.728971962616825,9.09584086799277,0.90415913200723,历史2/2次成功; 当前距低点0.90%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
10,80.57267138955322,73.97322859711315,688103,国力电子,bottom_area,2023-10-23,44.78,2023-10-23,44.55,0.5162738496071919,4.1975308641975415,31.461538461538467,False,-4.0908,0.916,2,2,2,100.0,34.51791921622336,57.609964966913196,9.483726150392808,0.5162738496071919,历史2/2次成功; 当前距低点0.52%; 最新日涨幅-4.09%; 状态bottom_area; 底部未确认
11,80.44074461947903,77.13907226569444,300502,新易盛,confirmed_rebound,2023-10-23,33.41,2023-10-23,32.5,2.7999999999999896,10.553846153846152,31.62213338943825,False,-8.616,9.6424,3,3,3,100.0,33.242324009109716,34.5909668057319,7.200000000000011,2.7999999999999896,历史3/3次成功; 当前距低点2.80%; 最新日涨幅-8.62%; 状态confirmed_rebound; 底部未确认
12,80.36884514356564,73.76672339932597,000928,中钢国际,bottom_area,2023-10-23,6.0,2023-10-23,5.97,0.5025125628140745,3.6850921273031934,31.06235565819862,False,-3.2258,1.8369,3,3,3,100.0,16.57232280936585,18.798449612403097,9.497487437185926,0.5025125628140745,历史3/3次成功; 当前距低点0.50%; 最新日涨幅-3.23%; 状态bottom_area; 底部未确认
13,80.0286574819509,74.57071573456966,600103,青山纸业,bottom_area,2023-10-23,2.35,2023-10-23,2.32,1.2931034482758728,3.448275862068969,29.6969696969697,False,-2.0833,0.9047,1,1,1,100.0,13.865546218487399,13.865546218487399,8.706896551724128,1.2931034482758728,历史1/1次成功; 当前距低点1.29%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
14,79.96522182652433,73.34617661940709,601890,亚星锚链,bottom_area,2023-10-23,8.61,2023-10-23,8.57,0.46674445740955833,3.26721120186697,29.05629139072847,False,-2.0478,1.0181,1,1,1,100.0,36.991150442477874,36.991150442477874,9.533255542590442,0.46674445740955833,历史1/1次成功; 当前距低点0.47%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
15,79.93312750231054,76.17241398182423,300746,汉嘉数智,bottom_area,2023-10-23,9.54,2023-10-23,9.31,2.470461868958095,4.726100966702465,27.37909516380655,False,-0.9346,1.5357,1,1,1,100.0,36.90896259703598,36.90896259703598,7.529538131041906,2.470461868958095,历史1/1次成功; 当前距低点2.47%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
16,79.81742376420466,74.03579118852825,300486,东杰智能,bottom_area,2023-10-23,6.71,2023-10-23,6.64,1.0542168674698837,8.283132530120493,30.03161222339305,False,-13.7532,4.4272,1,1,1,100.0,18.276374442793454,18.276374442793454,8.945783132530117,1.0542168674698837,历史1/1次成功; 当前距低点1.05%; 最新日涨幅-13.75%; 状态bottom_area; 底部未确认
17,79.63107393278574,73.2337513918464,601858,中国科传,bottom_area,2023-10-23,23.25,2023-10-23,23.11,0.6057983556901799,5.71181306793596,30.579753679783718,False,-4.8301,1.7214,3,3,3,100.0,14.972965821612902,21.243523316062173,9.39420164430982,0.6057983556901799,历史3/3次成功; 当前距低点0.61%; 最新日涨幅-4.83%; 状态bottom_area; 底部未确认
18,79.56410272273946,74.24497649941317,002703,浙江世宝,bottom_area,2023-10-23,13.33,2023-10-23,13.15,1.3688212927756631,6.311787072243346,28.91891891891892,False,-3.8933,5.8083,1,1,1,100.0,23.257467994310083,23.257467994310083,8.631178707224338,1.3688212927756631,历史1/1次成功; 当前距低点1.37%; 最新日涨幅-3.89%; 状态bottom_area; 底部未确认
19,79.4557541411416,73.74434686672551,688170,德龙激光,bottom_area,2023-10-23,30.73,2023-10-23,30.4,1.08552631578948,5.822368421052642,27.859515899383013,False,-3.8185,1.1295,1,1,1,100.0,17.09326272433067,17.09326272433067,8.91447368421052,1.08552631578948,历史1/1次成功; 当前距低点1.09%; 最新日涨幅-3.82%; 状态bottom_area; 底部未确认
20,79.44535431751379,73.210458576972,688023,安恒信息,bottom_area,2023-10-23,118.9,2023-10-23,118.06,0.7115026257835028,4.5654751821107915,28.365997208907228,False,-2.7164,0.695,1,1,1,100.0,39.261744966442954,39.261744966442954,9.288497374216497,0.7115026257835028,历史1/1次成功; 当前距低点0.71%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
21,79.38081051124406,72.90970792069264,002708,光洋股份,bottom_area,2023-10-23,7.47,2023-10-23,7.43,0.5383580080753706,5.383580080753706,29.439696106362774,False,-2.4804,9.4246,1,1,1,100.0,35.522388059701484,35.522388059701484,9.46164199192463,0.5383580080753706,历史1/1次成功; 当前距低点0.54%; 最新日涨幅-2.48%; 状态bottom_area; 底部未确认
22,78.96711566959587,72.25115280792006,002314,南山控股,bottom_area,2023-10-23,2.98,2023-10-19,2.97,0.3367003367003295,3.7037037037036993,28.087167070217912,False,-2.2951,1.168,2,2,2,100.0,12.843169761273208,13.750000000000004,9.663299663299671,0.3367003367003295,历史2/2次成功; 当前距低点0.34%; 最新日涨幅-2.30%; 状态bottom_area; 底部未确认
23,78.52200424908239,72.21414241189848,603326,我乐家居,bottom_area,2023-10-23,9.96,2023-10-23,9.9,0.6060606060606111,2.525252525252525,30.76923076923077,False,-1.6782,2.8617,2,2,2,100.0,15.946024697401477,20.141843971631218,9.39393939393939,0.6060606060606111,历史2/2次成功; 当前距低点0.61%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
24,78.3259372230793,73.64049683550827,600097,开创国际,bottom_area,2023-10-23,8.66,2023-10-23,8.51,1.7626321974148103,2.5851938895417232,27.574468085106385,False,-0.4598,0.5935,1,1,1,100.0,14.619883040935672,14.619883040935672,8.23736780258519,1.7626321974148103,历史1/1次成功; 当前距低点1.76%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
25,78.17364327462762,72.01133836272423,600004,白云机场,bottom_area,2023-10-23,10.19,2023-10-23,10.12,0.6916996047430859,2.0750988142292575,31.38983050847458,False,-1.6409,0.4525,1,1,1,100.0,32.57211538461537,32.57211538461537,9.308300395256914,0.6916996047430859,历史1/1次成功; 当前距低点0.69%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
26,78.13380523936526,71.59226093683748,001322,箭牌家居,bottom_area,2023-10-23,12.17,2023-10-23,12.12,0.4125412541254184,3.3003300330033034,30.74285714285715,False,-2.4058,2.6477,1,1,1,100.0,26.897069872276486,26.897069872276486,9.587458745874581,0.4125412541254184,历史1/1次成功; 当前距低点0.41%; 最新日涨幅-2.41%; 状态bottom_area; 底部未确认
27,77.91636307710888,71.7495229662666,000938,紫光股份,bottom_area,2023-10-23,19.43,2023-10-23,19.3,0.6735751295336736,4.041450777202059,28.011935844834014,False,-2.9471,1.0858,1,1,1,100.0,30.942334739803094,30.942334739803094,9.326424870466326,0.6735751295336736,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
28,77.72439452841864,72.57749211321342,300570,太辰光,bottom_area,2023-10-23,31.77,2023-10-23,31.33,1.4044047239068027,6.511330992658791,32.44933160845193,False,-4.6232,6.9641,1,1,1,100.0,14.728682170542637,14.728682170542637,8.5955952760932,1.4044047239068027,历史1/1次成功; 当前距低点1.40%; 最新日涨幅-4.62%; 状态bottom_area; 底部未确认
29,77.6341576098613,71.70472816541363,000014,沙河股份,bottom_area,2023-10-23,10.92,2023-10-23,10.83,0.831024930747921,2.770083102493081,31.671924290220822,False,-1.9749,2.239,2,2,2,100.0,15.964865631822029,20.605355064027936,9.16897506925208,0.831024930747921,历史2/2次成功; 当前距低点0.83%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
30,77.37396266244296,71.40121404788383,603025,大豪科技,bottom_area,2023-10-23,11.56,2023-10-23,11.47,0.7846556233652996,4.3591979075850045,32.96317942723553,False,-2.7754,0.7916,2,2,2,100.0,13.76467133955222,13.87573964497043,9.215344376634702,0.7846556233652996,历史2/2次成功; 当前距低点0.78%; 最新日涨幅-2.78%; 状态bottom_area; 底部未确认
31,77.1158206869193,71.7269551771619,300488,恒锋工具,bottom_area,2023-10-23,21.11,2023-10-23,20.86,1.1984659635666348,5.417066155321184,27.31707317073171,False,-4.0018,1.6684,2,3,2,66.66666666666666,46.520381222726634,65.52470248827983,8.801534036433365,1.1984659635666348,历史2/3次成功; 当前距低点1.20%; 最新日涨幅-4.00%; 状态bottom_area; 底部未确认
32,76.82018561851757,69.83653238047052,601138,工业富联,bottom_area,2023-10-23,14.55,2023-10-23,14.55,0.0,0.0,28.641490926924963,False,-10.0186,0.1199,2,2,2,100.0,18.207163335863047,21.11581920903954,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态bottom_area; 底部未确认
33,76.73807112388074,70.37678296146042,000966,长源电力,bottom_area,2023-10-23,4.37,2023-10-23,4.35,0.4597701149425394,3.218390804597714,27.257525083612048,False,-2.6726,0.9718,1,1,1,100.0,20.94117647058823,20.94117647058823,9.54022988505746,0.4597701149425394,历史1/1次成功; 当前距低点0.46%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
34,76.65635317586391,70.51090714066808,603098,森特股份,bottom_area,2023-10-23,16.35,2023-10-23,16.25,0.6153846153846242,5.35384615384616,29.835924006908463,False,-4.5534,0.344,1,1,1,100.0,33.78486055776891,33.78486055776891,9.384615384615376,0.6153846153846242,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-4.55%; 状态bottom_area; 底部未确认
35,76.15677796641113,70.08237888302227,000524,岭南控股,bottom_area,2023-10-23,7.88,2023-10-23,7.83,0.6385696040868432,3.1928480204342273,30.089285714285708,False,-1.99,0.6217,1,1,1,100.0,21.550094517958406,21.550094517958406,9.361430395913157,0.6385696040868432,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
36,75.52070374115266,69.03720930232558,600280,中央商场,bottom_area,2023-10-23,3.45,2023-10-23,3.44,0.2906976744186114,3.7790697674418574,27.57894736842105,False,-2.8169,2.361,1,1,1,100.0,11.666666666666671,11.666666666666671,9.70930232558139,0.2906976744186114,历史1/1次成功; 当前距低点0.29%; 最新日涨幅-2.82%; 状态bottom_area; 底部未确认
37,75.40378818915799,69.00473333333332,002652,扬子新材,bottom_area,2023-10-23,2.89,2023-10-23,2.88,0.34722222222223026,6.250000000000005,27.088607594936715,False,-4.6205,7.743,1,1,1,100.0,22.400000000000002,22.400000000000002,9.65277777777777,0.34722222222223026,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-4.62%; 状态bottom_area; 底部未确认
38,75.36429579222172,69.35536907853489,600009,上海机场,bottom_area,2023-10-23,34.58,2023-10-23,34.36,0.6402793946449327,1.9790454016298014,29.777232781524628,False,-0.9737,0.4295,3,4,3,75.0,21.829065044759854,27.704918032786885,9.359720605355069,0.6402793946449327,历史3/4次成功; 当前距低点0.64%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
