rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.06630560702179,83.36830132939438,301009,可靠股份,bottom_area,2025-09-04,13.84,2025-09-03,13.54,2.215657311669134,3.9881831610044385,27.008086253369278,False,1.9897,5.6774,1,1,1,100.0,53.96648044692738,53.96648044692738,17.784342688330867,2.215657311669134,历史1/1次成功; 当前距低点2.22%; 最新日涨幅1.99%; 状态bottom_area; 底部未确认
2,95.22846237861498,81.12769614405333,603192,汇得科技,bottom_area,2025-09-04,21.84,2025-09-04,21.58,1.2048192771084412,2.6876737720111303,27.266599258510286,False,0.46,1.5493,1,1,1,100.0,25.562817719680464,25.562817719680464,18.795180722891562,1.2048192771084412,历史1/1次成功; 当前距低点1.20%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
3,95.07923083773447,81.1947038327526,688115,思林杰,bottom_area,2025-09-04,52.35,2025-09-04,51.66,1.3356562137050036,5.497483546264041,32.124556562869536,False,-2.2409,3.0016,1,1,1,100.0,53.58819584171696,53.58819584171696,18.664343786295,1.3356562137050036,历史1/1次成功; 当前距低点1.34%; 最新日涨幅-2.24%; 状态bottom_area; 底部未确认
4,95.00654111937266,81.38063820876101,002695,煌上煌,bottom_area,2025-09-04,12.16,2025-09-04,11.98,1.502504173622702,2.67111853088481,27.305825242718445,False,1.0806,1.9232,1,1,1,100.0,30.57176196032671,30.57176196032671,18.4974958263773,1.502504173622702,历史1/1次成功; 当前距低点1.50%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
5,92.01457492190774,79.63652085646211,688448,磁谷科技,bottom_area,2025-09-04,44.92,2025-09-04,44.01,2.0677118836628128,8.588957055214728,31.08362041966803,False,-5.7688,7.774,2,2,2,100.0,44.14464489899632,63.23529411764706,17.93228811633719,2.0677118836628128,历史2/2次成功; 当前距低点2.07%; 最新日涨幅-5.77%; 状态bottom_area; 底部未确认
6,89.76695849636548,75.50314093868029,300192,科德教育,bottom_area,2025-09-04,19.85,2025-09-03,19.75,0.5063291139240579,6.227848101265825,28.905687544996404,False,0.0504,13.6887,1,1,1,100.0,26.599845797995382,26.599845797995382,19.493670886075943,0.5063291139240579,历史1/1次成功; 当前距低点0.51%; 最新日涨幅0.05%; 状态bottom_area; 底部未确认
7,89.0246151400334,78.34166132322939,002795,永和智控,bottom_area,2025-09-04,4.84,2025-08-28,4.7,2.9787234042553123,5.957446808510643,31.884057971014496,False,0.8333,3.7831,1,1,1,100.0,32.328767123287676,32.328767123287676,17.021276595744688,2.9787234042553123,历史1/1次成功; 当前距低点2.98%; 最新日涨幅0.83%; 状态bottom_area; 底部未确认
8,88.97237278861532,77.74122859333728,300730,科创信息,bottom_area,2025-09-04,18.62,2025-09-04,18.15,2.5895316804407846,5.7851239669421535,29.267342166796578,False,0.3233,9.9759,1,1,1,100.0,24.329896907216508,24.329896907216508,17.410468319559218,2.5895316804407846,历史1/1次成功; 当前距低点2.59%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
9,88.23402596668939,76.66796523232789,603256,宏和科技,bottom_area,2025-09-04,34.92,2025-09-04,34.14,2.284710017574696,10.63268892794377,28.277310924369747,False,-5.4171,2.6159,1,1,1,100.0,47.511312217194565,47.511312217194565,17.715289982425304,2.284710017574696,历史1/1次成功; 当前距低点2.28%; 最新日涨幅-5.42%; 状态bottom_area; 底部未确认
10,86.85091036779039,74.36212641208382,688205,德科立,confirmed_rebound,2025-09-04,95.4,2025-09-04,94.01,1.4785661099882996,24.454845229230926,28.41696489758624,False,-11.2806,8.0989,1,1,1,100.0,35.44761904761904,35.44761904761904,18.5214338900117,1.4785661099882996,历史1/1次成功; 当前距低点1.48%; 最新日涨幅-11.28%; 状态confirmed_rebound; 底部未确认
11,86.40457304182064,76.09001165692,603221,爱丽家居,bottom_area,2025-09-04,12.29,2025-09-02,11.93,3.0176026823134907,5.616093880972338,32.2159090909091,False,1.6543,2.4516,1,1,1,100.0,20.699708454810505,20.699708454810505,16.98239731768651,3.0176026823134907,历史1/1次成功; 当前距低点3.02%; 最新日涨幅1.65%; 状态bottom_area; 底部未确认
