rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.01376099292136,77.8344650553513,300735,光弘科技,bottom_area,2022-03-08,11.07,2022-03-08,10.93,1.280878316559932,5.123513266239712,30.159744408945688,False,-2.2085,0.6914,1,1,1,100.0,31.262729124236255,31.262729124236255,6.719121683440068,1.280878316559932,历史1/1次成功; 当前距低点1.28%; 最新日涨幅-2.21%; 状态bottom_area; 底部未确认
2,78.75437135286818,75.37175971717404,688021,奥福科技,bottom_area,2022-03-08,39.68,2022-03-08,39.01,1.7175083311971335,7.4083568315816475,29.9389367816092,False,-5.2983,1.3854,2,2,2,100.0,16.923003829588822,24.96392496392497,6.282491668802867,1.7175083311971335,历史2/2次成功; 当前距低点1.72%; 最新日涨幅-5.30%; 状态bottom_area; 底部未确认
3,77.90466139985054,73.70048044255182,688005,容百科技,confirmed_rebound,2022-03-08,104.2,2022-03-08,103.05,1.1159631246967547,18.874332848131978,31.070234113712374,False,-17.661,9.7996,1,1,1,100.0,27.4455718648409,27.4455718648409,6.884036875303245,1.1159631246967547,历史1/1次成功; 当前距低点1.12%; 最新日涨幅-17.66%; 状态confirmed_rebound; 底部未确认
4,77.8335831959925,73.92312226571495,001267,汇绿生态,bottom_area,2022-03-08,6.14,2022-03-08,6.06,1.3201320132013215,4.950495049504963,30.10380622837371,False,-3.4591,5.506,1,1,1,100.0,20.930232558139547,20.930232558139547,6.679867986798679,1.3201320132013215,历史1/1次成功; 当前距低点1.32%; 最新日涨幅-3.46%; 状态bottom_area; 底部未确认
5,77.59796442141098,73.27545285882951,000338,潍柴动力,bottom_area,2022-03-08,13.86,2022-03-08,13.72,1.0204081632652973,6.413994169096203,28.129910948140385,False,-4.6768,1.5758,1,1,1,100.0,13.774104683195592,13.774104683195592,6.979591836734703,1.0204081632652973,历史1/1次成功; 当前距低点1.02%; 最新日涨幅-4.68%; 状态bottom_area; 底部未确认
6,77.5726033939035,72.42063490442972,002111,威海广泰,bottom_area,2022-03-08,9.39,2022-03-08,9.35,0.42780748663102597,4.385026737967916,27.29393468118196,False,-2.8956,0.8346,2,2,2,100.0,14.871161150260495,15.227629513343796,7.572192513368975,0.42780748663102597,历史2/2次成功; 当前距低点0.43%; 最新日涨幅-2.90%; 状态bottom_area; 底部未确认
7,77.46720669567092,75.20302946448221,603348,文灿股份,bottom_area,2022-03-08,36.27,2022-03-08,35.4,2.457627118644081,7.853107344632772,29.552238805970156,False,-1.8934,2.0168,1,1,1,100.0,31.539888682745836,31.539888682745836,5.54237288135592,2.457627118644081,历史1/1次成功; 当前距低点2.46%; 最新日涨幅-1.89%; 状态bottom_area; 底部未确认
8,77.15582959641257,71.44058295964126,000980,众泰汽车,bottom_area,2022-03-08,3.63,2022-03-08,3.63,0.0,4.407713498622594,27.54491017964072,False,-4.9738,1.1883,1,1,1,100.0,43.49775784753364,43.49775784753364,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-4.97%; 状态bottom_area; 底部未确认
9,77.15443201156025,73.11566210481791,688108,赛诺医疗,bottom_area,2022-03-08,6.72,2022-03-08,6.64,1.204819277108435,6.024096385542174,28.21621621621622,False,-4.0,1.223,1,1,1,100.0,15.175537938844846,15.175537938844846,6.7951807228915655,1.204819277108435,历史1/1次成功; 当前距低点1.20%; 最新日涨幅-4.00%; 状态bottom_area; 底部未确认
10,76.27009214635706,73.33982158517367,600031,三一重工,bottom_area,2022-03-08,17.66,2022-03-08,17.32,1.9630484988452646,5.600461893764427,31.56854998024496,False,-2.7533,1.5995,1,1,1,100.0,15.460065390004665,15.460065390004665,6.036951501154736,1.9630484988452646,历史1/1次成功; 当前距低点1.96%; 最新日涨幅-2.75%; 状态bottom_area; 底部未确认
11,75.78427623282047,70.3453939665904,601995,中金公司,bottom_area,2022-03-08,38.76,2022-03-08,38.71,0.12916559028674027,2.89330922242314,29.72040668119099,False,-1.749,2.1585,1,1,1,100.0,16.719846841097638,16.719846841097638,7.870834409713259,0.12916559028674027,历史1/1次成功; 当前距低点0.13%; 最新日涨幅-1.75%; 状态bottom_area; 底部未确认
