rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.349638899196,71.36699443413727,002110,三钢闽光,bottom_area,2022-08-23,5.4,2022-08-03,5.39,0.18552875695734092,3.710575139146571,27.456258411843876,False,-0.7353,0.3225,1,1,1,100.0,22.90322580645161,22.90322580645161,19.81447124304266,0.18552875695734092,历史1/1次成功; 当前距低点0.19%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
2,80.52733952778513,68.18508285344929,002077,大港股份,bottom_area,2022-08-23,16.22,2022-08-23,16.08,0.8706467661691579,5.97014925373135,28.53333333333334,False,-6.9954,23.6433,1,1,1,100.0,24.40944881889765,24.40944881889765,19.12935323383084,0.8706467661691579,历史1/1次成功; 当前距低点0.87%; 最新日涨幅-7.00%; 状态bottom_area; 底部未确认
3,60.55434187249929,53.95665007971013,603180,金牌家居,bottom_area,2022-08-23,24.06,2022-08-10,23.21,3.6622145626884874,5.342524773804388,27.15003138731952,False,-0.6606,0.725,1,2,1,50.0,23.744619799139173,23.744619799139173,16.337785437311513,3.6622145626884874,历史1/2次成功; 当前距低点3.66%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
