rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.31333180121483,87.80929943546529,002765,蓝黛科技,bottom_area,2023-08-28,6.37,2023-08-25,6.28,1.433121019108278,7.802547770700626,29.675251959686445,True,0.9509,2.7624,3,3,3,100.0,21.75707182275358,28.213879408418663,13.566878980891723,1.433121019108278,历史3/3次成功; 当前距低点1.43%; 最新日涨幅0.95%; 状态bottom_area; 底部已确认
12,87.26330337130219,79.36795343435938,002755,奥赛康,bottom_area,2023-08-28,7.66,2023-08-24,7.48,2.4064171122994615,5.347593582887693,32.97491039426523,False,1.5915,0.3527,1,1,1,100.0,30.831099195710454,30.831099195710454,12.593582887700538,2.4064171122994615,历史1/1次成功; 当前距低点2.41%; 最新日涨幅1.59%; 状态bottom_area; 底部未确认
13,86.71873807021494,79.01750218952532,002519,银河电子,bottom_area,2023-08-28,5.32,2023-08-25,5.19,2.5048169556840056,7.707129094412321,30.053908355795144,True,1.7208,2.0158,1,1,1,100.0,20.959595959595962,20.959595959595962,12.495183044315993,2.5048169556840056,历史1/1次成功; 当前距低点2.50%; 最新日涨幅1.72%; 状态bottom_area; 底部已确认
14,86.13581048506583,78.72168926210604,301499,维科精密,bottom_area,2023-08-28,32.74,2023-08-25,31.89,2.665412354970215,11.06930072122923,31.654522074582076,True,0.5837,21.3055,1,1,1,100.0,21.337792642140478,21.337792642140478,12.334587645029785,2.665412354970215,历史1/1次成功; 当前距低点2.67%; 最新日涨幅0.58%; 状态bottom_area; 底部已确认
15,84.52086849956514,74.57347152529036,300514,友讯达,bottom_area,2023-08-28,11.65,2023-08-25,11.56,0.7785467128027669,7.266435986159168,27.795128044971896,True,-0.0858,2.9199,1,1,1,100.0,38.21805392731536,38.21805392731536,14.221453287197233,0.7785467128027669,历史1/1次成功; 当前距低点0.78%; 最新日涨幅-0.09%; 状态bottom_area; 底部已确认
16,84.12489386271507,74.96304311579216,688110,东芯股份,bottom_area,2023-08-28,27.86,2023-08-28,27.5,1.3090909090909069,10.909090909090908,27.536231884057976,False,-1.5548,3.6762,1,1,1,100.0,16.17080854042701,16.17080854042701,13.690909090909093,1.3090909090909069,历史1/1次成功; 当前距低点1.31%; 最新日涨幅-1.55%; 状态bottom_area; 底部未确认
17,82.75835837009605,76.63582254704416,601777,千里科技,bottom_area,2023-08-28,3.68,2023-08-25,3.56,3.3707865168539355,6.17977528089887,27.93522267206478,False,2.7933,1.1675,1,1,1,100.0,27.96352583586626,27.96352583586626,11.629213483146064,3.3707865168539355,历史1/1次成功; 当前距低点3.37%; 最新日涨幅2.79%; 状态bottom_area; 底部未确认
18,81.86901961226529,71.24581288981291,002819,东方中科,bottom_area,2023-08-28,24.06,2023-08-28,24.05,0.041580041580033304,6.694386694386692,31.285714285714285,False,-1.5951,1.0214,1,1,1,100.0,20.487179487179493,20.487179487179493,14.958419958419967,0.041580041580033304,历史1/1次成功; 当前距低点0.04%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
19,81.52198840975939,70.99695101428877,300438,鹏辉能源,bottom_area,2023-08-28,36.78,2023-08-28,36.75,0.08163265306122758,8.571428571428568,32.25806451612903,False,-2.3108,2.9982,1,1,1,100.0,19.640179910044974,19.640179910044974,14.918367346938771,0.08163265306122758,历史1/1次成功; 当前距低点0.08%; 最新日涨幅-2.31%; 状态bottom_area; 底部未确认
20,81.15965106083559,70.66979145555464,302132,中航成飞,bottom_area,2023-08-28,41.21,2023-08-28,41.18,0.07285089849441753,9.154929577464795,32.54709254709255,False,-1.1751,2.3887,3,4,3,75.0,21.94027690388128,28.81165919282512,14.927149101505583,0.07285089849441753,历史3/4次成功; 当前距低点0.07%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
21,81.03012492838184,70.94386967113279,300461,田中精机,bottom_area,2023-08-28,16.48,2023-08-28,16.42,0.36540803897684965,7.186358099878194,27.022222222222215,False,-0.4831,2.4028,1,1,1,100.0,22.833333333333336,22.833333333333336,14.63459196102315,0.36540803897684965,历史1/1次成功; 当前距低点0.37%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
22,80.98192403499857,70.52063828615486,002213,大为股份,bottom_area,2023-08-28,12.98,2023-08-28,12.97,0.07710100231302842,9.175019275250575,29.357298474945527,False,-1.5921,2.2691,1,1,1,100.0,17.02380952380952,17.02380952380952,14.92289899768697,0.07710100231302842,历史1/1次成功; 当前距低点0.08%; 最新日涨幅-1.59%; 状态bottom_area; 底部未确认
23,80.74805063210788,71.31865006919138,002436,兴森科技,bottom_area,2023-08-28,10.88,2023-08-28,10.79,0.834105653382777,8.433734939759038,27.340067340067343,False,-0.9107,2.8197,1,1,1,100.0,30.59360730593607,30.59360730593607,14.165894346617222,0.834105653382777,历史1/1次成功; 当前距低点0.83%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
24,80.36692642836914,70.21662450609558,603070,万控智造,bottom_area,2023-08-28,15.8,2023-08-28,15.76,0.25380710659899064,6.47208121827412,29.955555555555556,False,-0.6914,3.1219,1,1,1,100.0,17.555401662049874,17.555401662049874,14.746192893401009,0.25380710659899064,历史1/1次成功; 当前距低点0.25%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
25,80.11124612252762,72.70327084846697,002386,天原股份,bottom_area,2023-08-28,5.81,2023-08-25,5.68,2.2887323943661957,5.281690140845083,31.48371531966224,False,1.5734,1.4106,2,3,2,66.66666666666666,32.445774413737794,48.85290148448042,12.711267605633802,2.2887323943661957,历史2/3次成功; 当前距低点2.29%; 最新日涨幅1.57%; 状态bottom_area; 底部未确认
26,79.97076621236992,70.82048548046332,688277,天智航,bottom_area,2023-08-28,13.44,2023-08-23,13.31,0.9767092411720435,8.489857250187821,29.088971763452314,True,-0.4444,1.6218,1,1,1,100.0,20.469798657718112,20.469798657718112,14.023290758827955,0.9767092411720435,历史1/1次成功; 当前距低点0.98%; 最新日涨幅-0.44%; 状态bottom_area; 底部已确认
27,79.92884093985397,72.45115630884824,603005,晶方科技,bottom_area,2023-08-28,18.38,2023-08-25,17.98,2.224694104560615,7.063403781979975,30.256012412723045,True,1.6593,2.809,2,3,2,66.66666666666666,21.111786024622447,24.55991516436903,12.775305895439384,2.224694104560615,历史2/3次成功; 当前距低点2.22%; 最新日涨幅1.66%; 状态bottom_area; 底部已确认
28,79.55858791207334,69.85764446827501,300671,富满微,bottom_area,2023-08-28,30.9,2023-08-28,30.74,0.5204944697462595,8.815875081327276,28.445065176908756,False,-1.0883,1.8245,1,1,1,100.0,18.894472361809044,18.894472361809044,14.47950553025374,0.5204944697462595,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
29,78.26743292415382,69.7522261013871,002265,建设工业,bottom_area,2023-08-28,12.32,2023-08-25,12.16,1.3157894736842117,6.907894736842104,28.344136711844424,False,0.9836,1.1537,2,4,2,50.0,24.09798979240379,32.75229357798165,13.684210526315788,1.3157894736842117,历史2/4次成功; 当前距低点1.32%; 最新日涨幅0.98%; 状态bottom_area; 底部未确认
30,75.64349860246061,68.36603302097276,300474,景嘉微,bottom_area,2023-08-28,68.62,2023-08-25,67.23,2.067529376766325,9.83192027368734,29.350567465321557,True,1.1796,2.406,1,2,1,50.0,59.857142857142854,59.857142857142854,12.932470623233675,2.067529376766325,历史1/2次成功; 当前距低点2.07%; 最新日涨幅1.18%; 状态bottom_area; 底部已确认
31,74.92252355237466,70.7659826186998,688248,南网科技,bottom_area,2023-08-28,30.39,2023-08-25,29.1,4.432989690721646,8.247422680412365,32.29409027454629,True,4.0753,3.7283,2,3,2,66.66666666666666,39.12114218751869,49.406593406593416,10.567010309278354,4.432989690721646,历史2/3次成功; 当前距低点4.43%; 最新日涨幅4.08%; 状态bottom_area; 底部已确认
32,74.72950244624707,67.11615616067401,002272,川润股份,bottom_area,2023-08-28,5.88,2023-08-25,5.78,1.7301038062283676,5.536332179930785,29.42612942612942,False,1.0309,2.3856,1,2,1,50.0,48.337595907928375,48.337595907928375,13.269896193771633,1.7301038062283676,历史1/2次成功; 当前距低点1.73%; 最新日涨幅1.03%; 状态bottom_area; 底部未确认
33,74.55135113699056,65.17288359767815,688286,敏芯股份,bottom_area,2023-08-28,45.83,2023-08-25,45.7,0.2844638949671673,8.752735229759299,30.335365853658523,True,-0.7794,1.1894,2,3,2,66.66666666666666,20.509648449121638,25.016501650165008,14.71553610503283,0.2844638949671673,历史2/3次成功; 当前距低点0.28%; 最新日涨幅-0.78%; 状态bottom_area; 底部已确认
34,73.60935412629594,65.87071696027756,300539,横河精密,bottom_area,2023-08-28,11.24,2023-08-25,11.07,1.5356820234869009,5.781391147244811,28.810289389067528,False,1.3526,1.6428,1,2,1,50.0,39.25845147219192,39.25845147219192,13.4643179765131,1.5356820234869009,历史1/2次成功; 当前距低点1.54%; 最新日涨幅1.35%; 状态bottom_area; 底部未确认
35,72.88922963748637,63.814202632660546,300648,星云股份,bottom_area,2023-08-28,24.84,2023-08-28,24.75,0.3636363636363631,8.606060606060602,27.842565597667633,False,-0.64,1.9349,3,5,3,60.0,21.14673947178195,26.78362573099414,14.636363636363637,0.3636363636363631,历史3/5次成功; 当前距低点0.36%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
36,71.5639066938803,63.625637590718995,000572,海马汽车,bottom_area,2023-08-28,4.26,2023-08-25,4.21,1.1876484560570029,6.650831353919245,31.096563011456634,False,0.4717,3.1939,1,2,1,50.0,22.92191435768261,22.92191435768261,13.812351543942997,1.1876484560570029,历史1/2次成功; 当前距低点1.19%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
37,71.52511702925915,63.41351392422882,603236,移远通信,bottom_area,2023-08-28,43.81,2023-08-25,43.36,1.0378228782287888,6.134686346863477,30.30059475968494,False,0.5047,2.389,1,3,1,33.33333333333333,39.389337383102855,39.389337383102855,13.96217712177121,1.0378228782287888,历史1/3次成功; 当前距低点1.04%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
38,70.83258667809761,62.37573074453249,688173,希荻微,bottom_area,2023-08-28,16.4,2023-08-28,16.29,0.6752608962553679,8.410067526089632,32.125,False,-1.026,1.4925,2,3,2,66.66666666666666,19.455155491011066,23.120837297811605,14.324739103744633,0.6752608962553679,历史2/3次成功; 当前距低点0.68%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
39,68.13784107163936,60.56991084222645,002845,同兴达,bottom_area,2023-08-28,13.73,2023-08-25,13.57,1.1790714812085494,5.600589535740603,29.322916666666664,False,0.7337,2.7206,1,3,1,33.33333333333333,25.83258325832584,25.83258325832584,13.820928518791451,1.1790714812085494,历史1/3次成功; 当前距低点1.18%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
40,67.66999999999996,62.619999999999976,002084,海鸥住工,bottom_area,2023-08-28,4.03,2023-08-25,3.9,3.3333333333333424,6.153846153846148,27.102803738317753,False,3.0691,4.12,1,2,1,50.0,43.81720430107525,43.81720430107525,11.666666666666657,3.3333333333333424,历史1/2次成功; 当前距低点3.33%; 最新日涨幅3.07%; 状态bottom_area; 底部未确认
41,67.19411833983536,59.081606072613525,300521,爱司凯,bottom_area,2023-08-28,11.86,2023-08-28,11.79,0.5937234944868557,7.463952502120448,30.23668639053254,False,-0.7531,1.947,2,4,2,50.0,20.189761505610566,20.590790616854918,14.406276505513144,0.5937234944868557,历史2/4次成功; 当前距低点0.59%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
42,66.16574824573185,62.6957924378508,688115,思林杰,bottom_area,2023-08-28,30.21,2023-08-15,28.88,4.605263157894743,12.188365650969528,27.345911949685537,True,-0.5596,1.0447,2,3,2,66.66666666666666,20.31788049023731,23.658728081654015,10.394736842105257,4.605263157894743,历史2/3次成功; 当前距低点4.61%; 最新日涨幅-0.56%; 状态bottom_area; 底部已确认
43,65.2984718951381,57.486026635927615,300423,昇辉科技,bottom_area,2023-08-28,9.15,2023-08-25,9.09,0.6600660066006655,5.720572057205716,29.37062937062937,False,0.5495,2.4041,1,2,1,50.0,23.28482328482329,23.28482328482329,14.339933993399335,0.6600660066006655,历史1/2次成功; 当前距低点0.66%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
44,64.95302314311726,57.473127570954595,605111,新洁能,bottom_area,2023-08-28,33.57,2023-08-25,33.26,0.9320505111244807,7.27600721587493,27.616974972796527,True,0.209,2.5983,1,3,1,33.33333333333333,36.800373134328346,36.800373134328346,14.06794948887552,0.9320505111244807,历史1/3次成功; 当前距低点0.93%; 最新日涨幅0.21%; 状态bottom_area; 底部已确认
45,64.72813249024962,57.03046854916338,300473,德尔股份,bottom_area,2023-08-28,15.74,2023-08-25,15.63,0.703774792066535,6.269993602047336,30.37861915367483,False,0.191,2.164,1,2,1,50.0,21.37137137137137,21.37137137137137,14.296225207933464,0.703774792066535,历史1/2次成功; 当前距低点0.70%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
46,64.18435508204976,56.612965606225565,603131,上海沪工,bottom_area,2023-08-28,11.9,2023-08-25,11.81,0.7620660457239614,5.8425063505503765,28.293867638129928,False,0.3373,1.458,1,2,1,50.0,19.841269841269842,19.841269841269842,14.237933954276038,0.7620660457239614,历史1/2次成功; 当前距低点0.76%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
47,62.49339463456762,58.01904458598726,002425,凯撒文化,bottom_area,2023-08-28,4.72,2023-08-25,4.56,3.5087719298245648,6.140350877192988,27.04000000000001,False,2.8322,2.5414,1,2,1,50.0,21.231422505307858,21.231422505307858,11.491228070175435,3.5087719298245648,历史1/2次成功; 当前距低点3.51%; 最新日涨幅2.83%; 状态bottom_area; 底部未确认
48,61.557211758113354,54.33578900493888,688107,安路科技,bottom_area,2023-08-28,41.5,2023-08-28,41.17,0.8015545299975668,6.5338838960408,28.968253968253965,False,-1.1434,0.9511,1,3,1,33.33333333333333,67.95615731785945,67.95615731785945,14.198445470002433,0.8015545299975668,历史1/3次成功; 当前距低点0.80%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
49,61.28575043854764,53.88836932192862,603155,新亚强,bottom_area,2023-08-28,21.96,2023-08-28,21.83,0.5955107650023022,7.879065506184162,28.16716025008227,False,-1.701,1.2383,1,2,1,50.0,25.624375624375624,25.624375624375624,14.404489234997698,0.5955107650023022,历史1/2次成功; 当前距低点0.60%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
50,61.18327007359644,53.86509963237869,001266,宏英智能,bottom_area,2023-08-28,24.33,2023-08-25,24.17,0.6619776582540198,6.743897393462967,31.37421919363997,False,0.0823,5.237,1,3,1,33.33333333333333,23.285351397121083,23.285351397121083,14.33802234174598,0.6619776582540198,历史1/3次成功; 当前距低点0.66%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
51,60.32839195402299,52.45947126436782,601778,晶科科技,bottom_area,2023-08-28,3.7,2023-08-28,3.7,0.0,6.48648648648648,28.015564202334627,False,-1.0695,3.4696,1,3,1,33.33333333333333,42.344827586206904,42.344827586206904,15.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
52,55.9750296466685,48.87828519217622,688202,美迪西,bottom_area,2023-08-28,71.55,2023-08-28,71.39,0.22412102535368622,14.848017929682019,27.808676307007786,False,-6.8238,3.969,1,3,1,33.33333333333333,23.795418261555337,23.795418261555337,14.775878974646314,0.22412102535368622,历史1/3次成功; 当前距低点0.22%; 最新日涨幅-6.82%; 状态bottom_area; 底部未确认
53,52.867947540779085,46.20590040006099,688185,康希诺,bottom_area,2023-08-28,70.21,2023-08-28,70.02,0.27135104255926557,10.86832333618966,28.711056811240077,False,-0.8893,2.1305,1,6,1,16.666666666666664,19.236097367900253,19.236097367900253,14.728648957440734,0.27135104255926557,历史1/6次成功; 当前距低点0.27%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
