rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.31333180121483,87.80929943546529,002765,蓝黛科技,bottom_area,2023-08-28,6.37,2023-08-25,6.28,1.433121019108278,7.802547770700626,29.675251959686445,True,0.9509,2.7624,3,3,3,100.0,21.75707182275358,28.213879408418663,13.566878980891723,1.433121019108278,历史3/3次成功; 当前距低点1.43%; 最新日涨幅0.95%; 状态bottom_area; 底部已确认
2,97.43897856003058,86.75572375753356,603212,赛伍技术,bottom_area,2023-08-28,16.01,2023-08-25,15.81,1.2650221378874198,7.5268817204301035,30.198675496688736,True,0.4391,1.6737,2,2,2,100.0,30.698786193101522,32.01038575667657,13.73497786211258,1.2650221378874198,历史2/2次成功; 当前距低点1.27%; 最新日涨幅0.44%; 状态bottom_area; 底部已确认
3,95.66429889782667,85.6482295199492,300505,川金诺,bottom_area,2023-08-28,15.61,2023-08-25,15.37,1.5614834092387782,7.937540663630453,28.378378378378383,True,1.2322,2.3561,2,2,2,100.0,28.378557489320507,39.35656836461126,13.438516590761221,1.5614834092387782,历史2/2次成功; 当前距低点1.56%; 最新日涨幅1.23%; 状态bottom_area; 底部已确认
4,94.97383389472202,84.96021244309559,002150,正泰电源,bottom_area,2023-08-28,13.38,2023-08-25,13.18,1.5174506828528156,6.752655538694998,31.354166666666668,False,0.9811,1.8708,1,1,1,100.0,164.87025948103792,164.87025948103792,13.482549317147182,1.5174506828528156,历史1/1次成功; 当前距低点1.52%; 最新日涨幅0.98%; 状态bottom_area; 底部未确认
5,94.4383691944352,84.26201281314927,002339,积成电子,bottom_area,2023-08-28,6.62,2023-08-25,6.53,1.3782542113323102,5.359877488514543,27.201783723522855,False,1.0687,1.9988,3,4,3,75.0,48.70662588702658,82.94930875576038,13.621745788667688,1.3782542113323102,历史3/4次成功; 当前距低点1.38%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
6,93.3083932375842,83.83422443334297,688148,芳源股份,bottom_area,2023-08-28,9.3,2023-08-23,9.14,1.7505470459518613,9.299781181619252,27.3449920508744,True,0.432,1.2798,2,2,2,100.0,20.943396226415096,26.66666666666668,13.249452954048138,1.7505470459518613,历史2/2次成功; 当前距低点1.75%; 最新日涨幅0.43%; 状态bottom_area; 底部已确认
7,92.85648000124537,83.62143095615802,600338,西藏珠峰,bottom_area,2023-08-28,14.13,2023-08-25,13.87,1.874549387166558,6.200432588320124,28.320413436692515,False,1.2178,1.7667,2,2,2,100.0,30.512922359665453,31.213191990577155,13.125450612833442,1.874549387166558,历史2/2次成功; 当前距低点1.87%; 最新日涨幅1.22%; 状态bottom_area; 底部未确认
8,92.20621906591472,85.33447204022642,000411,英特集团,bottom_area,2023-08-28,11.76,2023-08-24,11.38,3.3391915641476184,7.029876977152889,27.974683544303797,True,0.5128,5.1395,3,3,3,100.0,31.816283905822544,47.98426745329401,11.660808435852381,3.3391915641476184,历史3/3次成功; 当前距低点3.34%; 最新日涨幅0.51%; 状态bottom_area; 底部已确认
9,92.1588538107923,82.74419279136991,600148,长春一东,bottom_area,2023-08-28,14.84,2023-08-25,14.59,1.7135023989033584,5.620287868403018,27.340637450199196,False,1.4354,1.4424,1,1,1,100.0,40.489130434782616,40.489130434782616,13.286497601096642,1.7135023989033584,历史1/1次成功; 当前距低点1.71%; 最新日涨幅1.44%; 状态bottom_area; 底部未确认
10,92.02559528314144,83.56768578397651,002838,道恩股份,bottom_area,2023-08-28,13.22,2023-08-25,12.92,2.3219814241486123,6.5789473684210495,29.629629629629626,False,1.6141,1.4902,3,3,3,100.0,19.04195393029752,24.95606326889279,12.678018575851388,2.3219814241486123,历史3/3次成功; 当前距低点2.32%; 最新日涨幅1.61%; 状态bottom_area; 底部未确认
11,90.22312617020155,84.49168391721828,000620,盈新发展,bottom_area,2023-08-28,1.57,2023-08-25,1.51,3.973509933774838,7.947019867549661,27.403846153846157,True,1.2903,2.7563,3,3,3,100.0,35.0606804635748,58.4192439862543,11.026490066225161,3.973509933774838,历史3/3次成功; 当前距低点3.97%; 最新日涨幅1.29%; 状态bottom_area; 底部已确认
