rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.7829709700171,82.59511170982397,600048,保利发展,bottom_area,2025-12-22,6.34,2025-12-17,6.19,2.423263327948295,2.9079159935379595,27.60233918128655,False,0.158,0.891,2,2,2,100.0,31.721247836269217,31.987577639751546,12.576736672051705,2.423263327948295,历史2/2次成功; 当前距低点2.42%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
2,84.15807298828788,80.11246614528851,603327,福蓉科技,bottom_area,2025-12-22,11.02,2025-12-19,10.51,4.852521408182682,7.4215033301617455,29.651941097724226,False,0.8234,4.6779,6,7,6,85.71428571428571,45.770740930580004,129.39632545931758,10.147478591817318,4.852521408182682,历史6/7次成功; 当前距低点4.85%; 最新日涨幅0.82%; 状态bottom_area; 底部未确认
3,81.84228742945882,73.47860628918438,603322,超讯通信,bottom_area,2025-12-22,39.82,2025-12-19,39.15,1.7113665389527504,4.674329501915705,29.217139757729164,False,-1.9695,6.0918,5,7,5,71.42857142857143,25.025847915496684,39.45833333333333,13.288633461047251,1.7113665389527504,历史5/7次成功; 当前距低点1.71%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
4,79.5148177355755,73.34072600551906,300768,迪普科技,bottom_area,2025-12-22,18.62,2025-12-17,18.05,3.1578947368421066,4.4321329639889235,29.43706020328381,False,0.0,1.1251,2,3,2,66.66666666666666,46.52720074651822,47.28781110402041,11.842105263157892,3.1578947368421066,历史2/3次成功; 当前距低点3.16%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
5,78.35027979312602,73.91080096398225,003038,鑫铂股份,bottom_area,2025-12-22,15.3,2025-12-17,14.66,4.365620736698503,5.866302864938604,32.098193608151924,False,0.3279,1.6895,1,1,1,100.0,25.507614213197975,25.507614213197975,10.634379263301497,4.365620736698503,历史1/1次成功; 当前距低点4.37%; 最新日涨幅0.33%; 状态bottom_area; 底部未确认
6,78.15081133627696,73.29548222099396,300890,翔丰华,bottom_area,2025-12-22,29.52,2025-12-17,28.37,4.05357772294677,4.970038773352132,28.122624778312638,False,0.2717,3.1568,1,1,1,100.0,18.37440553393861,18.37440553393861,10.94642227705323,4.05357772294677,历史1/1次成功; 当前距低点4.05%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
7,77.0037674094451,72.08836185135081,301567,贝隆精密,bottom_area,2025-12-22,45.2,2025-12-17,43.48,3.955841766329361,6.20975160993561,31.527559055118115,False,-0.9858,10.9138,2,2,2,100.0,16.4929090246331,16.59192825112107,11.04415823367064,3.955841766329361,历史2/2次成功; 当前距低点3.96%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
8,76.98277026600755,70.8528803245436,000593,德龙汇能,bottom_area,2025-12-22,10.16,2025-12-16,9.86,3.0425963488843886,8.519269776876266,31.14525139664805,False,-1.0711,3.274,1,1,1,100.0,15.322580645161285,15.322580645161285,11.95740365111561,3.0425963488843886,历史1/1次成功; 当前距低点3.04%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
9,76.11121126525572,70.84339152186922,603072,天和磁材,bottom_area,2025-12-22,40.93,2025-12-17,39.49,3.6464927829830276,4.482147379083302,27.05947543405984,False,-0.0488,2.1966,1,1,1,100.0,22.674167027260935,22.674167027260935,11.353507217016972,3.6464927829830276,历史1/1次成功; 当前距低点3.65%; 最新日涨幅-0.05%; 状态bottom_area; 底部未确认
10,75.11598975869077,69.3251548829179,002129,TCL中环,bottom_area,2025-12-22,8.41,2025-12-16,8.15,3.190184049079752,4.417177914110422,29.253472222222214,False,0.8393,1.7162,2,3,2,66.66666666666666,25.33391316211329,31.12759643916912,11.809815950920246,3.190184049079752,历史2/3次成功; 当前距低点3.19%; 最新日涨幅0.84%; 状态bottom_area; 底部未确认
11,75.0380774003762,70.1152105610924,300598,诚迈科技,bottom_area,2025-12-22,45.0,2025-12-17,43.33,3.854142626355878,4.661897069005316,32.296875,False,0.1781,2.049,3,5,3,60.0,35.49814918916024,45.24950099800398,11.145857373644121,3.854142626355878,历史3/5次成功; 当前距低点3.85%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
