rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.8350970852117,85.19283582890668,301421,波长光电,bottom_area,2024-08-27,30.17,2024-08-27,29.8,1.241610738255037,4.999999999999995,30.906561558080227,False,-3.7946,10.6423,3,3,3,100.0,47.22423823724819,56.02000000000002,6.758389261744963,1.241610738255037,历史3/3次成功; 当前距低点1.24%; 最新日涨幅-3.79%; 状态bottom_area; 底部未确认
2,89.10811209439534,83.2166666666667,000957,中通客车,bottom_area,2024-08-27,9.04,2024-08-27,9.0,0.444444444444435,3.555555555555559,29.687500000000007,False,-3.7274,4.5831,4,4,4,100.0,101.48868676450815,354.54545454545456,7.555555555555565,0.444444444444435,历史4/4次成功; 当前距低点0.44%; 最新日涨幅-3.73%; 状态bottom_area; 底部未确认
3,88.36887025303224,83.78123744534534,000597,东北制药,bottom_area,2024-08-27,4.12,2024-08-26,4.07,1.228501228501224,4.422604422604415,32.053422370617696,False,-0.7229,2.7794,3,3,3,100.0,29.259248636172746,61.02150537634409,6.771498771498777,1.228501228501224,历史3/3次成功; 当前距低点1.23%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
4,86.35473634231109,80.4736791761697,603069,海汽集团,bottom_area,2024-08-27,15.03,2024-08-27,14.98,0.3337783711615416,1.2016021361815736,27.140077821011666,False,-0.9229,0.5862,6,6,6,100.0,23.68114979794627,76.0375880971026,7.666221628838459,0.3337783711615416,历史6/6次成功; 当前距低点0.33%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
5,85.7528633940859,80.51640105226926,002685,华东重机,bottom_area,2024-08-27,2.78,2024-08-27,2.76,0.724637681159421,2.898550724637684,29.94923857868021,False,-2.1127,2.1345,3,3,3,100.0,45.36868260920823,109.52380952380952,7.275362318840579,0.724637681159421,历史3/3次成功; 当前距低点0.72%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
6,84.1542739745538,79.79688576202165,000155,川能动力,bottom_area,2024-08-27,9.01,2024-08-23,8.9,1.235955056179769,3.370786516853921,29.08366533864542,False,-1.5301,0.4345,2,2,2,100.0,24.596039194147934,37.70685579196216,6.764044943820231,1.235955056179769,历史2/2次成功; 当前距低点1.24%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
7,83.85884451879527,79.67350137956085,001218,丽臣实业,bottom_area,2024-08-27,13.63,2024-08-26,13.45,1.33828996282529,3.2713754646840245,32.07070707070708,False,-0.9448,0.519,2,2,2,100.0,25.18711018711019,29.999999999999993,6.661710037174711,1.33828996282529,历史2/2次成功; 当前距低点1.34%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
8,83.46593068400826,78.46698932738137,000983,山西焦煤,bottom_area,2024-08-27,7.66,2024-08-26,7.6,0.789473684210533,2.368421052631587,29.95391705069125,False,-0.9056,0.4184,4,4,4,100.0,18.47843724398591,27.212389380530986,7.210526315789467,0.789473684210533,历史4/4次成功; 当前距低点0.79%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
9,82.8505870672746,79.12321627642147,688239,航宇科技,bottom_area,2024-08-27,26.56,2024-08-27,26.14,1.6067329762815539,2.2570772762050493,30.293333333333333,False,-0.7103,1.0623,2,2,2,100.0,25.519179905072154,33.80660015349194,6.393267023718447,1.6067329762815539,历史2/2次成功; 当前距低点1.61%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
10,82.40269564823589,78.54541582174241,000591,太阳能,bottom_area,2024-08-27,4.04,2024-08-23,3.98,1.5075376884422125,2.763819095477384,28.158844765342963,False,-0.9804,0.3769,2,2,2,100.0,21.19678360962714,32.84132841328414,6.492462311557788,1.5075376884422125,历史2/2次成功; 当前距低点1.51%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
11,82.25964408350768,80.92812911271135,002732,燕塘乳业,bottom_area,2024-08-27,13.42,2024-08-23,13.01,3.1514219830899317,5.918524212144502,29.599567099567103,False,0.4491,0.4663,3,3,3,100.0,15.018124914819245,25.344352617079892,4.848578016910069,3.1514219830899317,历史3/3次成功; 当前距低点3.15%; 最新日涨幅0.45%; 状态bottom_area; 底部未确认
