rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.82699255291135,89.37539144836083,002838,道恩股份,bottom_area,2024-06-28,9.06,2024-06-26,8.94,1.342281879194642,5.369127516778528,28.934817170111295,False,0.0,0.6812,5,5,5,100.0,21.59029103722908,38.59649122807017,8.657718120805358,1.342281879194642,历史5/5次成功; 当前距低点1.34%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,95.4458759570545,88.5941686679838,603326,我乐家居,bottom_area,2024-06-28,5.56,2024-06-27,5.5,1.090909090909084,3.4545454545454617,32.34932349323494,False,1.0909,1.1397,4,4,4,100.0,14.30882470568014,20.141843971631218,8.909090909090917,1.090909090909084,历史4/4次成功; 当前距低点1.09%; 最新日涨幅1.09%; 状态bottom_area; 底部未确认
3,93.4802750324315,88.05238809506452,601388,怡球资源,bottom_area,2024-06-28,2.19,2024-06-26,2.15,1.8604651162790715,4.1860465116279215,27.609427609427616,False,0.4587,0.6538,4,4,4,100.0,20.829293334305355,35.632183908045974,8.139534883720929,1.8604651162790715,历史4/4次成功; 当前距低点1.86%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
4,91.48209824859724,85.74336883816864,002317,众生药业,bottom_area,2024-06-28,11.43,2024-06-25,11.25,1.5999999999999976,6.222222222222216,27.745664739884397,False,-0.4355,1.2487,4,4,4,100.0,27.695531388003374,58.31999999999999,8.400000000000004,1.5999999999999976,历史4/4次成功; 当前距低点1.60%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
5,89.49368433218407,82.34604741643732,603368,柳药集团,bottom_area,2024-06-28,17.5,2024-06-28,17.39,0.632547441058076,1.7826336975273072,27.842323651452283,False,0.1144,1.5938,3,3,3,100.0,31.603524634675978,42.85714285714285,9.367452558941924,0.632547441058076,历史3/3次成功; 当前距低点0.63%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
6,89.4373886096246,84.72387713520142,600416,湘电股份,bottom_area,2024-06-28,9.94,2024-06-26,9.73,2.1582733812949546,4.933196300102779,27.496274217585686,False,1.3252,0.9118,3,3,3,100.0,23.251292712655438,34.41084462982274,7.841726618705046,2.1582733812949546,历史3/3次成功; 当前距低点2.16%; 最新日涨幅1.33%; 状态bottom_area; 底部未确认
7,88.7424092436208,80.87260398981078,002761,浙江建投,bottom_area,2024-06-28,7.81,2024-06-26,7.8,0.12820512820512547,3.205128205128217,32.173913043478265,False,-0.8883,1.3584,6,6,6,100.0,23.305976785583134,43.73730534867976,9.871794871794876,0.12820512820512547,历史6/6次成功; 当前距低点0.13%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
8,88.36228288117532,83.46062700920606,688156,路德科技,bottom_area,2024-06-28,13.23,2024-06-28,12.97,2.00462606013878,3.238242097147262,27.338935574229694,False,-0.2262,1.3522,5,5,5,100.0,20.38265820603483,44.22535211267606,7.995373939861221,2.00462606013878,历史5/5次成功; 当前距低点2.00%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
9,87.55687609555902,82.54422236612696,002779,中坚科技,bottom_area,2024-06-28,28.34,2024-06-28,27.81,1.9057892844300655,3.1283710895361416,27.653485952133195,False,0.675,0.5894,2,2,2,100.0,25.1044190033737,29.818594104308378,8.094210715569936,1.9057892844300655,历史2/2次成功; 当前距低点1.91%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
10,87.5086920754762,79.98717115182454,603305,旭升集团,bottom_area,2024-06-28,10.56,2024-06-28,10.53,0.28490028490029573,3.133903133903135,28.122866894197955,False,-0.9381,0.9709,4,4,4,100.0,20.466364523640955,32.41061130334487,9.715099715099704,0.28490028490029573,历史4/4次成功; 当前距低点0.28%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
11,87.00197560975607,82.85902439024389,002687,乔治白,bottom_area,2024-06-28,4.2,2024-06-24,4.1,2.4390243902439157,4.146341463414633,29.914529914529915,False,0.2387,0.9426,1,1,1,100.0,64.00000000000001,64.00000000000001,7.560975609756085,2.4390243902439157,历史1/1次成功; 当前距低点2.44%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
12,86.58851313365332,81.11777918838983,000597,东北制药,bottom_area,2024-06-28,3.87,2024-06-24,3.81,1.5748031496063006,4.461942257217846,27.290076335877867,False,0.0,0.5585,2,2,2,100.0,13.378120266087073,16.59751037344398,8.4251968503937,1.5748031496063006,历史2/2次成功; 当前距低点1.57%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
13,86.4941546184739,80.45967871485944,000718,苏宁环球,bottom_area,2024-06-28,1.68,2024-06-24,1.66,1.204819277108435,5.421686746987957,32.24489795918368,False,-1.1765,0.7952,2,2,2,100.0,27.77777777777778,36.111111111111114,8.795180722891565,1.204819277108435,历史2/2次成功; 当前距低点1.20%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
